"Fecha","CCL","Mayorista","MEP","Minorista","Solidario"
2019-07-01,42.2979442410589,42.135,42.4489795918367,43.48,43.48
2019-07-02,42.159000816771,42.465,42.2399783315276,43.452,43.452
2019-07-03,41.4128943758573,42.09,42.2476446837147,43.246,43.246
2019-07-04,41.6598106995885,41.7583,42.1428571428571,42.887,42.887
2019-07-05,41.9368104395604,41.98,42.0676641056746,43.104,43.104
2019-07-08,40.7175220058682,41.98,42.0676641056746,43.104,43.104
2019-07-09,40.0131035386632,41.98,42.0676641056746,43.104,43.104
2019-07-10,41.8421052631579,41.8808,41.9718309859155,43.091,43.091
2019-07-11,41.7479593988927,41.755,41.8311182709089,42.906,42.906
2019-07-12,41.7591151611199,41.6583,41.9146097398266,42.849,42.849
2019-07-15,42.3194870365208,41.8617,42.4818001323627,43.405,43.405
2019-07-16,42.632015482444,42.6333,42.868547099521,43.779,43.779
2019-07-17,42.5786661097187,42.52,42.676431424767,43.706,43.706
2019-07-18,42.5580050933786,42.345,42.6519483973933,43.612,43.612
2019-07-19,42.5358166189112,42.4467,42.6029216467464,43.616,43.616
2019-07-22,42.3880597014925,42.4783,42.5049966688874,43.608,43.608
2019-07-23,42.7937289138798,42.6283,42.9769959404601,43.87,43.87
2019-07-24,43.0465556865056,42.8083,43.2328767123288,44.056,44.056
2019-07-25,43.464818957904,43.245,43.8838977194195,44.56,44.56
2019-07-26,43.5996766435061,43.2167,43.6255249966129,44.515,44.515
2019-07-29,43.8465566902331,43.755,43.8513513513514,44.931,44.931
2019-07-30,43.8563803191489,43.8817,44.0108401084011,45.059,45.059
2019-07-31,44.1072400653239,43.8692,44.1551469601396,45.016,45.016
2019-08-01,44.8178480655182,44.3233,44.7773279352227,45.549,45.549
2019-08-02,44.860082809823,44.7042,44.8666127728375,45.886,45.886
2019-08-05,45.7306367370892,45.4383,45.7847840986977,46.685,46.685
2019-08-06,45.4841421291053,45.3517,45.5555555555556,46.482,46.482
2019-08-07,45.6282599884192,45.69,45.6188767765972,46.803,46.803
2019-08-08,45.4792560801144,45.4117,45.4426002766252,46.468,46.468
2019-08-09,45.7296305999476,45.4033,45.7880434782609,46.547,46.547
2019-08-12,55.1641791044776,55.75,54.9848942598187,57.297,57.297
2019-08-13,58.3284968078932,56.3167,58.2599118942731,58.328,58.328
2019-08-14,61.7913148371532,58.835,61.1084624553039,62.176,62.176
2019-08-15,58.3285632512879,56.6333,57.9194001874414,59.717,59.717
2019-08-16,56.7361894024803,56.435,56.59,58.123,58.123
2019-08-19,67.3244147157191,56.435,56.59,58.123,58.123
2019-08-20,55.7133421400264,55.3633,55.3145336225597,57.378,57.378
2019-08-21,55.3880692751764,54.915,54.9450549450549,57.266,57.266
2019-08-22,55.7877813504823,55.0308,54.8940914158305,57.237,57.237
2019-08-23,55.00340367597,55.2683,54.578313253012,57.307,57.307
2019-08-26,55.1971326164875,55.335,55.3243574051408,57.206,57.206
2019-08-27,56.6045066045066,55.7133,57.0316693505099,58.66,58.66
2019-08-28,59.4191522762951,58.075,60.5652173913044,60.171,60.171
2019-08-29,58.1512605042017,58.2,58.6370839936609,60.304,60.304
2019-08-30,63.7915129151292,59.075,62.5208402800934,62.035,62.035
2019-09-02,66.0977859778598,57.0917,59.8774885145482,58.411,58.411
2019-09-03,61.9122257053291,55.7833,59.3846153846154,58.486,58.486
2019-09-04,60.9502262443439,55.935,60.4335260115607,58.061,58.061
2019-09-05,63.1004366812227,56.0042,61.3119143239625,58.207,58.207
2019-09-06,64.9190110826939,55.9083,66.0529344073648,58.023,58.023
2019-09-09,64.2372881355932,55.9433,62.3958333333333,58.153,58.153
2019-09-10,66.9327731092437,56.0683,62.6895854398382,58.13,58.13
2019-09-11,66.3477537437604,56.105,63.1111111111111,58.236,58.236
2019-09-12,68.5908319185059,56.18,66.0697674418605,58.407,58.407
2019-09-13,72.4168912848158,56.1525,68.7012987012987,58.443,58.443
2019-09-16,69.7802197802198,56.2517,66.0810810810811,58.774,58.774
2019-09-17,69.7007481296758,56.4508,66.4597879493147,59.065,59.065
2019-09-18,69.5523648648649,56.5025,65.6226319777722,59.147,59.147
2019-09-19,67.9476696647588,56.6067,65.5163727959698,59.071,59.071
2019-09-20,68.5294117647059,56.6183,66.1989795918367,59.081,59.081
2019-09-23,67.396798652064,56.9282,65.3609831029186,59.321,59.321
2019-09-24,65.3225806451613,56.9367,63.1439894319683,59.338,59.338
2019-09-25,63.915857605178,57.0075,61.8791946308725,59.339,59.339
2019-09-26,64.0725806451613,57.18,61.68,59.511,59.511
2019-09-27,62.9303749043611,57.3175,61.2911392405063,59.556,59.556
