Fecha;Adelantos;Documentos;Hipotecarios;Otros;Personales;Prendarios;Tarjetas
2021-02-04;302096;645621;218861;183385;458284;112619;901225
2021-02-05;301767;647852;219336;181330;458877;112748;901628
2021-02-08;302224;646569;219430;180591;459625;112419;880294
2021-02-09;303720;645430;219598;180317;460721;112508;881594
2021-02-10;302219;648712;219168;178985;461600;112310;861846
2021-02-11;303444;649692;218929;178543;462487;112449;860370
2021-02-12;304067;652471;219219;177187;463451;111936;862791
2021-02-17;318746;650838;219162;176779;465029;111822;870557
2021-02-18;310842;645731;219953;176297;466059;113515;887054
2021-02-19;310541;648195;220295;177644;467108;114698;883679
2021-02-22;306688;648051;220227;179191;468291;113911;892766
2021-02-23;307447;646823;220300;179815;468973;114146;914273
2021-02-24;308060;647838;220530;179073;469807;114307;917527
2021-02-25;308210;649003;220483;180569;470672;115839;922998
2021-02-26;304028;652627;221395;181502;467959;116178;913464
2021-03-01;310919;649645;220888;182501;471813;116783;936767
2021-03-02;302823;646394;220840;183833;472618;116792;953200
2021-03-03;292797;645828;221015;183136;472297;117291;944581
2021-03-04;296076;648342;221102;182594;472068;117624;929959
2021-03-05;285501;651472;221659;182009;472656;117630;933447
2021-03-08;287819;649203;221718;180455;473607;117922;923608
2021-03-09;288981;651926;222218;179510;474653;117394;929634
2021-03-10;289202;655282;222109;179338;475297;117590;911029
2021-03-11;289702;656694;222396;179146;476179;117792;924009
2021-03-12;288892;658329;223015;177289;477533;118154;924801
2021-03-15;296328;656808;223041;176417;478412;118282;906256
2021-03-16;290701;655338;223122;176127;479910;118479;911508
2021-03-17;287243;654457;223747;175926;481181;118902;890996
2021-03-18;279504;655835;223974;177218;482298;119400;889672
2021-03-19;274093;660456;224000;177039;483391;119959;894624
2021-03-22;279897;654835;224583;175355;484885;120651;904724
2021-03-23;273381;656167;224850;176636;485951;121164;918308
2021-03-25;270009;656711;225088;177349;487221;121448;922982
2021-03-26;267032;658443;225731;179791;488378;121877;932252
2021-03-29;265106;658350;226239;181161;489259;122498;945599
2021-03-30;260408;657637;226556;181777;490017;123497;960489
2021-03-31;250486;658512;228119;183323;488078;124921;946388
2021-04-05;278655;653925;227581;182106;491031;124285;958350
2021-04-06;269504;649734;227452;184184;491132;124465;965584
2021-04-07;258860;650050;227521;183951;492644;124368;946370
2021-04-08;257186;652234;227559;184658;493491;124628;939415
2021-04-09;261421;656139;227814;183500;494657;124875;931705
2021-04-12;266628;655429;227820;182872;495435;124829;914549
2021-04-13;268838;649303;227807;182234;496356;125121;912794
2021-04-14;267400;649549;228086;180851;497755;125330;900206
2021-04-15;269040;650839;228156;180640;498872;125678;899908
2021-04-16;273067;651308;228427;180663;500157;125972;902403
2021-04-19;268577;648279;228411;180100;501500;126703;912097
2021-04-20;267979;644582;228587;180450;502359;127059;925767
2021-04-21;267546;642880;228610;180229;503524;127503;928450
2021-04-22;263332;645891;228776;179199;504346;127845;933657
2021-04-23;261347;649260;228958;185194;502801;128292;939692
2021-04-26;260044;649559;228947;185367;503846;128784;947331
2021-04-27;258424;647997;229023;187141;504872;129147;965591
2021-04-28;252396;648628;229498;186712;505462;129789;969562
2021-04-29;250188;653884;229850;187785;505611;130620;975297
2021-04-30;241715;657354;230586;187921;504177;131503;956171
2021-05-03;257137;651694;230646;190334;505748;132230;966801
2021-05-04;258155;648587;230653;191723;506188;131562;972599
2021-05-05;251256;651871;230680;191026;506544;131585;931243
2021-05-06;255896;654082;230755;191319;506072;131758;922642
2021-05-07;261607;656828;231043;193003;506796;131882;932721
2021-05-10;270109;658910;231432;191986;507285;131705;902785
2021-05-11;270136;656233;231100;192217;508140;132340;919760
2021-05-12;267934;657131;231040;192113;509348;132641;902362
2021-05-13;262528;657995;231186;191883;510539;133054;904741
2021-05-14;262858;659481;231560;191556;511219;133499;913563
2021-05-17;270072;653679;231578;190421;512261;133765;922243
2021-05-18;268159;650075;231762;190973;513168;134103;937876
2021-05-19;261870;652064;232043;190389;513418;134562;941264
2021-05-20;258682;653100;232321;192590;514129;135217;947681
2021-05-21;251843;658869;232713;195157;514860;135658;954759
2021-05-26;279851;658822;232617;194727;515865;135872;965795
2021-05-27;278340;655834;232700;194671;517080;136234;978755
2021-05-28;266786;657508;232862;196058;517008;136924;996093
2021-05-31;251420;658230;233041;196262;515601;137287;979444
2021-06-01;264168;653619;233268;198890;517456;138874;993923
2021-06-02;257389;649721;233188;200833;518531;139492;983884
2021-06-03;260212;654406;233206;199965;517445;138873;966063
2021-06-04;264940;658138;234527;199565;516657;139870;958346
2021-06-07;266236;659784;234627;199630;517327;139809;931997
2021-06-08;262671;658740;234692;199301;517927;139814;937757
2021-06-09;259421;660077;234703;198519;518690;140372;911185
2021-06-10;265526;664979;234852;198058;518239;140453;904778
2021-06-11;271274;668015;234770;197773;518693;141243;907494
2021-06-14;271521;667412;234916;195935;519180;141746;914046
2021-06-15;276542;667306;235128;197129;520019;141985;919522
2021-06-16;276794;668612;235235;194134;521123;142721;929077
2021-06-17;272973;671223;235291;193618;521661;143270;937539
2021-06-18;274676;675363;235555;194297;522340;144054;945146
2021-06-22;291552;677647;235484;194173;522963;144492;956834
2021-06-23;285981;675177;235683;194324;523728;145376;974047
2021-06-24;287038;677476;236158;196341;524233;145976;982757
2021-06-25;285209;683011;236425;195689;524583;147058;989288
2021-06-28;283922;685355;237065;195231;525070;147672;1000265
2021-06-29;283592;687590;237577;196169;525428;148229;1019431
2021-06-30;277633;699455;238398;198998;524531;149580;997852
2021-07-01;299645;675906;238205;199952;525747;149842;1006430
2021-07-02;298573;674720;238353;199447;525914;150844;1008139
2021-07-05;298486;676089;238426;198828;524681;150863;990711
2021-07-06;305138;673153;238505;197719;523981;151201;996684
2021-07-07;296377;677033;238679;198368;525595;151198;968137
2021-07-08;302124;681992;239433;197987;526067;151812;961555
2021-07-12;314500;684575;239528;197456;525829;151799;929356
2021-07-13;312694;680283;239559;197332;526524;152155;928795
2021-07-14;317711;682807;239553;197087;527396;152801;908096
2021-07-15;321490;685524;239781;196483;527525;153325;902848
2021-07-16;321925;688533;240078;196129;528623;153890;906492
2021-07-19;324855;692677;240103;196135;529397;154230;914310
2021-07-20;326253;688264;240398;195387;530729;154745;928811
2021-07-21;325426;689310;240701;197006;531768;155308;931712
2021-07-22;333476;692461;240824;196038;532175;155868;938569
2021-07-23;329196;695589;240854;198368;533535;156938;949746
2021-07-26;330142;696912;240995;198500;534332;157459;959920
2021-07-27;327317;696190;241127;198946;535195;157794;978347
2021-07-28;326747;698223;241482;198856;535656;158531;984759
2021-07-29;316619;703960;241561;205388;536132;160577;994105
2021-07-30;312401;709933;242125;201486;535442;160955;994909
2021-08-02;327739;708826;241907;203165;538578;161025;990268
2021-08-03;324447;701688;242350;203813;537641;161230;1002510
2021-08-04;320985;704859;242631;203133;538071;161688;966481
2021-08-05;323109;709965;242887;202322;537668;161765;958890
2021-08-06;314127;714140;243665;202346;538673;162817;964613
2021-08-09;325458;714117;243798;201662;539425;163051;935600
2021-08-10;336258;715694;243915;201580;540210;163059;940735
2021-08-11;341362;718230;243923;199859;541498;163662;916338
2021-08-12;332652;721905;244115;201499;543039;164239;914093
2021-08-13;325872;725177;244933;199896;544776;165323;919334
2021-08-17;339069;724823;245239;197134;546132;165723;925451
2021-08-18;327839;728401;245310;196208;547714;166244;940413
2021-08-19;321910;729946;245526;198293;549359;167120;954609
2021-08-20;319147;736902;245716;197797;550667;167664;961249
2021-08-23;317541;739388;245958;196860;551917;168216;974584
2021-08-24;319743;739466;246099;198541;553302;168912;994658
2021-08-25;322760;742291;246339;199502;554597;169860;1000984
2021-08-26;323159;744885;246513;199107;555751;170472;1012106
2021-08-27;314555;750069;247249;199233;557100;171276;1022405
2021-08-30;304091;751706;247268;204051;557456;172342;1029327
2021-08-31;300439;752115;247944;204507;556609;175631;1035548
2021-09-01;316768;748318;247800;206888;559843;175644;1024314
2021-09-02;313124;750081;247863;209591;559853;175347;1020860
2021-09-03;309911;756300;248560;208993;559556;176202;993721
2021-09-06;316443;759153;248460;208652;559188;176085;965771
2021-09-07;304741;761188;248478;208387;560251;176118;967775
2021-09-08;306864;766028;248831;208392;561784;176638;938512
2021-09-09;303277;772458;249242;207747;563387;177499;933129
2021-09-10;313921;780049;249146;207779;564915;178042;931718
2021-09-13;319960;777335;249094;206732;566397;179090;938620
2021-09-14;315299;776525;249373;206589;568057;179708;952213
2021-09-15;315103;778598;249921;205333;569721;180607;962616
2021-09-16;323653;782479;250058;200753;571615;181481;971996
2021-09-17;321032;788228;250281;198724;573244;182299;981370
2021-09-20;329848;789957;250766;197328;574669;182772;998618
2021-09-21;326653;789971;251170;197338;576180;183371;1024486
2021-09-22;322618;793200;251644;199322;577582;184063;1034667
2021-09-23;320009;797617;252226;203990;579347;184957;1044809
2021-09-24;320656;799694;253220;203106;580433;186138;1052747
2021-09-27;322926;800711;253870;200673;581667;186848;1064501
2021-09-28;321502;802132;254622;200908;582910;187700;1081998
2021-09-29;320959;807532;255722;205177;583350;188971;1088508
2021-09-30;318443;817111;257253;204689;584175;190796;1089035
2021-10-01;331532;811583;257766;204903;587191;190546;1097825
2021-10-04;333733;809140;257844;205629;586949;192514;1085677
2021-10-05;327891;809816;257610;203366;587702;192489;1091820
2021-10-06;327866;814712;257854;203544;588198;193127;1062382
2021-10-07;326979;820978;258303;204360;590071;193935;1060485
2021-10-12;358880;825603;258373;204088;591495;194037;1025747
2021-10-13;350870;818227;258816;203871;593565;193284;1024728
2021-10-14;356956;822716;259124;203578;595873;194081;988318
2021-10-15;358035;830040;259349;199137;598132;195249;993627
2021-10-18;370764;829233;259649;199755;600161;195831;1002345
2021-10-19;358467;831419;260165;198491;602287;196569;1028808
2021-10-20;357025;840188;260712;196006;604476;197100;1038934
2021-10-21;352508;843538;260968;196602;606406;197814;1049286
2021-10-22;349893;849250;261527;197562;608356;199196;1059957
2021-10-25;360426;854312;267783;200623;610476;199791;1087329
2021-10-26;350533;854495;262768;200761;612371;200477;1096768
2021-10-27;352841;861159;263608;200225;614228;201650;1107914
2021-10-28;353065;868885;263603;203107;615406;202583;1123477
2021-10-29;349209;883305;263869;200956;617294;205150;1130678
2021-11-01;360934;881409;264455;205320;619461;207496;1115942
2021-11-02;350668;877884;264584;206144;621068;206710;1132581
2021-11-03;349737;882066;264899;206433;620885;207487;1103642
2021-11-04;350281;893406;265022;207441;621386;207678;1100347
2021-11-05;342323;900720;265267;211752;622874;207865;1113381
2021-11-08;351593;909177;265556;211531;625412;207984;1085422
2021-11-09;350955;915991;265876;212576;627209;209336;1077627
2021-11-10;364674;924506;266788;213390;629046;209503;1062384
2021-11-11;373803;934511;267327;213964;631447;210328;1068849
2021-11-12;372088;947563;268624;215004;633846;211734;1072801
2021-11-15;378221;947919;268673;215087;635870;213646;1083744
2021-11-16;376041;947519;268848;215748;637972;213482;1103179
2021-11-17;376768;949977;269283;216473;640027;214365;1111911
2021-11-18;375606;955298;269807;216845;641707;215366;1123855
2021-11-19;369300;963630;270838;217796;643619;216639;1134564
2021-11-23;380193;960156;270871;218903;645663;217320;1149859
2021-11-24;370192;955516;270996;219259;647544;217997;1169020
2021-11-25;381525;957133;271327;219516;649152;219344;1180723
2021-11-26;386583;960292;271954;219242;650669;220532;1186420
2021-11-29;393636;962923;272513;220842;651994;221322;1206803
2021-11-30;383750;966532;273116;224677;651216;222281;1219052
2021-12-01;383332;963735;273125;225204;654741;225309;1229945
2021-12-02;379482;964822;273874;225272;655909;225741;1231274
2021-12-03;377034;971558;274744;224374;655906;225600;1230519
2021-12-06;384343;978330;274865;224158;655987;224914;1225449
2021-12-07;382548;980621;275704;223844;657420;224524;1232600
2021-12-09;385957;986916;276072;224608;659641;224891;1210675
2021-12-10;389385;993399;276753;223750;660681;225136;1197651
2021-12-13;396373;995881;278276;223657;662492;226135;1145014
2021-12-14;388233;997244;279124;223082;664182;226897;1150605
2021-12-15;395707;1004886;279629;224301;665869;227556;1133434
2021-12-16;399692;1009427;280165;225762;667541;228570;1133462
2021-12-17;399781;1018887;281270;225494;668899;229860;1138245
2021-12-20;418791;1022210;282112;224351;670225;230662;1146664
2021-12-21;400253;1023135;282585;224236;671518;231388;1169406
2021-12-22;403703;1030817;283601;224273;672999;232076;1181552
2021-12-23;405485;1041580;285290;228547;673420;233828;1192016
2021-12-27;408802;1045531;285819;231060;674014;233909;1201884
2021-12-28;390973;1043836;285994;232701;675456;234505;1245994
2021-12-29;383180;1055336;287042;231299;676996;235326;1257938
2021-12-30;384455;1062149;287686;232365;675561;238037;1264625
2022-01-03;407853;1058530;287901;238465;676404;236676;1249340
2022-01-04;384576;1044311;288102;237606;676791;236880;1255196
2022-01-05;381677;1041172;288010;237559;677253;236769;1232215
2022-01-06;368792;1044780;288203;237188;677149;236908;1219731
2022-01-07;367928;1053704;288792;237818;678076;237766;1207603
2022-01-10;394649;1052668;288580;237537;678342;238005;1157284
