Fecha;Circulante;Cta. Cte. en BCRA;Total
2015-03-18;343334,67920688;112640,02399906;455974,70320594
2015-03-19;343441,54436133;113076,79319831;456518,33755964
2015-03-20;343723,52319325;117118,10252535;460841,6257186
2015-03-25;344039,24637211;120247,71180891;464286,95818102
2015-03-26;344785,32464588;99713,5957869898;444498,92043287
2015-03-27;346795,39595551;98178,0168120197;444973,41276753
2015-03-30;350337,63111199;99335,7587085;449673,38982049
2015-03-31;350337,63111199;90016,5808248499;440354,21193684
2015-04-01;352124,72893759;114241,45281625;466366,18175384
2015-04-06;353362,25548589;106504,30053978;459866,55602567
2015-04-07;353788,29096082;105540,41516596;459328,70612678
2015-04-08;352827,88688496;106142,2705637;458970,15744866
2015-04-09;352171,98089487;110716,80659335;462888,78748822
2015-04-10;352296,20471266;110706,53123492;463002,73594758
2015-04-13;352175,82986647;110903,83648479;463079,66635126
2015-04-14;351072,73067703;109249,98409626;460322,71477329
2015-04-15;349452,97548472;113126,13961779;462579,11510251
2015-04-16;348388,129775;114940,35927635;463328,48905135
2015-04-17;347753,65191603;109623,21789204;457376,86980807
2015-04-20;347350,82684415;108152,35623496;455503,18307911
2015-04-21;346686,72132919;107705,01799775;454391,73932694
2015-04-22;345917,41276457;103386,26337536;449303,67613993
2015-04-23;345794,39999654;104269,73477164;450064,13476818
2015-04-24;346236,39258365;106290,04590976;452526,43849341
2015-04-27;346877,10753327;98915,0780071899;445792,18554046
2015-04-28;348026,26600759;94386,1072185298;442412,37322612
2015-04-29;350387,18005789;82590,4062650601;432977,58632295
2015-04-30;352079,90522646;117012,44006301;469092,34528947
2015-05-04;354595,68381886;116454,39800437;471050,08182323
2015-05-05;356442,55997703;111913,49682715;468356,05680418
2015-05-06;357756,96340276;108060,15701016;465817,12041292
2015-05-07;359717,87679928;106062,78468263;465780,66148191
2015-05-08;361539,40732141;108210,86459742;469750,27191883
2015-05-11;362804,53252925;113094,2080472;475898,74057645
2015-05-12;362805,24612925;114423,87854644;477229,12467569
2015-05-13;361637,57008733;112489,47864254;474127,04872987
2015-05-14;360411,19006886;111258,98821754;471670,1782864
2015-05-15;358844,58908208;111531,91424766;470376,50332974
2015-05-18;358004,49742065;112121,3289823;470125,82640295
2015-05-19;356832,49194041;110760,02936562;467592,52130603
2015-05-20;356603,39361064;111231,52618601;467834,91979665
2015-05-21;357138,218538;105381,35785257;462519,57639057
2015-05-22;359832,9800536;105821,61383768;465654,59389128
2015-05-26;359832,7545276;105480,49134467;465313,24587227
2015-05-27;359832,7045276;109474,997418;469307,7019456
2015-05-28;359833,1045276;102550,63051499;462383,73504259
2015-05-29;360764,6757196;101338,72013079;462103,39585039
2015-06-01;361867,6757196;117016,01898852;478883,69470812
2015-06-02;364653,88789308;116588,02081933;481241,90871241
2015-06-03;366597,52886295;108669,4695573;475266,99842025
2015-06-04;369998,21417511;114758,09990126;484756,31407637
2015-06-05;372526,78980695;110386,73409865;482913,5239056
2015-06-08;375013,98319032;116324,7819604;491338,76515072
2015-06-09;375395,71419032;115580,00491762;490975,71910794
2015-06-10;375951,59607276;119479,41888685;495431,01495961
2015-06-11;376422,59316399;128053,30506879;504475,89823278
2015-06-12;375908,87440687;125540,28569821;501449,16010508
2015-06-15;375898,37047076;126215,81913064;502114,1896014
2015-06-16;375587,33584713;123511,79442745;499099,13027458
2015-06-17;374840,19965794;114839,92926985;489680,12892779
2015-06-18;374674,38436198;111911,2095069;486585,59386888
2015-06-19;375468,37168384;106011,28437536;481479,6560592
2015-06-22;376206,51289691;104047,02006498;480253,53296189
2015-06-23;376613,48843304;106988,20013688;483601,68856992
2015-06-24;377333,65733219;110199,1318851;487532,78921729
2015-06-25;378685,44074525;102656,19357363;481341,63431888
2015-06-26;381148,51948717;106735,64209103;487884,1615782
2015-06-29;384052,17465411;100941,89957427;484994,07422838
2015-06-30;387519,53974341;95199,76338872;482719,30313213
2015-07-01;389227,79649445;111103,67595347;500331,47244792
2015-07-02;392851,01758897;111821,1578145;504672,17540347
2015-07-03;396137,91637671;114456,13997174;510594,05634845
2015-07-06;400133,96427438;109475,05381014;509609,01808452
2015-07-07;402840,83356448;111074,89458746;513815,72815194
2015-07-08;405626,0648371;109242,20407429;514868,26891139
2015-07-10;407566,29911114;110214,53609756;517780,8352087
2015-07-13;407894,2417286;107905,96614154;515800,20787014
2015-07-14;406759,7790466;110579,80055271;517339,57959931
2015-07-15;405357,82503754;111121,49185113;516479,31688867
2015-07-16;403950,48962202;111610,32089744;515560,81051946
2015-07-17;402617,90096804;115503,32310833;518121,22407637
2015-07-20;401928,5921791;126120,70591906;528049,29809816
2015-07-21;401009,15483593;130372,90324885;531382,05808478
2015-07-22;400129,72464094;132789,5737446;532919,29838554
2015-07-23;399529,82911894;133651,48529461;533181,31441355
2015-07-24;399647,44231668;119755,32946942;519402,7717861
2015-07-27;400231,29633497;117053,55047098;517284,84680595
2015-07-28;400949,41598043;120623,60156232;521573,01754275
2015-07-29;401708,47264553;113414,87666354;515123,34930907
2015-07-30;403383,33435131;103925,28903691;507308,62338822
2015-07-31;405341,40337596;114828,98676803;520170,39014399
2015-08-03;407689,21119263;123850,27489803;531539,48609066
2015-08-04;409408,40891544;131499,58407764;540907,99299308
2015-08-05;411116,12087918;124893,88065252;536010,0015317
2015-08-06;413393,4322419;119787,29851042;533180,73075232
2015-08-07;414734,50220548;117156,35438755;531890,85659303
2015-08-10;415432,78690774;118330,24907571;533763,03598345
2015-08-11;414951,98402107;121815,08122173;536767,0652428
2015-08-12;413998,81863898;117807,31793146;531806,13657044
2015-08-13;413093,9036312;118212,2949017;531306,1985329
2015-08-14;412179,06401233;120482,60481836;532661,66883069
2015-08-18;411582,00876308;116413,64436717;527995,65313025
2015-08-19;410203,78750653;120586,20171019;530789,98921672
2015-08-20;408920,02153951;113204,39780218;522124,41934169
2015-08-21;407448,94300859;112419,63520596;519868,57821455
2015-08-24;406750,29078384;110167,97277417;516918,26355801
2015-08-25;405743,86162926;113988,16541712;519732,02704638
2015-08-26;405033,45143095;112660,56731791;517694,01874886
2015-08-27;405194,75162558;110182,00433543;515376,75596101
2015-08-28;406735,39411382;118351,01305938;525086,4071732
2015-08-31;408597,8322149;100660,44196274;509258,27417764
2015-09-01;410102,13935804;122685,35322617;532787,49258421
2015-09-02;411964,19187334;119460,91698306;531425,1088564
2015-09-03;413257,97974182;117715,57984659;530973,55958841
2015-09-04;415638,54078124;118947,93082792;534586,47160916
2015-09-07;417160,32284563;117553,05104287;534713,3738885
2015-09-08;418053,03297446;114194,33695161;532247,36992607
2015-09-09;418069,1210388;114358,2650674;532427,3861062
2015-09-10;418124,47015754;117039,30564454;535163,77580208
2015-09-11;417573,69626817;124994,07926846;542567,77553663
2015-09-14;416401,17584199;121970,35458405;538371,53042604
2015-09-15;415086,33173334;123599,32681486;538685,6585482
2015-09-16;413371,35898928;122226,45881718;535597,81780646
2015-09-17;412478,90727688;119440,29705775;531919,20433463
2015-09-18;411708,79818207;121566,11587811;533274,91406018
2015-09-21;411308,15142462;120220,48249728;531528,6339219
2015-09-22;410757,60233575;124367,08952474;535124,69186049
2015-09-23;410362,61116295;119862,86893189;530225,48009484
2015-09-24;410404,54090027;120642,44560117;531046,98650144
2015-09-25;412199,74237211;115391,81086323;527591,55323534
2015-09-28;412751,84737211;107315,24601401;520067,09338612
2015-09-29;413453,55912211;120620,62026889;534074,179391
2015-09-30;413996,72912211;116137,63201266;530134,36113477
2015-10-01;417279,44196264;124267,44644649;541546,88840913
2015-10-02;419825,82886582;119536,43231124;539362,26117706
2015-10-05;422031,19356663;124894,8438129;546926,03737953
2015-10-06;423598,14042561;122603,4087118;546201,54913741
2015-10-07;424703,9448537;122347,63187179;547051,57672549
2015-10-08;426421,90526032;120964,01773292;547385,92299324
2015-10-09;428018,35506515;117748,28740075;545766,6424659
2015-10-13;428239,79468371;118781,34859439;547021,1432781
2015-10-14;426576,24437514;115660,50660632;542236,75098146
2015-10-15;424571,37436636;127290,50266461;551861,87703097
2015-10-16;422761,42081165;127262,6794303;550024,10024195
2015-10-19;421267,17674987;125833,58084876;547100,75759863
2015-10-20;419605,3398523;131084,18293051;550689,52278281
2015-10-21;418232,13276741;128334,46784751;546566,60061492
2015-10-22;417279,01428235;131168,77039771;548447,78468006
2015-10-23;417035,18813458;129361,88726377;546397,07539835
2015-10-26;417840,95634509;125106,88007981;542947,8364249
2015-10-27;419179,73917177;122067,55340502;541247,29257679
2015-10-28;420488,52196694;111947,72705219;532436,24901913
2015-10-29;423640,46190638;102085,17194641;525725,63385279
2015-10-30;424286,59305007;118914,83245991;543201,42550998
2015-11-02;425095,75028334;136062,01908404;561157,76936738
2015-11-03;425959,98718997;134632,33093424;560592,31812421
2015-11-04;426983,88983451;136950,88492156;563934,77475607
2015-11-05;429161,607044;138228,51052404;567390,11756804
2015-11-09;430095,46626841;138313,26343589;568408,7297043
2015-11-10;429733,59347965;140075,66943477;569809,26291442
2015-11-11;428866,83990581;144176,00226166;573042,84216747
2015-11-12;427943,87127221;134493,96872994;562437,84000215
2015-11-13;426977,60757573;140994,32038377;567971,9279595
2015-11-16;426298,54132039;143092,37084826;569390,91216865
2015-11-17;425423,92895859;142626,4086199;568050,33757849
2015-11-18;424662,14829344;133110,53701913;557772,68531257
2015-11-19;424004,19413922;128362,67475323;552366,86889245
2015-11-20;425336,51819817;120835,00835004;546171,52654821
2015-11-23;425933,52132328;129020,47863493;554953,99995821
2015-11-24;427185,4992925;125690,50066586;552875,99995836
2015-11-25;428716,74546862;121259,5609169;549976,30638552
2015-11-26;429818,43239168;128663,2058924;558481,63828408
2015-11-30;432569,55700719;104191,52497547;536761,08198266
2015-12-01;435012,55396819;176037,8777681;611050,43173629
2015-12-02;438922,48996224;171940,00035583;610862,49031807
2015-12-03;443639,98356577;174814,20343927;618454,18700504
2015-12-04;446622,60678085;165693,64126909;612316,24804994
2015-12-09;450254,45493691;178994,96511216;629249,42004907
2015-12-10;452213,22913453;169764,48065545;621977,70978998
2015-12-11;453305,64449624;163950,98922155;617256,63371779
2015-12-14;454812,50270016;161841,46536624;616653,9680664
2015-12-15;454974,15101155;157426,5410965;612400,69210805
2015-12-16;455449,4133923;150525,06870259;605974,48209489
2015-12-17;457041,27307854;173729,50524449;630770,77832303
2015-12-18;458811,09823092;170632,9084946;629444,00672552
2015-12-21;464641,17574026;173987,75804791;638628,93378817
2015-12-22;467461,41403187;172545,11599466;640006,53002653
2015-12-23;472862,9341997;160714,75963083;633577,69383053
2015-12-24;473839,9813971;157320,62073458;631160,60213168
2015-12-28;476137,02689876;153072,99862116;629210,02551992
2015-12-29;478240,97052086;153823,64063626;632064,61115712
2015-12-30;478905,56162984;130135,5453057;609041,10693554
2015-12-31;478776,61876815;145112,89928303;623889,51805118
2016-01-04;478962,31658457;141332,92769716;620295,24428173
2016-01-05;478009,60105067;144059,64197091;622069,24302158
2016-01-06;476522,94734857;128175,48672066;604698,43406923
2016-01-07;475095,4089024;131644,40770168;606739,81660408
2016-01-08;474190,84480908;138193,37393135;612384,21874043
2016-01-11;473013,5595113;147592,58806091;620606,14757221
2016-01-12;471326,7634453;148848,51136353;620175,27480883
2016-01-13;468871,54645127;133651,30362868;602522,85007995
2016-01-14;466549,5751861;136357,58981459;602907,16500069
2016-01-15;464592,19257338;136403,11393753;600995,30651091
2016-01-18;462893,68334399;126424,35346469;589318,03680868
2016-01-19;461188,65402231;128750,68915246;589939,34317477
2016-01-20;459428,22089131;130989,51621192;590417,73710323
2016-01-21;458155,69420237;135085,55594795;593241,25015032
2016-01-22;457257,88471725;135916,68528704;593174,57000429
2016-01-25;456738,82165222;135352,02875056;592090,85040278
2016-01-26;456290,66264333;141402,80873945;597693,47138278
2016-01-27;455983,9468406;134736,37347364;590720,32031424
2016-01-28;456364,32642794;134576,71674958;590941,04317752
2016-01-29;456740,69896668;131592,17999791;588332,87896459
2016-02-01;457414,14958933;129619,29057759;587033,44016692
2016-02-02;458110,35302433;129027,44202763;587137,79505196
2016-02-03;458842,58429813;123594,02880051;582436,61309864
2016-02-04;460729,34161488;114200,97357373;574930,31518861
2016-02-05;462844,16450064;106708,69981081;569552,86431145
2016-02-10;463174,81114064;100525,56681025;563700,37795089
2016-02-11;462895,77819802;109635,580691;572531,35888902
2016-02-12;461780,55488759;111311,20794684;573091,76283443
2016-02-15;460627,47852059;114112,98333952;574740,46186011
2016-02-16;459483,14125441;102435,85917913;561919,00043354
2016-02-17;458308,95749568;93934,8099626101;552243,76745829
2016-02-18;457337,10049378;92812,549908;550149,65040178
2016-02-19;456569,24135568;93711,08087706;550280,32223274
2016-02-22;455983,1346065;91460,8916356197;547444,02624212
2016-02-23;455110,91855755;95096,3283775499;550207,2469351
2016-02-24;454515,200377;97995,6109041799;552510,81128118
2016-02-25;454903,88240418;97685,4773795899;552589,35978377
2016-02-26;454951,41564218;96294,64549798;551246,06114016
2016-02-29;455511,2523464;103626,64062373;559137,89297013
2016-03-01;455560,0523174;123615,45397392;579175,50629132
2016-03-02;455679,9713483;134048,21858539;589728,18993369
2016-03-03;457357,16162312;140159,83158355;597516,99320667
2016-03-04;458004,14850636;135548,87712017;593553,02562653
2016-03-07;458385,42494036;135046,08475221;593431,50969257
2016-03-08;458124,70986424;133030,81120492;591155,52106916
2016-03-09;457943,05780993;131951,2184136;589894,27622353
2016-03-10;457635,73590072;130541,68913087;588177,42503159
2016-03-11;457323,178043;126405,61695442;583728,79499742
2016-03-14;456636,05037184;118112,88014883;574748,93052067
2016-03-15;456054,70461619;116979,07830553;573033,78292172
2016-03-16;454994,09233493;125706,57544917;580700,6677841
2016-03-17;454022,18291438;134130,81001402;588152,9929284
2016-03-18;453296,98831608;135802,51194885;589099,50026493
2016-03-21;452890,75138696;138316,85065666;591207,60204362
2016-03-22;453286,20465168;129499,43185442;582785,6365061
2016-03-23;453353,71050828;140889,352783;594243,06329128
2016-03-28;453344,79886945;130602,41619622;583947,21506567
2016-03-29;453321,29848729;129965,41135278;583286,70984007
2016-03-30;453428,99651643;109498,66559219;562927,66210862
2016-03-31;453440,31132674;119579,13375466;573019,4450814
2016-04-01;453718,63289972;156291,91402141;610010,54692113
2016-04-04;453948,97685708;150974,07842516;604923,05528224
2016-04-05;454757,57862277;146230,712184;600988,29080677
2016-04-06;454620,26780425;133854,95366152;588475,22146577
2016-04-07;455618,73696524;134616,14441405;590234,88137929
2016-04-08;456349,32536114;127173,88611131;583523,21147245
2016-04-11;456278,10352417;127631,17219533;583909,2757195
2016-04-12;455946,21536517;130205,49039409;586151,70575926
2016-04-13;455311,21864938;131536,21414773;586847,43279711
2016-04-14;455308,21770438;132737,96870999;588046,18641437
2016-04-15;454558,21346198;123907,86409951;578466,07756149
2016-04-18;454033,09076578;118347,74333359;572380,83409937
2016-04-19;453442,26019107;127502,06569065;580944,32588172
2016-04-20;453082,31481394;126670,06221338;579752,37702732
2016-04-21;453082,31481394;112892,30320489;565974,61801883
2016-04-22;452704,11248059;112672,58212717;565376,69460776
2016-04-25;451628,29848144;112941,01402422;564569,31250566
2016-04-26;450987,75855544;119011,70128553;569999,45984097
2016-04-27;450593,5942543;125745,15367387;576338,74792817
2016-04-28;450560,24696928;122311,95880064;572872,20576992
2016-04-29;450849,86727128;121717,72396548;572567,59123676
2016-05-02;451426,55881028;147408,64541583;598835,20422611
2016-05-03;451958,11398064;145009,10961765;596967,22359829
2016-05-04;452605,43266402;146474,86204639;599080,29471041
2016-05-05;454318,67633996;145065,90563805;599384,58197801
2016-05-06;455895,0915884;136471,62014561;592366,71173401
2016-05-09;456777,45190384;142449,90875839;599227,36066223
2016-05-10;456462,41714484;132783,70746092;589246,12460576
2016-05-11;456103,07378618;133838,62860906;589941,70239524
2016-05-12;455617,43019718;124884,77483899;580502,20503617
2016-05-13;454740,70225698;129143,21254502;583883,914802
2016-05-16;454184,45530028;128764,85368754;582949,30898782
2016-05-17;453355,43214438;135174,16363453;588529,59577891
2016-05-18;452245,14635429;129432,29880755;581677,44516184
2016-05-19;451587,12936149;125006,76882495;576593,89818644
2016-05-20;451325,19785602;131195,89560564;582521,09346166
2016-05-23;451153,32878029;129629,64527768;580782,97405797
2016-05-24;450936,49035837;129036,4594472;579972,94980557
2016-05-26;450861,45167337;119874,02596335;570735,47763672
2016-05-27;450882,02393123;121207,49263069;572089,51656192
2016-05-30;451411,24313502;122234,34446281;573645,58759783
2016-05-31;451830,03206142;124325,74580803;576155,77786945
2016-06-01;452898,25655537;159393,58795693;612291,8445123
2016-06-02;454382,40242016;155227,26394581;609609,66636597
2016-06-03;455303,16296031;156066,89576508;611370,05872539
2016-06-06;456382,69437989;155497,91695091;611880,6113308
2016-06-07;457215,0983624;152551,53381461;609766,63217701
2016-06-08;457734,5854969;164438,03241375;622172,61791065
2016-06-09;458561,9937404;162146,2605031;620708,2542435
2016-06-10;459364,87303801;162705,25523974;622070,12827775
2016-06-13;459825,96909651;158585,64166777;618411,61076428
2016-06-14;459704,41550174;152837,47622524;612541,89172698
2016-06-15;459847,99401114;166696,27068647;626544,26469761
2016-06-16;460155,3752043;153716,16124235;613871,53644665
2016-06-21;460361,43853922;160282,8469027;620644,28544192
2016-06-22;459858,08171968;182276,92781116;642135,00953084
2016-06-23;459599,77635732;170321,62052436;629921,39688168
2016-06-24;460109,60897288;159997,66077989;620107,26975277
2016-06-27;461699,19069188;152731,74472492;614430,9354168
2016-06-28;462314,33319188;149120,5226806;611434,85587248
2016-06-29;464362,70769408;159687,77694867;624050,48464275
2016-06-30;467120,82390908;164110,61088222;631231,4347913
2016-07-01;470546,15696708;216972,93305058;687519,09001766
2016-07-04;475208,97644208;207410,50388905;682619,48033113
2016-07-05;479630,2602842;186937,76011835;666568,02040255
2016-07-06;485273,90571224;194660,55637418;679934,46208642
2016-07-07;489561,43220934;193590,59229783;683152,02450717
2016-07-11;491128,43817801;190102,40676112;681230,84493913
2016-07-12;490745,85075059;182055,07346208;672800,92421267
2016-07-13;489373,43813259;187947,22981975;677320,66795234
2016-07-14;488244,75314711;191367,8611797;679612,61432681
2016-07-15;487573,55771911;182098,76898147;669672,32670058
2016-07-18;486688,28049887;178125,99744782;664814,27794669
2016-07-19;485465,88817715;175109,15643738;660575,04461453
2016-07-20;484108,93206427;176097,69598389;660206,62804816
2016-07-21;482891,81032727;176111,86594371;659003,67627098
2016-07-22;482054,3866129;176372,22502994;658426,61164284
2016-07-25;481384,8066149;179441,33877654;660826,14539144
2016-07-26;480602,4997014;188241,84332242;668844,34302382
2016-07-27;480352,6275759;189079,69504025;669432,32261615
2016-07-28;481316,3159779;187388,17746954;668704,49344744
2016-07-29;483279,0131509;177850,78913024;661129,80228114
2016-08-01;485926,10196092;201910,79633451;687836,89829543
2016-08-02;487725,57075492;196112,56968302;683838,14043794
2016-08-03;489591,65498292;181977,26342046;671568,91840338
2016-08-04;492196,62151424;181232,39525731;673429,01677155
2016-08-05;494345,32706374;180140,50802592;674485,83508966
2016-08-08;495560,89791463;189660,60093116;685221,49884579
2016-08-09;496132,9072379;185360,53261802;681493,43985592
2016-08-10;495949,1782029;193353,99761212;689303,17581502
2016-08-11;496027,26153741;183238,30691067;679265,56844808
2016-08-12;494948,24488856;178526,2123198;673474,45720836
2016-08-16;493946,0706945;167786,50462758;661732,57532208
2016-08-17;492006,6318184;184307,29965096;676313,93146936
2016-08-18;490267,18893401;183467,27207196;673734,46100597
2016-08-19;488026,85814981;185103,50639511;673130,36454492
2016-08-22;486542,56177921;186857,9008957;673400,46267491
2016-08-23;485574,75535381;185055,61987434;670630,37522815
2016-08-24;484167,96016576;188736,80513996;672904,76530572
2016-08-25;483679,49556116;186172,37727389;669851,87283505
2016-08-26;483083,01166616;185734,71687418;668817,72854034
2016-08-29;484218,36331796;197343,02602875;681561,38934671
2016-08-30;485180,8409682;199059,81916537;684240,66013357
2016-08-31;485991,15089023;193738,87271033;679730,02360056
2016-09-01;488443,83190593;217361,57732103;705805,40922696
2016-09-02;490331,67531233;202189,18362011;692520,85893244
2016-09-05;492513,64863635;200504,99271756;693018,64135391
2016-09-06;493885,0845713;188762,42574249;682647,51031379
2016-09-07;495342,7334419;200212,56138065;695555,29482255
2016-09-08;497778,16320429;202281,73667081;700059,8998751
2016-09-09;498778,92830669;196412,84607445;695191,77438114
2016-09-12;498034,22602669;191591,04141583;689625,26744252
2016-09-13;497212,77575069;184794,48943483;682007,26518552
2016-09-14;495375,71889381;193061,82119782;688437,54009163
2016-09-15;494009,32622003;191164,7328026;685174,05902263
2016-09-16;493059,64606023;182757,58094142;675817,22700165
2016-09-19;491532,14748773;187671,42008949;679203,56757722
2016-09-20;490566,83410673;181931,96738102;672498,80148775
2016-09-21;489592,31288773;185684,98773709;675277,30062482
2016-09-22;488738,93297433;185058,81012956;673797,74310389
2016-09-23;488186,62093533;178497,69068389;666684,31161922
2016-09-26;488641,54291143;176659,58113687;665301,1240483
2016-09-27;489446,27163943;172761,49476598;662207,76640541
2016-09-28;489986,90055063;172083,01899177;662069,9195424
2016-09-29;491750,93762338;160931,23677095;652682,17439433
2016-09-30;492770,23351425;189884,81754967;682655,05106392
2016-10-03;496007,85365175;190807,77796952;686815,63162127
2016-10-04;499508,20485056;188135,8615085;687644,06635906
2016-10-05;501980,57969256;190674,37981969;692654,95951225
2016-10-06;506000,48368656;186581,41499777;692581,89868433
2016-10-07;508678,34324423;198327,3120974;707005,65534163
2016-10-11;509130,94222982;202763,35156191;711894,29379173
2016-10-12;507932,59968384;201690,05718586;709622,6568697
2016-10-13;506509,28775058;201351,54849533;707860,83624591
2016-10-14;504982,53483368;202545,2842556;707527,81908928
2016-10-17;503435,61660943;200690,8490625;704126,46567193
2016-10-18;501592,91704343;198496,55414438;700089,47118781
2016-10-19;499563,48143063;185755,84017718;685319,32160781
2016-10-20;497858,93068329;193792,68473984;691651,61542313
2016-10-21;497407,73070129;191396,66432171;688804,395023
2016-10-24;497788,85579529;188721,48140088;686510,33719617
2016-10-25;498528,99972929;189301,16339172;687830,16312101
2016-10-26;500285,67167419;173266,7237696;673552,39544379
2016-10-27;501974,20271979;167930,36815213;669904,57087192
2016-10-28;501867,80271979;199615,59322021;701483,39594
2016-10-31;504329,70205084;169879,4795944;674209,18164524
2016-11-01;507083,6092994;210814,01219827;717897,62149767
2016-11-02;509401,35185702;194672,89884064;704074,25069766
2016-11-03;511843,13687802;192955,42174795;704798,55862597
2016-11-04;514501,12280452;207017,01471628;721518,1375208
2016-11-07;515835,91845643;207481,42688164;723317,34533807
2016-11-08;516803,57824718;207482,60631792;724286,1845651
2016-11-09;517811,30336638;209636,60055516;727447,90392154
2016-11-10;518654,68164198;206611,24955508;725265,93119706
2016-11-11;518819,60026638;200179,22441593;718998,82468231
2016-11-14;518428,80736438;199173,9526624;717602,76002678
2016-11-15;517586,36396418;200283,81873549;717870,18269967
2016-11-16;516362,27315138;220548,45436913;736910,72752051
2016-11-17;515242,0260559;217766,53825334;733008,56430924
2016-11-18;515189,35286534;213089,40975611;728278,76262145
2016-11-21;515210,34747189;213162,58720806;728372,93467995
2016-11-22;515077,36046929;210021,73115018;725099,09161947
2016-11-23;515103,51617029;196379,64004281;711483,1562131
2016-11-24;516315,15957688;188329,40707655;704644,56665343
2016-11-25;517560,24493883;185702,81120403;703263,05614286
2016-11-29;520059,94644077;207898,87322165;727958,81966242
2016-11-30;522965,86190627;193723,17426749;716689,03617376
2016-12-01;526345,89027079;232214,47044074;758560,36071153
2016-12-02;531078,20325539;225728,75045414;756806,95370953
2016-12-05;538444,02636386;222995,63882471;761439,66518857
2016-12-06;546186,45097886;211081,60004948;757268,05102834
2016-12-07;549539,06061548;222826,43546416;772365,49607964
2016-12-12;553752,06368077;224503,82324207;778255,88692284
2016-12-13;558572,13893977;221459,12385439;780031,26279416
2016-12-14;558886,73893977;245682,59540082;804569,33434059
2016-12-15;559980,36163327;231533,60253826;791513,96417153
2016-12-16;561545,71318401;229943,68939463;791489,40257864
2016-12-19;564294,50142401;226832,03852407;791126,53994808
2016-12-20;568192,08256925;232779,99939151;800972,08196076
2016-12-21;573268,38432818;248114,1052125;821382,48954068
2016-12-22;579921,26085598;227086,12403308;807007,38488906
2016-12-23;584806,44154373;213956,37058106;798762,81212479
2016-12-26;587099,75677273;211939,48088285;799039,23765558
2016-12-27;587846,89441671;209579,66455145;797426,55896816
2016-12-28;588732,23479671;223067,65034914;811799,88514585
2016-12-29;592060,90882522;225959,51107423;818020,41989945
2016-12-30;594615,51712182;227048,72846385;821664,24558567
2017-01-02;595918;259033;854951
2017-01-03;596588;259940;856528
2017-01-04;597658;254678;852336
2017-01-05;599162;243980;843142
2017-01-06;599999;240121;840120
2017-01-09;600509;238790;839299
2017-01-10;600714;246349;847063
2017-01-11;600288;199013;799301
2017-01-12;600366;197504;797870
2017-01-13;600434;193653;794087
2017-01-16;599984;189999;789983
2017-01-17;599733;168020;767753
