Fecha;Centavos Diarios;Necesario para Presupuesto 2022;Promedio diario del mes
2021-05-14;3,00000000000011;6,21728187919463;3,59663157894736
2021-05-17;3,00000000000011;6,23355817875211;3,59663157894736
2021-05-18;3,00000000000011;6,23902027027027;3,59663157894736
2021-05-19;4,49999999999875;6,2419627749577;3,59663157894736
2021-05-20;3,50000000000108;6,24661016949152;3,59663157894736
2021-05-21;3,17000000000007;6,25183361629881;3,59663157894736
2021-05-26;4,16599999999988;6,26969178082192;3,59663157894736
2021-05-27;4,00000000000063;6,27358490566038;3,59663157894736
2021-05-28;3,9999999999992;6,27749140893471;3,59663157894736
2021-05-31;4,00000000000015;6,28929188255613;3,59663157894736
2021-06-01;4,99999999999972;6,29152249134948;3,74015151515152
2021-06-02;4,00000000000063;6,29549393414211;3,74015151515152
2021-06-03;3,9999999999992;6,29947916666667;3,74015151515152
2021-06-04;4,50000000000017;6,30260869565217;3,74015151515152
2021-06-07;3,83333333333316;6,31555944055944;3,74015151515152
2021-06-08;4,00000000000063;6,31961471103327;3,74015151515152
2021-06-09;4,00000000000063;6,32368421052631;3,74015151515152
2021-06-10;4,16999999999916;6,32746924428822;3,74015151515152
2021-06-11;3,83000000000067;6,3318661971831;3,74015151515152
2021-06-14;3,99999999999968;6,34424778761062;3,74015151515152
2021-06-15;3,00000000000011;6,35017730496454;3,74015151515152
2021-06-16;3,00000000000011;6,35612788632327;3,74015151515152
2021-06-17;3,66999999999962;6,36090747330961;3,74015151515152
2021-06-18;3,00000000000011;6,36689839572193;3,74015151515152
2021-06-21;0;6,40112903225806;3,74015151515152
2021-06-22;11,5000000000009;6,39197486535009;3,74015151515152
2021-06-23;3,3299999999997;6,39748201438849;3,74015151515152
2021-06-24;2,83000000000015;6,40390990990991;3,74015151515152
2021-06-25;3,17000000000007;6,40974729241877;3,74015151515152
2021-06-28;3,10999999999998;6,42771324863884;3,74015151515152
2021-06-29;2,16999999999956;6,43545454545454;3,74015151515152
2021-06-30;2,16999999999956;6,44322404371585;3,74015151515152
2021-07-01;4,00000000000063;6,44768248175182;3,14893939393941
2021-07-02;2,83000000000015;6,45429616087751;3,14893939393941
2021-07-05;3,16666666666663;6,47242647058823;3,14893939393941
2021-07-06;2,83000000000015;6,47913443830571;3,14893939393941
2021-07-07;3,00000000000011;6,48555350553505;3,14893939393941
2021-07-08;2,83999999999907;6,49229205175601;3,14893939393941
2021-07-09;0;6,50431481481481;3,14893939393941
2021-07-12;3,9433333333335;6,51862197392924;3,14893939393941
2021-07-13;3,00000000000011;6,52518656716418;3,14893939393941
2021-07-14;3,00000000000011;6,53177570093458;3,14893939393941
2021-07-15;3,00000000000011;6,53838951310861;3,14893939393941
2021-07-16;3,00000000000011;6,54502814258912;3,14893939393941
2021-07-19;3,00000000000011;6,56509433962264;3,14893939393941
2021-07-20;2,99999999999869;6,57183364839319;3,14893939393941
2021-07-21;3,00000000000011;6,57859848484848;3,14893939393941
2021-07-22;3,00000000000011;6,5853889943074;3,14893939393941
2021-07-23;3,67000000000104;6,59093155893536;3,14893939393941
2021-07-26;3,16666666666663;6,61057361376673;3,14893939393941
2021-07-27;5,15999999999934;6,61335249042146;3,14893939393941
2021-07-28;5,67000000000064;6,6151631477927;3,14893939393941
2021-07-29;3,17000000000007;6,62178846153846;3,14893939393941
2021-07-30;1,82999999999964;6,63102119460501;3,14893939393941
2021-08-02;3,22333333333328;6,65083333333333;3,54015151515147
2021-08-03;3,15999999999974;6,65761165048544;3,54015151515147
2021-08-04;3,00000000000011;6,66472762645914;3,54015151515147
2021-08-05;3,17000000000007;6,67153996101364;3,54015151515147
2021-08-06;3,3299999999997;6,67806640625;3,54015151515147
2021-08-09;2,9466666666669;6,70005893909627;3,54015151515147
2021-08-10;3,15999999999974;6,70702755905512;3,54015151515147
2021-08-11;2,33999999999952;6,71564102564103;3,54015151515147
2021-08-12;2,50000000000057;6,72397233201581;3,54015151515147
2021-08-13;2,83000000000015;6,73168316831683;3,54015151515147
2021-08-16;0;6,77191235059761;3,54015151515147
2021-08-17;12,5;6,76047904191617;3,54015151515147
2021-08-18;3,49999999999966;6,767;3,54015151515147
2021-08-19;2,33000000000061;6,77589178356713;3,54015151515147
2021-08-20;2,66999999999911;6,78413654618474;3,54015151515147
2021-08-23;3,22333333333328;6,80571717171717;3,54015151515147
2021-08-24;2,50000000000057;6,81443319838056;3,54015151515147
2021-08-25;4,6599999999998;6,8188032454361;3,54015151515147
