Fecha;Total;Otros;Prendarios;Hipotecarios;Adelantos;Personales;Documentos;Tarjetas
2020-01-02;1851104;70679;78701;214869;217782;400862;299148;569063
2020-01-03;1844787;70850;78601;214983;217749;400862;292561;569181
2020-01-06;1819565;70727;78057;214941;216096;400255;291169;548320
2020-01-07;1816338;70962;77973;214948;219827;399102;290623;542903
2020-01-08;1802499;70453;77465;214899;219311;399148;291616;529607
2020-01-09;1801383;70048;77350;214913;223132;399685;292663;523592
2020-01-10;1802010;69972;77126;214713;227356;398735;293916;520192
2020-01-13;1810578;70115;78172;214494;233244;398843;293211;522499
2020-01-14;1805656;70335;78109;214429;229989;398979;290887;522928
2020-01-15;1809290;70256;76786;214535;227403;399353;290721;530236
2020-01-16;1812230;69488;76764;214509;226357;399673;290445;534994
2020-01-17;1812762;69129;76537;214479;221754;400202;292163;538498
2020-01-20;1818803;67903;76409;214429;224242;400618;291454;543748
2020-01-21;1824827;67707;76372;214441;223337;401020;289452;552498
2020-01-22;1826073;67458;76388;214344;220287;403295;288469;555832
2020-01-23;1831114;67022;76913;214355;219787;403692;288862;560483
2020-01-24;1838039;67086;76921;214325;220980;403739;289335;565653
2020-01-27;1841849;66628;76844;214307;217630;404072;287758;574610
2020-01-28;1850814;66574;76800;214353;217118;404527;286162;585280
2020-01-29;1852622;67026;76274;214288;213926;404355;286298;590455
2020-01-30;1853982;67867;76296;214320;208991;404152;287906;594450
2020-01-31;1849677;69062;77564;214545;201149;400779;287870;598708
2020-02-03;1856033;70923;76986;214285;214094;402336;286178;591231
2020-02-04;1852718;71214;76881;214217;210017;402295;284306;593788
2020-02-05;1831177;71307;76572;214319;206586;402049;285047;575297
2020-02-06;1831207;71066;76503;214240;209943;401492;285855;572108
2020-02-07;1832054;73559;75974;214198;209065;401705;288071;569482
2020-02-10;1824026;71278;75722;214054;223100;401603;288604;549665
2020-02-11;1827040;71267;75578;213882;223823;401958;288156;552376
2020-02-12;1817328;71167;75618;213861;228138;402530;289120;536894
2020-02-13;1815857;70553;75685;213867;227443;403272;289234;535803
2020-02-14;1815864;70759;75637;213946;223703;403839;291175;536805
2020-02-17;1828194;69623;74520;213909;233360;404318;290705;541759
2020-02-18;1833332;69398;75378;213852;230089;405022;289711;549882
2020-02-19;1835771;69946;75380;213852;228182;405586;289995;552830
2020-02-20;1839124;70064;75003;213879;225967;405853;290718;557640
2020-02-21;1841817;70369;74977;213838;220362;406325;292609;563337
2020-02-26;1866586;73867;74896;213722;229172;407886;293332;573711
2020-02-27;1868515;75032;74848;213707;222113;406089;291193;585533
2020-02-28;1867618;74979;76109;213779;212489;404308;293173;592781
2020-03-02;1873019;75941;75431;213639;223240;405955;292263;586550
2020-03-03;1876790;77818;75376;213445;221753;406021;290668;591709
2020-03-04;1858697;78006;75378;213408;220347;406147;290937;574474
2020-03-05;1859419;77836;75138;213352;219519;405603;293255;574716
2020-03-06;1856985;78190;75117;213768;218850;405818;295322;569920
2020-03-09;1844976;78166;74913;213403;227772;406073;296911;547738
2020-03-10;1852657;78140;74657;213297;234060;406287;297612;548604
2020-03-11;1838596;78654;74129;213118;228514;406700;300141;537340
2020-03-12;1839823;79413;74133;213180;227087;407329;301840;536841
2020-03-13;1841937;79954;74182;213229;223856;408183;304582;537951
2020-03-16;1864356;79463;74171;213171;237479;408722;305858;545492
2020-03-17;1875434;80602;74172;213113;238261;409261;306367;553658
2020-03-18;1881561;81294;74192;213127;236640;409614;309358;557336
2020-03-19;1907749;81740;74393;213045;248541;410100;320850;559080
2020-03-20;1929855;83298;74482;213033;261511;410027;324093;563411
2020-03-25;1959143;84206;74496;213028;276526;410074;325271;575542
2020-03-26;1978311;85948;74672;213028;281083;410146;326319;587115
2020-03-27;1980191;87896;74790;213021;280238;410091;321711;592444
2020-03-30;1979352;90857;75706;213174;271606;408028;319658;600323
2020-04-01;1992371;92857;75464;213083;286035;411162;316173;597597
2020-04-02;1990724;94364;74825;212970;287792;410134;314046;596593
2020-04-03;1995769;96487;74753;213054;290773;407713;318208;594781
2020-04-06;2000424;99835;74319;213043;294185;405702;322156;591184
2020-04-07;2001247;101128;74024;213011;293289;405326;324486;589983
2020-04-08;2003836;103034;73916;213023;295637;405225;331843;581158
2020-04-13;2004881;107102;73427;213012;309513;404030;337492;560305
2020-04-14;2002128;109220;73117;212617;304973;403679;339825;558697
2020-04-15;1990807;110246;72925;212632;307158;403726;345525;538595
2020-04-16;1988624;110757;72808;212590;309127;403710;353098;526534
2020-04-17;2006939;113445;72681;213030;315387;403656;360542;528198
2020-04-20;2019161;113584;72532;212983;315649;403638;367723;533052
2020-04-21;2028425;115421;72396;212969;316395;403852;370922;536470
2020-04-22;2041283;116107;72390;212950;317800;405875;376484;539677
2020-04-23;2049479;117340;72509;212922;319587;406148;378796;542177
2020-04-24;2060204;116882;72547;212860;320247;405646;386944;545078
2020-04-27;2063734;117175;72481;212818;316993;405533;391382;547352
2020-04-28;2077760;118907;72484;212806;313242;405163;396695;558463
2020-04-29;2088002;119062;72669;212810;309243;404530;406198;563490
2020-04-30;2089101;120118;72784;213056;306586;400418;419391;556748
2020-05-04;2100612;121833;72341;212839;313041;401823;420247;558488
2020-05-05;2103730;122616;71917;212722;309476;401352;420524;565123
2020-05-06;2088865;123806;71902;212579;306497;400819;423786;549476
2020-05-07;2092532;122266;71856;212552;313635;399913;427454;544856
2020-05-08;2097022;122431;71807;212634;313735;399473;434303;542639
2020-05-11;2086739;123716;71174;212493;317259;398646;436794;526657
2020-05-12;2090773;124507;71182;212251;315655;398472;438840;529866
2020-05-13;2081538;125145;71148;212204;313916;398728;442208;518189
2020-05-14;2086407;126417;71125;212206;314686;399006;445832;517135
2020-05-15;2101979;130577;71213;212285;311517;399049;456969;520369
2020-05-18;2116096;131333;70865;212336;318322;399275;457945;526020
2020-05-19;2133665;132540;70908;212240;315747;399668;460509;542053
2020-05-20;2137939;131804;71181;212235;312847;399783;463758;546331
2020-05-21;2146636;132142;71244;212159;311521;399998;467611;551961
2020-05-22;2156101;132359;71526;212119;311757;401983;470928;555429
2020-05-26;2163090;132442;71546;212062;305616;401973;474915;564536
2020-05-27;2177609;132556;71613;211980;304172;401839;476942;578507
2020-05-28;2196796;135908;71978;211960;306215;401515;479472;589748
2020-05-29;2181480;136441;72111;212240;289826;397821;484017;589024
2020-06-01;2183256;137440;72885;212176;289132;400057;483191;588375
2020-06-02;2184066;138586;72987;212103;284593;399950;480553;595294
2020-06-03;2176422;139206;73138;212057;284309;399632;484122;583958
2020-06-04;2179967;139046;73097;212099;286755;398621;488800;581549
2020-06-05;2177753;138832;72999;212137;281837;398386;493842;579720
2020-06-08;2170313;139102;72864;212020;285661;398150;494967;567549
2020-06-09;2179444;139585;71713;211910;288740;398296;496165;573035
2020-06-10;2175107;140118;71594;211830;290901;398175;498849;563640
2020-06-11;2181180;142314;71718;211656;293823;398418;501251;562000
2020-06-12;2186399;143150;72007;211659;292495;398791;503932;564365
2020-06-16;2196225;143122;72029;211778;296252;398927;503567;570550
2020-06-17;2200929;144818;72022;211786;289744;399201;502143;581215
2020-06-18;2207404;144927;72300;211784;287146;399647;504217;587383
2020-06-19;2211436;144377;72325;211745;284159;399815;506798;592217
2020-06-22;2220937;144071;72786;211716;287023;399550;506825;598966
2020-06-23;2230533;143891;73255;211690;283192;401496;507933;609076
2020-06-24;2233712;144275;73619;211683;278848;401607;510185;613495
2020-06-25;2243149;144424;74160;211644;279273;401742;514418;617488
2020-06-26;2254390;144743;74404;211685;277601;401989;518818;625150
2020-06-29;2259031;143991;74784;211687;275402;401570;520502;631095
2020-06-30;2264436;144532;75155;212304;267975;397920;523320;643230
2020-07-01;2267947;143868;75993;212076;277635;399579;521302;637494
2020-07-02;2269664;143414;75176;211701;276493;399293;520805;642782
2020-07-03;2274570;143140;75554;211855;277916;399182;521851;645072
2020-07-06;2268985;142492;75343;211345;281062;397969;523154;637620
2020-07-07;2269011;142973;75247;211814;277949;397827;523110;640091
2020-07-08;2256704;144663;75371;211718;275987;397710;526042;625213
2020-07-13;2254006;146457;75145;211579;288261;397645;527885;607034
2020-07-14;2256563;146183;75177;211323;285622;397919;527996;612343
2020-07-15;2242520;146052;75121;211309;284450;398091;529020;598477
2020-07-16;2250360;145512;75283;211250;288742;398458;531747;599368
2020-07-17;2247508;144368;75833;211431;285170;398716;530892;601098
2020-07-20;2253674;144084;75948;211511;285861;399289;532366;604615
2020-07-21;2262401;144762;76132;211477;285992;399710;532109;612219
2020-07-22;2268002;145512;76677;211439;281329;401857;533236;617952
2020-07-23;2274756;145840;76911;211419;277670;402355;535752;624809
2020-07-24;2278286;145915;77350;211404;270209;402665;538458;632285
2020-07-27;2286357;145851;77573;211399;268748;403487;539679;639620
2020-07-28;2300573;146641;78009;211428;265523;403825;540221;654926
2020-07-29;2310127;146433;78220;211392;261272;403956;543048;665806
2020-07-30;2326737;149375;79054;211411;259818;403373;549326;674380
2020-07-31;2343511;151125;80470;211796;254530;400403;552283;692904
2020-08-03;2350378;152334;81076;211652;267514;402200;551962;683640
2020-08-04;2360466;152034;81147;211498;262311;402178;553016;698282
2020-08-05;2349142;153488;80174;211469;264170;402092;555022;682727
2020-08-06;2346282;153313;80730;211485;264594;401630;556667;677863
2020-08-07;2350387;153767;80893;211486;268380;401679;559907;674275
2020-08-10;2338601;152856;80786;211636;275746;401681;561923;653973
2020-08-11;2341760;154159;80780;211390;272662;401326;562753;658690
2020-08-12;2337268;155036;80966;211377;275095;401682;564532;648580
2020-08-13;2331261;154545;81288;211368;267920;402247;566679;647214
2020-08-14;2334359;153544;81603;211352;265809;402856;570099;649096
2020-08-18;2343056;153446;81813;211327;269016;403388;569760;654306
2020-08-19;2358383;153809;82271;211288;270226;404080;570449;666260
2020-08-20;2366640;154446;82732;211922;269510;403649;570511;673870
2020-08-21;2374284;156429;82611;211913;267304;403979;571203;680845
2020-08-24;2392530;156911;82663;211901;272364;406841;572755;689095
2020-08-25;2405880;158456;82969;211871;268917;407220;573850;702597
2020-08-26;2413494;158875;83343;211866;268407;407615;575981;707407
2020-08-27;2424187;158343;83975;211926;270404;407912;577722;713905
2020-08-28;2429301;160136;84452;211923;267218;407948;579195;718429
2020-08-31;2438550;160291;85022;212364;266867;405679;579961;728366
2020-09-01;2445583;161915;85960;212040;271596;407972;578810;727290
2020-09-02;2429759;161639;85343;212015;266068;408348;578400;717946
2020-09-03;2422983;161417;85236;212051;268072;408157;579259;708791
2020-09-04;2422522;160924;85512;212115;269347;407528;583183;703913
2020-09-07;2405890;160622;85392;212159;275314;407211;581282;683910
2020-09-08;2402537;160636;85571;212071;271618;407693;581314;683634
2020-09-09;2387940;161701;85988;212028;270770;408160;582689;666604
2020-09-10;2391569;161709;86105;212075;275302;408299;584903;663176
2020-09-11;2398578;161868;86400;211970;277213;408690;587592;664845
2020-09-14;2404004;163636;86489;212019;275803;408952;587144;669961
2020-09-15;2414567;162940;86627;211958;277276;409415;587904;678447
2020-09-16;2424757;163547;86840;211930;281404;410036;588853;682147
2020-09-17;2432310;163509;87130;211937;281443;410709;590989;686593
2020-09-18;2437543;162620;87390;211975;279118;411501;592687;692252
2020-09-21;2446638;162056;87644;212069;279781;412470;592896;699722
2020-09-22;2455903;161182;88073;212118;275788;414912;593425;710405
2020-09-23;2456487;159908;88439;212096;270924;415637;595381;714102
2020-09-24;2459251;158253;88887;212059;267359;416055;597663;718975
2020-09-25;2475638;158911;89265;212219;266855;417502;605158;725728
2020-09-28;2477641;156704;89397;211910;267661;417051;602757;732161
2020-09-29;2494605;159341;89343;211926;265790;417024;602558;748623
2020-09-30;2479939;158767;90744;212221;256578;413217;604083;744329
2020-10-01;2500998;160962;91302;211926;264791;415681;604350;751986
2020-10-02;2503158;160948;91804;212259;261883;416265;606181;753818
2020-10-05;2498750;159804;91769;212262;266804;415706;605869;746536
2020-10-06;2507344;158774;91099;212168;274693;415678;605715;749217
2020-10-07;2490946;158641;91253;212090;269384;416227;608407;734944
