"Fecha","Reservas"
2004-03-01,8.48027513844909
2004-04-01,8.97127655769103
2004-05-03,9.65252569236553
2004-06-01,10.3406762518633
2004-07-01,10.4887123730574
2004-08-02,11.0019244733346
2004-09-01,11.3113654755129
2004-10-01,11.4143194792715
2004-11-01,11.4325032601072
2004-12-01,11.6233657504507
2005-01-03,11.6068164153594
2005-02-01,11.4511152062832
2005-03-01,11.2984213247277
2005-04-01,10.7029842817627
2005-05-02,10.8528769503954
2005-06-01,11.0897080114198
2005-07-01,11.3546487132357
2005-08-01,12.1564860298087
2005-09-01,12.7923338641141
2005-10-03,13.2911347051754
2005-11-01,13.2751977260201
2005-12-01,13.4426075242542
2006-01-02,9.36828496535439
2006-02-01,9.31845702372078
2006-03-01,9.49363992099421
2006-04-03,9.68415686350547
2006-05-02,10.3472758601111
2006-06-01,10.8555894019627
2006-07-03,10.9820035675525
2006-08-01,11.4199941718076
2006-09-01,11.9599265579538
2006-10-02,12.2174842232169
2006-11-01,12.5374623342329
2006-12-01,12.7397814248836
2007-01-02,13.242048205283
2007-02-01,13.3749260748243
2007-03-01,13.650732916566
2007-04-03,13.8630895732623
2007-05-02,14.2094225820973
2007-06-01,14.745022870218
2007-07-02,14.9765929379079
2007-08-01,15.1566612563656
2007-09-03,14.9795505774758
2007-10-01,14.7881508682293
2007-11-01,14.6262624831884
2007-12-03,14.6925182515532
2008-01-02,14.6426964462625
2008-02-01,14.5270242517488
2008-03-03,14.5240360886902
2008-04-01,14.1408789956705
2008-05-02,13.4796327283316
2008-06-02,12.4008041825418
2008-07-01,11.8104645581063
2008-08-01,11.9541149874524
2008-09-01,12.4261044379846
2008-10-01,13.1323671822573
2008-11-03,13.3022278490278
2008-12-01,13.8000818032933
2009-01-02,14.1313643145831
2009-02-02,14.1857891464843
2009-03-02,14.6465296335945
2009-04-01,14.3986007319737
2009-05-04,14.4799981516717
2009-06-01,14.4100283468942
2009-07-01,13.8902730150248
2009-08-03,13.6139532345877
2009-09-01,13.8645323081381
2009-10-01,13.8728289911342
2009-11-02,13.827835099866
