Fecha;Variacion;sma30
2010-01-05;4,94838668987971;NA
2010-01-06;10,733765142784;NA
2010-01-07;6,54270234416525;NA
2010-01-08;8,32165246524672;NA
2010-01-12;8,0266739968335;NA
2010-01-13;8,50551106123636;NA
2010-01-14;9,03406947423018;NA
2010-01-15;6,56574270249264;NA
2010-01-19;9,09228490807286;NA
2010-01-20;15,064335491238;NA
2010-01-21;12,8155693991671;NA
2010-01-22;11,7498966846792;NA
2010-01-26;6,80676960985567;NA
2010-01-27;5,77533401337953;NA
2010-01-28;11,9971138066723;NA
2010-01-29;22,1783705075593;NA
2010-02-02;7,02814161943248;NA
2010-02-03;6,15238884236478;NA
2010-02-04;9,10903038656638;NA
2010-02-05;10,5543149799845;NA
2010-02-09;15,4120895573241;NA
2010-02-10;14,7320674605778;NA
2010-02-11;10,48895848546;NA
2010-02-12;8,57120941726726;NA
2010-02-16;10,9709590730665;NA
2010-02-17;14,8214089347981;NA
2010-02-18;13,9186623370153;NA
2010-02-19;-0,139473830440229;NA
2010-02-23;-2,97233051366333;NA
2010-02-24;-7,04267247791822;8,99209775231092
2010-02-25;-6,45252059673713;8,61206750942369
2010-02-26;-0,519055351664843;8,23697349294206
2010-03-02;5,55010666374292;8,20388697026132
2010-03-03;13,4524721115074;8,37491429180334
2010-03-04;7,11502979732013;8,34452615181956
2010-03-05;5,0493442878957;8,22932059270821
2010-03-09;11,5658243515056;8,31371242195072
2010-03-10;17,9329867998471;8,6926205585292
2010-03-11;16,9290928058032;8,95384748845355
2010-03-12;15,6819299837404;8,97443397153696
2010-03-16;11,4410594035575;8,92861697168331
2010-03-17;9,62514539805341;8,85779192879578
2010-03-18;10,1195082556894;8,96821655032357
2010-03-19;5,36693846341707;8,95460336532482
2010-03-23;-0,00764671885603585;8,55444468114055
2010-03-25;2,68670637449693;7,9047225433718
2010-03-26;13,9329654974252;8,13488333930489
2010-03-30;27,3648935450233;8,84196682939351
2010-03-31;32,0094149599849;9,60531298184079
2010-04-06;28,2485735003742;10,1951215991871
2010-04-07;20,8791494641054;10,3773569294132
2010-04-08;23,1310685504115;10,6573236324076
2010-04-13;31,1429721382489;11,3457907541672
2010-04-14;29,5366311873345;12,0446381465028
2010-04-15;21,6654918915645;12,4011225737861
2010-04-16;11,6148727496186;12,2942380342801
2010-04-20;20,7313770428027;12,521328524473
2010-04-21;22,8289416458734;13,2869423736835
2010-04-22;22,4203911922591;14,1333664305476
2010-04-23;21,4607308906697;15,0834798761672
2010-04-27;8,10490333856309;15,5687273406772
2010-04-28;13,5977269781337;16,0392867516704
2010-04-29;19,0698938929319;16,4899463259767
2010-04-30;15,6406622570273;16,5628859974941
2010-05-04;22,5758821270624;17,0782477418188
2010-05-05;19,8639009322232;17,5720662966297
2010-05-06;11,322543814766;17,5639569454051
2010-05-07;20,2181179459452;17,6401279836084
2010-05-11;17,623879791723;17,6632875498057
2010-05-12;22,6861952312803;17,896763058057
2010-05-13;19,8981943685947;18,1786675568916
2010-05-14;22,0205893768592;18,5918490228518
2010-05-18;14,1389984054392;18,7258320278434
2010-05-19;24,8307148475307;19,3746245739806
2010-05-20;24,1676370846625;20,1804673674312
2010-05-21;22,8868067259451;20,8538040458128
2010-05-26;13,8296498557374;20,8503601910899
2010-05-27;15,9592664757957;20,4701726221156
2010-05-28;10,7012414358229;19,7599001713102
2010-06-01;13,3311685373195;19,2626533392084
2010-06-02;6,75218997490665;18,7917546895684
2010-06-03;7,71395567966835;18,2778509272103
2010-06-04;1,59673544246877;17,2929763706843
2010-06-08;3,00318561517277;16,4085281849456
2010-06-09;-0,572731115523484;15,6672540847093
2010-06-10;10,6786962928261;15,6360482028162
2010-06-11;9,35789400005369;15,2569321013913
2010-06-16;20,5443523036656;15,1807791233177
2010-06-17;24,3132696696909;15,2438750725654
2010-06-18;31,2841043439741;15,5713208543422
2010-06-22;34,5360554463562;16,4523592579353
2010-06-23;42,5641777429005;17,4179076167609
2010-06-24;53,1217466920784;18,5529693767324
2010-06-25;39,3693300091153;19,3439249684687
2010-06-29;46,3411379608736;20,1361001629291
2010-06-30;22,3543396888139;20,2191147881488
2010-07-01;17,5005554546091;20,4250485094769
2010-07-02;16,4407663772737;20,2991367905211
2010-07-06;28,0901110242519;20,6480111649388
2010-07-07;30,995532453401;20,9249890723428
2010-07-08;28,9950608352905;21,228217954566
2010-07-13;26,1063045622946;21,3644084607472
2010-07-14;27,3151074990511;21,8036120972009
2010-07-15;28,6585967800799;21,9312081616192
2010-07-16;33,0409719438421;22,2269859902585
2010-07-20;41,235766145473;22,8386179709095
2010-07-21;46,7340713064637;23,935432019267
2010-07-22;49,2275031204003;25,0443732407538
2010-07-23;35,9434192045728;25,8857791663788
2010-07-27;34,8129561124225;26,6018387522156
2010-07-28;29,5326319328593;27,3611868174807
2010-07-29;31,3399979846597;28,1487215609804
2010-07-30;37,6822001639048;29,3515703850282
2010-08-03;23,4470441382352;30,033032335797
2010-08-04;15,8704379546796;30,5811379714704
2010-08-05;15,6948048295656;30,7483415893617
2010-08-06;19,8332846135123;31,097521276477
2010-08-10;26,6223052544;31,3001197081682
2010-08-11;24,6432035755085;31,3111175050288
2010-08-12;24,4654319522963;31,0838284253062
2010-08-13;28,8500567203983;30,8942951344409
2010-08-18;27,3292689418213;30,3864648410716
2010-08-19;33,4874683509696;29,731988896368
2010-08-20;32,2337083564023;29,4941348412775
2010-08-24;36,5832184760063;29,1688708584486
2010-08-25;34,3370009813941;29,5682929015346
2010-08-26;40,7859922503891;30,3444741280606
2010-08-27;42,8614438061164;31,2251633756887
2010-08-31;39,404532197878;31,6023107481429
2010-09-01;30,7851322706766;31,5952974087188
2010-09-02;29,1008613212617;31,5988240915845
2010-09-03;21,6621378392537;31,4506852008165
2010-09-07;29,0329363921095;31,5079461639184
2010-09-08;28,5249287691983;31,5034905635557
2010-09-09;27,0320586793947;31,3031934547408
2010-09-10;27,6100021172698;30,8490013204673
2010-09-14;32,2849108695398;30,3673626392365
2010-09-15;25,9785861153885;29,5923987390695
2010-09-16;20,3840497618804;29,0737530909797
2010-09-17;26,3520533381378;28,7917229985036
2010-09-21;26,8772214737971;28,7032093165348
2010-09-22;25,9648598246918;28,5240380445359
2010-09-23;26,8972981424952;28,1645413104889
2010-09-24;29,705630321718;28,3731608499384
2010-09-28;33,3800900186395;28,956815918737
2010-09-29;47,9533327467823;30,0321001826442
2010-09-30;45,5619750427837;30,8897231969533
2010-10-01;33,2845313095163;31,1117973987905
2010-10-05;43,4703983924894;31,7393705593565
2010-10-06;40,7540511994913;32,282324534263
2010-10-07;44,551179191328;32,805695283294
2010-10-08;38,524215215966;33,1788601590988
2010-10-13;31,4576557343112;33,1111997385436
2010-10-14;30,0782160044373;33,0393499934781
2010-10-15;29,7271585712361;32,8108146633191
2010-10-19;31,0744134154609;32,7020617444546
2010-10-20;23,0297281165498;32,1101862733266
2010-10-21;18,304086537028;31,2916076976903
2010-10-22;19,9613474375276;30,643501539012
2010-10-26;8,15213644285169;29,8890683447512
2010-10-28;13,3462727083747;29,3639153909883
2010-10-29;11,004809454297;29,0086711114897
2010-11-02;15,6397834358014;28,5622326796128
2010-11-03;23,881228398917;28,4074426672701
2010-11-04;27,8532313548994;28,4348150897869
2010-11-05;26,986783867725;28,4140411481354
2010-11-09;29,692777428697;28,3276367001073
2010-11-10;26,4723627643907;28,3440959217407
2010-11-11;30,6571297997839;28,6865319230042
2010-11-12;26,8640994535579;28,7036001268515
2010-11-16;22,2894209550545;28,5506734428934
2010-11-17;28,8146838491723;28,6456675770428
2010-11-18;28,3609011656481;28,6944543444812
2010-11-19;25,8215994977185;28,5649866503479
2010-11-23;43,9500461162241;28,9173185202674
2010-11-24;42,0953380779502;28,7220520313063
2010-11-25;36,1248584915401;28,4074814795982
2010-11-26;16,7933323803959;27,8577748486275
2010-11-30;20,7191173924016;27,0993988152912
2010-12-01;39,8801828199286;27,0702698693058
2010-12-02;42,9201819785225;27,0159032955456
2010-12-03;45,3144954674134;27,2422459705939
2010-12-07;63,6817598901562;28,3163827757887
2010-12-09;52,7305412377314;29,0714602835652
2010-12-10;54,6979033792725;29,9038184438331
2010-12-14;23,6187209831767;29,6552953627569
2010-12-15;17,5603092148506;29,472981399367
2010-12-16;20,3453269692232;29,5410227471068
2010-12-17;27,501019886156;29,7923451620611
2010-12-21;37,7781633616753;30,7798793926885
2010-12-22;37,2255061439121;31,5758538405398
2010-12-23;43,6365865026731;32,6635797421523
2010-12-28;25,5710989630702;32,9946235930613
2010-12-29;23,8189303444801;32,9925469912467
2010-12-30;41,4917668956243;33,4471648426042
2010-12-31;47,7190390448218;34,1382400151741
2011-01-04;53,7770427133912;34,9410488579972
2011-01-05;56,3295896938279;35,9362897556451
2011-01-06;53,8440863120577;36,7091883060543
2011-01-07;53,6539221078171;37,6021823945296
2011-01-11;54,9904186832073;38,6922156521347
2011-01-12;47,949997961055;39,3300594558641
2011-01-13;42,051321025793;39,7864067845356
2011-01-14;42,3474116275656;40,3372671888638
2011-01-18;41,5444263843062;40,2570798644666
2011-01-19;38,2962762136706;40,1304444689906
2011-01-20;33,6355634675662;40,0474679681914
2011-01-21;29,9868052766188;40,4872503980655
2011-01-25;28,3177669775037;40,7405387175689
2011-01-26;24,432348747433;40,2256109151524
