Fecha;Adelantos;BADLAR Privada;Caución 30 días;Dólar Mayorista;LELIQ;Pases 1 día;Pases 7 días;PF hasta 100.000
2020-01-01;4,61483333333332;3,315625;NA;0,02508804959598;4,52727253832443;4,03246680304596;4,34452924886999;3,0825
2020-01-02;4,59783333333333;3,29166666666666;NA;-0,0174090497499173;4,52727253832443;4,03246680304596;4,34452924886999;3,07033333333334
2020-01-03;4,58083333333332;3,265625;NA;-0,0507345453273205;4,52727253832443;4,03246680304596;4,34452924886999;3,022
2020-01-04;4,57666666666666;3,25416666666666;NA;-0,0982596903021276;4,52727253832443;4,03246680304596;4,34452924886999;2,98283333333334
2020-01-05;4,57249999999999;3,24270833333333;NA;-0,150213118196654;4,52727253832443;4,03246680304596;4,34452924886999;2,94366666666667
2020-01-06;4,55749999999999;3,23125;NA;-0,177497282674575;4,52727253832443;4,03246680304596;4,34452924886999;2,93283333333334
2020-01-07;4,55333333333332;3,22083333333333;NA;-0,194666874971264;4,52727253832443;4,03246680304596;4,34452924886999;2,91733333333334
2020-01-08;4,53966666666666;3,20104166666667;NA;-0,215065201268301;4,52727253832443;4,03246680304596;4,34452924886999;2,923
2020-01-09;4,50849999999999;3,18854166666667;NA;-0,226695914831288;4,52727253832443;4,03246680304596;4,34452924886999;2,94316666666667
2020-01-10;4,45399999999999;3,16875;NA;-0,191316483210389;4,2799877825936;3,80811598588198;4,34452924886999;2,9625
2020-01-11;4,41033333333332;3,14895833333333;NA;-0,150431955877644;4,2799877825936;3,80811598588198;4,34452924886999;2,9535
2020-01-12;4,35999999999999;3,1375;NA;-0,104633396625314;4,2799877825936;3,80811598588198;4,34452924886999;2,95216666666667
2020-01-13;4,31016666666666;3,13020833333333;NA;-0,039032927880625;4,2799877825936;3,80811598588198;4,34452924886999;2,96933333333334
2020-01-14;4,27783333333332;3,10520833333333;NA;0,0829895129641463;4,2799877825936;3,80811598588198;4,34452924886999;2,95816666666667
2020-01-15;4,27199999999999;3,084375;NA;0,144385577481061;4,2799877825936;3,80811598588198;4,34452924886999;2,94883333333334
2020-01-16;4,26549999999999;3,06041666666667;NA;0,207303993212761;4,2799877825936;3,80811598588198;4,34452924886999;2,943
2020-01-17;4,25199999999999;3,02395833333333;NA;0,27109410412659;4,11515298890293;3,65909233923267;4,34452924886999;2,928
2020-01-18;4,24749999999999;2,99479166666667;NA;0,314927579901962;4,11515298890293;3,65909233923267;4,34452924886999;2,9095
