Fecha;Pases Pasivos;LELIQ;Cta. Cte. en BCRA;Circulante;LEBAC
2006-01-02;2506,03345771471;NA;2222,83926240102;16658,5924318592;9061,2669606487
2006-01-03;2425,28363166435;NA;2296,33300261025;17199,1728178873;9369,05004344045
2006-01-04;2233,06399483445;NA;2461,4509773813;16651,1653821813;8952,33050638388
2006-01-05;1160,10912738955;NA;3634,09722844697;16601,3347050361;8913,00215918457
2006-01-06;931,605883749874;NA;3978,37479174869;16571,6161988171;8891,32793702353
2006-01-09;929,83841843261;NA;4056,37765661858;16680,9022540954;8950,12812812004
2006-01-10;902,982377656261;NA;4158,91557597327;16303,5779226669;8797,29579279447
2006-01-11;887,08989398638;NA;4395,91998510571;16325,0167948356;8784,96556629279
2006-01-12;921,859412767459;NA;4473,54111529461;16329,2576555529;8825,48730815423
2006-01-13;935,472163511977;NA;4539,62912859839;16291,9315051195;8835,89022453213
2006-01-16;987,738273867329;NA;4590,5479065398;16246,0208486144;8787,70283269973
2006-01-17;1083,88553047245;NA;4495,85483589369;16292,8020278306;8871,18737885422
2006-01-18;1189,0890032256;NA;4611,58055471421;16100,3688537181;8724,37664366761
2006-01-19;1271,73785170966;NA;4682,60723887234;16027,8951159086;8718,23846463312
2006-01-20;1305,48993063216;NA;4715,34284912519;15955,4950002084;8703,50344152442
2006-01-23;1360,01868355914;NA;4764,57491171774;15964,1054762483;8716,56842176538
2006-01-24;1405,9258447996;NA;4850,72765547089;16014,8710401007;8771,90769816012
2006-01-25;1353,13646149559;NA;4905,53598620783;15800,4027257901;8675,34669733206
2006-01-26;1454,98788502914;NA;4838,23793481835;15796,7020967703;8661,38656992815
2006-01-27;1526,72071979396;NA;4686,88999132569;15888,7031092829;8686,40827359304
2006-01-30;1561,36085281279;NA;4579,9236478518;15978,9497563607;8684,97888803077
2006-01-31;1499,75433672029;NA;4549,1036363534;15959,0985227675;8643,92868099022
2006-02-01;1605,81007861152;NA;4283,69506983108;15982,7417779781;8705,27051855377
2006-02-02;1211,32120182634;NA;4051,54741344122;16072,1258720891;8690,28569783244
2006-02-03;1252,13441251652;NA;4064,90184400545;16289,0909578432;8754,1245091515
2006-02-06;1117,02738586247;NA;3950,54428110633;16528,5954468586;8853,09211555422
2006-02-07;1139,80898380973;NA;3954,42233679184;16320,5541884158;8751,88428444735
2006-02-08;1285,93753251911;NA;3937,88367513962;16334,7191723099;8778,96244693344
2006-02-09;1366,65442328091;NA;3926,69675282708;16690,1157472438;8961,38522267383
2006-02-10;1259,61549720536;NA;4078,40180987604;16617,7103534882;8947,51877025915
2006-02-13;1321,92376331407;NA;4118,80650665082;16418,4037335525;8877,61810073245
2006-02-14;1352,89430266048;NA;4162,89604574693;16281,8663689887;8862,53638475601
2006-02-15;1522,08416468291;NA;4206,37754289222;16325,8012450035;8996,03950167908
2006-02-16;1542,65780648698;NA;4193,98041320761;15901,4191025387;8792,63088539609
2006-02-17;1733,46789979971;NA;4201,09403017002;16097,0403156096;8915,64875118688
2006-02-20;1737,84981905048;NA;4285,28326245662;16198,8804072035;8983,51002304884
2006-02-21;1793,89494630319;NA;4306,74977447252;16001,1034177747;8915,67623938456
2006-02-22;1835,85350249965;NA;4089,36224818707;15946,8006114719;9235,54601363929
2006-02-23;1692,30504091306;NA;4220,11924058457;15978,7798502903;9225,85206717859
2006-02-24;1740,24237303459;NA;4110,02491443591;16058,2986324447;9224,73476744912
2006-02-27;1747,24728889301;NA;4069,87614132676;16259,7283998207;9279,66200883597
2006-02-28;1864,74606985356;NA;3748,09212934887;16300,0393388243;9270,30689887525
2006-03-01;1596,62898016293;NA;3843,6468595375;16512,866312194;9711,05646561154
2006-03-02;1020,97783667491;NA;3731,43238311582;16558,7512935071;9677,72772155645
2006-03-03;1019,08247514538;NA;3663,80606297236;16401,6449770984;9523,4918755693
2006-03-06;999,326439166895;NA;3772,1843378797;16691,5893445649;9660,26418386073
2006-03-07;967,662872529866;NA;3878,82882569767;16633,6961743646;9628,09740352194
2006-03-08;1026,05720963929;NA;3682,44315664144;16457,9007407856;9724,24693477346
2006-03-09;974,332141553883;NA;3801,65472793004;16405,4594640478;9707,73010061359
2006-03-10;963,44558626821;NA;3906,92516584775;16435,3847852652;9739,8237759087
2006-03-13;938,458636868082;NA;3891,7824142427;16235,6180138175;9644,50085081252
2006-03-14;964,938884291252;NA;4062,81279288867;16129,1617340678;9676,85330430993
2006-03-15;982,515519843284;NA;4204,64521499451;16129,0977903228;9739,53950122116
2006-03-16;1002,0533991071;NA;4400,43995241925;16240,3868098657;9830,51567302022
2006-03-17;1054,21490450423;NA;4407,75468804904;15924,0115316342;9673,66880488749
2006-03-20;1071,65706868453;NA;4506,73373496361;15905,0656914436;9678,7379596199
2006-03-21;969,265275199669;NA;4594,13271107725;15646,5642279061;9559,51614805396
2006-03-22;1040,59788130367;NA;4729,98844498828;16083,7511814409;9831,6272565206
2006-03-23;1066,52626301421;NA;4571,20953655859;16115,9402754315;9838,83787786223
2006-03-27;1182,14863995172;NA;4504,17822006685;16350,8821718631;9957,33674809022
2006-03-28;1149,93162308181;NA;4482,93468129252;16067,8481903825;9798,53670793463
2006-03-29;1493,11106804898;NA;4218,30784606929;16200,4744363336;9896,16302878409
2006-03-30;1586,96457276853;NA;3902,14646276726;16191,3163931606;9826,53453302954
2006-03-31;1140,15615390002;NA;4446,80206634103;16602,8608888321;9996,98170502437
2006-04-03;884,040468351821;NA;4473,71499325639;16681,432642887;9952,23192903635
2006-04-04;970,510971424788;NA;4280,83217683983;16697,0194891815;9908,14046118444
2006-04-05;890,208748586992;NA;4333,12407425908;16743,0767867362;9913,27871654031
2006-04-06;994,036985914649;NA;4217,87427483829;16735,0434455824;9864,48397084834
2006-04-07;887,9216632103;NA;4200,06557004966;16787,5360501361;9839,22781267
2006-04-10;884,439254122163;NA;4113,0949710628;16725,3995584126;9753,63800285906
2006-04-11;833,70383025031;NA;4276,40868692919;16936,0137174237;9866,57290458724
2006-04-12;884,703091090763;NA;4348,5622604939;16765,2657160974;9879,41342783348
2006-04-17;1050,70225098737;NA;4515,5310782778;16794,7074729967;9945,36133072567
2006-04-18;1333,74005265999;NA;4595,3333840585;16710,7103297224;10024,9110563634
2006-04-19;1391,87706303589;NA;4753,84948095197;16440,181745753;10039,2739440371
2006-04-20;1457,82116547671;NA;4904,8463192473;16400,7625599475;10071,0007684174
2006-04-21;1523,38153330842;NA;5008,18333194926;16497,438442383;10145,0635651818
2006-04-24;1519,88633520562;NA;4953,64777469862;16582,0380345736;10180,0485186211
2006-04-25;1375,15932026287;NA;5129,55157367414;16309,4745873268;10026,5919744177
2006-04-26;1272,36738850998;NA;5038,22978368032;16321,719603961;10231,926502515
2006-04-27;1541,18175850093;NA;4793,02666192651;16604,6021212749;10327,2084405698
2006-04-28;1571,58756038515;NA;4671,62870949986;16537,129288832;10209,8844231545
2006-05-02;1565,20714868102;NA;4816,97322187949;16905,4461098166;10359,6596468899
2006-05-03;1417,11452752118;NA;4837,50290550223;17023,522512481;10529,0592993238
2006-05-04;1644,24008082122;NA;4793,34137839914;17558,2980379672;10811,6991447879
2006-05-05;1666,58648776393;NA;4820,42163546345;17524,3661884792;10763,9820811664
2006-05-08;1756,92118889496;NA;4781,29787232131;17647,6602479284;10808,3493072927
2006-05-09;1822,96797155225;NA;4783,02467555428;17636,5053711114;10840,6189023102
2006-05-10;1708,4682256519;NA;4691,8695321158;16696,8314601897;10350,9433971376
2006-05-11;1710,55876339967;NA;4905,36485037361;16909,2827137666;10503,353467491
2006-05-12;1805,12283093403;NA;4805,78796113635;16611,3244319573;10347,9415910914
2006-05-15;1758,11990450394;NA;4956,7635453932;16446,2072333246;10262,8656966214
2006-05-16;2011,21513064366;NA;5025,1960362965;16638,7775825778;10457,5412085553
2006-05-17;2138,961418765;NA;5056,47118824434;16564,1295627679;10485,2861547688
2006-05-18;2124,43994409562;NA;5051,3927687926;16327,2050240165;10352,4248246153
2006-05-19;2129,21533429585;NA;4566,98135556922;16621,4455135382;10550,6220687236
2006-05-22;2099,53519504237;NA;5118,910204461;16180,7403712821;10261,8038095254
2006-05-23;2312,21137317207;NA;5168,28825629647;16477,5663201665;10461,9914932062
2006-05-24;2196,57022405477;NA;4985,85586503007;16307,0130427667;10540,7145619583
2006-05-26;2220,51942870032;NA;4883,45043685052;16250,3153855217;10466,3911654474
2006-05-29;2383,48594666071;NA;4585,91265958804;16271,950893853;10421,5490344043
2006-05-30;2576,42136319932;NA;4420,28908083212;16399,2286442018;10486,7533867066
2006-05-31;2510,14941017064;NA;4344,73510669496;16553,4855324337;10568,6986155393
2006-06-01;2086,19390372343;NA;4603,63985167295;16526,2336078106;10470,9262991389
2006-06-02;2110,66726389494;NA;4498,23114975342;16633,0236908492;10457,8601570565
2006-06-05;2072,74206882984;NA;4510,74689042306;16917,4346580274;10532,7828756737
2006-06-06;2051,28850419358;NA;4401,85981542233;16537,6210175688;10298,8041022287
2006-06-07;2029,4296287861;NA;4348,33296621974;16434,3861317844;10375,6153094595
2006-06-08;1973,54778344509;NA;4520,04707991032;16797,3754520692;10582,6849374978
2006-06-09;1946,61480855707;NA;4651,7999259304;16849,7253303094;10611,8841148544
2006-06-12;2066,74834932819;NA;4617,41382700256;16878,5440786646;10634,2427037778
2006-06-13;2018,66493294782;NA;4773,01434695951;16653,1755000793;10553,2459063042
2006-06-14;1957,18680365282;NA;4949,03776852107;16759,665669563;10718,0811864143
2006-06-15;1891,86414385834;NA;5200,40583314075;16871,2655680951;10791,8497369189
2006-06-16;1832,34362084339;NA;5136,16321643926;16198,2367090458;10367,8013506043
2006-06-20;1919,32343801657;NA;5276,1932874207;16565,4939311013;10606,0665183505
2006-06-21;1779,97430853248;NA;5085,14498198595;16317,9443188293;10684,5683742739
2006-06-22;1999,66274793587;NA;4964,4069600301;16530,5216035818;10832,0963838814
2006-06-23;1914,94461950915;NA;5093,89226248601;16465,2560600708;10796,0656535028
2006-06-26;1983,9226413124;NA;5046,3596360945;16583,5173454202;10818,960221596
2006-06-27;2006,86150146358;NA;4976,8042822567;16655,7232474747;10815,372064231
2006-06-28;1958,9302301352;NA;4941,95613783799;17167,4151152834;11312,6016738676
2006-06-29;1950,21866838782;NA;4836,43537274603;17116,5447175319;11153,8502346753
2006-06-30;1957,84931876105;NA;4769,408335263;17316,5231422901;11208,6603347129
2006-07-03;1722,03022801309;NA;4984,94990245012;17626,7837977752;11302,1611363741
2006-07-04;1768,06495500935;NA;4934,03124184329;17748,291593096;11366,8118675786
2006-07-05;1668,25875744733;NA;4794,98503337921;17583,4795232921;11179,8365120656
2006-07-06;1641,20236555659;NA;4821,60455786163;17825,6586055876;11256,3490252383
2006-07-07;1583,4511006037;NA;4843,54602709058;18035,3082759777;11312,7040002285
2006-07-10;1583,73019881362;NA;4725,2128651406;17912,3304005339;11206,2017822358
2006-07-11;1574,27716791599;NA;4914,03746061801;17909,109285587;11250,9125383222
2006-07-12;1632,41721245683;NA;4766,27238631581;17728,6240688967;11512,7282926712
2006-07-13;1591,3457566042;NA;4937,85818212725;17738,5564896529;11555,3772633574
2006-07-14;1627,17807791333;NA;4917,18050623183;17605,1960150293;11499,3461869025
2006-07-17;1591,81899985104;NA;4998,0499155753;17397,4172225573;11377,6216917413
2006-07-18;1556,8168213962;NA;5215,09280747374;17333,4887275941;11392,6044292667
2006-07-19;1678,76052705731;NA;5253,84539238149;17602,5587942868;11890,1869222808
2006-07-20;1629,12481308431;NA;5137,21896342623;17352,4141568083;11730,6398062182
2006-07-21;1732,33455012823;NA;5270,92597531775;17422,9875902216;11786,9780580142
2006-07-24;1699,97568387153;NA;5328,69492832239;17551,9699210479;11862,7644929004
2006-07-25;1655,90636192484;NA;5476,29074984279;17631,5772011583;11935,2902611007
2006-07-26;1662,90344362551;NA;5321,36783074868;17546,7337553203;12058,7652472159
2006-07-27;1808,16486951483;NA;5084,83757008797;17451,6344886909;11957,5801724834
2006-07-28;1900,71960997677;NA;4969,32466268071;17436,2658386865;11884,1570125371
2006-07-31;2131,01366728589;NA;4746,79948103946;17687,0136261186;11968,4952061079
2006-08-01;1615,41638558037;NA;5286,69962721888;17590,9043044974;11842,6600222698
2006-08-02;1626,89655582336;NA;5095,38319096678;17630,2077488179;11890,4269368133
2006-08-03;1458,51186483869;NA;5173,57760846768;17541,019577164;11745,2323120172
2006-08-04;1579,22814525107;NA;5149,96684481892;17732,2417257072;11818,881301598
2006-08-07;1614,60479892811;NA;5270,36708630671;17985,2143938672;11961,0058554925
2006-08-08;1634,70821843409;NA;5158,10134380789;17746,014094188;11832,0593758789
2006-08-09;1720,25421683281;NA;5333,28933914911;17951,0060579601;12038,9599076504
2006-08-10;1608,24994492871;NA;5585,78985680196;17704,9707205234;11896,358959363
2006-08-11;1678,11429369828;NA;5680,9953476266;17655,6421469537;11902,1418425271
2006-08-14;1797,57817792283;NA;5700,72822031761;17635,8311456875;11921,3211560144
2006-08-15;1660,43768129554;NA;5949,87302199757;17307,1693731961;11785,9173656223
2006-08-16;1813,51500311542;NA;5908,24539850786;17397,9146934785;12255,4071246724
2006-08-17;1826,34279564301;NA;6065,29026299747;17533,4206149366;12374,4660304296
2006-08-18;2031,86279384205;NA;5925,71673085567;17509,9343114421;12361,2862467199
2006-08-22;1955,59704120575;NA;6172,97349814174;17469,3936329731;12354,6264097717
2006-08-23;1833,09309116751;NA;6209,6599757566;17566,5161653837;12838,7805524153
2006-08-24;1867,05556041749;NA;6257,5332168916;17565,9890853269;12871,9171840413
2006-08-25;1754,04953617158;NA;6051,27378970256;17292,3160530516;12674,5898278313
2006-08-28;1828,3711704185;NA;5968,22993585295;17238,0321306555;12607,0875391837
2006-08-29;1981,06308573754;NA;5777,70831659232;17223,7441104063;12584,8261747413
2006-08-30;1932,93290936396;NA;5603,16830373907;17219,8907775409;12781,44441226
2006-08-31;2225,82230967635;NA;5189,84873305676;17457,190690216;12835,5733633336
2006-09-01;1587,38609336917;NA;5748,36345125467;17580,7964039078;12818,5362458307
2006-09-04;1423,51687680375;NA;5684,95087449584;17694,4790139406;12818,5362458307
2006-09-05;1393,12776260039;NA;5678,31690653411;17578,871441223;12704,2311564783
2006-09-06;1324,96512404547;NA;5685,40720542704;17899,5264647044;13109,90834763
2006-09-07;1220,44229974168;NA;5673,81692067523;18018,0699291853;13129,1203930307
2006-09-08;1049,2138358895;NA;5663,42619111172;17962,2003204228;13048,473501324
2006-09-11;989,209865304237;NA;5774,86875984032;17838,4567843174;12976,7227300938
2006-09-12;1049,43634043497;NA;5923,86367547052;17632,5351910153;12938,0062869185
2006-09-13;986,557433660675;NA;6175,27928833869;17602,6393037282;13048,922441546
2006-09-14;908,968497353404;NA;6348,04577348113;17466,0854540374;12990,0213968172
2006-09-15;833,444105533819;NA;6625,08778153117;17591,10011854;13114,7639984535
2006-09-18;882,988615040905;NA;6716,38037561024;17623,9897492639;13181,4436478316
2006-09-19;950,200950342978;NA;6731,64662055559;17311,1276098364;13018,5601611855
2006-09-20;946,977321657825;NA;6838,70363697252;17344,2104116395;13189,0165097446
2006-09-21;926,156403081561;NA;6814,30595021629;17311,119229423;13173,958961014
2006-09-22;905,852421774811;NA;6703,57737646364;17048,5743137755;12959,0191165363
2006-09-25;824,498035280906;NA;6886,19518932276;17083,2989235431;12961,2854781962
2006-09-26;746,573689251676;NA;7132,87224968767;17375,3940838248;13198,9937745847
2006-09-27;883,754649950569;NA;6892,1638364488;17427,1237653323;13281,8285362074
2006-09-28;890,80974004987;NA;6968,0497458965;17444,3666397384;13183,2590265754
2006-09-29;1332,12617009658;NA;6340,01572209868;17615,1947567259;13201,3089630785
2006-10-02;912,290512314605;NA;6447,52756185502;17721,6556227672;13155,8577487422
2006-10-03;891,976139949336;NA;6329,95889794886;17665,8323539055;13066,5733855834
