Fecha;CCL;Mayorista;MEP;Minorista;Solidario
2020-01-02;74,7149249693277;59,8518;74,5062836624776;63,001;81,9013
2020-01-03;75,8856118893556;59,8335;75,875486381323;62,982;81,8766
2020-01-06;77,6953804774032;59,819;75,802781289507;62,989;81,8857
2020-01-07;77,4679736810947;59,8195;76,0340632603406;62,989;81,8857
2020-01-08;77,6472747991133;59,8177;74,8086124401914;62,985;81,8805
2020-01-09;77,9483256791247;59,8152;76,2237762237762;62,981;81,8753
2020-01-10;81,1595031417582;59,8163;77,6470588235294;62,957;81,8441
2020-01-13;80,7635519419548;59,88;79,9014778325123;62,96;81,848
2020-01-14;80,8017164674323;60,0367;79,2686002522068;62,97;81,861
2020-01-15;82,4069182647396;60,0075;79,4020356234097;62,977;81,8701
2020-01-16;82,8071943086342;59,995;80,0348518795121;62,966;81,8558
2020-01-17;80,7422948151145;60,0113;79,624134520277;62,966;81,8558
2020-01-20;82,3973272957662;60,0333;79,8930221249696;62,966;81,8558
2020-01-21;82,2943512444303;60,0592;79,9270072992701;62,978;81,8714
2020-01-22;83,068685046729;60,1148;80,322265625;62,979;81,8727
2020-01-23;83,2680725036726;60,0908;81,566265060241;62,979;81,8727
2020-01-24;83,1264652206471;60,1025;81,8627450980392;62,979;81,8727
2020-01-27;83,9557074156483;60,1408;81,8428184281843;62,973;81,8649
2020-01-28;84,4065757003063;60,1808;82,7127659574468;63,065;81,9845
2020-01-29;84,1406537742724;60,2367;82,2222222222222;62,97;81,861
2020-01-30;83,7870469300005;60,2475;82,9717720857292;62,973;81,8649
2020-01-31;84,4953306523732;60,3312;83,7940379403794;63,029;81,9377
2020-02-03;84,1155413107525;60,4325;82,5559947299078;63,054;81,9702
2020-02-04;84,5735586096406;60,579;82,8964113005854;63,074;81,9962
2020-02-05;84,2719497393007;60,5763;82,8303322343393;63,097;82,0261
2020-02-06;84,2953583028238;60,6732;82,6577732170344;63,011;81,9143
2020-02-07;83,9109423237058;60,7745;82,4289405684754;63,047;81,9611
2020-02-10;83,8887141929637;60,9688;82,2938144329897;63,314;82,3082
2020-02-11;83,4155717610274;61,112;82,3174080175728;63,462;82,5006
2020-02-12;83,1285691441182;61,2297;81,5612382234186;63,624;82,7112
2020-02-13;84,2172165444169;61,3808;81,9532324621733;63,656;82,7528
2020-02-14;83,2705484394458;61,4522;82,1857923497268;63,734;82,8542
2020-02-17;84,1981291781025;61,655;81,5202793446146;63,778;82,9114
2020-02-18;81,7064941713635;61,6645;80,4417243214476;63,662;82,7606
2020-02-19;80,7045841500053;61,7233;80,7448494453249;63,709;82,8217
2020-02-20;80,7590279532012;61,785;80,1823545186377;63,866;83,0258
2020-02-21;79,8635373533471;61,8348;79,7546012269939;63,986;83,1818
2020-02-24;83,5115426334654;61,8348;79,7546012269939;63,986;83,1818
2020-02-25;88,7697003329634;61,8348;79,7546012269939;63,986;83,1818
2020-02-26;81,5696689228907;62,0842;79,8108108108108;64,088;83,3144
2020-02-27;82,5696616171874;62,1375;79,5573997233748;64,033;83,2429
2020-02-28;81,8796933667084;62,208;80,8720112517581;64,26;83,538
2020-03-02;82,0031734561139;62,2503;81,25;64,389;83,7057
2020-03-03;81,6296308641975;62,3002;80,8021390374332;64,51;83,863
2020-03-04;80,9102332055648;62,3577;80,3477344573235;64,533;83,8929
2020-03-05;82,5986477760479;62,418;80,1347708894879;64,414;83,7382
2020-03-06;83,1695226655158;62,4793;81,6079591287981;64,709;84,1217
2020-03-09;86,8439738001435;62,5298;85,1223021582734;64,71;84,123
2020-03-10;84,6584849594318;62,5898;83,4;64,719;84,1347
2020-03-11;88,0690832084067;62,6697;85,7566765578635;64,743;84,1659
2020-03-12;90,3180367697594;62,8182;87,4760383386581;65,021;84,5273
2020-03-13;88,6302761744481;62,8992;88,2165605095541;65,052;84,5676
2020-03-16;92,5277178934401;63,0398;88,1666666666667;65,089;84,6157
2020-03-17;89,582716613714;63,175;86,8950900741787;64,96;84,448
2020-03-18;91,1901962420643;63,33;88,3506805444355;65,464;85,1032
2020-03-19;92,3032770491803;63,5497;88,5311871227364;65,586;85,2618
2020-03-20;90,4095042605412;63,7688;91,4046121593291;65,908;85,6804
2020-03-23;94,2520534541724;63,7688;91,4046121593291;65,908;85,6804
2020-03-24;82,5855860064891;63,7688;91,4046121593291;65,908;85,6804
2020-03-25;88,304200154502;64,0473;86,7920628358826;65,846;85,5998
2020-03-26;84,8371774263198;64,2295;83,203125;66,134;85,9742
2020-03-27;88,3992048364099;64,4095;85,4228644283893;66,438;86,3694
2020-03-30;85,8133928177365;64,4697;85,9555189456343;66,58;86,554
2020-03-31;82,5261492933313;64,4697;85,9555189456343;66,58;86,554
2020-04-01;89,2562230191096;64,5295;87,8848460615754;66,614;86,5982
2020-04-02;88,5400739041794;64,7165;87,7842003853565;66,512;86,4656
2020-04-03;88,847540706322;64,9065;88,4150943396226;66,847;86,9011
