Fecha;Pases Pasivos;LELIQ;Cta. Cte. en BCRA;Circulante;LEBAC
2015-01-02;27043,27;NA;106382,82274952;359478,7172981;263967,182913
2015-01-05;26957,98;NA;105893,66342402;359085,35533118;263967,182913
2015-01-06;27006,05;NA;106989,771424;358018,88494281;263967,182913
2015-01-07;25876,57;NA;102638,80650874;356104,98606486;272938,733913
2015-01-08;24451,16;NA;105598,61717618;355193,235842;272938,733913
2015-01-09;23192,38;NA;107007,20852502;354749,12701419;272938,733913
2015-01-12;21472,87;NA;108877,87659926;354114,88525858;272938,733913
2015-01-13;19575,89;NA;112289,94319051;352524,47119577;272938,733913
2015-01-14;25441,72;NA;104792,69458667;350318,77014371;278769,419913
2015-01-15;25569,39;NA;106839,62335916;348298,50539717;278769,419913
2015-01-16;27418,02;NA;106413,35260684;346382,15326613;278769,419913
2015-01-19;28159,38;NA;107576,93011232;345210,427568;278769,419913
2015-01-20;26687,02;NA;110568,6781775;344053,35993708;278769,419913
2015-01-21;25322,99;NA;100135,59390695;342675,45133724;293864,872913
2015-01-22;26357,03;NA;100959,49436306;341530,96053882;293864,872913
2015-01-23;24635,27;NA;103474,62405138;340840,84944394;293864,872913
2015-01-26;29632,9;NA;97810,3980950098;340321,54342852;293864,872913
2015-01-27;28605,56;NA;99784,7856389297;339803,27536016;293864,872913
2015-01-28;28180,88;NA;98426,7704863901;339344,80814294;298212,093913
2015-01-29;26669,81;NA;105014,38570246;339720,31921691;298212,093913
2015-01-30;23626,6;NA;106922,64800469;341071,79751537;298212,093913
2015-02-02;21749,64;NA;106286,77075292;343098,2550214;298212,093913
2015-02-03;24821,15;NA;101673,14698351;344274,38695032;298212,093913
2015-02-04;27196,45;NA;104392,38371881;345362,3924179;303116,316913
2015-02-05;26302,29;NA;105000,12919174;346959,03415953;303116,316913
2015-02-06;26427,04;NA;104131,31838572;348572,00171607;303116,316913
2015-02-09;25224,89;NA;104335,00898098;349701,86546732;303116,316913
2015-02-10;22976,2;NA;106064,80995188;349822,81721886;303046,989466
2015-02-11;22592,78;NA;100414,59390124;349051,03345285;311877,73421
2015-02-12;22416,13;NA;97059,7481017599;349294,2901148;311843,080667
2015-02-13;19741,62;NA;101120,78859584;349157,06168001;311808,42183
2015-02-18;16917,73;NA;105397,64263826;348176,06043816;313921,406012
2015-02-19;16788,68;NA;105949,11150223;345961,65482349;313921,406012
2015-02-20;16232,89;NA;112158,75647062;343778,34357283;313921,406012
2015-02-23;19963,76;NA;111231,44594776;342045,33153581;313921,406012
2015-02-24;21743,75;NA;109059,70340076;340288,89373518;313921,406012
2015-02-25;19802,78;NA;106115,48141318;339718,61515699;322574,884012
2015-02-26;22562,49;NA;103680,67054861;340214,76026664;322574,884012
2015-02-27;23518,68;NA;105258,61353282;341149,41972729;322574,884012
2015-03-02;12360,68;NA;114826,1922522;342730,43256206;322574,884012
2015-03-03;11443,68;NA;113009,64794855;344174,65304048;322574,884012
2015-03-04;10685,04;NA;108142,4706352;345296,2907938;328146,634012
2015-03-05;12599,6;NA;103732,18245773;347187,80377888;328146,634012
2015-03-06;12101,48;NA;99440,1468788399;349010,37116588;328146,634012
2015-03-09;11845,1;NA;104110,99115073;349964,24106592;321546,634012
2015-03-10;10327,98;NA;104443,82893438;349857,88741496;321546,634012
2015-03-11;11212,35;NA;102217,05304262;349064,9049284;325329,770012
2015-03-12;9220,27;NA;106502,94869065;348009,75484357;325329,770012
2015-03-13;11670,23;NA;105481,5438341;346737,53811601;325329,770012
2015-03-16;13974,11;NA;112303,31684063;345731,24477821;323279,770012
2015-03-17;15788,24;NA;110323,14949341;344543,25585175;323273,830012
2015-03-18;14197,12;NA;112640,02399906;343334,67920688;325249,777012
2015-03-19;14183,6;NA;113076,79319831;343441,54436133;325249,777012
2015-03-20;14883,3;NA;117118,10252535;343723,52319325;315849,777012
2015-03-25;15648,2;NA;120247,71180891;344039,24637211;313875,794012
2015-03-26;28863,94;NA;99713,5957869898;344785,32464588;313875,794012
2015-03-27;34117,05;NA;98178,0168120197;346795,39595551;313875,794012
2015-03-30;29036,72;NA;99335,7587085;350337,63111199;313875,794012
2015-03-31;33606,07;NA;90016,5808248499;350337,63111199;313875,794012
2015-04-01;12445,22;NA;114241,45281625;352124,72893759;311083,715012
2015-04-06;16056,74;NA;106504,30053978;353362,25548589;311063,715012
2015-04-07;16661,89;NA;105540,41516596;353788,29096082;311042,215012
2015-04-08;13956,65;NA;106142,2705637;352827,88688496;315877,908012
2015-04-09;12917,7;NA;110716,80659335;352171,98089487;315822,57595
2015-04-10;13221,24;NA;110706,53123492;352296,20471266;315812,37595
2015-04-13;11798,64;NA;110903,83648479;352175,82986647;315805,87595
2015-04-14;10309,11;NA;109249,98409626;351072,73067703;315780,37595
2015-04-15;12203,53;NA;113126,13961779;349452,97548472;313508,11495
2015-04-16;12179,86;NA;114940,35927635;348388,129775;313498,275207
2015-04-17;18847,45;NA;109623,21789204;347753,65191603;313498,275207
2015-04-20;16495,82;NA;108152,35623496;347350,82684415;313194,375207
2015-04-21;18737,57;NA;107705,01799775;346686,72132919;313194,375207
2015-04-22;21103,84;NA;103386,26337536;345917,41276457;317368,303205
2015-04-23;24300,97;NA;104269,73477164;345794,39999654;317368,303205
2015-04-24;24647,93;NA;106290,04590976;346236,39258365;314918,303205
2015-04-27;28985,62;NA;98915,0780071899;346877,10753327;314918,303205
2015-04-28;37859,75;NA;94386,1072185298;348026,26600759;314918,303205
2015-04-29;41536,64;NA;82590,4062650601;350387,18005789;323433,636207
2015-04-30;8482,33;NA;117012,44006301;352079,90522646;323403,636207
2015-05-04;9598,87;NA;116454,39800437;354595,68381886;323376,940272
2015-05-05;11348,69;NA;111913,49682715;356442,55997703;323376,940272
2015-05-06;13736,39;NA;108060,15701016;357756,96340276;323675,829261
2015-05-07;16137,73;NA;106062,78468263;359717,87679928;323675,829261
2015-05-08;13109,38;NA;108210,86459742;361539,40732141;323675,829261
2015-05-11;6178,86;NA;113094,2080472;362804,53252925;323613,310025
2015-05-12;5331,72;NA;114423,87854644;362805,24612925;323613,310025
2015-05-13;10447,67;NA;112489,47864254;361637,57008733;322511,824025
2015-05-14;12509,03;NA;111258,98821754;360411,19006886;322511,824025
2015-05-15;15876,22;NA;111531,91424766;358844,58908208;322511,824025
2015-05-18;16275,48;NA;112121,3289823;358004,49742065;322511,824025
2015-05-19;19399,36;NA;110760,02936562;356832,49194041;322511,824025
2015-05-20;17378,05;NA;111231,52618601;356603,39361064;325759,717025
2015-05-21;21897,82;NA;105381,35785257;357138,218538;325759,717025
2015-05-22;21029,7;NA;105821,61383768;359832,9800536;325759,717025
2015-05-26;21211,77;NA;105480,49134467;359832,7545276;325759,717025
2015-05-27;23718,33;NA;109474,997418;359832,7045276;323336,138025
2015-05-28;33114,25;NA;102550,63051499;359833,1045276;323336,138025
2015-05-29;33185,28;NA;101338,72013079;360764,6757196;323336,138025
2015-06-01;15755,99;NA;117016,01898852;361867,6757196;323288,754107
2015-06-02;13750,76;NA;116588,02081933;364653,88789308;323288,754107
2015-06-03;14489,69;NA;108669,4695573;366597,52886295;325296,327107
2015-06-04;14604,73;NA;114758,09990126;369998,21417511;325296,327107
2015-06-05;17879,77;NA;110386,73409865;372526,78980695;325296,327107
2015-06-08;14199,85;NA;116324,7819604;375013,98319032;322996,327107
2015-06-09;14042,19;NA;115580,00491762;375395,71419032;322996,327107
2015-06-10;11439,05;NA;119479,41888685;375951,59607276;323008,097108
2015-06-11;12331,8;NA;128053,30506879;376422,59316399;323008,097108
2015-06-12;14944,26;NA;125540,28569821;375908,87440687;323008,097108
2015-06-15;15373,75;NA;126215,81913064;375898,37047076;323008,097108
2015-06-16;17623,13;NA;123511,79442745;375587,33584713;322973,320183
2015-06-17;21171,26;NA;114839,92926985;374840,19965794;327694,228181
2015-06-18;21219,23;NA;111911,2095069;374674,38436198;327759,228181
2015-06-19;24075,56;NA;106011,28437536;375468,37168384;327759,228181
2015-06-22;24557,3;NA;104047,02006498;376206,51289691;327759,228181
2015-06-23;24889,44;NA;106988,20013688;376613,48843304;327679,228181
2015-06-24;15371,46;NA;110199,1318851;377333,65733219;339239,730181
2015-06-25;34690,18;NA;102656,19357363;378685,44074525;339439,730181
2015-06-26;30858,63;NA;106735,64209103;381148,51948717;339439,730181
2015-06-29;34421,57;NA;100941,89957427;384052,17465411;339439,730181
2015-06-30;37065,15;NA;95199,76338872;387519,53974341;339439,730181
2015-07-01;20676,45;NA;111103,67595347;389227,79649445;340848,14118
2015-07-02;16443,58;NA;111821,1578145;392851,01758897;340848,14118
2015-07-03;10422,01;NA;114456,13997174;396137,91637671;339248,14118
2015-07-06;20484,79;NA;109475,05381014;400133,96427438;339248,14118
