"Fecha","M2","Cuenta Corriente","Caja de Ahorros","Circulante en poder del público"
2003-12-02,3478178.46848582,1214732.20537501,797208.669829511,1417026.26449794
2004-01-02,3556632.90954181,1264255.00631116,852754.282324661,1438383.73067805
2004-02-02,3666950.83218373,1308514.21034534,916831.916796142,1441383.7185954
2004-03-01,3625493.13764177,1241184.77941987,941915.292408326,1442359.66643124
2004-04-01,3740445.2439536,1332201.67168459,979117.875648512,1429125.6966205
2004-05-03,3853120.28550748,1419046.80254019,977407.189940738,1456666.29302655
2004-06-01,3965599.13074506,1472949.43045438,1014894.77872397,1477754.92156672
2004-07-01,4084164.28612668,1486043.96646972,1057643.32495296,1540476.99470401
2004-08-02,4130439.48608766,1466732.48554507,1122458.40348058,1541248.59706201
2004-09-01,4110250.50872089,1446313.88882751,1137713.04656679,1526223.57332659
2004-10-01,4113963.53636967,1490789.85743513,1104655.5856038,1518518.09333075
2004-11-01,4174568.80254002,1512838.55065906,1122191.83705829,1539538.41482267
2004-12-01,4380087.79701191,1581724.13370913,1128758.68137965,1669604.98192314
2005-01-03,4377932.40037099,1559098.92643055,1133156.64544951,1685679.29284997
2005-02-01,4257517.20675205,1498186.560409,1110090.80202729,1649242.40764514
2005-03-01,4237780.20218036,1479812.70787783,1114415.30844442,1643554.58996235
2005-04-01,4242128.79014251,1499752.61348057,1093704.63357407,1648671.54308787
2005-05-02,4330006.75672695,1540520.31842972,1112519.26663576,1676964.79357399
2005-06-01,4412030.15242208,1540152.98723508,1158512.23202153,1713364.93316547
2005-07-01,4543350.66889605,1541604.25135015,1211424.79851504,1790321.61903087
2005-08-01,4553101.96179756,1527992.30704198,1221243.04531527,1803866.60944032
2005-09-01,4511754.85506609,1517935.42221091,1189219.20942224,1804600.22343293
2005-10-03,4585276.83617691,1555096.85976547,1200853.61261229,1829326.36379915
2005-11-01,4610973.02081181,1579988.39198068,1189391.28857295,1841593.34025818
2005-12-01,4862608.99243559,1742845.76333824,1186001.6873336,1933761.54176375
