Fecha;Reservas
2020-01-02;44839,3
2020-01-03;44872
2020-01-06;44903,6
2020-01-07;45080,3
2020-01-08;45161,7
2020-01-09;45419,3
2020-01-10;45375,8
2020-01-13;45317,4
2020-01-14;45078,1
2020-01-15;45290,7
2020-01-16;45364,4
2020-01-17;45491,9
2020-01-20;45456,9
2020-01-21;45362,7
2020-01-22;45421
2020-01-23;45386,7
2020-01-24;45243,4
2020-01-27;45158,1
2020-01-28;45104,6
2020-01-29;45064,1
2020-01-30;45013,8
2020-01-31;44917,1
2020-02-03;44769,7
2020-02-04;44632,1
2020-02-05;44644,8
2020-02-06;44665,6
2020-02-07;44675,2
2020-02-10;44681,7
2020-02-11;44688
2020-02-12;44701,3
2020-02-13;44718,6
2020-02-14;44743,5
2020-02-17;44757,6
2020-02-18;44718,7
2020-02-19;44705,4
2020-02-20;44716,9
2020-02-21;44726,4
2020-02-26;44710,3
2020-02-27;44791,1
2020-02-28;44790,7
2020-03-02;44803,2
2020-03-03;44818,6
2020-03-04;44831,6
2020-03-05;44837,8
2020-03-06;44857,2
2020-03-09;44778
2020-03-10;44785,2
2020-03-11;44775,2
2020-03-12;44439,4
2020-03-13;44359
2020-03-16;44307,5
2020-03-17;44236,4
2020-03-18;44039,8
2020-03-19;43924,5
2020-03-20;43822,3
2020-03-25;43853,7
2020-03-26;43861,8
2020-03-27;43727,9
2020-03-30;43561,2
2020-04-01;43587,7
2020-04-02;43631
2020-04-03;43650
2020-04-06;43701,7
2020-04-07;43723,6
2020-04-08;43804,2
2020-04-13;43861,8
2020-04-14;43886,1
2020-04-15;43844,3
2020-04-16;43852,2
2020-04-17;43817,3
2020-04-20;43825,6
2020-04-21;43780,2
2020-04-22;43734,9
2020-04-23;43751,1
2020-04-24;43695,6
2020-04-27;43646,4
2020-04-28;43590,2
2020-04-29;43545,2
2020-04-30;43568,4
2020-05-04;43564,7
2020-05-05;43588,6
2020-05-06;43399,9
2020-05-07;43410,9
2020-05-08;43415,2
2020-05-11;43348
2020-05-12;43351,4
2020-05-13;43262,7
2020-05-14;43214,9
2020-05-15;43136,8
2020-05-18;43046,5
2020-05-19;42980,4
2020-05-20;42948,7
2020-05-21;42839,2
2020-05-22;42737,6
2020-05-26;42628,6
2020-05-27;42498,6
2020-05-28;42447,5
2020-05-29;42588,5
2020-06-01;42608,8
2020-06-02;42659,8
2020-06-03;42670,2
2020-06-04;42748,1
2020-06-05;42813,7
2020-06-08;42883,4
2020-06-09;42987,9
2020-06-10;43040,5
2020-06-11;43121,8
2020-06-12;43126,1
2020-06-16;43170,1
2020-06-17;43172,3
2020-06-18;43123,3
2020-06-19;43177,6
2020-06-22;43202,1
2020-06-23;43212,9
2020-06-24;43217
2020-06-25;43197
2020-06-26;43199,5
2020-06-29;43201,2
2020-06-30;43241,5
2020-07-01;43218,7
2020-07-02;43202,8
2020-07-03;43219,2
2020-07-06;43252,6
2020-07-07;43239,7
2020-07-08;43246,4
2020-07-13;43276,2
2020-07-14;43306,8
2020-07-15;43345,9
2020-07-16;43356,1
2020-07-17;43362,1
2020-07-20;43388,9
2020-07-21;43398,6
2020-07-22;43378,6
2020-07-23;43348,7
2020-07-24;43359,6
2020-07-27;43384,2
2020-07-28;43433,1
2020-07-29;43386,6
2020-07-30;43339,7
2020-07-31;43386,3
2020-08-03;43347,6
2020-08-04;43409,4
2020-08-05;43374,1
2020-08-06;43343,9
2020-08-07;43302,5
2020-08-10;43332
2020-08-11;43302
2020-08-12;43252,6
2020-08-13;43207
2020-08-14;43122,4
2020-08-18;43160
2020-08-19;43115
2020-08-20;43092,3
2020-08-21;43047,7
2020-08-24;43046,7
2020-08-25;42983,4
2020-08-26;42961,5
2020-08-27;42896,1
2020-08-28;42914,2
2020-08-31;42842,1
