Fecha;Cta. Cte. en BCRA;Circulante
2015-02-02;2,00336520159941;6,45884878900076
2015-03-02;2,00354965747759;6,46183211684087
2015-04-01;2,00243394807868;6,47183336970649
2015-05-04;2,00061126672805;6,49846707167693
2015-06-01;1,99814614910145;6,52489071757659
2015-07-01;1,99841606378345;6,55459339237957
2015-08-03;1,99444905049868;6,57627200834523
2015-09-01;1,98847195510993;6,59080294810849
2015-10-01;1,98357035041935;6,61155455379113
2015-11-02;1,98902528904818;6,6347109341668
2015-12-01;2,02536662389741;6,66531359259942
2016-01-04;2,02335885975628;6,67979437160631
2016-02-01;1,97620255114838;6,67618054504286
2016-03-01;1,95614752741683;6,65115946842152
2016-04-01;1,93000597143006;6,60169355005584
2016-05-02;1,90208581845441;6,52531086102846
2016-06-01;1,90241144229842;6,43212806083745
2016-07-01;1,93131921342197;6,3427696134446
2016-08-01;1,95906996125856;6,26116387549682
2016-09-01;1,98597690730679;6,18756756328752
2016-10-03;2,01089228362852;6,11853882020556
2016-11-01;2,03599063737758;6,05829255735264
2016-12-01;2,05001922803045;6,01630290059303
2017-01-02;2,08303728438815;6,00610352508053
2017-02-01;2,15504941827842;6,01142819624054
2017-03-01;2,1744210673819;6,01375506787614
2017-04-03;2,20307371284923;6,02057521722029
2017-05-02;2,22009198689131;6,02752729804699
2017-06-01;2,21969250993258;6,04401299085951
2017-07-03;2,19264894710417;6,06619421725931
2017-08-01;2,16470289669262;6,07883329829931
2017-09-01;2,1395291328119;6,0876403543592
2017-10-02;2,10984469629572;6,09668522398677
2017-11-01;2,07392566085997;6,10285453803201
2017-12-01;2,04085396013698;6,10876135041572
2018-01-02;2,01775877713791;6,113750823899
2018-02-01;1,99087610826637;6,10223878073222
2018-03-01;1,99432331122678;6,07941949682382
2018-04-03;1,9949579524568;6,04193397702251
2018-05-02;2,00570503355682;5,99145661694294
2018-06-01;2,03141866132047;5,92690455321016
2018-07-02;2,06762597375615;5,85491104291052
2018-08-01;2,16030101110375;5,77506488352148
2018-09-03;2,29516166716535;5,68483116970167
2018-10-01;2,41132754630552;5,57193935206995
2018-11-01;2,52452429235759;5,4383903751644
2018-12-03;2,62340082011755;5,30433496635997
2019-01-02;2,69828609619333;5,18242791890328
2019-02-01;2,78005275580127;5,05737554056212
2019-03-01;2,82472851520466;4,9428407502673
2019-04-01;2,8625779773265;4,83040599529133
2019-05-02;2,88592419634372;4,7155635574321
2019-06-03;2,87089145046785;4,60532835477353
2019-07-01;2,8368518556722;4,5098701657607
2019-08-01;2,73517333124602;4,42498441543864
2019-09-02;2,60785485881738;4,35202106666991
2019-10-01;2,50057552517415;4,28846312768339
2019-11-01;2,46612675828388;4,22785680503566
2019-12-02;2,43122952609613;4,18982037518983
2020-01-02;2,3659509754508;4,16480697232614
2020-02-03;2,36240386589903;4,15837992670225
2020-03-02;2,38854927433143;4,17845874952263
2020-04-01;2,4474576230985;4,27532946630095
2020-05-04;2,50894974889282;4,42976169342333
2020-06-01;2,53650614793123;4,61853881101039
2020-07-01;2,58091292993845;4,82340065315872
2020-08-03;2,63101158971855;5,01661016983196
2020-09-01;2,65755571626983;5,18040826479525
2020-10-01;2,66386911352868;5,32387187718017
2020-11-02;2,60970726210645;5,44938700830005
2020-12-01;2,5444066860503;5,55371849580384
2021-01-04;2,53868717811556;5,63791653031067
2021-02-01;2,47662473116782;5,68507775143062
2021-03-01;2,38170384492495;5,67368301561997
2021-04-05;2,25997935832518;5,5569954343117
2021-05-03;2,12348090677441;5,37537322031784
2021-06-01;2,03742938990744;5,1822620960445
2021-07-01;1,95161501707301;5,01497438253365
2021-08-02;1,886616483702;4,88084726746803
2021-09-01;1,83183418925747;4,77687314456165
2021-10-01;1,79606012009623;4,69194804482356
2021-11-01;1,76644077297497;4,62535733304015
2021-12-01;1,74241085123675;4,58069191490289
2022-01-03;1,72760472810241;4,55377364618745
<<<<<<< HEAD
2022-02-01;1,72133055967001;4,53272316389939
=======
2022-02-01;1,72252604277032;4,53250304844015
>>>>>>> 5fa77c511e99d97810d1a31f2db3ddb4187ab7fc
