"Fecha","BADLAR Privada","BADLAR Total","PF menores 100.000","PF Total"
2019-04-04,49.5409009900756,48.6402099825752,42.8581468025338,46.770258675501
2019-04-05,50.1158543343656,49.1305393053743,43.1388236645104,47.1920592689192
2019-04-08,50.7217677835066,49.7377984907303,43.5584462124911,47.7703886967661
2019-04-09,51.3510888714999,50.333231612107,43.9269482712133,48.3668161608157
2019-04-10,51.9000031813629,50.8602684574004,44.2831228205431,48.807847878143
2019-04-11,52.5264398961006,51.5072206062684,44.7302299330296,49.2491531430139
2019-04-12,53.0535636656824,51.9514312089514,45.1503290945125,49.6533394125242
2019-04-15,53.6165548290559,52.5622177804551,45.5911574683354,50.1813641307476
2019-04-16,54.2069813922183,53.1939849026986,46.0494862312911,50.7330202325471
2019-04-17,54.7690372311787,53.7277243579956,46.4651376542758,51.1900711327362
2019-04-22,55.333993554752,54.2686145441979,46.9600600622883,51.7559898447891
2019-04-23,55.9384030976325,54.9289533331242,47.3929356111463,52.2807555503918
2019-04-24,56.4088654171518,55.5259720646751,47.8404128833014,52.8738289955738
2019-04-25,56.8941266127537,56.2221955493104,48.2465697477936,53.4796774937731
2019-04-26,57.3162472322163,56.6663832369469,48.58377800893,53.9780095682955
2019-04-29,57.78044612277,57.1616665015008,48.9605936730327,54.4085831726493
2019-04-30,58.3965242437745,57.7543059328926,49.4483967493323,54.9986973597143
2019-05-02,58.7462970168929,58.1630453211259,49.7790843347151,55.410024100459
2019-05-03,59.2498838706299,58.757376982526,50.1726231675204,55.8322346724122
2019-05-06,59.7039511376933,59.1676999012618,50.4774712466688,56.1747502658494
2019-05-07,60.2802466383485,59.770333072567,50.9232736312819,56.6074928098847
2019-05-08,60.7281628605812,60.3368602611297,51.3603989725865,57.0684861650311
2019-05-09,61.215028770249,60.9071408094846,51.825908161137,57.5683044839754
2019-05-10,61.609949049157,61.2702374309987,52.1468263130891,57.9261867266666
2019-05-13,62.0446111208502,61.6689191750661,52.5618204863976,58.2647057532145
2019-05-14,62.5762131513871,62.2476195897169,53.0023468026119,58.7674118574955
2019-05-15,62.9549839359817,62.6972438289485,53.3851969035267,59.3472315554447
2019-05-16,63.2915651074852,63.0737234664185,53.7401980141675,59.7503877376162
2019-05-17,63.592787870891,63.324618628264,54.0290297265035,60.0305706417639
2019-05-20,63.8665480045958,63.6298517452379,54.3917699403866,60.3101195986756
2019-05-21,64.1403081383005,63.9655707864339,54.6838485015462,60.6304251765849
2019-05-22,64.4043982828367,64.2624877009888,55.0340348014721,60.9535152776117
2019-05-23,64.7064318399789,64.5483394857687,55.2998473789699,61.2042218236886
2019-05-24,64.9270481585401,64.8138886202855,55.5727870645401,61.5107071979224
2019-05-27,65.1790651089209,65.1554914092788,55.8432382389991,61.8193025286871
2019-05-28,65.379591447428,65.3997643640316,56.0415466546171,62.1797331127997
2019-05-29,65.6256030905343,65.5988598611623,56.3513598064401,62.4482950091883
2019-05-30,65.8552752814215,65.8066467222004,56.5298928624823,62.722221035975
2019-05-31,66.0597073653557,66.0247489568727,56.7761625122788,62.9928522429324
2019-06-03,66.3124193485401,66.328472529719,57.0309877631388,63.2714841658815
2019-06-04,66.5852766048845,66.7053080268458,57.2413450972665,63.5051735045329
2019-06-05,66.7502294241802,66.7216896898343,57.3114400130805,63.6249744540643
2019-06-06,66.9771819507247,66.8347233726041,57.5507243580174,63.7841695414443
2019-06-07,67.1551358046956,66.9717435648665,57.7549300242443,63.94086528324
2019-06-10,67.3063079665823,67.0826198621522,57.9410347134509,63.9724558706319
2019-06-11,67.4284050677409,67.2743887976473,58.1241898860105,64.1450346889239
2019-06-12,67.3448571819442,67.2577343800362,58.1627658548814,64.0244264151294
2019-06-13,67.3942192865755,67.3503607072818,58.3311968031646,64.1291161188232
2019-06-14,67.3379047681014,67.4038458303682,58.4014486391493,64.340445956887
2019-06-18,67.2750687882527,67.3709830790832,58.5377897926492,64.3210302384351
2019-06-19,67.1387251465664,67.2776918757807,58.5525492798577,64.3732925085955
2019-06-21,67.0300077853791,67.1876583124117,58.5429048768985,64.3153481351466
2019-06-24,66.8848502455699,67.1776821398716,58.5398494361556,64.2397220368282
2019-06-25,66.6985034348575,67.1842583031975,58.5870331748352,64.2124392120219
2019-06-26,66.4690841074385,67.0461560774735,58.5107500872849,64.0922114404624
2019-06-27,66.1603132835122,66.8870153959396,58.495018651696,63.9891350375233
2019-06-28,65.8922985295349,66.6546727763343,58.4655218200612,63.7840885441614
2019-07-01,65.6572318520589,66.5037501716848,58.4833145436198,63.6641563739182
2019-07-02,65.4514947144573,66.4644449536722,58.5147593697502,63.687662562572
2019-07-03,65.1745119853839,66.2235397068324,58.4100120636067,63.4901594370775
2019-07-04,64.8975292563105,65.8878206656364,58.302916495449,63.2228515094739
2019-07-05,64.6750334703609,65.6732928618103,58.1213749606853,63.0312975934091
2019-07-10,64.3794043336518,65.3906494788829,58.0150342452754,62.8491445209691
2019-07-11,64.142648347327,65.17015459854,57.9495486697643,62.6324345976124
2019-07-12,63.8778296225894,64.9563600582752,57.8330317948632,62.4506121594867
2019-07-15,63.6418546859191,64.6991646840036,57.7257685027388,62.2544057177901
2019-07-16,63.3701970488375,64.5387084075239,57.4848917352533,61.8943142263062
2019-07-17,63.1276664377324,64.3082761029941,57.3720254561489,61.6899304580554
2019-07-18,62.8555595072975,63.9808758573972,57.1552788891959,61.328192975125
2019-07-19,62.609276733331,63.7863900027036,56.9698978163652,61.1553226436299
2019-07-22,62.3267889573248,63.4605642299937,56.8115251521883,60.9805895817675
2019-07-23,62.1977371160408,63.4802818662472,56.8574116464526,60.9814429902127
2019-07-24,61.9966579656466,63.2952280193428,56.7214500610386,60.7577073784216
2019-07-25,61.8971419010569,63.1219691100615,56.6116589993948,60.578265505379
2019-07-26,61.7524630926238,63.0046351665743,56.495680287717,60.5368340844016
2019-07-29,61.6042921518973,62.8226358351045,56.3897966067575,60.4023596237243
2019-07-30,61.5153419518752,62.6877847634222,56.3088845439923,60.2128228459852
2019-07-31,61.4267827501509,62.5396138226957,56.2326261641336,60.0512252529623
2019-08-01,61.3612016530078,62.4298141811352,56.2204346038189,59.8711626859384
2019-08-02,61.3087946280932,62.4232633220234,56.2011892223198,59.8845551583972
2019-08-05,61.2923768343537,62.3183905938064,56.0478384376275,59.7397467818269
2019-08-06,61.3778676184336,62.2689468885749,56.0916215756506,59.698744248093
2019-08-07,61.5163505571154,62.2855829947199,56.0850070089078,59.7358514693524
2019-08-08,61.7093426632615,62.3817553297604,56.1826095244009,59.814259566907
2019-08-09,61.8690052295692,62.4569869835917,56.2122943140622,59.8784578617726
