Fecha;Pases Pasivos;LELIQ;Cta. Cte. en BCRA;Circulante;LEBAC
2004-05-28;14603,7415087123;NA;1498318,22879201;2565636,69793801;1148344,49681995
2004-06-01;44199,2316013248;NA;1459196,56217685;2608173,24126747;1159819,1798331
2004-07-01;304377,210946856;NA;1214192,27785089;2709567,47172332;1169474,07202022
2004-08-02;328471,173709884;NA;1213772,18615898;2698913,52398289;1182064,33385958
2004-09-01;391375,886728333;NA;1200111,4152777;2673710,36738764;1167009,67010588
2004-10-01;467757,919341777;NA;1197960,43694041;2669382,19796372;1158471,76841491
2004-11-01;483625,033872006;NA;1218877,31392882;2699367,67455436;1201776,73075893
2004-12-01;456839,928415776;NA;1211585,34311746;2966114,99907625;1197165,54059331
2005-01-03;622466,065886494;NA;1109052,31266443;2953556,18502585;1238171,58634385
2005-02-01;575397,294533847;NA;1096588,00123905;2881120,2236166;1283896,31921353
2005-03-01;416768,244566752;NA;1074379,19750301;2877566,94014951;1348445,46879343
2005-04-01;422788,733065401;NA;1051493,91521556;2888428,44241257;1400584,01246463
2005-05-02;405030,191496062;NA;1066101,85423831;2933797,93399004;1469597,28095947
2005-06-01;440712,106350868;NA;1003430,96178748;3006521,25296433;1718897,6596436
2005-07-01;374238,526504558;NA;1055076,1414929;3134774,27808083;1803780,37615303
2005-08-01;545072,36341978;NA;1001838,86590064;3150504,68383246;1874913,00576286
2005-09-01;569977,700563088;NA;876987,060011498;3143529,28052279;1960200,81000228
2005-10-03;363929,125478547;NA;963409,915566054;3187446,31485065;2015493,00968859
2005-11-01;362490,03329688;NA;941656,010795344;3206580,27738668;1974279,05028385
2005-12-01;417402,461013024;NA;715926,34643532;3386387,95018268;1919448,6614334
2006-01-02;284218,179821543;NA;882773,39924776;3411735,81436488;1850897,78266721
2006-02-01;311924,103541071;NA;849101,184933449;3362614,71208867;1854403,53663348
2006-03-01;224718,544317617;NA;847243,216988672;3324773,96565852;1990875,25652874
2006-04-03;237093,125135173;NA;921524,198032565;3339551,28242136;2010431,49058641
2006-05-02;396165,142415706;NA;964756,58857912;3343012,3637953;2098627,83739674
2006-06-01;403843,81135965;NA;984629,49672654;3412499,65610232;2185169,52681857
2006-07-03;339170,960906837;NA;1009109,35465389;3542331,57897179;2328428,76911114
2006-08-01;356832,698905715;NA;1138047,32134635;3529125,13733134;2460760,72944657
2006-09-01;209761,81859242;NA;1264824,67310466;3503771,09879359;2606027,73130596
2006-10-02;224114,917501767;NA;1260529,1117705;3520135,04852593;2654982,38420939
2006-11-01;233022,893145593;NA;1322525,79404175;3529444,16506101;2757764,22511444
2006-12-01;118025,905622737;NA;1382884,24725014;3749305,09344356;2729987,29734903
2007-01-02;272013,96948292;NA;1344492,42716612;3774103,70486592;2786865,10432433
2007-02-01;358320,877832;NA;1275406,51580159;3725914,51566222;3016543,96370204
2007-03-01;263008,089326758;NA;1297641,4774001;3721394,64894376;3183636,00696051
2007-04-03;353967,137705598;NA;1321800,00364783;3705823,18905522;3306945,67367416
2007-05-02;354802,95426842;NA;1334790,88182975;3691013,67693445;3505498,55385877
2007-06-01;203307,100008153;NA;1347870,95426431;3747996,28570893;3676757,31480786
2007-07-02;152364,067736391;NA;1363661,47065153;3878325,28454139;3683270,84477547
2007-08-01;154290,447069743;NA;1340619,31962807;3794282,38135108;3534829,49928345
2007-09-03;198438,66780002;NA;1321934,20810898;3697125,43235658;3377658,53783466
2007-10-01;151424,315107292;NA;1272565,99917083;3657716,71090354;3247178,93002153
2007-11-01;136658,355842105;NA;1325724,85636538;3644645,39051511;3100200,08853413
2007-12-03;123784,531986729;NA;1432139,42193024;3847523,67997173;2908025,02937771
2008-01-02;403817,747471466;NA;1388352,84054595;3868251,24845217;2824368,23045738
2008-02-01;545130,507879309;NA;1286912,42279451;3738985,60034508;2887455,41681318
2008-03-03;420874,132851034;NA;1305486,19393962;3658504,66895849;2885980,91406276
2008-04-01;386565,38703734;NA;1283293,51401974;3556297,66212335;2822586,7366088
2008-05-02;303310,146052407;NA;1271008,94286135;3543600,70861802;2681121,3472358
2008-06-02;220624,404533885;NA;1299186,38481234;3523682,12106893;2484574,14503828
2008-07-01;462543,220496335;NA;1205535,75434048;3531380,05250178;2340482,84698458
2008-08-01;519992,593316294;NA;1214175,23392142;3457390,25642441;2310561,34156562
2008-09-01;502829,481135976;NA;1265396,83800385;3391426,57293828;2294403,51830048
