"Fecha","Total","Otros","Plazos Fijos UVA","Plazos Fijos Tradicionales","Cuenta Corriente","Caja de Ahorros"
2003-12-02,3799644.20506676,270329.619262055,28496.5148444484,1666748.00272871,825331.84355261,716257.727435548
2004-01-02,3868911.52192668,279134.961640819,42156.014142671,1670685.06518923,852273.375055389,754395.534020362
2004-02-02,3835092.88070781,289177.366560531,47165.6258974683,1561163.64697093,870860.883644857,810224.907987637
2004-03-01,3779703.82539472,285394.607306769,52796.9002200541,1495908.9783169,883900.038191209,824844.946676238
2004-04-01,3819593.93991461,286014.467424221,65993.8267938713,1468396.43532503,938182.666078998,844674.397053929
2004-05-03,3708375.12127678,254069.837928356,85172.6952118362,1429320.14020816,914883.027692253,816250.307441845
2004-06-01,3738141.14165669,282194.31485914,119946.45312943,1395476.46815815,918608.348425488,830170.922661465
2004-07-01,3755663.80934974,297563.650538507,156190.876384131,1364801.92677999,893920.68025122,868881.257677338
2004-08-02,3746334.92969752,294257.101202541,184709.441422605,1351235.57965884,891133.370297497,864531.195310002
2004-09-01,3750829.69209499,296074.38585575,196329.183793363,1357115.75521028,880097.757908077,878659.741014201
2004-10-01,3742872.87558162,283075.275915826,215706.537893613,1362076.6681326,887489.978701488,877938.505172691
2004-11-01,3796841.98243706,283230.241634009,240689.255291027,1391488.89461844,886632.439276143,891247.144505856
2004-12-01,3895819.62100528,289292.47134651,253428.130720675,1383313.61558667,944330.553129082,936163.615148586
2005-01-03,3953330.63020826,276200.432581349,284194.813309894,1413026.5086427,955680.900404001,943933.300856228
2005-02-01,4000558.17860083,278205.827787052,313077.360696075,1429407.30643849,960228.313053958,946824.663716904
2005-03-01,4017498.43593875,275421.394122534,315718.989404448,1448862.2698836,962377.352160951,951188.651024927
2005-04-01,4059723.84945791,275142.088266301,318278.974339702,1482185.41507577,980581.253951159,947824.876372711
2005-05-02,4088328.66304768,284911.527652307,307239.391075375,1504910.83638722,1004145.06364118,940283.902243474
2005-06-01,4095147.87733844,280556.101515908,295562.327614998,1521011.09423839,1012364.12642488,948295.458839753
2005-07-01,4069181.3858646,269038.825359347,288198.057322673,1491361.42861144,1004697.80550792,986532.464535389
2005-08-01,4087477.9448037,270781.762760613,301853.371355147,1507756.84710951,1019509.30165362,966887.349525916
2005-09-01,4045229.75767372,270055.716143542,311271.274149558,1518571.05887448,1016994.5513536,915045.006068887
2005-10-03,4076633.39034204,289576.890938291,322659.22033359,1503594.5038164,1039991.92281858,919139.220014583
2005-11-01,4071777.15550553,283792.402576544,319509.942531974,1501934.25980943,1038976.44004559,925874.834208733
2005-12-01,4117181.07120247,285241.673581462,309793.252830766,1464499.47431001,1083858.65159468,972224.714984438
2006-01-02,4089897.58339931,270962.673082273,301067.542360608,1474723.90393874,1059672.96789963,982117.429470748
2006-02-01,4127401.49827595,271889.790786141,301163.555879689,1514507.63941445,1058691.65933544,979785.159697208
2006-03-01,4118340.45205586,267446.999045764,296637.190628616,1528415.77811992,1057488.25928405,966989.372426231
2006-04-03,4161094.48297576,275354.74238349,284056.263386589,1559690.73851119,1083007.96174327,957625.021850958
2006-05-02,4215835.54919863,271757.257363883,274119.899976793,1590596.31583114,1108211.71051527,969793.29438133
2006-06-01,4262735.01205681,269477.942795699,269575.730695802,1631000.13416293,1098759.72631988,992627.967349864
2006-07-03,4317858.52227819,268426.474698709,251077.933688207,1648418.09417458,1068709.89125194,1079932.92936481
2006-08-01,4358882.52602453,266333.541885063,220662.014877492,1744822.67587861,1088611.86172409,1037159.07791111
2006-09-01,4367351.51377237,264625.807777023,207332.456125588,1804928.46514325,1085803.37538538,1003370.59287158
2006-10-02,4394745.82933212,266490.887204576,193137.621329579,1812474.5860358,1101125.89978265,1020295.28524294
2006-11-01,4426946.69863941,270583.705422348,183799.784142685,1842587.96709408,1121388.81631231,1007459.80617165
2006-12-01,4498293.83015494,272121.45735821,168018.02495024,1840339.72092706,1157973.99129428,1058751.91240177
2007-01-02,4515226.68165187,260128.838146458,153532.791294939,1894039.48531887,1151541.50805401,1054952.60754187
2007-02-01,4574901.03221021,263930.245729357,149690.329849701,1941995.81439193,1158042.02894699,1060210.47216838
