"Fecha","M2","Cuenta Corriente","Caja de Ahorros","Circulante en poder del público"
2004-03-01,14.6206561599367,5.05464471733854,3.78099508244511,5.78501636015306
2004-04-01,14.708290992943,5.23623463668296,3.84032802740471,5.63172832885538
2004-05-03,14.8414493343904,5.38726605660143,3.79020123929398,5.66398203849497
2004-06-01,14.9836478335176,5.47901093414249,3.84652783497621,5.65810906439888
2004-07-01,15.2690287179178,5.7252538200946,3.8200826260263,5.72369227179688
2004-08-02,15.8079778972088,5.73795272036157,4.24141682406621,5.82860835278101
2004-09-01,15.9672664510743,5.65159707607489,4.40719335010671,5.90847602489266
2004-10-01,16.1331052882205,5.87850015337777,4.32992592329702,5.92467921154568
2004-11-01,16.3033385526635,5.88512976176289,4.42687582083733,5.9913329700633
2004-12-01,16.0381323611173,5.71078281713333,4.17067248184934,6.15667706213466
2005-01-03,15.7638688693247,5.45792054263935,4.18936137487218,6.11658695181315
2005-02-01,15.9253059535005,5.6329319295252,4.15779186125937,6.13458216271591
2005-03-01,16.0438978048148,5.65694324846299,4.19915793507761,6.18779662127419
2005-04-01,15.6970991195038,5.54695198376125,4.03663097695812,6.11351615878447
2005-05-02,15.4853850690389,5.42854352748263,4.00440937658045,6.05243216497581
2005-06-01,15.2906063370881,5.2517631603485,4.02508841451482,6.01375476222483
2005-07-01,15.4952252817046,5.42416814624057,3.99601529262913,6.07504184283488
2005-08-01,15.8553347452686,5.44255199987553,4.20163350380821,6.21114924158488
2005-09-01,15.9916951595505,5.41271142094535,4.20382108374851,6.3751626548566
2005-10-03,16.3694604655108,5.58391850456639,4.28622697264615,6.4993149882983
2005-11-01,16.4720752460464,5.62301373485531,4.29246512651709,6.55659638467398
2005-12-01,16.1356981452234,5.7024143277466,3.97123146670444,6.46205235077238
2006-01-02,15.7953183111604,5.44509393153286,3.96005524050311,6.39016913912447
2006-02-01,15.9693453413595,5.49368834486329,4.10396874049051,6.37168825600573
2006-03-01,16.0919799727795,5.56210140411026,4.16723979045913,6.36263877821008
2006-04-03,15.7858138086937,5.43997489173146,3.95735226914776,6.38848664781447
2006-05-02,15.9433072437458,5.50395421409157,4.07375433467637,6.36559869497788
2006-06-01,15.6677692095372,5.55263595760487,3.77546650558922,6.3396667463431
2006-07-03,15.6471319921122,5.54639132454932,3.75696498699366,6.3437756805692
2006-08-01,15.5853723139697,5.51153648260847,3.70616218004713,6.36767365131413
2006-09-01,15.549936634401,5.43749393422658,3.6750553880628,6.43738731211161
2006-10-02,15.8078841297223,5.57849705382182,3.74095406641173,6.48843300948876
2006-11-01,16.0939977697252,5.83420493881067,3.74818106874078,6.5116117621738
2006-12-01,15.6555889896282,5.54573856402554,3.61571245441513,6.49413797118751
2007-01-02,15.5054108933311,5.38618871287877,3.60947364875047,6.50974853170187
2007-02-01,15.9406032098389,5.68747083755083,3.65885267030127,6.59427970198683
2007-03-01,15.9730322339573,5.69699406268566,3.61055453342264,6.66548363784899
2007-04-03,15.9632205569388,5.73788547671963,3.58840928726143,6.63692579295769
2007-05-02,15.879283974284,5.70500419625556,3.60089178223921,6.57338799578925
2007-06-01,15.4457296055102,5.33774694643493,3.56048652712119,6.54749613195409
2007-07-02,15.6009823989116,5.4972672348782,3.53662556539849,6.56708959863494
2007-08-01,15.5378135332911,5.37033324053224,3.59129668452358,6.5761836082353
2007-09-03,15.0812600281164,4.95718327239459,3.60142258123231,6.52265417448952
2007-10-01,15.0500941345063,4.98434231153759,3.5935041736479,6.4722476493208
2007-11-01,14.8605502426338,4.91021177506404,3.59474854557358,6.35558992199619
2007-12-03,14.1108692482063,4.4734886441739,3.44606728965059,6.19131331438183
2008-01-02,14.3972759760511,4.79365616561408,3.48329561392551,6.1203241965115
2008-02-01,14.4306754537707,4.75622833452214,3.55822595125505,6.11622116799349
2008-03-03,14.1559246934541,4.58832172196357,3.43608450861477,6.13151846287581
2008-04-01,14.0600395223903,4.63541007083821,3.36472045776756,6.05990899378455
2008-05-02,13.7796728200842,4.61986978680675,3.22225970454727,5.93754332873017
2008-06-02,13.3757514251017,4.58214071942249,3.0387846212992,5.75482608437997
2008-07-01,13.4199584404303,4.79188461790738,3.00517353084109,5.62290029168185
2008-08-01,13.2855514492877,4.63749619122945,3.02670236776537,5.62135289029285
2008-09-01,13.8734747493201,5.07549546430046,3.09061475880608,5.70736452621351
2008-10-01,14.001122328836,5.13267035210296,3.10566881029078,5.76278316644225
2008-11-03,13.9316476518428,4.98779186904231,3.11538718547275,5.82846859732773
2008-12-01,14.2778452715536,5.26924857239271,3.11017893663131,5.89841776252962
2009-01-02,14.5364965677599,5.42032714741859,3.16985698876615,5.94631243157519
2009-02-02,14.7633298928508,5.48444440484361,3.21898256544319,6.05990292256396
2009-03-02,14.6825718451279,5.44720162035097,3.21015877545266,6.02521144932431
2009-04-01,14.5662763861226,5.41682593441781,3.22807063098515,5.9213798207196
2009-05-04,14.4581045399317,5.29933811517907,3.21323840317445,5.94552802157821
2009-06-01,14.5215921264324,5.33688897559304,3.22611218002678,5.95859097081257
2009-07-01,14.1656227491722,5.1749404481689,3.11030953709849,5.88037276390481
2009-08-03,14.0517130700215,5.1583551022539,3.07646113152543,5.81689683624213
2009-09-01,14.1882272533468,5.28364130330355,3.09940093330081,5.80518501674247
2009-10-01,14.1026849915246,5.22437678719889,3.0952208016356,5.78308740269011
2009-11-02,14.0027815675754,5.10787880540483,3.10492762772232,5.78997513444824
2009-12-01,14.0250178369619,5.06946049841582,3.10641524859748,5.84914208994858
