Fecha;M2;Cuenta Corriente;Caja de Ahorros;Circulante en poder del público
2015-01-02;817852,7172981;311415;190843;315594,26494774
2015-01-05;807878,35533118;304422;187329;316126,90298082
2015-01-06;801427,88494281;297690;187953;315784,43259245
2015-01-07;795339,98606486;286238;192732;316369,5337145
2015-01-08;795210,235842;285111;192782;317316,78349164
2015-01-09;796135,12701419;288161;190070;317903,37466383
2015-01-12;792501,88525858;294287;181094;317120,10390822
2015-01-13;784984,47119577;293787;177117;314079,68984541
2015-01-14;786352,77014371;296796;176787;312768,98879335
2015-01-15;782844,50539717;296758;174275;311810,72404681
2015-01-16;773484,15326613;288738;173657;311088,37191577
2015-01-19;772984,427568;292938;170257;309788,13021764
2015-01-20;774040,35993708;296008;169804;308227,23458672
2015-01-21;777302,45133724;300420;169297;307584,54098688
2015-01-22;775616,96053882;299503;168601;307512,05018846
2015-01-23;776136,84944394;300610;168165;307360,98209358
2015-01-26;777920,54342852;307163;164589;306168,17607816
2015-01-27;775216,27536016;305602;164487;305126,9080098
2015-01-28;779864,80814294;306411;168453;305000,44079258
2015-01-29;750533,31921691;270670;174081;305781,95186655
2015-01-30;752516,79751537;255389;189159;307968,43016501
2015-02-02;749204,2550214;248470;190412;310321,88767104
2015-02-03;741867,38695032;243460;187541;310866,01959996
2015-02-04;750060,3924179;248595;189295;312170,02506754
2015-02-05;750268,03415953;239247;196869;314151,66680917
2015-02-06;746453,00171607;234573;195256;316623,63436571
2015-02-09;741234,86546732;235205;188077;317952,49811696
2015-02-10;739745,81721886;242612;181195;315938,4498685
2015-02-11;743250,03345285;251927;177202;314120,66610249
2015-02-12;741795,2901148;252315;176314;313165,92276444
2015-02-13;735485,06168001;247887;174905;312692,69432965
2015-02-18;736281,06043816;256072;169588;310620,3360878
2015-02-19;731351,65482349;256074;167309;307967,95947313
2015-02-20;736104,34357283;261011;167992;307100,49822247
2015-02-23;736096,33153581;267138;162533;306424,52918545
2015-02-24;735086,89373518;267652;162006;305428,64138482
2015-02-25;739634,61515699;269725;164735;305172,48880663
2015-02-26;745618,76026664;266557;173456;305605,50791628
2015-02-27;750259,41972729;251990;190490;307779,16737693
2015-03-02;767759,43256206;266606;190754;310399,1802117
2015-03-03;761558,65304048;261540;189444;310574,40069012
2015-03-04;758712,2907938;256544;190168;312000,03844344
2015-03-05;756150,80377888;245317;196540;314293,55142852
2015-03-06;747844,37116588;234752;195795;317297,11881552
2015-03-09;740252,24106592;235803;186255;318193,98871556
2015-03-10;736800,88741496;237946;182306;316548,6350646
2015-03-11;738896,9049284;244750;179025;315121,65257804
2015-03-12;741448,75484357;247526;179902;314020,50249321
2015-03-13;734215,53811601;245056;176047;313112,28576565
2015-03-16;738295,24477821;253867;172296;312131,99242785
2015-03-17;731966,25585175;250817;170980;310169,00350139
2015-03-18;733085,67920688;253454;170127;309503,86685652
2015-03-19;734085,54436133;253924;170524;309636,73201097
2015-03-20;729597,52319325;248462;170362;310772,05084289
2015-03-25;733717,24637211;257914;167108;308693,77402175
2015-03-26;734433,32464588;259303;167724;307404,85229552
2015-03-27;745531,39595551;264900;172515;308114,00800515
2015-03-30;764888,63111199;276659;179399;308829,06316163
2015-03-31;774533,63111199;272539;191989;310004,06316163
2015-04-01;776922,72893759;267588;196786;312547,16098723
2015-04-06;768260,25548589;262395;190899;314964,78313553
2015-04-07;759833,29096082;252435;192511;314885,81861046
2015-04-08;761671,88688496;251942;193362;316366,7745346
2015-04-09;763497,98089487;256898;188648;317950,86854451
2015-04-10;760874,20471266;258300;183403;319170,0923623
2015-04-13;757019,82986647;261372;177229;318417,71751611
2015-04-14;750779,73067703;259255;175226;316297,61832667
2015-04-15;751013,97548472;260722;175056;315235,52313436
2015-04-16;745427,129775;256466;173716;315244,67742464
2015-04-17;743656,65191603;255299;172646;315709,98950926
2015-04-20;744019,82684415;260276;168731;315011,16443738
2015-04-21;746815,72132919;264707;168326;313781,13892242
2015-04-22;750478,41276457;271080;165983;313413,8303578
2015-04-23;753561,39999654;273902;165903;313754,89321877
2015-04-24;758712,39258365;276111;168137;314462,88580588
2015-04-27;762821,10753327;281111;167760;313949,43266818
2015-04-28;764480,26600759;279585;171532;313362,74239923
2015-04-29;770307,18005789;275910;180347;314048,53207853
2015-04-30;778699,90522646;263577;197817;317303,3259646
2015-05-04;771467,68381886;254708;195816;320942,304557
2015-05-05;769209,55997703;251574;196001;321633,18071517
2015-05-06;764018,96340276;243647;197163;323207,5841409
2015-05-07;766675,87679928;238873;202560;325241,49753742
2015-05-08;772000,40732141;243812;199974;328213,02805955
2015-05-11;774207,53252925;255198;190081;328927,22889639
2015-05-12;784238,24612925;270304;186100;327832,22889639
2015-05-13;781495,57008733;273443;183274;324776,73125447
2015-05-14;781172,19006886;275421;181843;323906,351236
2015-05-15;774815,58908208;269627;181365;323822,04864922
2015-05-18;769100,49742065;270061;175400;323637,85986179
2015-05-19;769364,49194041;272723;174431;322208,85438155
2015-05-20;775981,39361064;280304;172913;322762,84525178
2015-05-21;774671,218538;279268;171866;323535,67017914
2015-05-22;774321,9800536;278541;171597;324182,43169474
2015-05-26;786199,7545276;291115;171232;323851,43169474
2015-05-27;799037,7045276;299524;176757;322755,43169474
2015-05-28;802580,1045276;296945;185499;320134,43169474
2015-05-29;808039,6757196;282029;204140;321862,43169474
2015-06-01;805348,6757196;278168;203494;323678,43169474
2015-06-02;799805,88789308;272560;202246;324991,64386822
2015-06-03;789894,52886295;259906;202545;327435,20383809
2015-06-04;798698,21417511;256053;209696;332940,88915025
2015-06-05;795213,78980695;246737;211148;337318,60938209
2015-06-08;789169,98319032;247773;201626;339760,80276546
2015-06-09;795365,71419032;258160;197753;339442,53376546
2015-06-10;796932,59607276;261636;195263;340030,8578399
2015-06-11;806970,59316399;273781;194557;338629,65493113
2015-06-12;805900,87440687;274158;193528;338211,93617401
2015-06-15;808610,37047076;281497;189269;337841,4322379
2015-06-16;808010,33584713;282941;188612;336456,34221427
2015-06-17;809367,19965794;283990;188944;336432,20602508
2015-06-18;813958,38436198;285122;191502;337333,39072912
2015-06-19;811952,37168384;275526;197196;339229,37805098
2015-06-22;812415,51289691;278220;193081;341113,11926405
2015-06-23;825598,48843304;291531;192900;341165,41753018
2015-06-24;830197,65733219;295086;193202;341907,58642933
2015-06-25;852454,44074525;312749;196591;343112,36984239
2015-06-26;854692,51948717;311142;198395;345153,56058431
2015-06-29;862574,17465411;310547;205743;346282,90375125
2015-06-30;866599,53974341;287592;230882;348124,40111055
2015-07-01;865665,79649445;275444;239057;351163,65786159
2015-07-02;861051,01758897;268930;237138;354981,87895611
2015-07-03;855499,91637671;253977;242697;358824,77774385
2015-07-06;869408,96427438;259762;246276;363369,97064152
2015-07-07;852035,83356448;245054;241992;365088,83993162
2015-07-08;862112,0648371;256976;238175;366960,07120424
2015-07-10;867080,29911114;270117;227774;369188,30547828
2015-07-13;858573,2417286;271926;219568;367077,96009574
2015-07-14;857506,7790466;274487;216887;366131,49741374
2015-07-15;859251,82503754;279290;214548;365412,54340468
2015-07-16;849216,48962202;272470;211354;365391,20798916
2015-07-17;845017,90096804;268501;210726;365789,90733518
2015-07-20;856994,5921791;284382;206488;366123,59854624
2015-07-21;857755,15483593;288536;204111;365107,16120307
2015-07-22;859438,72464094;290591;203802;365044,73100808
2015-07-23;863248,82911894;296665;201055;365527,83548608
2015-07-24;865906,44231668;297835;201856;366214,44868382
2015-07-27;866556,29633497;301757;198905;365893,30270211
2015-07-28;865072,41598043;300963;198852;365253,92234757
2015-07-29;870581,47264553;303048;202254;365276,52029517
2015-07-30;871620,33435131;297544;208262;365811,38200095
2015-07-31;881226,40337596;289083;224942;367198,4510256
2015-08-03;874683,21119263;280304;224270;370106,25884227
2015-08-04;871778,40891544;280665;220251;370859,45656508
2015-08-05;873697,12087918;277257;223919;372518,16852882
2015-08-06;875194,4322419;267613;232711;374867,47989154
2015-08-07;867045,50220548;258545;230845;377652,54985512
2015-08-10;861659,78690774;262410;219982;379264,83455738
2015-08-11;861879,98402107;271372;213447;377057,86567071
2015-08-12;865526,81863898;277077;212773;375673,70028862
2015-08-13;862096,9036312;275608;211984;374501,78528084
2015-08-14;862183,06401233;277828;209869;374482,94566197
2015-08-18;856833,00876308;278780;204861;373188,89041272
2015-08-19;860570,78750653;290542;198995;371031,56915617
2015-08-20;865646,02153951;297546;197504;370593,80318915
2015-08-21;867218,94300859;298792;197585;370839,72465823
2015-08-24;863697,29078384;299972;193581;370141,8665613
2015-08-25;868784,86162926;306350;193616;368816,43740672
2015-08-26;874698,45143095;309620;197053;368023,02720841
2015-08-27;872923,75162558;305575;199130;368216,32740304
2015-08-28;889097,39411382;311151;208614;369330,07576346
2015-08-31;890538,8322149;293995;225234;371306,71386454
2015-09-01;885834,13935804;285803;228212;371815,79400768
2015-09-02;881624,19187334;280479;227552;373589,84652298
2015-09-03;876975,97974182;273016;228337;375619,86139146
2015-09-04;882051,54078124;266108;237005;378935,58843088
2015-09-07;878930,32284563;269381;227966;381580,37049527
2015-09-08;874669,03297446;271928;221355;381383,0806241
2015-09-09;880538,1210388;280751;218756;381028,96868844
2015-09-10;878355,47015754;280655;217034;380664,71780718
2015-09-11;881885,69626817;286758;214998;380128,04391781
2015-09-14;877382,17584199;285540;212784;379056,52349163
2015-09-15;877579,33173334;287880;212132;377566,07938298
2015-09-16;872480,35898928;287502;208235;376742,10663892
2015-09-17;873927,90727688;289454;207772;376700,65492652
2015-09-18;877902,79818207;292010;208787;377104,54583171
2015-09-21;881561,15142462;301798;202549;377213,09907426
2015-09-22;883435,60233575;305758;202001;375675,54998539
