Fecha;Reservas
2021-01-04;39501,1
2021-01-05;39539,6
2021-01-06;39545,5
2021-01-07;39555,8
2021-01-08;39462,1
2021-01-11;39604,7
2021-01-12;39708
2021-01-13;39764,9
2021-01-14;39791,4
2021-01-15;39807,5
2021-01-18;39811,5
2021-01-19;39779,3
2021-01-20;39741,1
2021-01-21;39756,8
2021-01-22;39686,6
2021-01-25;39689,9
2021-01-26;39627,3
2021-01-27;39449,7
2021-01-28;39481,7
2021-01-29;39515,2
2021-02-01;39459,9
2021-02-02;39453,3
2021-02-03;39473,1
2021-02-04;39133,8
2021-02-05;39174,4
2021-02-08;39233,4
2021-02-09;39269,9
2021-02-10;39278
2021-02-11;39358,5
2021-02-12;39369
2021-02-17;39398,5
2021-02-18;39309,8
2021-02-19;39424,8
2021-02-22;39476,4
2021-02-23;39498,1
2021-02-24;39506,3
2021-02-25;39517,4
2021-02-26;39518,1
2021-03-01;39617,1
2021-03-02;39653,5
2021-03-03;39718,1
2021-03-04;39783,9
2021-03-05;39798,9
2021-03-08;39728,6
2021-03-09;39747,4
2021-03-10;39749,8
2021-03-11;39806,8
2021-03-12;39823,2
2021-03-15;39864,6
2021-03-16;39881,4
2021-03-17;39834,4
2021-03-18;39773,6
2021-03-19;39728
2021-03-22;39651,4
2021-03-23;39678,8
2021-03-25;39609,6
2021-03-26;39539,1
2021-03-29;39471,4
2021-03-30;39520,4
2021-03-31;39593,3
2021-04-05;39645,2
2021-04-06;39708,8
2021-04-07;39750,8
2021-04-08;39800,5
2021-04-09;39849,7
2021-04-12;39922,4
2021-04-13;39997,5
2021-04-14;40019,9
2021-04-15;40070
2021-04-16;40077,9
2021-04-19;40146
2021-04-20;40186,5
2021-04-21;40207,7
2021-04-22;40219,8
2021-04-23;40257,1
2021-04-26;40270,8
2021-04-27;40330,3
2021-04-28;40338,8
2021-04-29;40357,4
2021-04-30;40262,8
2021-05-03;40360,3
2021-05-04;40432,6
2021-05-05;40492,7
2021-05-06;40300,4
2021-05-07;40453,7
2021-05-10;40616,4
2021-05-11;40761,5
2021-05-12;40880,3
2021-05-13;40947,1
2021-05-14;41001,8
2021-05-17;41265,8
2021-05-18;41376,1
2021-05-19;41482,6
2021-05-20;41516,9
2021-05-21;41590,6
2021-05-26;41715,3
2021-05-27;41785,4
2021-05-28;41887,7
2021-05-31;41871,8
2021-06-01;41963,9
2021-06-02;42065,8
2021-06-03;42121,9
2021-06-04;42201,7
2021-06-07;42291,5
2021-06-08;42430,2
2021-06-09;42618,3
2021-06-10;42657,8
2021-06-11;42696,5
2021-06-14;42720,1
2021-06-15;42664,6
2021-06-16;42692,1
2021-06-17;42397
2021-06-18;42407,3
2021-06-22;42375,8
2021-06-23;42402,1
2021-06-24;42413,8
2021-06-25;42419,5
2021-06-28;42419,6
2021-06-29;42366,2
2021-06-30;42436,9
2021-07-01;42493,9
2021-07-02;42640,7
2021-07-05;42678,4
2021-07-06;42726,6
2021-07-07;42759,4
2021-07-08;42749,8
2021-07-12;42844,5
2021-07-13;42924,5
2021-07-14;42963,9
2021-07-15;42991,4
2021-07-16;42931,3
2021-07-19;42943,4
2021-07-20;43012,3
2021-07-21;43074,7
2021-07-22;43090,7
2021-07-23;43108,4
2021-07-26;43024,6
2021-07-27;42836,1
2021-07-28;42654,4
2021-07-29;42667,7
2021-07-30;42581,7
2021-08-02;42503,6
2021-08-03;42502,7
2021-08-04;42548,1
2021-08-05;42207,2
2021-08-06;42062,7
2021-08-09;42002,4
2021-08-10;41941,4
2021-08-11;41950,6
2021-08-12;41972,9
2021-08-13;41983,4
2021-08-17;41988,8
2021-08-18;41997,5
2021-08-19;42030
2021-08-20;42047,6
2021-08-23;46305,9
2021-08-24;46317,5
2021-08-25;46277,8
2021-08-26;46187,8
2021-08-27;46198,6
2021-08-30;46154,2
2021-08-31;46180,3
2021-09-01;46093,7
2021-09-02;46023,8
2021-09-03;46032,9
2021-09-06;45984,7
2021-09-07;45895,6
2021-09-08;45805,8
2021-09-09;45726,1
2021-09-10;45761,6
2021-09-13;45778,4
2021-09-14;45816,8
2021-09-15;45681,6
2021-09-16;45525,4
2021-09-17;45334,8
2021-09-20;45229,8
2021-09-21;45170
2021-09-22;43177,7
2021-09-23;43133,7
2021-09-24;43132,3
2021-09-27;43140,3
2021-09-28;43089,1
2021-09-29;42894,7
2021-09-30;42911,2
2021-10-01;42849,8
2021-10-04;42825,4
2021-10-05;42718,9
2021-10-06;42795,9
2021-10-07;42847,5
2021-10-12;42898
2021-10-13;43004,4
2021-10-14;43020,1
2021-10-15;42932,1
2021-10-18;42943,9
2021-10-19;42984,4
2021-10-20;42989
2021-10-21;43005,9
2021-10-22;43037,5
2021-10-25;43058,5
2021-10-26;43069,9
2021-10-27;43040,2
2021-10-28;43009,5
2021-10-29;42817,1
2021-11-01;42781,7
2021-11-02;42748,7
2021-11-03;42658,3
2021-11-04;42577,2
2021-11-05;42790,5
2021-11-08;42797,3
2021-11-09;42879,9
2021-11-10;42790,5
2021-11-11;42798,3
2021-11-12;42607,9
2021-11-15;42523,2
2021-11-16;42460,5
2021-11-17;42500
2021-11-18;42360,9
