"Fecha","Cta. Cte. en BCRA","Circulante"
2004-03-01,3.41417909419077,6.44787793229735
2004-04-01,3.56659309294752,6.29987027761451
2004-05-03,3.5386147616008,6.34072057127432
2004-06-01,3.54129955053301,6.35899968749345
2004-07-01,2.97131986571474,6.43287832084578
2004-08-02,2.98510023951562,6.53151505366526
2004-09-01,2.93440909015511,6.63153598756001
2004-10-01,2.93964173922386,6.64986957474213
2004-11-01,2.87416863568546,6.69827086376329
2004-12-01,2.75177299326748,6.91213610388455
2005-01-03,2.63007481514096,6.80402774545042
2005-02-01,2.71671056103357,6.80164808172746
2005-03-01,2.59777771169656,6.8748462368958
2005-04-01,2.44852290475767,6.78102146465833
2005-05-02,2.41165298575119,6.74809899394879
2005-06-01,2.23235522688124,6.71960255398591
2005-07-01,2.35799511324899,6.79686743361174
2005-08-01,2.24333937361114,6.94193362969544
2005-09-01,1.95679450686131,7.11492330859061
2005-10-03,2.15275478809129,7.23064049093394
2005-11-01,2.0314040907615,7.27938295684929
2005-12-01,1.47353972762575,7.15147981653433
2006-01-02,1.87505921078693,7.03956642413701
2006-02-01,1.85884612302611,7.01477906327263
2006-03-01,1.80650550083456,7.00465050642681
2006-04-03,1.93131467081646,7.05619398769457
2006-05-02,2.00020008220326,7.04739799701216
2006-06-01,2.02057124764783,7.0352161525117
2006-07-03,2.06221782732391,7.02310145295546
2006-08-01,2.30293092178047,7.02733848935563
2006-09-01,2.51216509352338,7.05917993568109
2006-10-02,2.50573020113518,7.10380760417147
2006-11-01,2.53716274649367,7.12523022449156
2006-12-01,2.55726485871018,7.11387723028604
2007-01-02,2.59998937570672,7.08976452028585
2007-02-01,2.57458239848171,7.16710795823377
2007-03-01,2.56308135690825,7.2628413930579
2007-04-03,2.55648522900004,7.22600624766765
2007-05-02,2.55333580386348,7.17919065026271
2007-06-01,2.56259260521984,7.15869579963225
2007-07-02,2.61224906042046,7.20768286973533
2007-08-01,2.59281272848842,7.22102003825527
2007-09-03,2.52901368350337,7.1747405557566
2007-10-01,2.4318088481776,7.09593491382597
2007-11-01,2.40869246945459,6.96837712024708
2007-12-03,2.47430975661064,6.82049307642819
2008-01-02,2.48119264668331,6.71552661911284
2008-02-01,2.41545804192105,6.68739833276418
2008-03-03,2.44228821966565,6.76271994902142
2008-04-01,2.36777645573642,6.61529021966364
2008-05-02,2.30472321712703,6.53356293226833
2008-06-02,2.33870923508164,6.3724288489051
2008-07-01,2.19286163617782,6.23187911584859
2008-08-01,2.22911080053092,6.24599905761599
2008-09-01,2.3303138792204,6.33535234798907
2008-10-01,2.38989729981364,6.41176232002528
2008-11-03,2.20505833301936,6.49023719528753
2008-12-01,2.08942910507572,6.62997562928969
2009-01-02,2.03287054070358,6.63339411907901
2009-02-02,2.12097212148796,6.73788178116445
2009-03-02,2.12909220542568,6.72274655125034
2009-04-01,2.02068394880475,6.64136165054858
2009-05-04,2.05985460361988,6.66379857711781
2009-06-01,2.02867112624163,6.68239775767691
2009-07-01,1.90699701445422,6.62443605523619
2009-08-03,1.92513382704156,6.54393759401569
2009-09-01,1.92710145576521,6.51514867541288
2009-10-01,1.91158472795356,6.49176293704695
2009-11-02,1.87915585543878,6.50161195809836
2009-12-01,1.81660742212787,6.60504694612201
2010-01-04,1.84187488996534,6.54651643265099
2010-02-01,1.83797309229192,6.46899384837815
2010-03-01,1.8572014036801,6.36846251309965
2010-04-05,1.83450677959204,6.17266721539922
2010-05-03,1.83792648633292,6.17435389613476
2010-06-01,1.80543180464431,6.10782812482128
2010-07-01,1.87022921908569,6.12293145319823
2010-08-02,1.85021853475814,6.189461655776
