Fecha;Adelantos;BADLAR Privada;Caución 30 días;Dólar Mayorista;LELIQ;Pases 1 día;Pases 7 días;PF hasta 100.000
2021-01-01;2,8355;2,85104166666667;2,61666666666666;3,47645108888745;3,12651037962095;2,66384736703287;3,03468441416541;3,03000000000001
2021-01-02;2,8495;2,853125;2,51666666666666;3,40241754566119;3,12651037962095;2,66384736703287;3,03468441416541;3,03966666666667
2021-01-03;2,85;2,85416666666667;2,5;3,27602529412981;3,12651037962095;2,66384736703287;3,03468441416541;3,04166666666667
2021-01-04;2,86016666666666;2,85104166666667;2,60666666666666;3,32277564196707;3,12651037962095;2,66384736703287;3,03468441416541;3,01800000000001
2021-01-05;2,85066666666666;2,85208333333333;2,70666666666666;3,41740371951441;3,12651037962095;2,66384736703287;3,03468441416541;3,01833333333334
2021-01-06;2,848;2,846875;2,77333333333333;3,55844411467015;3,12651037962095;2,66384736703287;3,03468441416541;3,01866666666667
2021-01-07;2,8445;2,83958333333333;2,865;3,74512716820349;3,12651037962095;2,66384736703287;3,03468441416541;3,02100000000001
2021-01-08;2,8485;2,8375;2,96916666666666;3,88034327394249;3,12651037962095;2,66384736703287;3,03468441416541;3,00550000000001
2021-01-09;2,84233333333333;2,83854166666667;2,96666666666666;3,85733689683664;3,12651037962095;2,66384736703287;3,03468441416541;3,01366666666667
2021-01-10;2,85583333333333;2,83541666666667;2,97083333333333;3,79002636366747;3,12651037962095;2,66384736703287;3,03468441416541;2,99783333333334
2021-01-11;2,868;2,84166666666667;2,9875;3,76308914103419;3,12651037962095;2,66384736703287;3,03468441416541;2,99133333333334
2021-01-12;2,88233333333333;2,846875;2,9125;3,73355698671137;3,12651037962095;2,66384736703287;3,03468441416541;2,98683333333334
2021-01-13;2,893;2,84479166666667;2,80833333333333;3,73912232888656;3,12651037962095;2,66384736703287;3,03468441416541;2,99683333333334
2021-01-14;2,898;2,84895833333333;2,75416666666666;3,76828078537039;3,12651037962095;2,66384736703287;3,03468441416541;3,01366666666667
2021-01-15;2,90233333333333;2,85625;2,74499999999999;3,81761787136434;3,12651037962095;2,66384736703287;3,03468441416541;3,0295
2021-01-16;2,90116666666666;2,86041666666667;2,75666666666666;3,77663811334387;3,12651037962095;2,66384736703287;3,03468441416541;3,036
2021-01-17;2,89866666666666;2,86770833333333;2,83499999999999;3,68539062028472;3,12651037962095;2,66384736703287;3,03468441416541;3,0385
2021-01-18;2,89466666666666;2,87083333333333;2,93833333333333;3,7133393900215;3,12651037962095;2,66384736703287;3,03468441416541;3,03166666666667
2021-01-19;2,9;2,86770833333333;2,99233333333333;3,77055238391584;3,12651037962095;2,66384736703287;3,03468441416541;3,01833333333334
2021-01-20;2,90166666666666;2,86354166666667;2,98899999999999;3,78108251938285;3,12651037962095;2,66384736703287;3,03468441416541;3,01716666666667
2021-01-21;2,90483333333333;2,85416666666667;2,99399999999999;3,8165228979196;3,12651037962095;2,66384736703287;3,03468441416541;3,00266666666667
2021-01-22;2,90816666666666;2,84479166666667;2,99066666666666;3,8821472149182;3,12651037962095;2,66384736703287;3,03468441416541;3,00200000000001
2021-01-23;2,90916666666666;2,84166666666667;2,97899999999999;3,86768780253076;3,12651037962095;2,66384736703287;3,03468441416541;3,01400000000001
2021-01-24;2,9065;2,83854166666667;2,96666666666666;3,82184194208728;3,12651037962095;2,66384736703287;3,03468441416541;3,02566666666667
2021-01-25;2,9105;2,83020833333333;2,92499999999999;3,91150056745547;3,12651037962095;2,66384736703287;3,03468441416541;3,01683333333334
2021-01-26;2,91216666666666;2,828125;2,92499999999999;4,02647366848893;3,12651037962095;2,66384736703287;3,03468441416541;3,03116666666667
2021-01-27;2,91133333333333;2,82916666666667;2,92499999999999;4,02861635022422;3,12651037962095;2,66384736703287;3,03468441416541;3,01783333333334
2021-01-28;2,91216666666666;2,83229166666667;2,90833333333333;4,02333200977561;3,12651037962095;2,66384736703287;3,03468441416541;3,01400000000001
2021-01-29;2,90733333333333;2,83541666666667;2,90833333333333;4,00783714824623;3,12651037962095;2,66384736703287;3,03468441416541;3,01083333333334
2021-01-30;2,90016666666666;2,84166666666667;2,94999999999999;3,90476852381623;3,12651037962095;2,66384736703287;3,03468441416541;3,017
2021-01-31;2,89383333333333;2,846875;2,94166666666666;3,77530780645727;3,12651037962095;2,66384736703287;3,03468441416541;3,01333333333334
2021-02-01;2,89266666666666;2,84895833333333;2,85833333333333;3,83056823692842;3,12651037962095;2,66384736703287;3,03468441416541;3,02483333333334
2021-02-02;2,889;2,84895833333333;2,87499999999999;3,91662012003092;3,12651037962095;2,66384736703287;3,03468441416541;3,03016666666667
2021-02-03;2,89416666666666;2,84583333333333;2,83333333333333;3,899496331999;3,12651037962095;2,66384736703287;3,03468441416541;2,99583333333334
2021-02-04;2,89566666666666;2,84583333333333;2,82499999999999;3,88312253558019;3,12651037962095;2,66384736703287;3,03468441416541;2,99850000000001
2021-02-05;2,89633333333333;2,84375;2,80833333333333;3,86427356569929;3,12651037962095;2,66384736703287;3,03468441416541;2,99416666666667
2021-02-06;2,89416666666666;2,84166666666667;2,87499999999999;3,74894246707052;3,12651037962095;2,66384736703287;3,03468441416541;2,98850000000001
2021-02-07;2,89283333333333;2,83958333333333;2,85833333333333;3,58469918901985;3,12651037962095;2,66384736703287;3,03468441416541;2,97950000000001
2021-02-08;2,90933333333333;2,84166666666667;2,89583333333333;3,5714427141943;3,12651037962095;2,66384736703287;3,03468441416541;3,00200000000001
2021-02-09;2,90966666666666;2,84270833333333;2,89583333333333;3,58328666782496;3,12651037962095;2,66384736703287;3,03468441416541;3,00316666666667
2021-02-10;2,90583333333333;2,84479166666667;2,91416666666666;3,5499403091506;3,12651037962095;2,66384736703287;3,03468441416541;3,01100000000001
2021-02-11;2,9095;2,84583333333333;2,88916666666666;3,54141304824917;3,12651037962095;2,66384736703287;3,03468441416541;3,00616666666667
2021-02-12;2,91333333333333;2,84479166666667;2,90499999999999;3,55730130745612;3,12651037962095;2,66384736703287;3,03468441416541;3,00733333333334
2021-02-13;2,89616666666666;2,84270833333333;2,90833333333333;3,51383910522359;3,12651037962095;2,66384736703287;3,03468441416541;3,01600000000001
2021-02-14;2,89883333333333;2,83854166666667;2,91583333333333;3,4228222961427;3,12651037962095;2,66384736703287;3,03468441416541;3,00900000000001
2021-02-15;2,9065;2,83541666666667;2,91333333333333;3,37947097282893;3,12651037962095;2,66384736703287;3,03468441416541;3,00233333333334
2021-02-16;2,90666666666666;2,83333333333333;2,95416666666666;3,33488470675428;3,12651037962095;2,66384736703287;3,03468441416541;3,00833333333334
2021-02-17;2,9085;2,8375;2,95149999999999;3,30633871580673;3,12651037962095;2,66384736703287;3,03468441416541;3,00483333333334
2021-02-18;2,91316666666666;2,84166666666667;2,90233333333333;3,2915730018066;3,12651037962095;2,66384736703287;3,03468441416541;3,01000000000001
2021-02-19;2,91216666666666;2,8375;2,89899999999999;3,2948797905174;3,12651037962095;2,66384736703287;3,03468441416541;3,01466666666667
2021-02-20;2,91116666666666;2,83333333333333;2,89566666666666;3,27230176602657;3,12651037962095;2,66384736703287;3,03468441416541;3,01933333333334
2021-02-21;2,91016666666666;2,82916666666667;2,89233333333333;3,22149905029954;3,12651037962095;2,66384736703287;3,03468441416541;3,02400000000001
2021-02-22;2,90566666666666;2,82708333333333;2,89083333333333;3,22086298208954;3,12651037962095;2,66384736703287;3,03468441416541;3,02016666666667
2021-02-23;2,89616666666666;2,825;2,86583333333333;3,25054280443671;3,12651037962095;2,66384736703287;3,03468441416541;3,02050000000001
2021-02-24;2,901;2,83229166666667;2,86166666666666;3,22073213384977;3,12651037962095;2,66384736703287;3,03468441416541;3,02183333333334
2021-02-25;2,90566666666666;2,83958333333333;2,85749999999999;3,21716229622028;3,12651037962095;2,66384736703287;3,03468441416541;3,02300000000001
2021-02-26;2,91666666666666;2,8375;2,85733333333333;3,23422119995667;3,12651037962095;2,66384736703287;3,03468441416541;3,00716666666668
2021-02-27;2,92933333333333;2,82916666666667;2,85799999999999;3,16412332221095;3,12651037962095;2,66384736703287;3,03468441416541;3,00333333333334
2021-02-28;2,94416666666666;2,82083333333333;2,92866666666666;3,05242552746001;3,12651037962095;2,66384736703287;3,03468441416541;2,98666666666668
2021-03-01;2,95333333333333;2,81875;2,89533333333333;3,06341578900102;3,12651037962095;2,66384736703287;3,03468441416541;2,98383333333334
2021-03-02;2,96883333333333;2,81666666666667;2,86199999999999;3,09008699828729;3,12651037962095;2,66384736703287;3,03468441416541;2,98100000000001
2021-03-03;2,977;2,82604166666667;2,86133333333333;3,06763678362929;3,12651037962095;2,66384736703287;3,03468441416541;2,99900000000001
2021-03-04;2,98683333333333;2,83020833333333;2,85649999999999;3,06053277615738;3,12651037962095;2,66384736703287;3,03468441416541;3,01850000000001
2021-03-05;2,993;2,834375;2,78583333333333;3,06477728046461;3,12651037962095;2,66384736703287;3,03468441416541;2,99616666666668
2021-03-06;2,99616666666666;2,83125;2,75249999999999;2,98604072966588;3,12651037962095;2,66384736703287;3,03468441416541;2,95950000000001
2021-03-07;2,99316666666666;2,828125;2,71916666666666;2,86790524883506;3,12651037962095;2,66384736703287;3,03468441416541;2,92300000000001
2021-03-08;2,991;2,828125;2,70749999999999;2,85573434368238;3,12651037962095;2,66384736703287;3,03468441416541;2,92183333333334
2021-03-09;2,99633333333333;2,83125;2,64166666666666;2,8662075060825;3,12651037962095;2,66384736703287;3,03468441416541;2,90950000000001
2021-03-10;3,00533333333333;2,83333333333333;2,62499999999999;2,86344087864026;3,12651037962095;2,66384736703287;3,03468441416541;2,92933333333334
2021-03-11;3,01583333333333;2,83854166666667;2,69166666666666;2,87280834172261;3,12651037962095;2,66384736703287;3,03468441416541;2,97116666666667
2021-03-12;3,01933333333333;2,84375;2,75499999999999;2,90237410928516;3,12651037962095;2,66384736703287;3,03468441416541;3,01150000000001
2021-03-13;3,023;2,84375;2,75999999999999;2,86060380671518;3,12651037962095;2,66384736703287;3,03468441416541;3,01266666666667
2021-03-14;3,0175;2,84583333333333;2,82333333333333;2,78243680051935;3,12651037962095;2,66384736703287;3,03468441416541;3,02350000000001
2021-03-15;3,01133333333333;2,84583333333333;2,89416666666666;2,77323578476202;3,12651037962095;2,66384736703287;3,03468441416541;3,03316666666667
2021-03-16;3,008;2,84375;2,84416666666666;2,79074420564256;3,12651037962095;2,66384736703287;3,03468441416541;3,02983333333334
2021-03-17;3,0105;2,84270833333333;2,76433333333333;2,82722865052177;3,12651037962095;2,66384736703287;3,03468441416541;3,02866666666667
2021-03-18;3,0095;2,840625;2,75516666666666;2,90274378432837;3,12651037962095;2,66384736703287;3,03468441416541;3,02900000000001
2021-03-19;3,01616666666666;2,83958333333333;2,75516666666666;2,92171241806167;3,12651037962095;2,66384736703287;3,03468441416541;3,01433333333334
