"Fecha","Total","Otros","Plazos Fijos UVA","Plazos Fijos Tradicionales","Cuenta Corriente","Caja de Ahorros"
2017-05-15,1147350,39523,1215,548715,261172,296725
2017-05-16,1150775,40838,1219,551048,261470,296200
2017-05-17,1152088,37802,1228,548487,264285,300286
2017-05-18,1150505,39000,1232,550770,266372,293131
2017-05-19,1144352,38305,1237,551270,259901,293639
2017-05-22,1139743,41313,1239,545821,266292,285078
2017-05-23,1137703,39621,1246,551049,263247,282540
2017-05-24,1140418,38717,1250,551964,264271,284216
2017-05-26,1149257,39744,1255,549561,272137,286560
2017-05-29,1154046,41440,1257,545507,275764,290078
2017-05-30,1170281,43374,1261,548565,276496,300585
2017-05-31,1195637,41577,1265,552761,271436,328598
2017-06-01,1202167,40275,1271,550063,265319,345239
2017-06-02,1204736,41587,1277,550134,262450,349288
2017-06-05,1199434,44921,1282,543855,265363,344013
2017-06-06,1201746,41627,1290,548672,257743,352414
2017-06-07,1196275,42707,1295,547379,255882,349012
2017-06-08,1196614,42531,1296,547987,262396,342404
2017-06-09,1189359,42992,1299,548536,257194,339338
2017-06-12,1176354,45423,1293,542776,262719,324143
2017-06-13,1170673,44448,1295,547714,262245,314971
2017-06-14,1172256,41956,1295,547585,266690,314730
2017-06-15,1174929,41030,1297,548544,271532,312526
2017-06-16,1166770,40326,1302,547350,264249,313543
2017-06-19,1168968,44429,1302,541997,273040,308200
2017-06-21,1176670,44424,1304,540312,279221,311409
2017-06-22,1176387,43257,1308,542178,279089,310555
2017-06-23,1171454,41751,1311,544580,270948,312864
2017-06-26,1175411,44162,1308,542959,276840,310142
2017-06-27,1180628,42172,1309,547406,277281,312460
2017-06-28,1202635,43017,1311,545138,287439,325730
2017-06-29,1226117,46332,1315,546514,286776,345180
2017-06-30,1263297,43331,1319,549896,276677,392074
2017-07-03,1254411,47105,1321,541147,271254,393584
2017-07-04,1250469,44311,1324,547574,269683,387577
2017-07-05,1255619,45002,1326,546200,268825,394266
2017-07-06,1268769,42990,1334,547380,265135,411930
2017-07-07,1257706,44722,1337,548055,255628,407964
2017-07-10,1236753,47742,1336,544615,257963,385097
2017-07-11,1228667,46150,1341,549856,258979,372341
2017-07-12,1224954,44664,1340,548713,264707,365530
2017-07-13,1223818,44156,1342,550310,267403,360607
2017-07-14,1222201,41663,1346,550688,267366,361138
2017-07-17,1211315,44443,1345,544630,272552,348345
2017-07-18,1213721,43402,1347,549167,277022,342783
2017-07-19,1218897,41490,1349,548345,279081,348632
2017-07-20,1212633,41587,1351,552435,275406,341854
2017-07-21,1204201,41694,1356,550652,271088,339411
2017-07-24,1196634,45858,1353,546959,272721,329743
2017-07-25,1197667,42159,1354,550802,275982,327370
2017-07-26,1203785,40924,1360,549960,281168,330373
2017-07-27,1213965,40687,1362,550841,284080,336995
2017-07-28,1231976,43555,1368,550916,285887,350250
2017-07-31,1250964,46965,1369,548034,282829,371767
2017-08-01,1254844,43904,1365,551439,276239,381897
2017-08-02,1250491,42902,1368,548870,278284,379067
2017-08-03,1254979,44263,1371,551029,278716,379600
2017-08-04,1263369,43014,1375,550442,265726,402812
2017-08-07,1245806,46904,1378,545356,267195,384973
2017-08-08,1237238,43598,1380,550981,265760,375519
2017-08-09,1236915,45337,1382,549402,268569,372225
2017-08-10,1232020,43784,1384,551022,270943,364887
2017-08-11,1224260,45402,1388,550636,268434,358400
2017-08-14,1218127,43985,1385,546860,276068,349829
2017-08-15,1218740,42910,1387,549750,281739,342954
2017-08-16,1224856,44919,1388,549220,281458,347871
2017-08-17,1218723,40998,1389,551794,284615,339927
2017-08-18,1209640,40922,1392,553727,276492,337107
2017-08-22,1206527,45139,1392,549348,282479,328169
2017-08-23,1207878,45491,1393,550093,283841,327060
2017-08-24,1203744,42789,1393,552117,284480,322965
2017-08-25,1204227,44649,1397,552756,279741,325684
2017-08-28,1201029,42723,1398,550204,283372,323332
2017-08-29,1217249,42561,1398,554790,289843,328657
2017-08-30,1230912,43667,1393,554147,291417,340288
2017-08-31,1257480,44992,1397,555188,285954,369949
2017-09-01,1268709,42886,1392,553785,281310,389336
2017-09-04,1260102,48379,1393,549628,280489,380213
2017-09-05,1262830,46493,1385,554292,279371,381289
2017-09-06,1267412,45572,1387,552034,273935,394484
2017-09-07,1258709,44754,1390,553421,271090,388054
2017-09-08,1253394,44818,1492,553707,269682,383695
2017-09-11,1239186,50169,1448,550472,270596,366501
2017-09-12,1231759,46773,1476,555304,273881,354325
2017-09-13,1228046,47168,1475,554809,276277,348317
2017-09-14,1226225,43200,1477,555599,278581,347368
2017-09-15,1224137,42754,1553,555890,279139,344801
2017-09-18,1217627,45523,1185,551005,280515,339399
2017-09-19,1217943,43085,1127,556890,283966,332875
2017-09-20,1224747,41086,1129,560888,289687,331957
2017-09-21,1222584,43207,1132,558285,283526,336434
2017-09-22,1215465,42576,1140,559680,278605,333464
2017-09-25,1212655,44285,1118,555001,283266,328985
2017-09-26,1217557,42788,1117,559430,285948,328274
2017-09-27,1233137,43513,1131,558512,293098,336883
2017-09-28,1250910,44736,1133,560389,294191,350461
2017-09-29,1278766,45435,1137,562081,288068,382045
2017-10-02,1285888,48277,1094,557399,289514,389604
2017-10-03,1281710,48372,1137,562063,281752,388386
2017-10-04,1287821,49049,1139,560814,284414,392405
2017-10-05,1294990,45508,1140,562785,278483,407074
2017-10-06,1288445,45060,1143,562887,273667,405688
2017-10-09,1272794,48931,1144,560097,274525,388097
2017-10-10,1262102,48012,1140,563166,275268,374516
2017-10-11,1266088,47489,1149,562622,285297,369531
2017-10-12,1265515,45723,1151,563912,285492,369237
2017-10-13,1257693,44949,1152,564205,283002,364385
2017-10-17,1243251,49271,1124,558457,287341,347058
2017-10-18,1247744,48082,1125,560607,290351,347579
2017-10-19,1246358,44977,1130,563042,294079,343130
2017-10-20,1239174,44235,1136,568248,287010,338545
2017-10-23,1230369,46714,1113,562852,290027,329663
2017-10-24,1231339,45040,1117,567225,290308,327649
2017-10-25,1237632,45129,1115,566240,292507,332641
2017-10-26,1244730,42959,1117,568377,294413,337864
2017-10-27,1254507,43907,1122,569679,293797,346002
2017-10-30,1270987,49109,1113,565184,302117,353464
2017-10-31,1298588,48484,1107,570240,293677,385080
2017-11-01,1302961,46937,1090,569011,291300,394623
2017-11-02,1306232,48608,1094,570918,291730,393882
2017-11-03,1320354,47820,1101,572195,282908,416330
2017-11-07,1307827,54160,1085,566481,289489,396612
2017-11-08,1298157,50890,1078,568779,286943,390467
2017-11-09,1297528,49775,1084,570936,290537,385196
2017-11-10,1290896,48356,1089,571566,288783,381102
2017-11-13,1282279,51803,1078,568040,292565,368793
2017-11-14,1286039,48969,1082,574272,294930,366786
2017-11-15,1297129,44975,1084,579158,301929,369983
2017-11-16,1287617,45310,1087,578177,298361,364682
2017-11-17,1281651,45710,1079,581258,294830,358774
2017-11-21,1276302,52250,1094,576810,300078,346070
2017-11-22,1272603,50646,1141,578765,300052,341999
2017-11-23,1274106,46668,1219,582375,306927,336917
2017-11-24,1274262,46870,1225,583344,300359,342464
2017-11-27,1273944,48345,1268,580920,305301,338110
2017-11-28,1287258,48448,1371,585211,308669,343559
2017-11-29,1314008,50956,1584,585247,313884,362337
2017-11-30,1343102,50121,1595,587823,308003,395560
2017-12-01,1345833,48238,1649,586790,297166,411990
2017-12-04,1343979,55988,1639,582233,303801,400318
2017-12-05,1347251,51792,1859,586742,303338,403520
2017-12-06,1358092,49301,1868,591226,300531,415166
2017-12-07,1349943,50900,1877,589554,292776,414836
2017-12-11,1331235,58188,1876,576942,300085,394144
2017-12-12,1334440,54098,1886,583251,306345,388860
2017-12-13,1332107,53156,1893,581674,310273,385111
2017-12-14,1341363,55185,1894,581296,315068,387920
2017-12-15,1357153,50550,1892,586563,310613,407535
2017-12-18,1363211,57646,1887,572518,313135,418025
2017-12-19,1380767,57746,1887,575875,309018,436241
2017-12-20,1408483,55884,1955,582104,318459,450081
2017-12-21,1417283,54791,1966,587868,313414,459244
2017-12-22,1416097,52746,1974,590679,308471,462227
2017-12-26,1394826,52958,1977,589243,313345,437303
2017-12-27,1414039,52901,1993,592242,321338,445565
2017-12-28,1431547,57539,2087,597363,326259,448299
2017-12-29,1447781,50551,2098,601541,317713,475878
2018-01-02,1441093,51782,2094.936,599135.064,318859,469222
2018-01-03,1431769,51026,2194.607,601573.393,315300,461675
2018-01-04,1440975,51664,2197.382,605396.618,317524,464193
2018-01-05,1443822,48591,2202.459,610262.541,301796,480970
2018-01-08,1423420,52792,2266.069,610161.931,299882,458318
2018-01-09,1415544,52880,2463.816,615365.184,295563,449272
2018-01-10,1403615,52915,2575.884,612949.116,300942,434233
2018-01-11,1391035,51088,2877.853,616108.147,298973,421988
2018-01-12,1390329,47192,2983.217,617477.783,303232,419444
2018-01-15,1388870,49793,3367.826,617483.174,310714,407512
2018-01-16,1385065,47865,3448.793,624083.207,306166,403502
2018-01-17,1391644,45660,3598.088,624967.912,309000,408418
2018-01-18,1388179,47628,4745.972,629522.028,306858,399425
2018-01-19,1382468,45664,4969.955,633390.045,302982,395462
2018-01-22,1374070,49433,5315.153,626308.847,307572,385441
2018-01-23,1371666,47650,5501.279,632837.721,305475,380202
2018-01-24,1370978,46488,5631.492,636325.508,307469,375064
2018-01-25,1379733,47203,5888.275,632951.725,313185,380505
2018-01-26,1380068,46516,6008.424,631321.576,310463,385759
2018-01-29,1386542,50138,6220.937,624987.063,315450,389746
2018-01-30,1407810,51786,6357.977,631152.023,316562,401952
2018-01-31,1437161,49778,6453.301,636143.699,313092,431694
2018-02-01,1438797,49835,6470.115,631602.885,305514,445375
2018-02-02,1439676,52460,6486.782,630269.218,298902,451558
2018-02-05,1441644,54886,6509.968,626252.032,307014,446982
2018-02-06,1447820,51114,6518.068,633805.932,296443,459939
2018-02-07,1444072,53511,6526.568,632055.432,296353,455626
2018-02-08,1438756,50941,6736.545,634404.455,300028,446646
2018-02-09,1425522,58620,6766.651,624505.349,292317,443313
2018-02-14,1413614,60816,6768.803,619420.197,308471,418138
2018-02-15,1403470,59636,6794.888,626429.112,306746,403864
2018-02-16,1391241,52611,6817.113,631362.887,301878,398572
2018-02-19,1378301,60248,6832.458,617622.542,304038,389560
2018-02-20,1375617,67145,6861.126,612230.874,302843,386537
2018-02-21,1401425,57817,7022.321,623878.679,317355,395352
2018-02-22,1396119,54164,7029.313,632022.687,314650,388253
2018-02-23,1387548,49312,7051.401,638579.599,306995,385610
2018-02-26,1400050,52684,7063.269,633426.731,313509,393367
2018-02-27,1424593,55059,7076.614,639897.386,319629,402931
2018-02-28,1458457,51583,7128.06,641153.94,317853,440739
2018-03-01,1463819,50707,7057.599,643237.401,309177,453640
2018-03-02,1464130,50762,6938.735,646429.265,304480,455520
2018-03-05,1459723,53404,6945.722,640405.278,309567,449401
2018-03-06,1458752,51163,6976.222,647681.778,298440,454491
2018-03-07,1450050,51265,6994.495,647568.505,300574,443648
2018-03-08,1445150,50780,7010.998,649941.002,301783,435635
2018-03-09,1434476,50920,6922.298,651370.702,294416,430847
2018-03-12,1417033,55440,7027.513,647222.487,297252,410091
2018-03-13,1409313,55129,7153.693,653473.307,295200,398357
2018-03-14,1413730,48730,7388.596,657867.404,306474,393270
2018-03-15,1416896,47750,7410.008,660749.992,311752,389234
2018-03-16,1404757,48176,7432.015,658217.985,301241,389690
2018-03-19,1402040,50699,7551.783,653335.217,306796,383658
2018-03-20,1405130,53383,7964.375,659462.625,307420,376900
2018-03-21,1414277,51090,8110.858,661445.142,311756,381875
2018-03-22,1413486,48977,8126.714,666440.286,310989,378953
2018-03-23,1406961,48361,8203.834,666950.166,304737,378709
2018-03-26,1415404,52536,8257.039,662794.961,312051,379765
2018-03-27,1441126,53826,8773.402,668161.598,317034,393331
2018-03-28,1487837,52761,8873.604,669196.396,315813,441193
2018-04-03,1477475,60329,8972.972,651803.028,318758,437612
2018-04-04,1470859,60647,9091.556,652926.444,317112,431082
2018-04-05,1485854,57377,9276.714,661629.286,315358,442213
2018-04-06,1483458,60829,9289.744,653890.256,303095,456354
2018-04-09,1466343,61973,9311.831,657915.169,302814,434329
2018-04-10,1446604,58788,9340.055,665275.945,297631,415569
2018-04-11,1445698,57116,9352.021,666408.979,302527,410294
2018-04-12,1434442,51097,9388.33,670915.67,302644,400397
2018-04-13,1438761,53959,9533.052,673723.948,303221,398324
2018-04-16,1427589,52547,9667.213,670693.787,306271,388410
2018-04-17,1423614,59174,9675.704,664493.296,309563,380708
2018-04-18,1450957,79201,9784.594,652246.406,320131,389594
2018-04-19,1435122,56042,9927.491,669806.509,319849,379497
2018-04-20,1432873,54017,10052.38,675022.62,318469,375312
2018-04-23,1422175,56458,10083.517,673612.483,315082,366939
2018-04-24,1424621,52627,10179.352,680754.648,313417,367643
2018-04-25,1433776,52533,10371.042,679966.958,316229,374676
2018-04-26,1457337,54038,10487.516,682033.484,320186,390592
2018-04-27,1504600,53219,10757.121,683456.879,314963,442204
2018-05-02,1497957,55241,10783.976,681679.024,317637,432616
2018-05-03,1504057,58599,10855.097,679896.903,316790,437916
2018-05-04,1517008,58565,10949.612,681061.388,315813,450619
2018-05-07,1515322,59374,11101.558,680013.442,313108,451725
2018-05-08,1502802,55757,11123.775,687489.225,311345,437087
2018-05-09,1505554,57168,11288.69,687211.31,315985,433901
2018-05-10,1502919,57864,11346.94,690429.06,312468,430811
2018-05-11,1500048,56930,11429.854,692136.146,314057,425495
2018-05-14,1499356,55598,11509.606,686626.394,327607,418015
2018-05-15,1493823,53376,11751.613,691016.387,330807,406872
2018-05-16,1505269,57110,11945.333,695003.667,327216,413994
2018-05-17,1483446,49226,11987.99,701816.01,315013,405403
2018-05-18,1475821,47791,12267.492,705023.508,312371,398368
2018-05-21,1466915,53172,12340.293,697690.707,316857,386855
2018-05-22,1454435,52615,12337.178,704520.822,311704,373258
2018-05-23,1456492,51394,12389.727,702698.273,316505,373505
2018-05-24,1446144,48500,12439.224,705821.776,308926,370457
2018-05-28,1451024,54304,12546.236,691430.764,321057,371686
2018-05-29,1465014,52980,12687.25,698523.75,324622,376201
2018-05-30,1491717,53188,12660.926,702321.074,330068,393479
2018-05-31,1522925,52540,12715.596,705708.404,324046,427915
2018-06-01,1524613,49703,12775.736,705113.264,309925,447096
2018-06-04,1515685,57899,12856.387,692180.613,313804,438945
2018-06-05,1518675,57110,12956.851,698815.149,312225,437568
2018-06-06,1525891,55135,12937.925,696022.075,308929,452867
2018-06-07,1516774,53619,13006.115,697086.885,307703,445359
2018-06-08,1517925,53184,13242.509,697613.491,310483,443402
2018-06-11,1498927,60126,13319.07,690227.93,315432,419822
2018-06-12,1486461,58436,13387.197,696131.803,315159,403347
2018-06-13,1473346,57666,13454.814,695815.186,309712,396698
2018-06-14,1475660,55309,13509.646,694873.354,316808,395160
2018-06-15,1488247,52463,13569.425,692504.575,323786,405924
2018-06-18,1482912,54871,13670.018,685360.982,326073,402937
2018-06-19,1485413,54297,13723.915,691250.085,325898,400244
2018-06-21,1511388,57249,13807.926,686788.074,339538,414005
2018-06-22,1508848,55595,13903.756,691217.244,327565,420567
2018-06-25,1497567,64085,13907.011,678356.989,330884,410334
2018-06-26,1513441,60336,13939.861,691589.139,329934,417642
2018-06-27,1535489,59285,14052.253,692674.747,335774,433703
2018-06-28,1571603,56611,14103.219,698715.781,340213,461960
2018-06-29,1614748,56161,14440.249,699339.751,329288,515519
2018-07-02,1613671,55404,14210.831,698369.169,326124,519563
2018-07-03,1607160,56803,14285.496,702028.504,327109,506934
2018-07-04,1609316,57477,14418.068,698569.932,326911,511940
2018-07-05,1605465,52723,14448.805,702216.195,314200,521877
2018-07-06,1603296,52616,14492.031,705227.969,307237,523723
2018-07-10,1571916,63795,13963.27,692434.73,313436,488287
2018-07-11,1558267,60526,13916.572,695798.428,310327,477699
2018-07-12,1558464,60067,13949.414,697842.586,317047,469558
2018-07-13,1540601,54240,13982.7,702243.3,312546,457589
2018-07-16,1528642,56721,13583.837,698524.163,319360,440453
2018-07-17,1534097,55262,12530.737,705569.263,321866,438869
2018-07-18,1558852,53785,12429.309,710071.691,327699,454867
2018-07-19,1552724,51950,12564.934,714693.066,321239,452277
2018-07-20,1539891,51286,12597.12,719516.88,317413,439078
2018-07-23,1534611,54824,12270.627,711418.373,322406,433692
2018-07-24,1536860,53014,12324.452,720706.548,320122,430693
2018-07-25,1542037,51231,12342.402,723838.598,326382,428243
2018-07-26,1554966,52054,12293.43,726271.57,327695,436652
2018-07-27,1566314,52405,12332.831,727408.169,330053,444115
2018-07-30,1582445,57203,12313.771,725034.229,336470,451424
2018-07-31,1607653,57974,12391.504,731923.496,326816,478548
2018-08-01,1609719,53765,12231.607,732777.393,323714,487231
2018-08-02,1605860,55283,12213.895,735136.105,321007,482220
2018-08-03,1615535,55064,12242.435,739657.565,312751,495820
2018-08-06,1595915,58669,12036.831,731027.169,311467,482715
2018-08-07,1590059,57943,12030.79,737866.21,308796,473423
2018-08-08,1589686,54368,12070.771,742513.229,311818,468916
2018-08-09,1591105,57275,12058.973,739520.027,312879,469372
2018-08-10,1581223,56442,12109.8,738565.2,318762,455344
2018-08-13,1569034,58937,12078.307,735607.693,320735,441676
2018-08-14,1571514,54700,12061.235,741887.765,322493,440372
2018-08-15,1632899,54274,12089.183,747667.817,338213,480655
2018-08-16,1630836,53230,12044.801,753554.199,327381,484626
2018-08-17,1629440,52141,12121.825,757949.175,325922,481306
2018-08-21,1621989,58076,12086.047,754438.953,333402,463986
2018-08-22,1608885,57570,12136.491,753697.509,327127,458354
2018-08-23,1609347,53585,12182.654,760407.346,327883,455289
2018-08-24,1599951,52132,12234.919,764226.081,327688,443670
2018-08-27,1595860,56312,12187.422,756519.578,330430,440411
2018-08-28,1599930,53399,12247.703,761874.297,335538,436871
2018-08-29,1614690,53369,12364.069,760291.931,343869,444796
2018-08-30,1635769,57511,12385.378,758591.622,351560,455721
2018-08-31,1669268,54881,12579.921,760027.079,344780,497000
2018-09-03,1668017,57565,12383.524,750798.476,348187,499083
2018-09-04,1668043,58513,12393.609,758854.391,342048,496234
2018-09-05,1669487,57483,12439.996,756209.004,342809,500546
2018-09-06,1664417,55010,12074.4,760499.6,331602,505231
2018-09-07,1656094,53451,12448.708,764855.292,329825,495514
2018-09-10,1631606,60394,12392.317,755425.683,328934,474460
2018-09-11,1623180,58615,12307.769,761849.231,327545,462863
2018-09-12,1614007,56257,12288.342,760256.658,335349,449856
2018-09-13,1611789,52994,12305.101,763278.899,335294,447917
2018-09-14,1629720,51851,12576.224,761194.776,351616,452482
2018-09-17,1608471,55278,12445.973,754320.027,345876,440551
2018-09-18,1603711,54253,12458.584,761769.416,343520,431710
2018-09-19,1657205,53087,12674.075,774995.925,357808,458640
2018-09-20,1650698,52673,13526.781,777600.219,349306,457592
2018-09-21,1631161,51901,13670.459,782270.541,336716,446603
2018-09-24,1630692,54707,14643.953,779534.047,335926,445881
2018-09-25,1625083,59135,14807.826,773269.174,339084,438787
2018-09-26,1644857,55334,15236.127,777619.873,345817,450850
2018-09-27,1671863,56838,15868.364,781889.636,350181,467086
2018-09-28,1722102,56578,15919.081,785685.919,349084,514835
2018-10-01,1720820,57288,16037.633,780320.367,344018,523156
2018-10-02,1720723,56924,15920.131,788445.869,343112,516321
2018-10-03,1717279,56357,15902.987,791441.013,340134,513444
2018-10-04,1725662,57084,15971.55,796539.45,331378,524689
2018-10-05,1719907,55040,16122.028,799895.972,324432,524417
2018-10-08,1701667,57741,16074.211,797955.789,333832,496064
2018-10-09,1688675,59528,16161.403,804747.597,327362,480876
2018-10-10,1674277,58257,16971.016,805058.984,325208,468782
2018-10-11,1671398,57532,17340.741,809548.259,334056,452921
2018-10-12,1677592,55755,17655.402,813991.598,335652,454538
2018-10-16,1661013,57572,18121.214,811802.786,339083,434434
2018-10-17,1723610,57154,19281.501,833608.499,356785,456781
2018-10-18,1729511,55653,20635.679,847375.321,352430,453417
2018-10-19,1720038,54337,20763.222,860327.778,341033,443577
2018-10-22,1708444,58304,21222.322,857024.678,340864,431029
2018-10-23,1711456,55517,21208.86,869943.14,337488,427299
2018-10-24,1719139,55819,21385.712,872234.288,332766,436934
2018-10-25,1726093,52863,21502.158,878833.842,336845,436049
2018-10-26,1734716,51667,21757.304,883749.696,336303,441239
2018-10-29,1747395,54637,21786.791,882220.209,345593,443158
2018-10-30,1783666,74466,21932.18,891927.82,346834,448506
2018-10-31,1806491,57060,22244.436,894350.564,346493,486343
2018-11-01,1818086,55528,22699.444,898124.556,337129,504605
2018-11-02,1822899,57121,23211.95,900450.05,331663,510453
2018-11-05,1828831,57948,23310.009,898690.991,337563,511319
2018-11-07,1821849,59920,23425.393,899661.607,337146,501696
2018-11-08,1818638,56957,23463.528,904988.472,335954,497275
2018-11-09,1837800,86499,23414.419,907490.581,331445,488951
2018-11-12,1777206,56857,23438.541,903979.459,334357,458574
2018-11-13,1771317,59103,23473.368,913247.632,334321,441172
2018-11-14,1771268,54400,23397.898,919901.102,339949,433620
2018-11-15,1791161,73407,23384.089,920457.911,343775,430137
2018-11-16,1780049,73733,24194.848,923043.152,334088,424990
2018-11-20,1756104,57379,24391.543,912533.457,348441,413359
2018-11-21,1791646,59029,24474.387,920544.613,355789,431809
2018-11-22,1785568,54969,24588.47,929116.53,352824,424070
2018-11-23,1773643,57197,24609.23,926939.77,342562,422335
2018-11-26,1778281,58203,24509.151,927558.849,351842,416168
2018-11-27,1799465,57404,24473.945,936325.055,360056,421206
2018-11-28,1843793,62848,24471.118,937941.882,368430,450102
2018-11-29,1887681,57737,24564.499,941523.501,361069,502787
2018-12-03,1902226,61312,24352.308,925682.692,373826,517053
2018-12-04,1910142,64599,24350.284,934029.716,372382,514781
2018-12-05,1925072,60263,24131.078,932682.922,378024,529971
2018-12-06,1933592,59232,24101.835,942207.165,365371,542680
2018-12-07,1933089,58281,24124.128,940718.872,359458,550507
2018-12-10,1915859,62919,24087.166,932681.834,364656,531515
2018-12-11,1909540,65351,24065.03,940298.97,362199,517626
2018-12-12,1895290,60957,24063.166,938688.834,372951,498630
2018-12-13,1899414,58396,24039.695,940933.305,377811,498234
2018-12-14,1912709,58058,23925.04,944478.96,381491,504756
2018-12-17,1916014,64208,23821.462,931290.538,387166,509528
2018-12-18,1930782,61505,23556.964,939817.036,373182,532721
2018-12-19,1975825,59804,22695.461,950883.539,380661,561781
2018-12-20,1997125,61230,22677.503,953135.497,392171,567911
2018-12-21,1989882,57289,22500.64,960062.36,369265,580765
2018-12-26,1974511,66437,21005.312,950889.688,388465,547714
2018-12-27,1990577,71415,20140.268,960687.732,394492,543842
2018-12-28,2044849,59368,20187.649,984558.351,395674,585061
2019-01-02,2031167,65960,19824.671,978786.329,400314,566282
2019-01-03,2036789,62626,19720.082,991429.918,396727,566286
2019-01-04,2040744,62079,19740.226,1000981.774,387773,570170
2019-01-07,2033918,63209,19720.433,1003279.567,386778,560931
2019-01-08,2026989,60779,18900.739,1014914.261,382984,549411
2019-01-09,2019009,60054,18740.662,1015579.338,375999,548636
2019-01-10,1997015,59777,18511.828,1022084.172,372869,523773
2019-01-11,1978943,59523,18460.96,1027183.04,364271,509505
2019-01-14,1967483,58788,17627.463,1024814.537,376017,490236
