"Fecha","Cta. Cte. en BCRA","Circulante","<NA>"
2015-01-02,106382.82274952,359478.7172981,465861.54004762
2015-01-05,105893.66342402,359085.35533118,464979.0187552
2015-01-06,106989.771424,358018.88494281,465008.65636681
2015-01-07,102638.80650874,356104.98606486,458743.7925736
2015-01-08,105598.61717618,355193.235842,460791.85301818
2015-01-09,107007.20852502,354749.12701419,461756.33553921
2015-01-12,108877.87659926,354114.88525858,462992.76185784
2015-01-13,112289.94319051,352524.47119577,464814.41438628
2015-01-14,104792.69458667,350318.77014371,455111.46473038
2015-01-15,106839.62335916,348298.50539717,455138.12875633
2015-01-16,106413.35260684,346382.15326613,452795.50587297
2015-01-19,107576.93011232,345210.427568,452787.35768032
2015-01-20,110568.6781775,344053.35993708,454622.03811458
2015-01-21,100135.59390695,342675.45133724,442811.04524419
2015-01-22,100959.49436306,341530.96053882,442490.45490188
2015-01-23,103474.62405138,340840.84944394,444315.47349532
2015-01-26,97810.3980950098,340321.54342852,438131.94152353
2015-01-27,99784.7856389297,339803.27536016,439588.06099909
2015-01-28,98426.7704863901,339344.80814294,437771.57862933
2015-01-29,105014.38570246,339720.31921691,444734.70491937
2015-01-30,106922.64800469,341071.79751537,447994.44552006
2015-02-02,106286.77075292,343098.2550214,449385.02577432
2015-02-03,101673.14698351,344274.38695032,445947.53393383
2015-02-04,104392.38371881,345362.3924179,449754.77613671
2015-02-05,105000.12919174,346959.03415953,451959.16335127
2015-02-06,104131.31838572,348572.00171607,452703.32010179
2015-02-09,104335.00898098,349701.86546732,454036.8744483
2015-02-10,106064.80995188,349822.81721886,455887.62717074
2015-02-11,100414.59390124,349051.03345285,449465.62735409
2015-02-12,97059.7481017599,349294.2901148,446354.03821656
2015-02-13,101120.78859584,349157.06168001,450277.85027585
2015-02-18,105397.64263826,348176.06043816,453573.70307642
2015-02-19,105949.11150223,345961.65482349,451910.76632572
2015-02-20,112158.75647062,343778.34357283,455937.10004345
2015-02-23,111231.44594776,342045.33153581,453276.77748357
2015-02-24,109059.70340076,340288.89373518,449348.59713594
2015-02-25,106115.48141318,339718.61515699,445834.09657017
2015-02-26,103680.67054861,340214.76026664,443895.43081525
2015-02-27,105258.61353282,341149.41972729,446408.03326011
2015-03-02,114826.1922522,342730.43256206,457556.62481426
2015-03-03,113009.64794855,344174.65304048,457184.30098903
2015-03-04,108142.4706352,345296.2907938,453438.761429
2015-03-05,103732.18245773,347187.80377888,450919.98623661
2015-03-06,99440.1468788399,349010.37116588,448450.51804472
2015-03-09,104110.99115073,349964.24106592,454075.23221665
2015-03-10,104443.82893438,349857.88741496,454301.71634934
2015-03-11,102217.05304262,349064.9049284,451281.95797102
2015-03-12,106502.94869065,348009.75484357,454512.70353422
2015-03-13,105481.5438341,346737.53811601,452219.08195011
2015-03-16,112303.31684063,345731.24477821,458034.56161884
2015-03-17,110323.14949341,344543.25585175,454866.40534516
2015-03-18,112640.02399906,343334.67920688,455974.70320594
2015-03-19,113076.79319831,343441.54436133,456518.33755964
2015-03-20,117118.10252535,343723.52319325,460841.6257186
2015-03-25,120247.71180891,344039.24637211,464286.95818102
2015-03-26,99713.5957869898,344785.32464588,444498.92043287
2015-03-27,98178.0168120197,346795.39595551,444973.41276753
2015-03-30,99335.7587085,350337.63111199,449673.38982049
2015-03-31,90016.5808248499,350337.63111199,440354.21193684
2015-04-01,114241.45281625,352124.72893759,466366.18175384
2015-04-06,106504.30053978,353362.25548589,459866.55602567
2015-04-07,105540.41516596,353788.29096082,459328.70612678
2015-04-08,106142.2705637,352827.88688496,458970.15744866
2015-04-09,110716.80659335,352171.98089487,462888.78748822
2015-04-10,110706.53123492,352296.20471266,463002.73594758
2015-04-13,110903.83648479,352175.82986647,463079.66635126
2015-04-14,109249.98409626,351072.73067703,460322.71477329
2015-04-15,113126.13961779,349452.97548472,462579.11510251
2015-04-16,114940.35927635,348388.129775,463328.48905135
2015-04-17,109623.21789204,347753.65191603,457376.86980807
2015-04-20,108152.35623496,347350.82684415,455503.18307911
2015-04-21,107705.01799775,346686.72132919,454391.73932694
2015-04-22,103386.26337536,345917.41276457,449303.67613993
2015-04-23,104269.73477164,345794.39999654,450064.13476818
2015-04-24,106290.04590976,346236.39258365,452526.43849341
2015-04-27,98915.0780071899,346877.10753327,445792.18554046
2015-04-28,94386.1072185298,348026.26600759,442412.37322612
2015-04-29,82590.4062650601,350387.18005789,432977.58632295
2015-04-30,117012.44006301,352079.90522646,469092.34528947
2015-05-04,116454.39800437,354595.68381886,471050.08182323
2015-05-05,111913.49682715,356442.55997703,468356.05680418
2015-05-06,108060.15701016,357756.96340276,465817.12041292
2015-05-07,106062.78468263,359717.87679928,465780.66148191
2015-05-08,108210.86459742,361539.40732141,469750.27191883
2015-05-11,113094.2080472,362804.53252925,475898.74057645
2015-05-12,114423.87854644,362805.24612925,477229.12467569
2015-05-13,112489.47864254,361637.57008733,474127.04872987
2015-05-14,111258.98821754,360411.19006886,471670.1782864
2015-05-15,111531.91424766,358844.58908208,470376.50332974
2015-05-18,112121.3289823,358004.49742065,470125.82640295
2015-05-19,110760.02936562,356832.49194041,467592.52130603
2015-05-20,111231.52618601,356603.39361064,467834.91979665
2015-05-21,105381.35785257,357138.218538,462519.57639057
2015-05-22,105821.61383768,359832.9800536,465654.59389128
2015-05-26,105480.49134467,359832.7545276,465313.24587227
2015-05-27,109474.997418,359832.7045276,469307.7019456
2015-05-28,102550.63051499,359833.1045276,462383.73504259
2015-05-29,101338.72013079,360764.6757196,462103.39585039
2015-06-01,117016.01898852,361867.6757196,478883.69470812
2015-06-02,116588.02081933,364653.88789308,481241.90871241
2015-06-03,108669.4695573,366597.52886295,475266.99842025
2015-06-04,114758.09990126,369998.21417511,484756.31407637
2015-06-05,110386.73409865,372526.78980695,482913.5239056
2015-06-08,116324.7819604,375013.98319032,491338.76515072
2015-06-09,115580.00491762,375395.71419032,490975.71910794
2015-06-10,119479.41888685,375951.59607276,495431.01495961
2015-06-11,128053.30506879,376422.59316399,504475.89823278
2015-06-12,125540.28569821,375908.87440687,501449.16010508
2015-06-15,126215.81913064,375898.37047076,502114.1896014
2015-06-16,123511.79442745,375587.33584713,499099.13027458
2015-06-17,114839.92926985,374840.19965794,489680.12892779
2015-06-18,111911.2095069,374674.38436198,486585.59386888
2015-06-19,106011.28437536,375468.37168384,481479.6560592
2015-06-22,104047.02006498,376206.51289691,480253.53296189
2015-06-23,106988.20013688,376613.48843304,483601.68856992
2015-06-24,110199.1318851,377333.65733219,487532.78921729
2015-06-25,102656.19357363,378685.44074525,481341.63431888
2015-06-26,106735.64209103,381148.51948717,487884.1615782
2015-06-29,100941.89957427,384052.17465411,484994.07422838
2015-06-30,95199.76338872,387519.53974341,482719.30313213
2015-07-01,111103.67595347,389227.79649445,500331.47244792
2015-07-02,111821.1578145,392851.01758897,504672.17540347
2015-07-03,114456.13997174,396137.91637671,510594.05634845
2015-07-06,109475.05381014,400133.96427438,509609.01808452
2015-07-07,111074.89458746,402840.83356448,513815.72815194
2015-07-08,109242.20407429,405626.0648371,514868.26891139
2015-07-10,110214.53609756,407566.29911114,517780.8352087
2015-07-13,107905.96614154,407894.2417286,515800.20787014
2015-07-14,110579.80055271,406759.7790466,517339.57959931
2015-07-15,111121.49185113,405357.82503754,516479.31688867
2015-07-16,111610.32089744,403950.48962202,515560.81051946
2015-07-17,115503.32310833,402617.90096804,518121.22407637
2015-07-20,126120.70591906,401928.5921791,528049.29809816
2015-07-21,130372.90324885,401009.15483593,531382.05808478
2015-07-22,132789.5737446,400129.72464094,532919.29838554
2015-07-23,133651.48529461,399529.82911894,533181.31441355
2015-07-24,119755.32946942,399647.44231668,519402.7717861
2015-07-27,117053.55047098,400231.29633497,517284.84680595
2015-07-28,120623.60156232,400949.41598043,521573.01754275
2015-07-29,113414.87666354,401708.47264553,515123.34930907
2015-07-30,103925.28903691,403383.33435131,507308.62338822
2015-07-31,114828.98676803,405341.40337596,520170.39014399
2015-08-03,123850.27489803,407689.21119263,531539.48609066
2015-08-04,131499.58407764,409408.40891544,540907.99299308
2015-08-05,124893.88065252,411116.12087918,536010.0015317
2015-08-06,119787.29851042,413393.4322419,533180.73075232
2015-08-07,117156.35438755,414734.50220548,531890.85659303
2015-08-10,118330.24907571,415432.78690774,533763.03598345
2015-08-11,121815.08122173,414951.98402107,536767.0652428
2015-08-12,117807.31793146,413998.81863898,531806.13657044
2015-08-13,118212.2949017,413093.9036312,531306.1985329
2015-08-14,120482.60481836,412179.06401233,532661.66883069
2015-08-18,116413.64436717,411582.00876308,527995.65313025
2015-08-19,120586.20171019,410203.78750653,530789.98921672
2015-08-20,113204.39780218,408920.02153951,522124.41934169
2015-08-21,112419.63520596,407448.94300859,519868.57821455
2015-08-24,110167.97277417,406750.29078384,516918.26355801
2015-08-25,113988.16541712,405743.86162926,519732.02704638
2015-08-26,112660.56731791,405033.45143095,517694.01874886
2015-08-27,110182.00433543,405194.75162558,515376.75596101
2015-08-28,118351.01305938,406735.39411382,525086.4071732
2015-08-31,100660.44196274,408597.8322149,509258.27417764
2015-09-01,122685.35322617,410102.13935804,532787.49258421
2015-09-02,119460.91698306,411964.19187334,531425.1088564
2015-09-03,117715.57984659,413257.97974182,530973.55958841
2015-09-04,118947.93082792,415638.54078124,534586.47160916
2015-09-07,117553.05104287,417160.32284563,534713.3738885
2015-09-08,114194.33695161,418053.03297446,532247.36992607
2015-09-09,114358.2650674,418069.1210388,532427.3861062
2015-09-10,117039.30564454,418124.47015754,535163.77580208
2015-09-11,124994.07926846,417573.69626817,542567.77553663
2015-09-14,121970.35458405,416401.17584199,538371.53042604
2015-09-15,123599.32681486,415086.33173334,538685.6585482
2015-09-16,122226.45881718,413371.35898928,535597.81780646
2015-09-17,119440.29705775,412478.90727688,531919.20433463
2015-09-18,121566.11587811,411708.79818207,533274.91406018
2015-09-21,120220.48249728,411308.15142462,531528.6339219
2015-09-22,124367.08952474,410757.60233575,535124.69186049
2015-09-23,119862.86893189,410362.61116295,530225.48009484
2015-09-24,120642.44560117,410404.54090027,531046.98650144
2015-09-25,115391.81086323,412199.74237211,527591.55323534
2015-09-28,107315.24601401,412751.84737211,520067.09338612
2015-09-29,120620.62026889,413453.55912211,534074.179391
