Fecha;Total;Otros;Plazos Fijos UVA;Plazos Fijos Tradicionales;Cuenta Corriente;Caja de Ahorros
2021-01-04;6260521;177633;65953,462;2793415,538;1711475;1512044
2021-01-05;6231538;173007;66338,511;2841520,489;1665714;1484958
2021-01-06;6226712;168333;66453,376;2870308,624;1630829;1490788
2021-01-07;6229504;163679;67264,878;2892799,122;1589509;1516252
2021-01-08;6216212;154851;69416,641;2891501,359;1569084;1531359
2021-01-11;6144101;186102;69648,898;2869780,102;1582877;1435693
2021-01-12;6206029;168998;69266,724;2896994,276;1672954;1397816
2021-01-13;6258190;160945;70301,532;2897300,468;1744679;1384964
2021-01-14;6298713;142408;70282,644;2923061,356;1736351;1426610
2021-01-15;6324976;143148;71631,748;2969985,252;1709374;1430837
2021-01-18;6279643;154514;71058,267;2957169,733;1664891;1432010
2021-01-19;6337312;187392;71710,93;3003265,07;1660204;1414740
2021-01-20;6348623;150705;72523,502;3009345,498;1717005;1399044
2021-01-21;6374054;148150;73647,387;3023677,613;1756011;1372568
2021-01-22;6363633;144159;74318,014;3039369,986;1759704;1346082
2021-01-25;6370247;155512;74326,296;3045447,704;1793958;1301003
2021-01-26;6377959;149196;74696,452;3078676,548;1792315;1283075
2021-01-27;6421906;149204;75310,341;3053716,659;1796773;1346902
2021-01-28;6468108;168864;75721,443;3044481,557;1802445;1376596
2021-01-29;6474944;159975;76053,223;3042578,777;1708512;1487825
2021-02-01;6431318;154863;77315,536;3052513,464;1675672;1470954
2021-02-02;6428506;170121;77871,317;3061924,683;1664110;1454479
2021-02-03;6428692;155204;79247,632;3052058,368;1650474;1491708
2021-02-04;6428132;160733;80814,566;3043621,434;1636181;1506782
2021-02-05;6392418;154215;81915,418;3062651,582;1590331;1503305
2021-02-08;6314043;166874;82859,079;3045559,921;1609957;1408793
2021-02-09;6317936;168154;82606,401;3072976,599;1600719;1393480
2021-02-10;6344628;169792;84586,959;3070170,041;1654110;1365969
2021-02-11;6382137;168288;84951,935;3071755,065;1684754;1372388
2021-02-12;6399483;148959;86578,864;3112926,136;1673719;1377300
2021-02-17;6383013;174934;87596,453;3066147,547;1703997;1350338
2021-02-18;6438287;201708;88427,96;3107671,04;1679531;1360949
2021-02-19;6463107;160305;90400,493;3133869,507;1731061;1347471
2021-02-22;6488117;169476;91357,98;3141039,02;1780324;1305920
2021-02-23;6540081;161813;92322,184;3180693,816;1794676;1310576
2021-02-24;6556428;154942;93292,094;3197776,906;1786067;1324350
2021-02-25;6623234;160999;94369,235;3186304,765;1810364;1371197
2021-02-26;6658174;163926;95605,814;3204706,186;1709695;1484241
2021-03-01;6644441;161905;98297,024;3170097,976;1676445;1537696
2021-03-02;6634131;158678;98977,222;3209732,778;1646007;1520736
2021-03-03;6668185;154630;99273,682;3214206,318;1646583;1553492
2021-03-04;6688858;169077;100081,451;3213631,549;1618710;1587358
2021-03-05;6664876;159885;101677,019;3217397,981;1577014;1608902
2021-03-08;6587935;170688;103091,711;3192781,289;1600443;1520931
2021-03-09;6566946;172045;103587,914;3216248,086;1582618;1492447
2021-03-10;6664265;176078;104732,628;3213677,372;1688801;1480976
2021-03-11;6705522;166076;105610,088;3241138,912;1744581;1448116
2021-03-12;6739121;151984;107098,049;3276041,951;1753185;1450812
2021-03-15;6704286;165995;108387,231;3267276,769;1772651;1389976
2021-03-16;6704688;161288;109395,652;3305294,348;1753464;1375246
2021-03-17;6750512;185817;110028,537;3343888,463;1750344;1360434
2021-03-18;6726464;147752;110420,229;3371087,771;1782340;1314864
2021-03-19;6728298;154171;112034,228;3359324,772;1795640;1307128
2021-03-22;6714248;166258;113954,837;3342267,163;1787917;1303851
2021-03-23;6751950;158092;114036,271;3388243,729;1804425;1287153
2021-03-25;6834015;158112;115068,32;3377840,68;1892256;1290738
2021-03-26;6865003;153385;115838,261;3412762,739;1884877;1298140
2021-03-29;6898749;164071;117155,339;3360904,661;1960590;1296028
2021-03-30;6936007;165979;117479,072;3372494,928;1936177;1343877
2021-03-31;6984265;176164;119180,394;3368942,606;1837350;1482628
2021-04-05;6910470;184408;122599,58;3329177,42;1825941;1448344
2021-04-06;6913997;178883;123242,776;3367413,224;1805276;1439182
2021-04-07;6941578;165192;122654,292;3362578,708;1799910;1491243
2021-04-08;6952023;166736;122545,491;3384991,509;1782924;1494826
2021-04-09;6922269;177097;124330,4;3408151,6;1766485;1446205
2021-04-12;6900995;192880;125182,816;3387013,184;1839283;1356636
2021-04-13;6939431;185515;126025,163;3443958,837;1873876;1310056
2021-04-14;7023377;159404;127448,646;3466297,354;1900489;1369738
2021-04-15;7000053;160795;128599,655;3484597,345;1856959;1369102
2021-04-16;6917657;169041;130066,775;3528983,225;1747576;1341990
2021-04-19;7017423;203577;131832,433;3506319,567;1850234;1325460
2021-04-20;7059795;170745;132477,826;3542435,174;1914463;1299674
2021-04-21;7086065;161150;131884,053;3524782,947;1964336;1303912
2021-04-22;7122067;155756;133006,047;3538973,953;1989963;1304368
2021-04-23;7086290;155415;134253,072;3566100,928;1957886;1272635
2021-04-26;7095533;162823;134582,009;3551894,991;1993431;1252802
2021-04-27;7145736;165325;135675,969;3583133,031;1981352;1280250
2021-04-28;7213792;152630;136990,988;3558790,012;2055806;1309575
2021-04-29;7243411;163145;137680,312;3534086,688;2021060;1387439
2021-04-30;7288715;171444;140111,896;3535245,104;1949824;1492090
2021-05-03;7228634;170185;140071,857;3532836,143;1910474;1475067
2021-05-04;7228580;181444;140820,868;3552594,132;1879107;1474614
2021-05-05;7250479;170536;142656,136;3528493,864;1863882;1544911
2021-05-06;7244457;168853;144958,435;3517014,565;1847533;1566098
2021-05-07;7209202;174618;146311,279;3539744,721;1779696;1568832
2021-05-10;7114791;209685;148372,672;3491857,328;1814421;1450455
2021-05-11;7194798;188855;148950,694;3534433,306;1906357;1416202
2021-05-12;7227267;180170;150306,054;3535033,946;1947150;1414607
2021-05-13;7288287;162694;151307,127;3568859,873;1970767;1434659
2021-05-14;7322162;155656;153961,108;3586916,892;1956414;1469214
