Fecha;M2;Cuenta Corriente;Caja de Ahorros;Circulante en poder del público
2020-01-02;2713322;916046;788770;1008506
2020-01-03;2686988;894003;782911;1010074
2020-01-06;2614486;855102;746671;1012713
2020-01-07;2599264;833050;755036;1011178
2020-01-08;2606824;843220;750432;1013172
2020-01-09;2591198;841439;736672;1013087
2020-01-10;2677020;884753;780883;1011384
2020-01-13;2685066;925608;749704;1009754
2020-01-14;2731792;957853;770603;1003336
2020-01-15;2749658;949312;798790;1001556
2020-01-16;2740221;932549;806771;1000901
2020-01-17;2708815;903784;805000;1000031
2020-01-20;2765308;962642;805074;997592
2020-01-21;2784968;977858;814155;992955
2020-01-22;2816474;1019579;804622;992273
2020-01-23;2800284;1027897;780622;991765
2020-01-24;2772591;1005275;773988;993328
2020-01-27;2808410;1024475;790995;992940
2020-01-28;2805173;1015756;798879;990538
2020-01-29;2830897;1025524;813855;991518
2020-01-30;2835994;977998;862861;995135
2020-01-31;2823436;904992;918450;999994
2020-02-03;2834430;898103;931887;1004440
2020-02-04;2793887;871183;915561;1007143
2020-02-05;2805375;860234;934549;1010592
2020-02-06;2806214;846372;944052;1015790
2020-02-07;2811470;848803;941527;1021140
2020-02-10;2754294;851972;878433;1023889
2020-02-11;2761450;895875;849091;1016484
2020-02-12;2761024;889707;855969;1015348
2020-02-13;2793204;938779;840536;1013889
2020-02-14;2767045;899828;853642;1013575
2020-02-17;2758505;889720;857746;1011039
2020-02-18;2749298;896535;847803;1004960
2020-02-19;2775899;940397;832442;1003060
2020-02-20;2815832;995452;815180;1005199
2020-02-21;2802729;969358;826727;1006644
2020-02-26;2845724;1025107;817741;1002876
2020-02-27;2879477;1037896;841774;999807
2020-02-28;2893044;945181;940793;1007070
2020-03-02;2900674;923354;961652;1015668
2020-03-03;2888931;913388;958725;1016818
2020-03-04;2881726;898084;964011;1019631
2020-03-05;2902467;888367;987732;1026368
2020-03-06;2854083;857285;962600;1034198
2020-03-09;2823981;876198;907955;1039828
2020-03-10;2820748;912655;873741;1034352
2020-03-11;2872702;969001;872769;1030932
2020-03-12;2896959;976490;890864;1029605
2020-03-13;2880985;944821;905514;1030650
2020-03-16;2883739;958286;894014;1031439
2020-03-17;2875197;968056;879690;1027451
2020-03-18;2916422;1007560;882489;1026373
2020-03-19;2979255;1074057;874097;1031101
2020-03-20;2995629;1071289;891045;1033295
2020-03-25;3079471;1146028;895550;1037893
2020-03-26;3133912;1157294;938602;1038016
2020-03-27;3222173;1129877;1053572;1038724
2020-03-30;3247106;1116334;1077263;1053509
2020-04-01;3253686;1092987;1099147;1061552
2020-04-02;3280199;1086670;1126445;1067084
2020-04-03;3314030;1070880;1159967;1083183
2020-04-06;3341113;1028179;1197992;1114942
2020-04-07;3374916;1058829;1191998;1124089
2020-04-08;3400092;1069075;1197337;1133680
2020-04-13;3354634;1098906;1105100;1150628
2020-04-14;3370729;1144395;1078743;1147591
2020-04-15;3396379;1175819;1072036;1148524
2020-04-16;3370911;1170787;1049887;1150237
2020-04-17;3404911;1175374;1077290;1152247
2020-04-20;3428459;1211185;1058700;1158574
2020-04-21;3456282;1238027;1059237;1159018
2020-04-22;3434767;1231441;1042727;1160599
2020-04-23;3425145;1232476;1031073;1161596
2020-04-24;3429569;1214283;1051862;1163424
2020-04-27;3482912;1256646;1054830;1171436
2020-04-28;3511034;1252140;1087580;1171314
2020-04-29;3521575;1215761;1129437;1176377
2020-04-30;3547911;1170948;1192115;1184848
2020-05-04;3616247;1231267;1180953;1204027
2020-05-05;3660046;1257562;1193847;1208637
2020-05-06;3659773;1225642;1218444;1215687
2020-05-07;3650764;1179050;1249677;1222037
2020-05-08;3632802;1154212;1246681;1231909
2020-05-11;3633100;1208360;1175018;1249722
2020-05-12;3637988;1226521;1161272;1250195
2020-05-13;3728348;1273424;1201365;1253559
2020-05-14;3724031;1270031;1197629;1256371
2020-05-15;3713226;1237161;1218067;1257998
2020-05-18;3673423;1246318;1161710;1265395
2020-05-19;3656274;1252941;1138974;1264359
2020-05-20;3717894;1346679;1107021;1264194
2020-05-21;3699647;1335921;1101462;1262264
2020-05-22;3692610;1325616;1104237;1262757
2020-05-26;3667838;1329660;1070679;1267499
2020-05-27;3697082;1340402;1090072;1266608
2020-05-28;3804353;1394307;1143272;1266774
2020-05-29;3828255;1321191;1236484;1270580
2020-06-01;3800631;1306477;1208363;1285791
2020-06-02;3779093;1295293;1196821;1286979
2020-06-03;3829924;1336035;1204395;1289494
2020-06-04;3821255;1297789;1229885;1293581
2020-06-05;3792212;1257898;1236513;1297801
2020-06-08;3829956;1306760;1208723;1314473
2020-06-09;3789819;1288870;1187221;1313728
2020-06-10;3854376;1323662;1214915;1315799
2020-06-11;3871661;1346394;1205507;1319760
2020-06-12;3886092;1364989;1197890;1323213
2020-06-16;3861199;1367536;1157317;1336346
2020-06-17;3872995;1367289;1170920;1334786
2020-06-18;3933215;1427770;1168994;1336451
2020-06-19;3992055;1470529;1183511;1338015
2020-06-22;3997497;1477909;1170274;1349314
2020-06-23;3983152;1462922;1170123;1350107
2020-06-24;3976775;1441831;1182260;1352684
2020-06-25;3996965;1426791;1212680;1357494
2020-06-26;4000123;1385117;1251358;1363648
2020-06-29;4118440;1462909;1274267;1381264
2020-06-30;4088335;1356241;1347001;1385093
2020-07-01;4091339;1319909;1380644;1390786
2020-07-02;4122069;1365543;1359732;1396794
2020-07-03;4121272;1322372;1397365;1401535
2020-07-06;4113202;1293713;1398051;1421438
