Fecha;Cta. Cte. en BCRA;Circulante
2004-03-01;3,48611169891802;6,66313554951443
2004-04-01;3,48281981341539;6,10201049169666
2004-05-03;3,38104458686896;5,95828262341654
2004-06-01;3,38010727653429;6,04161603705981
2004-07-01;2,8571154362555;6,37588229661532
2004-08-02;2,92146448047488;6,49609546676211
2004-09-01;2,94144681222289;6,55320559144909
2004-10-01;2,92903327369419;6,52668405144633
2004-11-01;2,93632005204683;6,50287550688132
2004-12-01;2,9176630705202;7,1428102402208
2005-01-03;2,72518623624586;7,25753922650781
2005-02-01;2,72759089698066;7,16633529289405
2005-03-01;2,65250669818349;7,10434975002996
2005-04-01;2,45920636110923;6,75538060316179
2005-05-02;2,34538996990338;6,45426158931099
2005-06-01;2,13074263934768;6,38421901830143
2005-07-01;2,2522694826317;6,69179802651027
2005-08-01;2,18550510729435;6,87280590864346
2005-09-01;1,96149057444032;7,03089399533646
2005-10-03;2,14858810351856;7,10861401988822
2005-11-01;2,0775012875108;7,07442482011128
2005-12-01;1,56237153798108;7,39014030740871
2006-01-02;1,94183668878465;7,50479543495501
2006-02-01;1,86499701520964;7,38577040360264
2006-03-01;1,84456472159002;7,23848906824197
2006-04-03;1,94190939297683;7,03736919497875
2006-05-02;1,9470680005111;6,74685457027586
2006-06-01;1,92859745652147;6,68407576557412
2006-07-03;1,96952886701608;6,91374455023309
2006-08-01;2,24378661315578;6,95806192832795
2006-09-01;2,51819038211627;6,97579899391232
2006-10-02;2,50082008601005;6,98375337199224
2006-11-01;2,59488139010891;6,92499838007403
2006-12-01;2,7114282632259;7,35128179964063
2007-01-02;2,69260974717349;7,5583827898422
2007-02-01;2,58364284159515;7,54773654322753
2007-03-01;2,61708227909772;7,50530570954998
2007-04-03;2,56875966303184;7,2018225904842
2007-05-02;2,48383812520857;6,86840209671539
2007-06-01;2,44594628212547;6,80139115057462
2007-07-02;2,49575883925226;7,09807002596114
2007-08-01;2,52703223648779;7,15212271793303
2007-09-03;2,53508120400281;7,08999974046759
2007-10-01;2,42601894075571;6,97306860811346
2007-11-01;2,46242627569587;6,76963287827556
2007-12-03;2,62347350975628;7,04811018955214
2008-01-02;2,57045484685331;7,1618430704692
2008-02-01;2,42464144380999;7,04453487574503
2008-03-03;2,49374380430017;6,98848704304292
2008-04-01;2,37886136249313;6,59236488732053
2008-05-02;2,24202429751914;6,25081273743195
2008-06-02;2,23225403247519;6,05436888491791
2008-07-01;2,09420525239085;6,13456268510538
2008-08-01;2,17111945112609;6,18230962561591
2008-09-01;2,33590407061074;6,26052389177843
2008-10-01;2,38705443441522;6,30826691884522
2008-11-03;2,25723268789242;6,31347414448847
2008-12-01;2,21538969774742;6,85123273849462
2009-01-02;2,10288375796135;7,06377044707271
2009-02-02;2,12594705660072;7,08741684313735
2009-03-02;2,17394796836133;6,94717526784367
2009-04-01;2,03229198946066;6,62534876056862
2009-05-04;2,00516318814492;6,37969460656621
2009-06-01;1,93632955816566;6,34887018958679
2009-07-01;1,82162018497573;6,52248820576751
2009-08-03;1,87613276167777;6,48094844259644
2009-09-01;1,93172520831404;6,43819935767824
2009-10-01;1,90715692141319;6,37977100219965
2009-11-02;1,92112101583228;6,31632628046072
2009-12-01;1,92612056559819;6,82547043652773
2010-01-04;1,90847436291745;6,98283366673522
2010-02-01;1,84538969032876;6,81605025401033
2010-03-01;1,89632986442913;6,581067114697
2010-04-05;1,84256543540656;6,14950789571896
2010-05-03;1,78730345730908;5,90509038091805
2010-06-01;1,72325137267817;5,80297700439192
2010-07-01;1,78718875148985;6,0310309251467
2010-08-02;1,80349969061262;6,13116066871539
2010-09-01;1,85309070325456;6,20291473893824
2010-10-01;1,80154457493123;6,33354821852807
2010-11-01;1,81342190771715;6,28717229302711
2010-12-01;1,97844267476305;6,55578005522458
2011-01-03;1,96742307882484;6,91064162241107
2011-02-01;1,89176046366395;6,92757816949731
2011-03-01;1,88331062567405;6,81561226180985
2011-04-01;1,89525787714121;6,49713389078687
2011-05-02;1,87189115630898;6,16835406953178
2011-06-01;1,77276385220444;6,13710467310217
2011-07-01;1,80858435467235;6,39909110544774
2011-08-01;1,83123439584183;6,53703096604166
2011-09-01;1,86252373367918;6,60870436332891
2011-10-03;1,87891992520593;6,5601733446087
2011-11-01;1,87371173437759;6,59402351540124
2011-12-01;1,94053401979065;7,07043059824941
2012-01-03;2,15794010773426;7,29982975336928
2012-02-01;1,72714401216397;7,27580095728458
2012-03-01;2,02631671654265;7,19364867811284
2012-04-03;2,05422913256273;6,99430397547494
2012-05-02;2,00279330091791;6,75173453122948
2012-06-01;2,02890046588048;6,9024353115342
2012-07-02;2,13064053817064;7,24865372891754
2012-08-01;2,21011349786206;7,37614203443656
2012-09-03;2,2455890359163;7,43682419235911
2012-10-01;2,23203682080443;7,39812974467865
2012-11-01;2,27471319820615;7,3788869272639
2012-12-03;2,42872830676585;7,85489489282429
2013-01-02;2,36173104779622;8,1304123537979
2013-02-01;2,22977129713419;8,07566744128317
2013-03-01;2,34718724031927;7,909260079457
2013-04-03;2,28440779900591;7,48553179052027
