"Fecha","Total","Otros","Plazos Fijos UVA","Plazos Fijos Tradicionales","Cuenta Corriente","Caja de Ahorros"
2021-01-04,6260607,177631,65459.729,2794118.271,1711375,1512023
2021-01-05,6231930,173005,65798.154,2842258.846,1665925,1484943
2021-01-06,6226983,168330,65907.63,2871037.37,1630943,1490765
2021-01-07,6229877,163832,66716.881,2893576.119,1589509,1516243
2021-01-08,6216442,154874,68863.467,2892283.533,1569084,1531337
2021-01-11,6143231,185968,69101.868,2869917.132,1582798,1435446
2021-01-12,6204614,168310,68712.345,2897136.655,1672886,1397569
2021-01-13,6258208,161675,69743.859,2897446.141,1744630,1384713
2021-01-14,6296377,140782,69727.657,2923205.343,1736300,1426362
2021-01-15,6324867,143748,71068.225,2970134.775,1709323,1430593
2021-01-18,6277318,153314,70494.684,2957315.316,1664423,1431771
2021-01-19,6335425,186652,71127.99,3003399.01,1659743,1414503
2021-01-20,6348425,151561,71939.645,3009487.355,1716625,1398812
2021-01-21,6373280,148577,73059.033,3023818.967,1755483,1372342
2021-01-22,6359699,141494,73725.082,3039513.918,1759118,1345848
2021-01-25,6369827,155949,73726.33,3045587.67,1793778,1300786
2021-01-26,6376681,148722,74098.384,3078812.616,1792185,1282863
2021-01-27,6423991,151039,74706.921,3053832.079,1797716,1346697
2021-01-28,6467441,169215,75107.751,3044591.249,1802162,1376365
2021-01-29,6494303,173374,76088.216,3040153.784,1708896,1495791
2021-02-01,6427801,153864,76695.952,3052572.048,1674500,1470169
2021-02-02,6426574,169120,77225.563,3062014.437,1664003,1454211
2021-02-03,6431054,158701,78587.322,3052273.678,1650451,1491041
2021-02-04,6427082,160613,79963.831,3043865.169,1636174,1506466
2021-02-05,6391527,154448,81218.501,3062902.499,1590097,1502861
2021-02-08,6324832,166637,82164.764,3045830.236,1609725,1420475
2021-02-09,6328452,167445,81887.803,3073264.197,1600671,1405184
2021-02-10,6356803,170800,83864.079,3070451.921,1654050,1377637
2021-02-11,6393260,168327,84215.105,3071870.895,1684763,1384084
2021-02-12,6409332,148963,85826.001,3112113.999,1673450,1388979
2021-02-17,6392718,174387,86873.872,3066050.128,1703129,1362278
2021-02-18,6448642,200953,87923.473,3107667.527,1679253,1372845
2021-02-19,6461875,162430,89574.832,3132739.168,1729793,1347338
2021-02-22,6483065,165448,90515.906,3140749.094,1780720,1305632
