"Fecha","Total","Otros","Prendarios","Hipotecarios","Adelantos","Personales","Documentos","Tarjetas"
2017-09-15,1116860,45574,77639,92449,113120,305042,249340,233696
2017-09-18,1120274,45654,77875,92747,114409,305830,248730,235029
2017-09-19,1122387,45445,78064,93086,113643,306756,247493,237900
2017-09-20,1127019,45094,78220,93420,114151,307655,248338,240141
2017-09-21,1130273,44847,78335,93808,113121,308239,249100,242823
2017-09-22,1134925,44866,78500,94312,113885,309548,250352,243462
2017-09-25,1144489,45301,78684,94520,116573,310233,250617,248561
2017-09-26,1147129,45647,78904,94845,115510,310977,250249,250997
2017-09-27,1150825,45664,79132,95458,113794,311618,250780,254379
2017-09-28,1153592,45872,79417,96017,112218,311933,252517,255618
2017-09-29,1157532,46330,80308,96755,110594,311322,255250,256973
2017-10-02,1162103,46150,80235,97347,113935,312933,254513,256990
2017-10-03,1163360,46510,80369,97690,114935,313613,251240,259003
2017-10-04,1160984,46370,80573,98079,114470,314198,251241,256053
2017-10-05,1159622,46209,80675,98546,115128,314233,253193,251638
2017-10-06,1160165,46324,80973,99146,113827,314906,254716,250273
2017-10-09,1161072,46938,80748,99508,116958,315434,255545,245941
2017-10-10,1164410,46661,80710,99870,119565,316143,255545,245916
2017-10-11,1164010,46473,80845,100202,119749,317031,255547,244163
2017-10-12,1163613,46394,81063,100669,121322,317877,256359,239929
2017-10-13,1163655,46492,81148,101123,119906,318949,258170,237867
2017-10-17,1170123,46371,81196,101376,123974,319717,258045,239444
2017-10-18,1173785,46096,81384,101810,124083,320143,256815,243454
2017-10-19,1173725,45883,81531,102328,120961,320701,256705,245616
2017-10-20,1179271,45323,81715,102886,120751,322163,258789,247644
2017-10-23,1184822,45845,81605,103175,120980,322784,257909,252524
2017-10-24,1191559,45439,81820,103580,123018,324393,256437,256872
2017-10-25,1195622,45362,81973,104076,121788,325347,256955,260121
2017-10-26,1199759,45078,82142,104545,120623,326124,258444,262803
2017-10-27,1202511,44991,82329,105029,118648,326869,259719,264926
2017-10-30,1208235,45318,82530,105417,119882,327539,260361,267188
2017-10-31,1212163,46101,83342,106041,119545,327323,260360,269451
2017-11-01,1212834,46111,83505,106721,123265,328188,258859,266185
2017-11-02,1211743,46148,83422,107214,119983,328739,259579,266658
2017-11-03,1212485,45905,83633,107730,121265,328654,261660,263638
2017-11-07,1218985,46904,83474,108209,128100,328800,262628,260870
2017-11-08,1220754,46981,83874,108607,129298,329809,262403,259782
2017-11-09,1215401,47137,84103,109215,125280,330882,263874,254910
2017-11-10,1215144,47094,84015,109758,125910,331459,266928,249980
2017-11-13,1219804,47143,83627,110111,129021,332187,266414,251301
2017-11-14,1222398,47314,83976,110608,128028,333097,265500,253875
2017-11-15,1225263,46913,84044,111086,127256,333924,266720,255320
2017-11-16,1226023,46812,84282,111684,125247,335200,267359,255439
2017-11-17,1228377,46404,84489,112258,123287,336114,268608,257217
2017-11-21,1236374,46858,84582,112643,126112,337126,268859,260194
2017-11-22,1244540,46333,84521,113097,130442,338813,266675,264659
2017-11-23,1248567,46169,84674,113589,128801,339551,267170,268613
2017-11-24,1253707,46186,84906,114161,128478,340402,269314,270260
2017-11-27,1257749,46507,85111,114552,126022,341235,269496,274826
2017-11-28,1263135,47289,85295,115040,126298,342086,268638,278489
2017-11-29,1268354,47221,85640,115526,125639,342631,269469,282228
2017-11-30,1271561,46133,86101,116515,123188,342292,271838,285494
2017-12-01,1274838,46295,86508,116847,127120,343082,270050,284936
2017-12-04,1276694,47417,86582,117359,127964,343646,269062,284664
2017-12-05,1280983,47395,86444,117949,128612,343936,269300,287347
2017-12-06,1279849,47334,86278,118771,129304,343969,270872,283321
2017-12-07,1279875,48132,86388,119455,129743,344703,273320,278134
2017-12-11,1279495,49382,86132,119814,132053,344956,274343,272815
2017-12-12,1283577,49536,86207,120324,133955,345796,274022,273737
2017-12-13,1281684,49597,86346,121016,132464,346442,274325,271494
2017-12-14,1284984,49397,86466,121655,134966,347315,276081,269104
2017-12-15,1284502,49341,86620,122366,134967,348313,278292,264603
2017-12-18,1292440,49746,86698,122971,140768,348308,278899,265050
2017-12-19,1295075,49569,86847,123325,140241,348698,277879,268516
2017-12-20,1294145,49234,86977,124165,134905,349205,279954,269705
2017-12-21,1299197,49115,87675,125025,134700,349220,281207,272255
2017-12-22,1304117,50294,87907,126204,131443,350519,283581,274169
2017-12-26,1311981,51853,88019,126846,130341,351058,283900,279964
2017-12-27,1321541,53696,88246,127733,130294,351740,283628,286204
2017-12-28,1323447,53392,89008,128923,123827,352072,286185,290040
2017-12-29,1326726,54605,88513,129823,119778,351780,289107,293120
2018-01-02,1329819,53972,88927,129639,124222,351999,287972,293088
2018-01-03,1330333,53928,89045,130405,128300,352460,282124,294071
2018-01-04,1325247,53580,89158,130963,125614,352818,281167,291947
2018-01-05,1326611,53769,88792,131413,127377,352943,282470,289847
2018-01-08,1326560,53299,89270,131712,130988,353340,282312,285639
2018-01-09,1328008,53163,89029,132143,133649,353864,282064,284096
2018-01-10,1326856,52873,88872,132663,135867,354629,282267,279685
2018-01-11,1326073,52610,89017,133388,135983,355235,282280,277560
2018-01-12,1320687,52292,89208,133959,134551,355905,282965,271807
2018-01-15,1322626,51869,89246,134319,135740,356497,282713,272242
2018-01-16,1326877,51884,89399,134762,137846,357249,279951,275786
2018-01-17,1326462,51787,89593,135252,135136,358021,279051,277622
2018-01-18,1329548,51237,89852,135759,134672,359042,279948,279038
2018-01-19,1331826,50546,89988,136317,133588,359427,280951,281009
2018-01-22,1338351,50240,90013,136693,135888,360163,280913,284441
2018-01-23,1342123,49888,90335,137178,136598,360879,278461,288784
2018-01-24,1345338,49728,90110,137730,136715,362400,277959,290696
2018-01-25,1347082,49641,90127,138295,134679,362788,278475,293077
2018-01-26,1349419,49714,90139,138556,132568,363314,279637,295491
2018-01-29,1358484,49652,90319,139433,131148,363943,279472,304517
2018-01-30,1358147,49544,90404,139984,132181,364417,278472,303145
2018-01-31,1358254,50503,89472,140539,130175,365687,279013,302865
2018-02-01,1364908,50206,91048,140967,132176,364758,276797,308956
2018-02-02,1362697,50493,91195,141416,132396,365254,276618,305325
2018-02-05,1361919,50400,90988,141867,133248,365440,276376,303600
2018-02-06,1363945,50714,91055,142441,133937,365481,276258,304059
2018-02-07,1361684,50753,91178,143201,132934,366203,276438,300977
2018-02-08,1359267,50566,91144,143922,132340,366541,278930,295824
2018-02-09,1358871,50721,91315,144100,135515,366785,278367,292068
2018-02-14,1361575,51265,91131,144471,141557,367348,277956,287847
2018-02-15,1366253,50946,91317,145092,148335,368155,275317,287091
2018-02-16,1362726,50276,91407,145872,142916,369023,274522,288710
2018-02-19,1358807,49876,91634,145962,143860,369324,273667,284484
2018-02-20,1363747,50038,91688,145978,146882,369811,272705,286645
2018-02-21,1365056,49873,91859,146677,144465,370501,273248,288433
2018-02-22,1372536,49336,91998,147507,146474,371914,273879,291428
2018-02-23,1373223,48788,92543,148349,143445,372629,274487,292982
2018-02-26,1375180,48415,92650,148957,141381,373176,275075,295526
2018-02-27,1383591,49228,92897,149546,140641,375017,274685,301577
2018-02-28,1387737,49877,93232,150393,139895,374300,276295,303745
2018-03-01,1387277,48691,92838,150952,142966,374744,274912,302174
2018-03-02,1386781,48154,93444,151754,140947,374922,273384,304176
2018-03-05,1388685,48000,93234,152330,142593,375008,274203,303317
2018-03-06,1393165,47638,93326,152879,144794,375197,274105,305226
2018-03-07,1391119,47537,93597,153568,142387,376302,275114,302614
2018-03-08,1388904,47506,93556,154439,141022,377079,276847,298455
2018-03-09,1391824,47444,93929,155254,143408,377884,278699,295206
2018-03-12,1394375,47230,93658,155790,148057,378332,279204,292104
2018-03-13,1398903,47798,93798,156344,149693,378545,277939,294786
2018-03-14,1396273,48407,93933,156956,147635,379355,277788,292199
2018-03-15,1395953,48218,94068,157749,149643,380114,278678,287483
2018-03-16,1395157,48696,94176,158502,147824,380974,279521,285464
2018-03-19,1395248,48367,94320,159140,145591,381803,279311,286716
2018-03-20,1400015,47799,94441,159769,146270,382668,278623,290445
2018-03-21,1401787,47475,94491,160414,145521,383521,277993,292372
2018-03-22,1406884,47669,94600,161201,144857,384825,278957,294775
2018-03-23,1410788,47357,94825,162056,143304,385500,280872,296874
2018-03-26,1416940,48318,94988,162695,143817,386039,281016,300067
2018-03-27,1426082,49123,95220,163696,144435,386457,281944,305207
2018-03-28,1433230,49822,94545,164691,140152,386514,284944,312562
2018-04-03,1432845,50444,96328,164955,143688,385247,284615,307568
2018-04-04,1430569,50579,96314,165341,147383,385907,278709,306336
2018-04-05,1432510,50382,96096,166104,144796,386042,278674,310416
2018-04-06,1432498,50214,96315,166187,146528,386841,278702,307711
2018-04-09,1432734,50043,96377,166823,150974,386904,279757,301856
2018-04-10,1436799,50092,96155,167384,154634,387621,280665,300248
2018-04-11,1435461,50269,96207,167916,154966,388452,281058,296593
2018-04-12,1431778,50414,96410,168464,155348,389138,281120,290884
2018-04-13,1430080,50409,96479,169058,153334,389925,282787,288088
2018-04-16,1435936,50116,96521,169800,156501,390600,283924,288474
2018-04-17,1440645,49752,96642,170024,158180,391650,281811,292586
2018-04-18,1443582,50007,96843,170274,158968,392068,280778,294644
2018-04-19,1443933,50382,97112,171244,154324,392761,281844,296266
2018-04-20,1450529,50387,97214,172198,154845,393566,283821,298498
2018-04-23,1452822,50087,97088,172985,154151,394422,282329,301760
2018-04-24,1460602,50503,97277,173978,154572,395185,281364,307723
2018-04-25,1467328,50767,97497,175170,154209,396690,282116,310879
2018-04-26,1473491,50998,97672,176723,155128,397143,283313,312514
2018-04-27,1477342,51080,96224,178417,152173,396055,286311,317082
2018-05-02,1478737,51665,97924,178639,156794,396787,285762,311166
2018-05-03,1484015,52768,97960,179031,161174,397385,281487,314210
2018-05-04,1476166,51870,98129,179519,156411,397640,281840,310757
2018-05-07,1476494,52004,98184,179835,160016,397126,282869,306460
2018-05-08,1476396,51981,98250,180168,158762,397591,283194,306450
2018-05-09,1474381,51723,98154,180625,161253,398427,282561,301638
2018-05-10,1473346,52412,98236,181135,163988,398736,284276,294563
2018-05-11,1472908,52381,98152,181614,165581,399317,285515,290348
2018-05-14,1474725,52490,98316,181990,166280,399895,285050,290704
2018-05-15,1476848,52220,98263,182430,165949,400300,283773,293913
2018-05-16,1476740,52289,98211,182894,164043,400791,282076,296436
2018-05-17,1472764,51810,98388,183501,158023,401492,282078,297472
2018-05-18,1478095,51138,98616,184194,156810,402162,283299,301876
2018-05-21,1483423,50690,98579,184659,157500,402752,282943,306300
2018-05-22,1489905,51088,98443,185052,160117,403165,280411,311629
2018-05-23,1491444,50663,98615,185705,158164,404851,280138,313308
2018-05-24,1495376,50280,99199,186328,157247,405165,280680,316477
2018-05-28,1498107,49939,99200,186839,156927,405574,280616,319012
2018-05-29,1502411,49793,99357,187503,156607,406040,278242,324869
2018-05-30,1508175,49874,99505,188338,154023,406324,279888,330223
2018-05-31,1513030,50245,99680,189543,152606,404890,280024,336042
2018-06-01,1514606,50968,99840,189730,156057,405568,278526,333917
2018-06-04,1511479,51008,99848,189989,155838,405571,276374,332851
2018-06-05,1515449,50591,99839,190160,157675,405600,276525,335059
2018-06-06,1515092,50710,99912,190453,159277,405428,275915,333397
2018-06-07,1508666,50996,99981,190758,157805,405667,277342,326117
2018-06-08,1507191,51238,99990,191160,156170,405973,280040,322620
2018-06-11,1506543,51112,99876,191526,160197,405938,280278,317616
2018-06-12,1512715,50939,99951,191765,164905,406291,278800,320064
2018-06-13,1511795,51448,100034,192035,164747,406835,278713,317983
2018-06-14,1508036,51500,100059,192329,165451,407353,279714,311630
2018-06-15,1504686,51849,100043,192725,162892,407755,280372,309050
2018-06-18,1507297,51977,100067,192927,162994,408098,280237,310997
2018-06-19,1510082,51425,100164,193095,163417,408570,278238,315173
2018-06-21,1516440,51389,100070,193554,165113,409040,278487,318787
2018-06-22,1518663,50965,100024,193931,164002,409875,278080,321786
2018-06-25,1525998,51218,100051,193904,170452,409821,276025,324527
2018-06-26,1529144,51450,100081,194328,167606,410118,275745,329816
2018-06-27,1533615,51927,100164,194644,164703,410287,276395,335495
2018-06-28,1537311,52218,100209,194938,163508,410183,279049,337206
2018-06-29,1536899,51763,98628,195491,158068,408335,283699,340915
2018-07-02,1541419,53223,100432,195579,166478,408466,282660,334581
2018-07-03,1538526,53748,100748,195799,167054,408522,278853,333802
2018-07-04,1531840,53502,100525,196001,165571,408473,277425,330343
2018-07-05,1528778,53289,100262,196341,166827,408363,279118,324578
2018-07-06,1527728,53379,100286,196567,165800,407987,281529,322180
2018-07-10,1528500,53399,100008,196710,171370,407611,282388,317014
2018-07-11,1530958,53496,99949,196807,175835,407772,280172,316927
2018-07-12,1527248,53265,100020,197065,177194,408014,280186,311504
2018-07-13,1522451,53582,100123,197393,174057,408488,282295,306513
2018-07-16,1525303,53759,100029,197516,177428,408730,281795,306046
2018-07-17,1527126,53357,100129,197660,175927,409271,281290,309492
2018-07-18,1528301,53103,100190,197861,173393,409854,281332,312568
2018-07-19,1530242,52635,100259,198119,171874,410374,282281,314700
2018-07-20,1533832,52864,100310,198365,170957,410461,283360,317515
2018-07-23,1536517,52220,100010,198513,171234,410846,282400,321294
2018-07-24,1538609,52012,100092,198743,171111,412334,280016,324301
2018-07-25,1543272,52135,100149,198919,169019,412697,280349,330004
2018-07-26,1546370,52788,100217,199114,167510,412695,280829,333217
2018-07-27,1546345,52736,100303,199333,165464,412718,281608,334183
2018-07-30,1550827,51903,100344,199505,166914,412822,281833,337506
2018-07-31,1554388,55106,98784,199905,165524,411685,280342,343042
2018-08-01,1551607,53891,100740,200035,171367,412123,277226,336225
2018-08-02,1543101,52881,100857,200194,168659,412244,276384,331882
2018-08-03,1541356,52434,100882,200423,166713,412131,277880,330893
2018-08-06,1540764,52673,100598,200567,170309,411740,278328,326549
2018-08-07,1542249,52374,100574,200792,171999,412042,277587,326881
2018-08-08,1536352,52247,100586,201108,170373,412442,278313,321283
2018-08-09,1535173,51696,100662,201394,173743,412969,279819,314890
2018-08-10,1529299,51720,100384,201567,173347,413159,278346,310776
2018-08-13,1534682,52169,100098,201603,178298,413639,277679,311196
2018-08-14,1537341,52429,100083,201758,175311,414216,278874,314670
2018-08-15,1538785,51997,100079,201969,175244,414741,278069,316686
2018-08-16,1538397,51824,100131,202225,173304,415377,278125,317411
2018-08-17,1541391,50964,100232,202536,173147,416031,278705,319776
2018-08-21,1549747,50656,100214,202602,176656,416645,278983,323991
2018-08-22,1557284,50463,100204,202790,179398,418411,276502,329516
2018-08-23,1554991,50285,100239,203001,174118,418778,274669,333901
2018-08-24,1554404,48859,100343,203273,169936,419224,276353,336416
2018-08-27,1559950,49967,100392,203368,169506,419701,276378,340638
2018-08-28,1563569,50178,100466,203541,169235,420141,275223,344785
2018-08-29,1570845,49771,100528,203743,168755,420626,275951,351471
2018-08-30,1576042,50343,100981,203920,167935,420627,277845,354391
2018-08-31,1576364,52987,98989,203842,162166,419329,279681,359370
2018-09-03,1573260,50260,98532,204212,169713,419559,276089,354895
2018-09-04,1571161,49111,98615,204318,170762,419663,273111,355581
2018-09-05,1569048,50015,100790,204341,167119,419572,273254,353957
2018-09-06,1564861,49720,100793,204499,168568,419603,274536,347142
2018-09-07,1564709,49542,100912,204684,170486,419647,275676,343762
2018-09-10,1562551,49326,100505,204693,176227,419241,275250,337309
2018-09-11,1566718,50024,100275,204684,178058,419557,273429,340691
2018-09-12,1563646,50006,100307,204881,180792,419911,272470,335279
2018-09-13,1556237,49877,100368,205049,178560,420218,273296,328869
2018-09-14,1553703,49642,100383,205238,177928,420639,274782,325091
2018-09-17,1559649,49436,100309,205224,182401,420906,274862,326511
2018-09-18,1559819,48923,100311,205362,178990,421277,273696,331260
2018-09-19,1559917,49276,100381,205501,176698,421735,273398,332928
2018-09-20,1562114,48393,100426,205573,174893,422031,274334,336464
2018-09-21,1563253,48039,100384,205614,174032,422237,274567,338380
2018-09-24,1568971,48302,100347,205773,175370,423174,273661,342344
2018-09-25,1571938,47745,100136,205752,177212,423135,270675,347283
2018-09-26,1574395,47631,100455,205927,175303,423173,270543,351363
2018-09-27,1579668,47445,100621,206055,174518,423204,272125,355700
2018-09-28,1581595,50320,98951,206196,170488,421380,274341,359919
2018-10-01,1575256,47228,101032,206219,172551,421507,271956,354763
2018-10-02,1575584,46107,101040,206288,173848,421706,268362,358233
2018-10-03,1566681,46078,101001,206381,170909,421679,266344,354289
2018-10-04,1561467,46006,101004,206495,170249,421171,266898,349644
2018-10-05,1556348,45789,100672,206537,166985,420894,268414,347057
2018-10-08,1551132,46445,100285,206706,167000,420543,268028,342125
2018-10-09,1552284,46524,100181,206761,169379,420805,267252,341382
2018-10-10,1546329,46258,99835,206798,169682,420697,267255,335804
