Fecha;M2;Cuenta Corriente;Caja de Ahorros;Circulante en poder del público
2005-02-01;15,5016065118972;5,55957650792552;4,07458417326892;5,86743723451409
2005-03-01;15,6196046560008;5,60655472199481;4,10911864405054;5,90393371603019
2005-04-01;15,7298257787489;5,64171874810467;4,13225918522074;5,95585024757003
2005-05-02;15,7919999268972;5,64876594222257;4,15090572426225;5,99232985508038
2005-06-01;15,7988950192365;5,62263608324109;4,16052062605311;6,01573987991958
2005-07-01;15,8006156365296;5,58934844469409;4,17107589691792;6,04019283888061
2005-08-01;15,7963272481334;5,55983816792934;4,16676771579728;6,0697228834108
2005-09-01;15,7991973907177;5,53869743032357;4,15182524861406;6,1086762071072
2005-10-03;15,8228666667166;5,51668099020243;4,1500480705527;6,1561390776899
2005-11-01;15,8389809769588;5,49756645833848;4,14036708354878;6,20104888242119
2005-12-01;15,8608875038032;5,50527918722796;4,12409336214462;6,2315163764475
2006-01-02;15,8823815769581;5,51307628232613;4,10695020689168;6,26235580281231
2006-02-01;15,8996100523092;5,5062273357031;4,10599010619504;6,28739261041105
2006-03-01;15,9139575544772;5,50196292192214;4,10703511874929;6,30495885765211
2006-04-03;15,9175854957877;5,49300255020909;4,09871482106595;6,32601790405889
2006-05-02;15,9444289027922;5,49761036406862;4,10109543204084;6,34587104079216
2006-06-01;15,9595425623337;5,51991882361773;4,07445052475108;6,36531877941699
2006-07-03;15,9608201320008;5,52521580829081;4,05121605159614;6,38453148047982
2006-08-01;15,9298431015857;5,52656484637329;4,00780606912572;6,39561299171238
2006-09-01;15,8886077527817;5,52543678389543;3,96302847461063;6,40028086119629
2006-10-02;15,8417991649562;5,52359833221344;3,91888718922848;6,39944959267072
2006-11-01;15,8115709404627;5,5414466665529;3,87503303688915;6,39522484962682
2006-12-01;15,7810429587038;5,533779451831;3,84534126918652;6,4020536488938
2007-01-02;15,7718932621515;5,53525840689774;3,8173730441553;6,4193911901583
2007-02-01;15,7828992680207;5,5554024586056;3,78378773982886;6,4438365472017
2007-03-01;15,7824458972737;5,56868010979895;3,7411087260369;6,47278265396229
2007-04-03;15,7959864894869;5,59264422213036;3,71080274519904;6,49253952215752
2007-05-02;15,7828526255165;5,60759993712716;3,67120943409272;6,50404325429665
2007-06-01;15,7483691652862;5,58390391737689;3,65032717531899;6,51413807259036
2007-07-02;15,7369623910486;5,5739163684196;3,63211186880106;6,53093415382798
2007-08-01;15,7258747760749;5,55624385598034;3,6225764318977;6,5470544881969
2007-09-03;15,6772968646813;5,50872764338006;3,61636950026765;6,55219972103357
2007-10-01;15,6046040619057;5,45331078503181;3,60385878532738;6,54743449154655
2007-11-01;15,4913396961866;5,37310686657241;3,58974316370847;6,52848966590569
2007-12-03;15,3543948763478;5,27653046665588;3,5757958659597;6,50206854373223
2008-01-02;15,2717492095727;5,2306871684855;3,56793168681447;6,47313035427276
2008-02-01;15,1591017533654;5,15758075712171;3,56399257697741;6,43752841926631
2008-03-03;15,0167810433967;5,06879064388806;3,55102992939297;6,39696047011565
2008-04-01;14,85794938923;4,98031281804985;3,53047103555892;6,3471655356212
2008-05-02;14,6703107901403;4,8912467854026;3,49296481206723;6,28609919267047
2008-06-02;14,4761040575248;4,8258314230692;3,44103604898479;6,20923658547085
2008-07-01;14,2860058977807;4,76990102414683;3,39171268631254;6,12439218732136
2008-08-01;14,0988309316205;4,71217273532168;3,34268101029765;6,04397718600121
