"Fecha","Pases Pasivos","LELIQ","LEBAC"
2007-11-01,86991.4262386151,NA,1973467.52538327
2007-12-03,78796.4476628605,NA,1851136.31204112
2008-01-02,257054.766805444,NA,1797883.62794586
2008-02-01,347009.007055468,NA,1838042.49188546
2008-03-03,267912.202353391,NA,1837103.88043751
2008-04-01,246072.581113987,NA,1796749.59783283
2008-05-02,193075.513276533,NA,1706698.19988409
2008-06-02,140440.966783054,NA,1581583.84930513
2008-07-01,294437.132658529,NA,1489860.89940555
2008-08-01,331007.182454068,NA,1470814.02579463
2008-09-01,320081.808750726,NA,1460528.58015111
2008-10-01,258258.969763523,NA,1407108.68868684
2008-11-03,266051.834882246,NA,1293799.61870282
2008-12-01,288528.365023181,NA,1141376.08653964
2009-01-02,452309.410908051,NA,1081987.58268881
2009-02-02,444001.435667593,NA,1062853.42748928
2009-03-02,443590.986411057,NA,967872.082763478
2009-04-01,417498.112367467,NA,952938.67086043
2009-05-04,431354.665618106,NA,951912.956648756
2009-06-01,391822.019721791,NA,911993.045077572
2009-07-01,319445.549035875,NA,883528.821847276
2009-08-03,320204.552038908,NA,920570.831298591
2009-09-01,280160.268771247,NA,1012446.78290111
2009-10-01,279049.550026577,NA,1071095.5130391
2009-11-02,252263.078456055,NA,1160897.29428342
2009-12-01,167368.396348467,NA,1158444.97104029
2010-01-04,277199.677964629,NA,1112883.65978291
2010-02-01,390290.425201645,NA,1071619.79138104
2010-03-01,305175.554412732,NA,1109391.17725538
2010-04-05,336702.74586773,NA,1158238.61426707
2010-05-03,347259.58007981,NA,1192063.28858068
2010-06-01,335447.708180921,NA,1225228.12357473
2010-07-01,319955.11646604,NA,1274922.18099962
2010-08-02,275978.048298999,NA,1368597.97722685
2010-09-01,267211.992904006,NA,1456771.06115327
2010-10-01,245238.74683152,NA,1474406.09659146
2010-11-01,242929.222941659,NA,1452451.02042207
2010-12-01,180691.964416963,NA,1442374.67510508
2011-01-03,219529.415944592,NA,1457488.40422553
2011-02-01,209689.499390569,NA,1498049.19474261
2011-03-01,242551.332972353,NA,1526241.55723493
2011-04-01,243604.693016277,NA,1548402.61096788
2011-05-02,239704.984796305,NA,1547540.04399763
2011-06-01,181592.804421189,NA,1565249.81200884
2011-07-01,115934.211398023,NA,1516754.86701666
2011-08-01,199359.166681171,NA,1410161.64787149
2011-09-01,174505.223936106,NA,1348940.85966994
2011-10-03,158996.007893041,NA,1284934.84573313
2011-11-01,153491.741079548,NA,1175888.24238802
2011-12-01,188554.33224646,NA,1065447.38511804
2012-01-03,243353.06273885,NA,1113168.0296757
2012-02-01,405002.764433785,NA,1186479.54583534
2012-03-01,309643.971951695,NA,1188331.84913505
2012-04-03,351479.136591119,NA,1180189.85116543
2012-05-02,402220.341139253,NA,1218233.30079426
2012-06-01,287177.916178188,NA,1225657.47825048
2012-07-02,258657.026222797,NA,1200328.78541788
2012-08-01,246098.17645738,NA,1200879.26238883
2012-09-03,226646.007682176,NA,1218314.55643851
2012-10-01,224134.067086107,NA,1207228.60336581
2012-11-01,230948.017001866,NA,1168996.7893397
2012-12-03,205568.717356485,NA,1120735.80308345
2013-01-02,259174.715305201,NA,1145520.11638766
2013-02-01,225764.243690336,NA,1272835.63867061
2013-03-01,154276.892519305,NA,1302551.77123009
2013-04-03,166048.480722933,NA,1256198.72594633
2013-05-02,172895.979638404,NA,1248570.52405954
2013-06-03,128025.421535154,NA,1226227.7313706
2013-07-01,112647.07902768,NA,1178508.49804741
2013-08-01,161123.910529359,NA,1178856.13734576
2013-09-02,155008.611789199,NA,1217924.67184229
2013-10-01,136965.94357564,NA,1227446.68587272
2013-11-01,146079.246649639,NA,1189481.51186761
2013-12-02,59835.1513465218,NA,1115181.07989184
2014-01-02,97246.9928673,NA,1094515.76551494
2014-02-03,159470.303371778,NA,1258543.14862147
2014-03-05,97627.0564213426,NA,1283054.97483701
2014-04-01,158651.760124298,NA,1358937.24760497
2014-05-05,110491.751402867,NA,1486546.95568602
2014-06-02,84479.5017995523,NA,1545719.29650971
2014-07-01,97051.5442780799,NA,1576715.3517596
2014-08-01,119497.801642576,NA,1641118.3127403
2014-09-01,152560.31834357,NA,1729806.97312979
2014-10-01,145701.778300114,NA,1795461.16677229
2014-11-03,118035.160903437,NA,1856295.19542606
2014-12-01,104259.644594075,NA,1892845.71483726
2015-01-02,184087.014676686,NA,2009225.80643471
2015-02-02,154895.367841078,NA,2179106.07596568
2015-03-02,113045.917768085,NA,2218033.18308322
2015-04-01,125873.330162468,NA,2129306.12207748
2015-05-04,112228.266214863,NA,2147141.07369953
2015-06-01,132401.473790961,NA,2149097.71813465
2015-07-01,128083.71226934,NA,2170568.41404054
2015-08-03,104123.720768961,NA,2151699.41920186
2015-09-01,107611.401391185,NA,2110606.15917493
2015-10-01,118263.436598181,NA,2016618.69468965
2015-11-02,171271.27666705,NA,1928695.58276274
2015-12-01,191202.912182337,NA,1741846.24261315
2016-01-04,119189.451345795,NA,2108225.973862
2016-02-01,161142.724731392,NA,2276716.48649528
2016-03-01,100885.606775219,NA,2196300.25761585
2016-04-01,107166.263114843,NA,2264896.59542854
2016-05-02,150628.022922345,NA,2359818.12976702
2016-06-01,163622.107391834,NA,2450306.50856196
2016-07-01,156422.114319537,NA,2488799.83449608
2016-08-01,129393.029021237,NA,2708594.60419309
2016-09-01,144160.871832487,NA,2802099.2004448
2016-10-03,155048.793930902,NA,2849244.41737819
2016-11-01,149028.918582132,NA,2956883.04553431
2016-12-01,223168.674561345,NA,2770669.36976036
2017-01-02,306545.907639639,NA,2634153.46062737
2017-02-01,516509.01722662,NA,2487296.79616393
2017-03-01,762276.076233911,NA,2562166.23825341
2017-04-03,544420.552338925,NA,2856764.97591083
2017-05-02,483061.053129412,NA,3138254.0118167
2017-06-01,408893.02764977,NA,3304275.1585557
2017-07-03,279652.767982508,NA,3351558.16423956
2017-08-01,195978.584964245,NA,3456897.93528647
2017-09-01,160152.805275423,NA,3664126.79233739
2017-10-02,232642.026129381,NA,3864637.54581425
2017-11-01,254346.660446341,NA,3945934.67154188
2017-12-01,212819.15676067,NA,3812551.79000757
2018-01-02,104927.737087403,203656.246872973,3816154.50945626
2018-02-01,57229.5612902795,308321.344441549,3972966.53942323
2018-03-01,67575.207960186,397570.603622238,3919348.68495307
2018-04-03,61750.0029866439,377392.665123591,3803247.95488743
2018-05-02,26348.5283725062,105977.952940712,3731728.49979509
2018-06-01,75797.2728299217,22722.4681464745,3281611.13997046
2018-07-02,39989.8475466023,237318.504061524,2790736.66917261
2018-08-01,18951.2076972343,540240.576982865,2114852.30307732
2018-09-03,18813.2983006673,799230.85893283,1246894.78804861
2018-10-01,21765.803562921,1232158.54866284,634208.973390407
2018-11-01,14205.7997745101,1483347.53409193,338199.830018873
2018-12-03,13455.7274876825,1606815.14006125,104300.306219765
2019-01-02,34932.8167681698,1785388.22488321,0
2019-02-01,7216.93101630614,1892728.40056426,0
2019-03-01,4060.4578908438,1979312.98883047,0
2019-04-01,3194.29746618052,1961371.31203002,0
2019-05-02,9913.33946239484,1960037.80067452,0
2019-06-03,7943.63049973683,2049946.90354734,0
2019-07-01,5949.12599001846,2178220.7249901,0
2019-08-01,75482.9799341545,2162488.59215877,0
2019-09-02,203613.014301131,1801696.5261662,0
2019-10-01,301442.566601423,1624591.99583983,0
2019-11-01,353567.773201537,1222541.34485836,0
2019-12-02,639720.384502428,1081140.04935228,0
2020-01-02,658970.110862863,1468733.75350618,0
2020-02-03,20518.594786184,1964867.79357116,0
2020-03-02,14354.353192653,2096259.78734096,0
2020-04-01,500831.333256612,1668043.25327394,0
2020-05-04,765003.262948887,1667913.26047634,0
2020-06-01,751565.157484971,2137441.06584112,0
2020-07-01,873802.593520576,2161905.43435003,0
2020-08-03,820415.56570805,2261093.4346275,0
2020-09-01,853634.768580436,2222668.02045754,0
2020-10-01,1014192.15317757,1982037.87280036,0
2020-11-02,945321.671608433,1839422.09457628,0
2020-12-01,1112814.61456365,1772920.2364388,0
2021-01-04,1040347.18282598,1784045.42695171,0
2021-02-01,917799,1795727.26803145,0
