"Fecha","Total","Otros","Plazos Fijos","Cuenta Corriente","Caja de Ahorros","Circulante en Público"
2021-01-04,7904633,177631,2859578,1711375,1512023,1644026
2021-01-05,7871045,173005,2908057,1665925,1484943,1639115
2021-01-06,7865867,168330,2936945,1630943,1490765,1638884
2021-01-07,7870243,163832,2960293,1589509,1516243,1640366
2021-01-08,7857303,154874,2961147,1569084,1531337,1640861
2021-01-11,7786373,185968,2939019,1582798,1435446,1643142
2021-01-12,7837986,168310,2965849,1672886,1397569,1633372
2021-01-13,7885242,161675,2967190,1744630,1384713,1627034
2021-01-14,7918334,140782,2992933,1736300,1426362,1621957
2021-01-15,7939771,143748,3041203,1709323,1430593,1614904
2021-01-18,7890748,153314,3027810,1664423,1431771,1613430
2021-01-19,7939618,186652,3074527,1659743,1414503,1604193
2021-01-20,7946221,151561,3081427,1716625,1398812,1597796
2021-01-21,7966989,148577,3096878,1755483,1372342,1593709
2021-01-22,7948823,141494,3113239,1759118,1345848,1589124
2021-01-25,7959330,155949,3119314,1793778,1300786,1589503
2021-01-26,7959445,148722,3152911,1792185,1282863,1582764
2021-01-27,8003673,151039,3128539,1797716,1346697,1579682
2021-01-28,8046083,169215,3119699,1802162,1376365,1578642
2021-01-29,8073901,173374,3116242,1708896,1495791,1579598
2021-02-01,8018624,153864,3129268,1674500,1470169,1590823
2021-02-02,8015825,169120,3139240,1664003,1454211,1589251
2021-02-03,8020825,158701,3130861,1650451,1491041,1589771
2021-02-04,8019266,160613,3123829,1636174,1506466,1592184
2021-02-05,7989708,154448,3144121,1590097,1502861,1598181
2021-02-08,7935354,166637,3127995,1609725,1420475,1610522
2021-02-09,7931969,167445,3155152,1600671,1405184,1603517
2021-02-10,7955771,170800,3154316,1654050,1377637,1598968
2021-02-11,7987483,168327,3156086,1684763,1384084,1594223
2021-02-12,7999083,148963,3197940,1673450,1388979,1589751
2021-02-17,7981514,174387,3152924,1703129,1362278,1588796
2021-02-18,8024931,200953,3195591,1679253,1372845,1576289
2021-02-19,8032500,162430,3222314,1729793,1347338,1570625
2021-02-22,8053031,165448,3231265,1780720,1305632,1569966
