Fecha;CCL;Dólar Mayorista;Dólar Solidario;Promedio 1997-2019
2019-01-02;113,678876490676;115,012227022193;117,470236540134;108,939414329266
2019-01-03;114,013356005425;114,294839816604;117,214628796492;108,939414329266
2019-01-04;113,701917307989;113,944578971597;117,037752217282;108,939414329266
2019-01-07;113,415702268196;113,429213597817;116,601186076373;108,939414329266
2019-01-08;114,106791098216;114,21982505078;118,06991777782;108,939414329266
2019-01-09;112,852839139759;113,415526295773;116,527652114739;108,939414329266
2019-01-10;111,505070008384;112,430698530639;115,00361165677;108,939414329266
2019-01-11;112,134673075316;111,780827033773;114,575701700965;108,939414329266
2019-01-14;111,02038998312;111,771217869948;114,669827159364;108,939414329266
2019-01-15;111,246166073913;111,969035574011;115,171166064912;108,939414329266
2019-01-16;114,284662182469;113,070956107754;116,431603128675;108,939414329266
2019-01-17;113,13110844052;113,598369541564;116,610637937338;108,939414329266
2019-01-18;113,770598383832;113,101433733591;115,930472785779;108,939414329266
2019-01-21;115,097940068327;113,14620484272;116,102020033545;108,939414329266
2019-01-22;111,474415182999;112,531206324473;115,336253952194;108,939414329266
2019-01-23;112,757945075635;112,516382963294;115,559957113739;108,939414329266
2019-01-24;112,263021253669;111,932846978095;114,685929153391;108,939414329266
2019-01-25;109,953907789652;110,722384161313;113,830622523683;108,939414329266
2019-01-28;111,480208650809;110,771450207407;113,888243875845;108,939414329266
2019-01-29;113,322106852799;112,306823163066;116,373702884323;108,939414329266
2019-01-30;110,904999225933;111,636863259583;114,552097928401;108,939414329266
2019-01-31;111,199338342057;111,057255350587;114,78165419345;108,939414329266
2019-02-01;110,153227609246;110,397771769712;113,570951324429;108,939414329266
2019-02-04;109,569756480431;110,045206714059;113,065244341926;108,939414329266
2019-02-05;109,885516482073;109,937779406211;113,059757334005;108,939414329266
2019-02-06;111,735945979665;110,745456805519;113,632425815737;108,939414329266
2019-02-07;109,781568025894;111,491993847276;114,490023712175;108,939414329266
2019-02-08;111,394361070198;111,441541292858;114,491770660313;108,939414329266
2019-02-11;110,151684819027;111,201902133905;113,378348548321;108,939414329266
2019-02-12;112,45507849276;111,297854795368;114,615597266573;108,939414329266
2019-02-13;112,327877261813;111,832298549515;114,91139747987;108,939414329266
2019-02-14;111,939910699523;111,693093564937;114,403939788508;108,939414329266
2019-02-15;114,362253047408;112,721555964227;116,206880003826;108,939414329266
2019-02-18;111,953232979348;112,824556901369;115,845629778026;108,939414329266
2019-02-19;114,549260853459;114,049104800485;118,164342132387;108,939414329266
2019-02-20;114,644254376994;115,067386303656;116,992839570975;108,939414329266
2019-02-21;114,178301070467;114,518573813359;117,035405261905;108,939414329266
2019-02-22;113,757578648793;113,479071649551;116,235120406764;108,939414329266
2019-02-25;113,27375509855;112,562908681265;115,593670775891;108,939414329266
2019-02-26;112,011161485297;111,907449943011;114,666412276795;108,939414329266
2019-02-27;112,386915174775;111,624379671625;114,730826636138;108,939414329266
2019-02-28;113,461006107737;112,433145837682;115,710282453219;108,939414329266
2019-03-01;116,615610769583;114,177139029547;118,203515005972;108,939414329266
2019-03-04;119,196429948686;113,724046952701;117,734444957802;108,939414329266
2019-03-05;120,64226523119;113,573416172675;117,578502289957;108,939414329266
2019-03-06;116,06286632726;116,101146319493;119,626767505623;108,939414329266
2019-03-07;124,896140572091;120,92670178206;127,341903644943;108,939414329266
2019-03-08;118,166624827728;117,072495815835;119,8136363353;108,939414329266
2019-03-11;117,908511532816;116,890942937726;120,952927299875;108,939414329266
2019-03-12;116,856078727859;117,301425587754;120,614085954899;108,939414329266
2019-03-13;114,84718188516;116,299217504144;118,129155463945;108,939414329266
2019-03-14;114,503658321923;114,932981040102;117,131796489966;108,939414329266
2019-03-15;113,146345774512;112,612949710091;115,974559755216;108,939414329266
2019-03-18;112,83158179492;112,166064845945;115,845404832166;108,939414329266
2019-03-19;113,433596815027;113,417716378878;116,9784560921;108,939414329266
2019-03-20;113,525558158417;114,246346205985;116,672172980327;108,939414329266
2019-03-21;115,656194314336;114,653628392367;118,23971141444;108,939414329266
2019-03-22;116,533824512085;116,593759650071;118,958384339951;108,939414329266
2019-03-25;117,524388962216;116,908989160305;120,280422256827;108,939414329266
2019-03-26;119,011699269954;118,307902149632;122,007721847902;108,939414329266
2019-03-27;122,588723175786;121,559407611232;124,966263404282;108,939414329266
2019-03-28;120,868317831945;120,734263368447;123,675758842117;108,939414329266
2019-03-29;120,092734205502;119,800549113499;122,684662505323;108,939414329266
2019-04-01;116,988291761572;117,60842278249;120,45008690116;108,939414329266
2019-04-02;119,514865221247;117,493854926931;120,332750847911;108,939414329266
2019-04-03;117,782635634843;117,819124825439;121,094325954204;108,939414329266
2019-04-04;119,861225343164;119,186981757781;122,381987803371;108,939414329266
