"Fecha","Total","Otros","Plazos Fijos","Cuenta Corriente","Caja de Ahorros","Circulante en Público"
2004-03-01,23.6274920670751,1.59979139679353,7.40715053751844,5.05467872767488,3.78094745766867,5.78492394741961
2004-04-01,23.4652953547782,1.49430907563001,7.26279651654323,5.2362698688528,3.84027965528049,5.63164023847168
2004-05-03,23.3811180521392,1.3673170762379,7.17244925781014,5.38730230499094,3.79015349855833,5.66389591454186
2004-06-01,23.876366554917,1.49666371360572,7.39615821953728,5.47904779984029,3.84647938476027,5.65801743717345
2004-07-01,24.3589716656335,1.59570789125692,7.49434777612326,5.72529190755795,3.8200344611642,5.72358962953116
2004-08-02,24.9421380224136,1.58447275094633,7.54955112522374,5.73751793483599,4.24199690626321,5.82859930514436
2004-09-01,25.4853894828931,1.62012894239099,7.8981192382571,5.65163510302399,4.40713783784249,5.90836836137856
2004-10-01,25.8280486669462,1.54224166056705,8.15282280502563,5.87853970705138,4.32987138428027,5.92457311002187
2004-11-01,26.0998731922375,1.51071316317724,8.28594287685755,5.88516936004403,4.42682006065603,5.99122773150261
2004-12-01,26.0207749064979,1.47468633344407,8.50695642856075,5.71082124231555,4.17061994876209,6.15769095341546
2005-01-03,25.974405374112,1.54811387761884,8.66254119801131,5.45795726642979,4.18930860638278,6.11648442566925
2005-02-01,25.9400944251885,1.54279126945298,8.47211215939646,5.63296983088528,4.15773949041424,6.13448167503957
2005-03-01,25.9697543400297,1.51766036807573,8.40830984304941,5.65698131138398,4.1991050431924,6.18769777432818
2005-04-01,25.5841192160724,1.41625987854763,8.47086936631659,5.54698930660255,4.03658013223505,6.11342053237056
2005-05-02,25.1944555872618,1.43561285938739,8.27356360212477,5.4285800536089,4.00435893771523,6.05234013442549
2005-06-01,25.0722051237691,1.43113703848434,8.35057449741725,5.25179849700249,4.02503771517993,6.01365737568509
2005-07-01,25.1296022328012,1.40807565192126,8.226424540749,5.42420423072031,3.99596490954992,6.07493289986075
2005-08-01,25.530696767205,1.45687176467422,8.21833765946339,5.44213959793583,4.20220814499416,6.21113960013737
2005-09-01,25.9289012411274,1.44541918415874,8.49191959585994,5.41274784054479,4.20376813312706,6.37504648743686
2005-10-03,26.2046991279537,1.52338310664166,8.31198836515264,5.58395607613809,4.28617298405401,6.49919859596728
2005-11-01,26.1884986889975,1.55928325548421,8.1572715874964,5.6230515694805,4.29241105935022,6.5564812171862
2005-12-01,25.7737512230729,1.41744090476855,8.21955964420367,5.70245269662119,3.97118144574258,6.46311653173695
2006-01-02,25.279800738384,1.43568963709842,8.04891314475166,5.44513056901904,3.96000536031511,6.39006202719982
2006-02-01,24.9938155520474,1.39801565730522,7.62657365342424,5.49372530931852,4.10391704759233,6.37158388440711
2006-03-01,24.9707809839268,1.36013752029778,7.51878019588624,5.56213882888491,4.16718730060948,6.36253713824835
2006-04-03,24.9051308686293,1.30952728011085,7.80990295037207,5.44001149477402,3.95730242300593,6.38838672036641
2006-05-02,25.096531186563,1.30583484510661,7.84750016892287,5.50399124762103,4.07370302235375,6.36550190255873
2006-06-01,25.265139875433,1.31150613206661,8.28597739222985,5.55267331869096,3.77541895044979,6.3395640819958
2006-07-03,25.2972233525662,1.30425703082781,8.34595856325113,5.54642822212329,3.75691761793958,6.3436619184244
2006-08-01,25.4067281833965,1.32076646987442,8.50051003562754,5.51111885346387,3.70666905753384,6.36766376689679
2006-09-01,25.6117941525113,1.33294627107203,8.72903825233648,5.43753052057594,3.67500909768488,6.43727001084192
2006-10-02,25.8224949912044,1.30763964983302,8.70709699443448,5.57853458891512,3.74090694598517,6.48831681203656
2006-11-01,26.0964393658994,1.31474139324245,8.68782253608341,5.83424419444253,3.74813385728412,6.5114973848469
2006-12-01,25.9569441296464,1.31239388473989,8.9879000186308,5.54577587870231,3.6156669115108,6.49520743606261
2007-01-02,25.9065579547306,1.33598614256111,9.06527925833192,5.38622495401934,3.60942818442908,6.50963941538913
2007-02-01,26.0687714214821,1.32058740784896,8.80769663952199,5.68750910587767,3.65880658401006,6.59417168422347
2007-03-01,26.1503143201552,1.31046259838823,8.86693311109793,5.69703239508982,3.61050905548661,6.66537716009259
2007-04-03,26.0527072593334,1.25673665896582,8.83286044836792,5.73792408426295,3.58836408826319,6.63682197947352
2007-05-02,25.8601190145924,1.28283004660073,8.69811191560211,5.70504258255616,3.60084642601356,6.57328804381982
2007-06-01,25.4858435307419,1.29634692105044,8.74388196619979,5.33778286163354,3.56044167983333,6.54739010202479
2007-07-02,25.492505345666,1.33009519789635,8.56155353583151,5.49730380565234,3.53658097445653,6.56697183182926
2007-08-01,25.5292675568606,1.43480353533956,8.55657645819864,5.36992631087033,3.59178785230012,6.57617340015195
2007-09-03,25.3893581586127,1.4196933788016,8.88853561503412,4.95721662695852,3.60137721832081,6.52253531949769
2007-10-01,24.9357571701061,1.24267607012719,8.64311459893912,4.98437584884197,3.59345891047532,6.4721317417225
2007-11-01,24.4670063093138,1.25742863796432,8.34915130582995,4.91024481357878,3.5947032667271,6.35547828521367
2007-12-03,23.9858384513763,1.40378447415489,8.47017843985479,4.47351874418327,3.44602388356814,6.19233290961524
2008-01-02,23.961957111538,1.16893167388974,8.39586367112224,4.79368841988072,3.48325173892137,6.12022160772396
2008-02-01,23.9352639160759,1.13815210259827,8.36654936300226,4.75626033695444,3.55818113244101,6.11612098107989
2008-03-03,23.7966362969228,1.18539152828781,8.4554304307852,4.58835259463094,3.43604122827375,6.13142051494514
2008-04-01,23.4822406765682,1.07950454048264,8.34280259354515,4.63544126034101,3.36467807631609,6.05981420588334
