"Fecha","Cta. Cte. en BCRA","Circulante","<NA>"
2019-01-02,525096,860000,1385096
2019-01-03,494590,859545,1354135
2019-01-04,486492,859079,1345571
2019-01-07,475785,857916,1333701
2019-01-08,486048,856719,1342767
2019-01-09,464551,854612,1319163
2019-01-10,469383,852113,1321496
2019-01-11,463033,849410,1312443
2019-01-14,491444,846176,1337620
2019-01-15,498718,842218,1340936
2019-01-16,496311,838430,1334741
2019-01-17,507225,833670,1340895
2019-01-18,485066,829324,1314390
2019-01-21,500089,824637,1324726
2019-01-22,521675,820734,1342409
2019-01-23,537485,816515,1354000
2019-01-24,549852,813317,1363169
2019-01-25,556804,810515,1367319
2019-01-28,557902,808922,1366824
2019-01-29,581921,807458,1389379
2019-01-30,574878,806324,1381202
2019-01-31,545695,807110,1352805
2019-02-01,632618,808840,1441458
2019-02-04,598043,810616,1408659
2019-02-05,571039,811247,1382286
2019-02-06,558165,812743,1370908
2019-02-07,525679,813634,1339313
2019-02-08,513040,814644,1327684
2019-02-11,502069,814354,1316423
2019-02-12,502894,812658,1315552
2019-02-13,482732,810262,1292994
2019-02-14,486031,807879,1293910
2019-02-15,491917,805815,1297732
2019-02-18,497497,803149,1300646
2019-02-19,511430,800735,1312165
2019-02-20,502633,798296,1300929
2019-02-21,502425,796386,1298811
2019-02-22,520541,794573,1315114
2019-02-25,557334.9,793760.9,1351095.8
2019-02-26,577344,796183,1373527
2019-02-27,603074,801080,1404154
2019-02-28,596971.8,806108.8,1403080.6
2019-03-01,591409,812183,1403592
2019-03-06,551134,815760,1366894
2019-03-07,487901,817789,1305690
2019-03-08,470295,816760,1287055
2019-03-11,438865,816012,1254877
2019-03-12,442239,814871,1257110
2019-03-13,446405,812646.4,1259051.4
2019-03-14,471557,810776,1282333
2019-03-15,477204,808336,1285540
2019-03-18,476863,805760,1282623
2019-03-19,472126,803069,1275195
2019-03-20,469315.9,800329.5,1269645.4
2019-03-21,486094.8,797492.7,1283587.5
2019-03-22,488776,795351,1284127
2019-03-25,497857,794552,1292409
2019-03-26,520151,795064,1315215
2019-03-27,528599,798452,1327051
2019-03-28,530287,801389,1331676
2019-03-29,546526,804995,1351521
2019-04-01,554020,808143,1362163
2019-04-03,537067,812581,1349648
2019-04-04,531754,815281,1347035
2019-04-05,502554,816137,1318691
2019-04-08,471714,817240,1288954
2019-04-09,471590,818087,1289677
2019-04-10,475591,818161,1293752
2019-04-11,483806,818245,1302051
2019-04-12,502696,817964,1320660
2019-04-15,497368,819932,1317300
2019-04-16,485561,822588,1308149
2019-04-17,440617,821480,1262097
2019-04-22,449296,819091,1268387
2019-04-23,472316,815557,1287873
2019-04-24,504805,813216,1318021
2019-04-25,541203,812007,1353210
2019-04-26,603796,814523,1418319
2019-04-29,592060,817857,1409917
2019-04-30,584963,817956,1402919
2019-05-02,575549,821694,1397243
2019-05-03,571936,823592,1395528
2019-05-06,546219,826413,1372632
2019-05-07,543640,828297,1371937
2019-05-08,498789,828776,1327565
2019-05-09,474141,830532,1304673
2019-05-10,455367,832041,1287408
2019-05-13,477726,831531,1309257
2019-05-14,502172,830657,1332829
2019-05-15,521041,828484,1349525
2019-05-16,520895,826234,1347129
2019-05-17,527436,823705,1351141
2019-05-20,516849,821417,1338266
2019-05-21,501818,818642,1320460
2019-05-22,515349,816423,1331772
2019-05-23,530156,815016,1345172
2019-05-24,500375,814610,1314985
2019-05-27,516883,816825,1333708
2019-05-28,520053,821367,1341420
2019-05-29,524422,821367,1345789
2019-05-30,523949,821910,1345859
2019-05-31,532109,824343,1356452
2019-06-03,576139,828861,1405000
2019-06-04,558175,832627,1390802
2019-06-05,512568,835708,1348276
2019-06-06,447299,839491,1286790
2019-06-07,451229,843838,1295067
2019-06-10,451689,848534,1300223
2019-06-11,452941,849725,1302666
2019-06-12,474465,850285,1324750
2019-06-13,468220,851588,1319808
2019-06-14,470339,852583,1322922
2019-06-18,488287,854126,1342413
2019-06-19,489784,855270,1345054
2019-06-21,481375,855520,1336895
2019-06-24,494025,855530,1349555
2019-06-25,510057,856110,1366167
2019-06-26,542997,859449,1402446
2019-06-27,534976,866336,1401312
2019-06-28,503343,872460,1375803
2019-07-01,530067,882714,1412781
2019-07-02,490624,893576,1384200
2019-07-03,421309,904247,1325556
2019-07-04,428288,912972,1341260
2019-07-05,425644,919699,1345343
2019-07-10,416677,923207,1339884
2019-07-11,429767,924152,1353919
2019-07-12,424670,921721,1346391
2019-07-15,455577,918142,1373719
2019-07-16,471615,914856,1386471
2019-07-17,494262,909244,1403506
2019-07-18,519978,905345,1425323
2019-07-19,544075,901979,1446054
2019-07-22,503597,898978,1402575
2019-07-23,524244,895783,1420027
2019-07-24,529462,893324,1422786
2019-07-25,549049,891620,1440669
2019-07-26,525590,891570,1417160
2019-07-29,481160,893762,1374922
2019-07-30,429107,896180,1325287
2019-07-31,441497,897800,1339297
2019-08-01,411794,904016,1315810
2019-08-02,417022,908556,1325578
2019-08-05,440193,911594,1351787
2019-08-06,437032,912984,1350016
2019-08-07,439542,915022,1354564
2019-08-08,438491,918264,1356755
2019-08-09,424870,919879,1344749
2019-08-12,568105,919367,1487472
2019-08-13,549702,916967,1466669
2019-08-14,447245,913668,1360913
2019-08-15,430243,911591,1341834
2019-08-16,344315,909442,1253757
2019-08-20,334232,906853,1241085
2019-08-21,377149,903191,1280340
2019-08-22,393728,899988,1293716
2019-08-23,348560,896965,1245525
2019-08-26,400899,895228,1296127
2019-08-27,348620,893950,1242570
2019-08-28,375072,893614,1268686
2019-08-29,431897,897528,1329425
2019-08-30,391735,904438,1296173
2019-09-02,668420,909469,1577889
2019-09-03,617589,914180,1531769
2019-09-04,576308,920062,1496370
2019-09-05,538189,924383,1462572
2019-09-06,495793,927648,1423441
2019-09-09,400965,929868,1330833
2019-09-10,412617,929542,1342159
2019-09-11,433499,928313,1361812
2019-09-12,424786,926289,1351075
2019-09-13,394422,924562,1318984
2019-09-16,366220,923261,1289481
2019-09-17,381683,921008,1302691
2019-09-18,359066,917832,1276898
2019-09-19,360272,915136,1275408
2019-09-20,379594,913161,1292755
2019-09-23,369051,912435,1281486
2019-09-24,351199,911913,1263112
2019-09-25,367431,912551,1279982
2019-09-26,362898,915161,1278059
2019-09-27,363828,919389,1283217
2019-09-30,385271,924758,1310029
2019-10-01,408460,928295,1336755
2019-10-02,391536,929067,1320603
2019-10-03,398189,934674,1332863
2019-10-04,396621,938822,1335443
2019-10-07,386538,942154,1328692
2019-10-08,377262,943709,1320971
2019-10-09,408354,944132,1352486
2019-10-10,384325,946590,1330915
2019-10-11,414813,948440,1363253
2019-10-15,436274,948457,1384731
2019-10-16,440000,945191,1385191
2019-10-17,442907,941247,1384154
2019-10-18,443090,937848,1380938
2019-10-21,478642,934467,1413109
2019-10-22,497275,930955,1428230
2019-10-23,537631,927905,1465536
2019-10-24,521178,925678,1446856
2019-10-25,563648,923534,1487182
2019-10-28,503601,920941,1424542
2019-10-29,498622,918057,1416679
2019-10-30,537645,916079,1453724
2019-10-31,469216,918027,1387243
2019-11-01,527822,921251,1449073
2019-11-04,508969,929112,1438081
2019-11-05,482082,935636,1417718
2019-11-07,488543,941492,1430035
2019-11-08,517632,945017,1462649
2019-11-11,574577,946131,1520708
2019-11-12,627254,944227,1571481
2019-11-13,641062,942368,1583430
2019-11-14,661067,941024,1602091
2019-11-15,671256,939484,1610740
2019-11-19,667557,937886,1605443
2019-11-20,679779,935817,1615596
2019-11-21,710235,933209,1643444
2019-11-22,724019,931168,1655187
2019-11-25,786423,931421,1717844
2019-11-26,731851,931729,1663580
2019-11-27,731479,935716,1667195
2019-11-28,762130,946715,1708845
2019-11-29,715486,956135,1671621
2019-12-02,693338,965980,1659318
2019-12-03,615916,976376,1592292
2019-12-04,534540,985433,1519973
2019-12-05,548616,996383,1544999
2019-12-06,558965,1008326,1567291
2019-12-09,622507,1020085,1642592
2019-12-10,695645,1026860,1722505
2019-12-11,692630,1032121,1724751
2019-12-12,649921,1036890,1686811
2019-12-13,628785,1042823,1671608
2019-12-16,683216,1051117,1734333
2019-12-17,674878,1061303,1736181
2019-12-18,699622,1067898,1767520
2019-12-19,697732,1078957,1776689
2019-12-20,732477,1099065,1831542
2019-12-23,777183,1119466,1896649
2019-12-26,659232,1138093,1797325
2019-12-27,682029,1147080,1829109
2019-12-30,741976,1153405,1895381
2020-01-02,718409,1158878,1877287
2020-01-03,676805,1157812,1834617
2020-01-06,565586,1155605,1721191
2020-01-07,527732,1153104,1680836
2020-01-08,492604,1150008,1642612
2020-01-09,479627,1148807,1628434
2020-01-10,460008,1146482,1606490
2020-01-13,483620,1144649,1628269
2020-01-14,470351,1140886,1611237
2020-01-15,458532,1136796,1595328
2020-01-16,458861,1132603,1591464
2020-01-17,454246,1129595,1583841
2020-01-20,499396,1127942,1627338
2020-01-21,589694,1125218,1714912
2020-01-22,581539,1122048,1703587
2020-01-23,477025,1120258,1597283
2020-01-24,560688,1118420,1679108
2020-01-27,788564,1118199,1906763
2020-01-28,672561,1118777,1791338
2020-01-29,628453,1120876,1749329
2020-01-30,571950,1125821,1697771
2020-01-31,578476,1130395,1708871
2020-02-03,611467,1132285,1743752
2020-02-04,677547,1136072,1813619
2020-02-05,675597,1138320,1813917
2020-02-06,743168,1144057,1887225
2020-02-07,754879,1147152,1902031
2020-02-10,756269,1150388,1906657
2020-02-11,782094,1148652,1930746
2020-02-12,781826,1146436,1928262
2020-02-13,813965,1143423,1957388
2020-02-14,814321,1140644,1954965
2020-02-17,826348,1139830,1966178
2020-02-18,803084,1138218,1941302
2020-02-19,805120,1136784,1941904
2020-02-20,749364,1138611,1887975
2020-02-21,713694,1141783,1855477
2020-02-26,661951,1145091,1807042
2020-02-27,569522,1146837,1716359
2020-02-28,568090,1148044,1716134
2020-03-02,663650,1150464,1814114
2020-03-03,587793,1150696,1738489
2020-03-04,551219,1152334,1703553
2020-03-05,545565,1157894,1703459
2020-03-06,560383,1159947,1720330
2020-03-09,563614,1163630,1727244
2020-03-10,622309,1164306,1786615
2020-03-11,641829,1162438,1804267
2020-03-12,699195,1160461,1859656
2020-03-13,696649,1159559,1856208
2020-03-16,698173,1158749,1856922
2020-03-17,757353,1160739,1918092
2020-03-18,753810,1166179,1919989
2020-03-19,852644,1172747,2025391
2020-03-20,834467,1189932,2024399
2020-03-25,991708,1214180,2205888
2020-03-26,1088410,1224686,2313096
2020-03-27,985717,1228879,2214596
2020-03-30,1058760,1233323,2292083
2020-04-01,1145209,1247701,2392910
2020-04-02,1157964,1275423,2433387
2020-04-03,1139503,1293992,2433495
2020-04-06,1103790,1308417,2412207
2020-04-07,1124938,1324520,2449458
2020-04-08,1107808,1334131,2441939
