Fecha;Total;Personales;Tarjetas;Adelantos;Hipotecarios;Prendarios;Otros;Documentos
2004-01-02;1279;0;23;133;29;19;446;629
2004-01-05;1279;0;23;128;29;18;446;635
2004-01-06;1270;0;22;128;29;19;442;630
2004-01-07;1282;0;22;136;29;19;443;633
2004-01-08;1274;0;22;135;29;19;442;627
2004-01-09;1281;0;23;136;29;19;446;628
2004-01-12;1276;0;23;130;29;19;443;632
2004-01-13;1288;0;21;128;29;19;443;648
2004-01-14;1291;0;21;128;29;19;442;652
2004-01-15;1301;0;21;128;29;19;443;661
2004-01-16;1301;0;21;129;29;19;443;660
2004-01-19;1312;0;22;129;29;19;444;669
2004-01-20;1314;0;22;130;29;19;444;670
2004-01-21;1318;0;23;129;29;19;444;674
2004-01-22;1325;0;23;131;29;19;448;675
2004-01-23;1327;0;24;131;29;19;446;678
2004-01-26;1330;0;25;131;29;19;446;680
2004-01-27;1337;0;27;131;29;19;448;683
2004-01-28;1339;0;28;132;29;19;448;683
2004-01-29;1346;0;29;132;29;19;448;689
2004-01-30;1333;0;30;131;29;19;449;675
2004-02-02;1337;0;30;132;29;19;448;679
2004-02-03;1332;0;29;130;29;18;448;678
2004-02-04;1332;0;29;129;29;18;449;678
2004-02-05;1331;0;29;130;29;18;448;677
2004-02-06;1331;0;29;130;29;18;447;678
2004-02-09;1330;0;30;130;29;18;447;676
2004-02-10;1325;0;29;130;29;18;447;672
2004-02-11;1319;0;27;130;29;18;447;668
2004-02-12;1324;0;27;130;29;18;447;673
2004-02-13;1319;0;27;131;28;13;446;674
2004-02-16;1326;0;27;131;28;13;451;676
2004-02-17;1327;0;26;131;28;13;451;678
2004-02-18;1328;0;26;132;28;12;452;678
2004-02-19;1324;0;26;132;28;13;452;673
2004-02-20;1322;0;29;128;28;13;451;673
2004-02-23;1324;0;30;126;28;13;454;673
2004-02-24;1322;0;30;125;28;13;455;671
2004-02-25;1323;0;30;125;28;13;453;674
2004-02-26;1321;0;30;125;28;13;453;672
2004-02-27;1315;0;30;124;29;9;452;671
2004-03-01;1318;0;30;125;28;9;452;674
2004-03-02;1318;0;29;126;28;9;452;674
2004-03-03;1316;0;29;126;28;9;450;674
2004-03-04;1319;0;29;131;28;9;447;675
2004-03-05;1318;0;29;130;28;9;447;675
2004-03-08;1317;0;29;130;28;9;446;675
2004-03-09;1323;0;27;130;28;9;447;682
2004-03-10;1324;0;26;130;28;9;449;682
2004-03-11;1325;0;25;130;28;10;447;685
2004-03-12;1323;0;25;131;28;9;448;682
2004-03-15;1311;0;24;130;28;9;446;674
2004-03-16;1301;0;25;130;28;9;447;662
2004-03-17;1310;0;24;130;28;9;448;671
2004-03-18;1310;0;26;130;29;9;447;669
2004-03-19;1318;0;27;136;29;9;448;669
2004-03-22;1326;0;27;138;29;9;446;677
2004-03-23;1152;0;26;137;28;9;294;658
2004-03-24;1157;0;27;137;28;9;294;662
2004-03-25;1147;0;27;128;28;9;293;662
2004-03-26;1199;0;27;133;28;9;339;663
2004-03-29;1204;0;27;134;28;9;340;666
2004-03-30;1205;0;27;134;28;9;342;665
2004-03-31;1206;0;27;133;28;11;344;663
2004-04-01;1202;0;27;134;28;11;333;669
2004-04-02;1203;0;27;137;28;11;332;668
2004-04-06;1203;0;29;137;28;11;332;666
2004-04-07;1202;0;26;142;28;11;332;663
2004-04-12;1203;0;26;142;29;11;332;663
2004-04-13;1205;0;26;142;29;11;334;663
2004-04-14;1201;0;25;142;29;11;334;660
2004-04-15;1194;0;24;143;29;11;332;655
2004-04-16;1196;0;24;143;29;11;333;656
2004-04-19;1196;0;24;143;29;11;335;654
2004-04-20;1197;0;23;144;29;11;335;655
2004-04-21;1197;0;24;144;29;11;334;655
2004-04-22;1196;0;24;144;29;11;335;653
2004-04-23;1200;0;25;144;29;11;334;657
2004-04-26;1198;0;25;149;29;11;335;649
2004-04-27;1184;0;25;149;29;11;324;646
2004-04-28;1178;0;25;149;31;11;324;638
2004-04-29;1185;0;26;151;31;11;329;637
2004-04-30;1184;0;26;149;31;11;324;643
2004-05-03;1180;0;26;149;31;11;324;639
2004-05-04;1184;0;25;150;31;11;324;643
2004-05-05;1183;0;25;150;31;11;323;643
2004-05-06;1177;0;24;150;30;11;322;640
2004-05-07;1185;0;24;150;31;11;325;644
2004-05-10;1183;0;24;153;31;11;324;640
2004-05-11;1187;0;24;153;31;13;321;645
2004-05-12;1200;0;22;153;31;13;324;657
2004-05-13;1201;0;23;153;31;13;325;656
2004-05-14;1201;0;23;153;31;13;324;657
2004-05-17;1202;0;24;154;31;13;323;657
2004-05-18;1176;0;24;155;31;13;323;630
2004-05-19;1178;0;24;155;31;13;325;630
2004-05-20;1183;0;24;156;31;13;324;635
2004-05-21;1185;0;24;157;31;13;322;638
2004-05-24;1186;0;25;158;31;13;323;636
2004-05-26;1181;0;25;158;31;13;321;633
2004-05-27;1187;0;26;161;31;12;321;636
2004-05-28;1192;0;27;162;31;12;323;637
2004-05-31;1173;0;26;150;31;14;316;636
2004-06-01;1199;0;26;170;32;13;316;642
2004-06-02;1217;0;27;174;31;14;333;638
2004-06-03;1202;0;27;178;31;14;330;622
2004-06-04;1206;0;27;179;33;14;333;620
2004-06-07;1208;0;27;179;33;14;333;622
2004-06-08;1195;0;26;179;33;14;328;615
2004-06-09;1200;0;25;180;33;14;329;619
2004-06-10;1191;0;24;169;32;14;330;622
2004-06-11;1200;0;24;168;31;14;329;634
2004-06-14;1214;0;24;180;31;14;329;636
2004-06-15;1216;0;24;180;31;14;328;639
2004-06-16;1218;1;24;179;31;14;328;641
2004-06-17;1211;1;24;175;31;14;325;641
2004-06-18;1198;0;25;176;31;14;322;630
2004-06-22;1210;0;25;177;31;14;325;638
2004-06-23;1211;0;25;178;31;14;325;638
2004-06-24;1215;0;25;177;31;14;326;642
2004-06-25;1282;0;25;186;31;16;373;651
2004-06-28;1274;0;25;186;31;16;369;647
2004-06-29;1283;0;26;184;31;14;374;654
2004-06-30;1299;0;26;183;33;15;360;682
2004-07-01;1296;0;26;183;32;15;363;677
2004-07-02;1290;0;27;183;32;15;361;672
2004-07-05;1288;0;28;180;33;15;361;671
2004-07-06;1288;0;26;181;33;15;356;677
2004-07-07;1285;0;25;180;33;15;354;678
2004-07-08;1291;0;25;182;33;15;356;680
2004-07-12;1295;0;25;182;33;15;357;683
2004-07-13;1296;0;24;181;33;15;355;688
2004-07-14;1283;0;24;181;33;15;356;674
2004-07-15;1282;0;22;181;33;15;356;675
2004-07-16;1273;0;22;181;33;15;364;658
2004-07-19;1276;0;22;181;33;15;364;661
2004-07-20;1291;0;22;181;33;15;355;685
2004-07-21;1287;0;22;180;33;15;355;682
2004-07-22;1285;0;23;181;33;15;354;679
2004-07-23;1286;0;23;180;33;16;354;680
2004-07-26;1285;0;24;175;33;16;355;682
2004-07-27;1334;0;24;175;33;16;370;716
2004-07-28;1337;0;25;175;33;16;372;716
2004-07-29;1346;0;25;172;33;16;374;726
2004-07-30;1367;0;25;173;34;15;382;738
2004-08-02;1373;0;26;172;34;15;396;730
2004-08-03;1391;0;25;172;34;15;410;735
2004-08-04;1399;0;25;172;34;15;411;742
2004-08-05;1382;0;25;172;33;15;394;743
2004-08-06;1382;0;25;166;33;15;395;748
2004-08-09;1381;0;25;166;34;15;393;748
2004-08-10;1384;0;24;165;34;16;396;749
2004-08-11;1382;0;22;166;34;16;393;751
2004-08-12;1381;0;22;166;34;16;392;751
2004-08-13;1379;0;22;165;34;16;393;749
2004-08-17;1382;0;22;165;34;16;395;750
2004-08-18;1383;0;22;163;34;16;398;750
2004-08-19;1389;0;22;163;34;16;399;755
2004-08-20;1382;0;22;163;34;16;391;756
2004-08-23;1388;0;23;163;34;16;393;759
2004-08-24;1394;0;23;162;34;16;394;765
2004-08-25;1399;0;23;162;34;16;393;771
2004-08-26;1409;0;24;163;34;16;389;783
2004-08-27;1404;0;24;160;34;16;387;783
2004-08-30;1382;0;24;161;34;16;388;759
2004-08-31;1372;0;24;160;35;18;370;765
2004-09-01;1393;0;24;161;34;16;394;764
2004-09-02;1401;0;24;161;34;16;394;772
2004-09-03;1401;0;23;161;34;16;394;773
2004-09-06;1398;0;23;161;34;16;393;771
2004-09-07;1405;0;23;162;34;16;395;775
2004-09-08;1399;0;22;160;34;16;394;773
2004-09-09;1393;0;21;160;34;16;397;765
2004-09-10;1368;0;21;159;36;15;385;752
2004-09-13;1379;0;22;159;35;15;385;763
2004-09-14;1383;0;22;159;35;15;386;766
2004-09-15;1383;0;22;159;35;16;384;767
2004-09-16;1366;0;22;151;35;16;378;764
2004-09-17;1368;0;23;150;35;15;381;764
2004-09-20;1363;0;23;151;35;14;381;759
2004-09-21;1365;0;23;151;35;14;380;762
2004-09-22;1355;0;24;144;35;14;378;760
2004-09-23;1357;0;24;142;35;14;378;764
2004-09-24;1372;0;25;142;35;14;383;773
2004-09-27;1375;0;25;142;35;16;386;771
2004-09-28;1379;0;26;142;35;16;387;773
2004-09-29;1376;0;26;139;35;16;386;774
2004-09-30;1365;0;26;138;39;16;379;767
2004-10-01;1380;0;27;139;35;16;385;778
2004-10-04;1381;0;27;140;38;16;385;775
2004-10-05;1378;0;27;140;38;16;384;773
2004-10-06;1384;0;27;139;38;16;382;782
2004-10-07;1383;0;27;139;38;16;382;781
2004-10-08;1368;0;27;139;38;16;366;782
2004-10-12;1373;0;27;140;39;16;370;781
2004-10-13;1376;0;26;138;39;10;372;791
2004-10-14;1386;0;25;139;39;16;375;792
2004-10-15;1396;0;25;142;39;16;377;797
2004-10-18;1392;0;25;143;39;16;374;795
2004-10-19;1412;0;25;140;40;16;388;803
2004-10-20;1391;0;25;140;40;16;362;808
2004-10-21;1395;0;25;140;40;16;362;812
2004-10-22;1403;0;26;139;40;16;361;821
2004-10-25;1403;0;27;139;39;16;362;820
2004-10-26;1396;0;28;139;39;16;352;822
2004-10-27;1409;0;28;139;39;16;362;825
2004-10-28;1415;0;28;138;39;16;359;835
2004-10-29;1412;0;28;136;41;18;343;846
2004-11-01;1413;0;28;132;40;10;357;846
2004-11-02;1417;0;28;130;40;10;357;852
2004-11-03;1417;0;27;131;40;10;358;851
2004-11-04;1416;0;27;131;43;12;357;846
2004-11-05;1416;0;27;131;41;12;357;848
2004-11-08;1420;0;28;134;41;12;357;848
2004-11-09;1420;0;27;134;41;12;339;867
2004-11-10;1430;0;25;140;41;12;335;877
2004-11-11;1427;0;25;140;41;12;333;876
2004-11-12;1410;0;25;140;41;12;334;858
2004-11-15;1415;0;25;141;41;12;332;864
2004-11-16;1417;0;25;141;42;12;331;866
2004-11-17;1413;0;26;141;42;12;327;865
2004-11-18;1418;0;26;141;42;12;327;870
2004-11-19;1426;0;27;142;42;12;327;876
2004-11-22;1427;0;27;143;42;13;327;875
2004-11-23;1437;0;27;142;43;13;328;884
2004-11-24;1451;0;27;142;43;13;331;895
2004-11-25;1453;0;27;143;43;13;333;894
2004-11-26;1469;0;28;143;43;13;345;897
2004-11-29;1465;0;28;138;43;13;345;898
2004-11-30;1449;0;28;139;43;13;335;891
2004-12-01;1477;0;29;138;43;13;355;899
2004-12-02;1483;0;29;138;43;13;360;900
2004-12-03;1486;0;29;139;43;13;356;906
2004-12-06;1486;0;29;139;42;12;357;907
2004-12-07;1503;0;28;144;42;12;357;920
2004-12-09;1509;0;28;145;43;12;358;923
2004-12-10;1517;0;28;145;43;12;358;931
2004-12-13;1513;0;28;143;43;12;357;930
2004-12-14;1514;0;27;144;43;12;359;929
2004-12-15;1505;0;26;143;43;12;354;927
2004-12-16;1504;0;25;143;46;12;354;924
2004-12-17;1505;0;24;144;46;12;352;927
2004-12-20;1540;0;24;144;46;12;349;965
2004-12-21;1552;0;24;150;46;12;350;970
2004-12-22;1561;0;24;154;46;12;348;977
2004-12-23;1561;0;24;155;46;12;337;987
2004-12-24;1560;0;24;153;47;12;337;987
2004-12-27;1564;0;25;153;47;12;339;988
2004-12-28;1562;0;24;155;47;12;336;988
2004-12-29;1562;0;25;153;47;12;337;988
2004-12-30;1568;0;25;142;48;12;334;1007
2004-12-31;1526;0;25;142;50;12;289;1008
2005-01-03;1551;0;25;141;50;12;313;1010
2005-01-04;1549;0;24;143;50;12;311;1009
2005-01-05;1591;0;24;143;50;12;312;1050
2005-01-06;1603;0;24;143;50;12;314;1060
2005-01-07;1553;0;25;139;50;12;311;1016
2005-01-10;1549;0;25;138;50;12;310;1014
2005-01-11;1548;0;25;137;50;12;309;1015
2005-01-12;1544;0;23;137;50;12;310;1012
2005-01-13;1563;0;24;143;50;12;310;1024
2005-01-14;1561;0;24;144;52;12;307;1022
2005-01-17;1562;0;24;144;52;12;303;1027
2005-01-18;1569;0;25;141;52;12;305;1034
2005-01-19;1564;0;26;141;52;12;304;1029
2005-01-20;1567;0;27;141;52;12;305;1030
2005-01-21;1569;0;28;139;52;12;307;1031
2005-01-24;1574;0;29;139;52;12;306;1036
2005-01-25;1583;0;30;139;52;12;303;1047
2005-01-26;1585;0;31;139;52;12;303;1048
2005-01-27;1588;0;32;139;52;12;302;1051
2005-01-28;1586;0;33;140;52;12;315;1034
2005-01-31;1576;0;34;139;55;12;299;1037
2005-02-01;1588;0;35;139;51;13;311;1039
2005-02-02;1587;0;35;140;51;12;313;1036
2005-02-03;1588;0;36;139;51;13;312;1037
2005-02-04;1631;0;36;139;51;12;317;1076
2005-02-07;1591;0;36;141;51;13;309;1041
2005-02-08;1588;0;35;141;51;13;308;1040
2005-02-09;1594;0;34;141;51;13;309;1046
2005-02-10;1589;0;33;139;51;13;309;1044
2005-02-11;1597;0;34;140;51;13;308;1051
2005-02-14;1618;0;34;144;51;13;315;1061
2005-02-15;1619;0;34;144;51;13;315;1062
2005-02-16;1634;0;35;145;52;13;313;1076
2005-02-17;1635;0;36;145;52;13;313;1076
2005-02-18;1637;0;37;146;51;13;312;1078
2005-02-21;1639;0;38;146;52;13;314;1076
2005-02-22;1643;0;38;149;51;13;313;1079
2005-02-23;1649;0;39;151;51;13;315;1080
2005-02-24;1648;0;39;150;51;15;316;1077
2005-02-25;1653;0;40;150;51;15;315;1082
2005-02-28;1659;0;40;150;55;13;312;1089
2005-03-01;1652;0;41;150;51;14;305;1091
2005-03-02;1663;0;41;152;51;14;310;1095
2005-03-03;1670;0;41;153;51;15;313;1097
2005-03-04;1670;0;41;153;51;15;312;1098
2005-03-07;1683;0;40;153;54;15;317;1104
2005-03-08;1687;0;40;153;54;15;317;1108
2005-03-09;1683;0;39;153;54;15;318;1104
2005-03-10;1690;0;39;153;54;15;318;1111
2005-03-11;1705;0;40;153;54;15;327;1116
2005-03-14;1721;0;39;154;54;15;326;1133
2005-03-15;1722;0;37;154;54;15;326;1136
2005-03-16;1725;0;34;153;55;15;330;1138
2005-03-17;1736;0;33;160;55;15;330;1143
2005-03-18;1728;0;33;161;55;14;325;1140
2005-03-21;1748;0;32;161;55;15;332;1153
2005-03-22;1755;0;32;161;55;15;331;1161
2005-03-23;1808;0;31;161;55;15;333;1213
2005-03-28;1804;0;32;161;55;15;330;1211
2005-03-29;1816;0;32;161;55;15;333;1220
2005-03-30;1829;0;33;162;55;15;333;1231
2005-03-31;1829;0;33;158;55;13;338;1232
2005-04-01;1820;0;34;158;55;15;331;1227
2005-04-04;1833;0;33;158;55;15;331;1241
2005-04-05;1821;0;31;158;55;13;330;1234
2005-04-06;1807;0;31;158;55;13;329;1221
2005-04-07;1821;0;32;157;54;13;329;1236
2005-04-08;1824;0;32;160;54;13;328;1237
2005-04-11;1828;0;31;161;54;13;330;1239
2005-04-12;1827;0;30;161;54;13;329;1240
2005-04-13;1826;0;30;161;54;13;329;1239
2005-04-14;1819;0;27;157;54;13;328;1240
2005-04-15;1819;0;27;159;55;13;327;1238
2005-04-18;1813;0;26;154;54;13;327;1239
2005-04-19;1807;0;26;154;54;13;327;1233
2005-04-20;1807;0;26;154;54;13;324;1236
2005-04-21;1804;0;27;153;54;13;322;1235
2005-04-22;1827;0;27;156;55;13;331;1245
2005-04-25;1825;0;28;153;55;13;332;1244
2005-04-26;1828;0;28;154;55;13;330;1248
2005-04-27;1834;0;29;146;55;13;333;1258
2005-04-28;1834;0;29;146;55;13;331;1260
2005-04-29;1858;0;29;152;56;12;340;1269
2005-05-02;1854;0;30;152;56;12;329;1275
2005-05-03;1852;0;29;153;56;13;330;1271
2005-05-04;1845;0;29;153;56;13;323;1271
2005-05-05;1840;0;29;152;56;13;326;1264
2005-05-06;1838;0;29;152;56;13;320;1268
2005-05-09;1850;0;28;155;56;13;324;1274
2005-05-10;1855;0;28;155;56;13;325;1278
2005-05-11;1847;0;28;155;56;12;322;1274
2005-05-12;1843;0;27;151;56;12;318;1279
2005-05-13;1842;0;26;149;56;13;319;1279
2005-05-16;1836;0;27;148;56;13;319;1273
2005-05-17;1853;0;27;150;56;13;320;1287
2005-05-18;1869;0;26;150;56;13;324;1300
2005-05-19;1859;0;26;153;56;13;322;1289
2005-05-20;1864;0;26;153;56;12;324;1293
2005-05-23;1875;0;27;153;54;13;323;1305
2005-05-24;1875;0;27;156;54;12;326;1300
2005-05-26;1873;0;28;161;54;12;326;1292
2005-05-27;1869;0;29;166;54;12;326;1282
2005-05-30;1862;0;29;166;54;12;324;1277
2005-05-31;1885;0;30;168;54;15;335;1283
2005-06-01;1882;0;30;168;54;12;324;1294
2005-06-02;1892;0;29;169;54;12;320;1308
2005-06-03;1910;0;28;168;54;12;322;1326
2005-06-06;1921;0;28;168;54;12;323;1336
2005-06-07;1924;0;27;168;54;12;320;1343
2005-06-08;1958;0;26;168;54;12;336;1362
2005-06-09;1960;0;25;168;54;14;336;1363
2005-06-10;1936;0;25;168;56;12;334;1341
2005-06-13;1985;0;26;168;56;12;334;1389
2005-06-14;1980;0;26;169;54;15;334;1382
2005-06-15;2003;0;27;168;56;14;332;1406
2005-06-16;2023;0;27;178;56;14;335;1413
2005-06-17;2037;0;27;180;57;14;329;1430
2005-06-21;2055;0;27;179;57;14;334;1444
2005-06-22;2086;0;28;180;57;14;336;1471
2005-06-23;2103;0;28;181;57;14;339;1484
2005-06-24;2136;0;29;185;57;14;347;1504
2005-06-27;2147;0;30;184;58;14;344;1517
2005-06-28;2173;0;31;184;58;14;357;1529
2005-06-29;2187;0;31;185;57;14;356;1544
2005-06-30;2176;0;31;186;58;14;340;1547
2005-07-01;2195;0;32;197;58;14;342;1552
2005-07-04;2189;0;31;192;58;14;341;1553
2005-07-05;2189;0;31;194;58;14;339;1553
2005-07-06;2221;0;30;211;58;14;350;1558
2005-07-07;2214;0;30;208;58;13;345;1560
2005-07-08;2212;0;30;208;58;13;344;1559
2005-07-11;2215;0;31;211;58;14;343;1558
2005-07-12;2220;0;29;210;58;14;345;1564
2005-07-13;2248;0;27;208;56;13;353;1591
2005-07-14;2299;0;27;212;56;13;355;1636
2005-07-15;2311;0;27;212;56;13;352;1651
2005-07-18;2320;0;27;212;56;13;348;1664
2005-07-19;2321;0;28;213;56;13;346;1665
2005-07-20;2302;0;28;214;56;13;345;1646
2005-07-21;2313;0;29;222;56;13;339;1654
2005-07-22;2293;0;30;220;56;13;342;1632
2005-07-25;2276;0;30;216;57;13;340;1620
2005-07-26;2293;0;31;216;57;13;336;1640
2005-07-27;2298;0;31;215;57;13;337;1645
2005-07-28;2302;0;32;213;57;14;343;1643
2005-07-29;2325;0;31;213;57;14;358;1652
2005-08-01;2316;0;31;213;57;13;344;1658
2005-08-02;2308;0;31;212;57;13;347;1648
2005-08-03;2334;0;31;215;57;13;353;1665
2005-08-04;2341;0;30;215;57;13;350;1676
2005-08-05;2348;0;31;214;57;13;352;1681
2005-08-08;2367;0;30;214;57;13;361;1692
2005-08-09;2366;0;29;214;57;13;359;1694
2005-08-10;2381;0;28;219;57;13;362;1702
2005-08-11;2380;0;30;220;57;13;357;1703
2005-08-12;2395;0;29;220;57;14;359;1716
2005-08-16;2383;0;29;219;57;14;359;1705
2005-08-17;2375;0;29;219;57;14;358;1698
2005-08-18;2381;0;29;214;57;14;358;1709
2005-08-19;2398;0;31;217;57;14;366;1713
2005-08-22;2411;0;30;217;57;14;363;1730
2005-08-23;2422;0;32;219;57;14;364;1736
2005-08-24;2431;0;32;220;57;14;364;1744
2005-08-25;2432;0;32;218;57;14;365;1746
2005-08-26;2448;0;33;220;57;14;364;1760
2005-08-29;2467;0;33;228;57;14;367;1768
2005-08-30;2463;0;33;227;57;14;358;1774
2005-08-31;2476;0;34;225;57;13;371;1776
2005-09-01;2467;0;33;224;57;13;361;1779
2005-09-02;2472;0;34;224;57;13;362;1782
2005-09-05;2474;0;34;225;58;14;362;1781
2005-09-06;2493;0;33;230;57;13;373;1787
2005-09-07;2492;0;33;230;57;13;374;1785
2005-09-08;2514;0;33;231;57;13;372;1808
2005-09-09;2505;0;34;229;59;13;372;1798
2005-09-12;2499;0;33;228;59;13;371;1795
2005-09-13;2458;0;33;223;59;13;370;1760
2005-09-14;2455;0;29;221;60;13;374;1758
2005-09-15;2457;0;28;221;62;13;371;1762
2005-09-16;2448;0;28;220;62;13;367;1758
2005-09-19;2437;0;28;220;62;13;369;1745
2005-09-20;2417;0;28;220;61;13;362;1733
2005-09-21;2418;0;29;220;61;13;361;1734
2005-09-22;2406;0;29;220;61;13;355;1728
2005-09-23;2385;0;30;215;62;13;349;1716
2005-09-26;2368;0;30;213;62;13;346;1704
2005-09-27;2349;0;31;213;62;13;344;1686
2005-09-28;2344;0;31;213;62;13;342;1683
2005-09-29;2344;0;32;212;63;13;341;1683
2005-09-30;2351;0;33;209;68;13;359;1669
2005-10-03;2331;0;33;210;68;16;341;1663
2005-10-04;2319;0;32;209;68;16;337;1657
2005-10-05;2319;0;33;209;68;16;337;1656
2005-10-06;2315;0;33;208;68;16;337;1653
2005-10-07;2307;0;33;208;68;16;335;1647
2005-10-11;2298;0;33;208;68;16;334;1639
2005-10-12;2294;0;34;208;68;17;332;1635
2005-10-13;2279;0;32;208;68;17;331;1623
2005-10-14;2275;0;31;207;68;16;331;1622
2005-10-17;2269;0;31;207;68;16;349;1598
2005-10-18;2258;0;31;209;68;16;343;1591
2005-10-19;2256;0;31;206;68;16;342;1593
2005-10-20;2253;0;31;198;69;16;342;1597
2005-10-21;2261;0;32;198;69;16;347;1599
2005-10-24;2256;0;33;199;69;16;322;1617
2005-10-25;2244;0;33;199;69;16;330;1597
2005-10-26;2241;0;33;199;69;16;331;1593
2005-10-27;2243;0;34;198;69;16;334;1592
2005-10-28;2253;0;34;198;69;16;346;1590
2005-10-31;2255;0;34;198;70;16;335;1602
2005-11-01;2257;0;34;197;70;16;336;1604
2005-11-02;2253;0;34;197;71;16;331;1604
2005-11-03;2243;0;33;197;70;16;325;1602
2005-11-04;2256;0;33;197;71;16;325;1614
2005-11-07;2243;0;34;196;71;16;326;1600
2005-11-08;2243;0;34;195;71;16;328;1599
2005-11-09;2241;0;32;195;71;16;324;1603
2005-11-10;2227;0;30;195;71;18;319;1594
2005-11-11;2222;0;30;195;71;18;317;1591
2005-11-14;2225;0;30;195;71;16;322;1591
2005-11-15;2239;0;30;195;71;16;320;1607
2005-11-16;2255;0;31;196;71;16;318;1623
2005-11-17;2276;0;31;195;71;16;328;1635
2005-11-18;2288;0;32;203;71;16;330;1636
2005-11-21;2294;0;32;204;71;16;329;1642
2005-11-22;2301;0;32;201;74;16;334;1644
2005-11-23;2321;0;32;202;74;16;345;1652
2005-11-24;2317;0;33;201;74;16;343;1650
2005-11-25;2317;0;33;201;74;16;343;1650
2005-11-28;2319;0;34;201;74;16;345;1649
2005-11-29;2312;0;34;192;74;16;345;1651
2005-11-30;2328;0;34;195;74;16;351;1658
2005-12-01;2338;0;34;197;75;16;354;1662
2005-12-02;2329;0;35;196;75;16;362;1645
2005-12-05;2321;0;34;191;75;16;344;1661
2005-12-06;2306;0;33;192;75;16;344;1646
2005-12-07;2300;0;33;193;75;15;341;1643
2005-12-09;2307;0;33;193;75;15;343;1648
2005-12-12;2333;0;33;193;76;15;366;1650
2005-12-13;2335;0;33;195;76;16;366;1649
2005-12-14;2314;0;32;194;76;16;364;1632
2005-12-15;2292;0;31;193;78;16;339;1635
2005-12-16;2268;0;29;183;78;16;324;1638
2005-12-19;2276;0;29;178;78;16;326;1649
2005-12-20;2258;0;29;174;85;16;326;1628
2005-12-21;2266;0;29;177;78;15;336;1631
2005-12-22;2263;0;29;174;78;15;326;1641
2005-12-23;2262;0;30;179;80;15;340;1618
2005-12-26;2249;0;30;178;78;15;332;1616
2005-12-27;2256;0;30;176;79;15;326;1630
2005-12-28;2263;0;30;180;80;15;330;1628
2005-12-29;2299;0;30;184;80;15;353;1637
2005-12-30;2307;0;30;184;80;18;348;1647
2006-01-02;2302;0;31;181;80;16;348;1646
2006-01-03;2310;0;30;181;80;17;350;1652
2006-01-04;2305;0;30;180;84;17;350;1644
2006-01-05;2302;0;30;180;84;17;345;1646
2006-01-06;2304;0;31;180;84;17;341;1651
2006-01-09;2314;0;31;181;84;17;340;1661
2006-01-10;2325;0;31;190;83;17;342;1662
2006-01-11;2297;0;31;191;83;17;345;1630
2006-01-12;2320;0;29;190;83;17;351;1650
2006-01-13;2344;0;30;191;85;17;352;1669
2006-01-16;2341;0;31;190;85;17;351;1667
2006-01-17;2339;0;32;190;85;17;351;1664
2006-01-18;2354;0;32;190;85;17;350;1680
2006-01-19;2362;0;33;190;85;17;361;1676
2006-01-20;2338;0;34;190;85;17;362;1650
2006-01-23;2357;0;36;190;85;17;356;1673
2006-01-24;2356;0;37;190;85;17;355;1672
2006-01-25;2356;0;38;190;85;17;354;1672
2006-01-26;2353;0;39;189;85;17;354;1669
2006-01-27;2352;0;40;189;85;17;351;1670
2006-01-30;2340;0;42;189;85;17;349;1658
2006-01-31;2321;0;43;188;85;19;356;1630
2006-02-01;2313;0;42;188;85;18;352;1628
2006-02-02;2316;0;42;189;85;18;346;1636
2006-02-03;2345;0;43;194;85;18;358;1647
2006-02-06;2342;0;43;195;85;19;345;1655
2006-02-07;2346;0;42;196;85;19;340;1664
2006-02-08;2349;0;43;195;84;19;337;1671
2006-02-09;2351;0;42;195;85;19;341;1669
2006-02-10;2362;0;42;195;85;19;338;1683
2006-02-13;2360;0;43;195;84;19;332;1687
2006-02-14;2359;0;44;195;84;19;323;1694
2006-02-15;2372;0;45;195;84;19;330;1699
2006-02-16;2366;0;45;188;84;19;332;1698
2006-02-17;2414;0;46;214;92;20;333;1709
2006-02-20;2404;0;47;207;92;20;334;1704
2006-02-21;2398;0;47;182;84;17;340;1728
2006-02-22;2402;0;48;182;85;17;353;1717
2006-02-23;2406;0;48;181;85;17;352;1723
2006-02-24;2421;0;49;177;85;17;353;1740
2006-02-27;2430;0;50;177;85;18;360;1740
2006-02-28;2432;0;48;182;86;18;350;1748
2006-03-01;2438;0;51;182;85;18;350;1752
2006-03-02;2437;0;52;181;85;18;346;1755
2006-03-03;2439;0;52;181;85;18;345;1758
2006-03-06;2426;0;52;181;85;17;345;1746
2006-03-07;2443;0;48;181;85;17;352;1760
2006-03-08;2471;0;48;181;85;17;369;1771
2006-03-09;2506;0;48;181;86;19;370;1802
2006-03-10;2508;0;48;178;86;19;369;1808
2006-03-13;2519;0;48;178;86;19;372;1816
2006-03-14;2477;0;45;179;86;17;374;1776
2006-03-15;2490;0;44;179;87;16;371;1793
2006-03-16;2516;0;42;182;87;16;375;1814
2006-03-17;2539;0;41;184;87;16;379;1832
2006-03-20;2549;0;40;183;86;16;383;1841
2006-03-21;2557;0;39;183;86;16;386;1847
2006-03-22;2573;0;39;183;86;17;391;1857
2006-03-23;2605;0;39;183;86;17;400;1880
2006-03-27;2597;0;40;184;86;17;392;1878
2006-03-28;2592;0;41;186;86;17;391;1871
2006-03-29;2615;0;41;188;87;17;395;1887
2006-03-30;2612;0;42;189;87;17;385;1892
