Fecha;Total;Otros;Plazos Fijos UVA;Plazos Fijos Tradicionales;Cuenta Corriente;Caja de Ahorros
2003-12-01;7255950,68297395;585788,061641176;44247,7782275748;3004146,94172278;1908281,83077651;1252014,12389069
2004-01-02;7472426,03104007;607237,238204259;66224,5905221942;3047551,54947997;1986069,40934302;1339626,25052436
2004-02-02;7619723,27221955;623216,700930688;74094,3925868256;3022439,02552287;2055597,98607425;1440288,4025519
2004-03-01;7412267,39601104;621114,952534343;82940,7895651848;2905584,93181509;1949827,45525411;1479692,89352701
2004-04-01;7573172,66850046;625323,005598677;103672,376179249;2872383,02162101;2092809,57876404;1538135,93876157
2004-05-03;7647296,20810539;574269,54348917;133801,237588211;2845788,93303917;2229238,11326198;1535448,55327664
2004-06-01;7881329,32122533;624633,95897992;191483,078994322;2854852,20384643;2313915,93525924;1594339,32526547
2004-07-01;8006657,60536752;658818,472893089;256077,993572568;2821123,21833799;2334486,67239675;1661494,74844786
2004-08-02;8110310,32959055;642794,598292544;300842,297125491;2846360,45897346;2304149,48462838;1763315,38121995
2004-09-01;8184275,94681927;651491,660290853;319029,460417729;2929745,77853385;2272073,08380733;1787279,5180695
2004-10-01;8248256,55492041;623512,326941645;349428,311855485;3014241,94064574;2341942,18478898;1735348,21335533
2004-11-01;8398842,89528724;626196,236393561;388674,43885;3081222,2013746;2376579,37025348;1762896,62122752
2004-12-01;8425369,409456;643892,62923432;408730,114506477;2973961,05640022;2484794,52349198;1773212,74302055
2005-01-03;8461793,51686542;625050,664223174;456371,574130777;3024400,48377;2449251,66874218;1780121,68295668
2005-02-01;8448961,22929311;635950,467918403;509060,776447753;3091737,7419444;2353561,96516008;1743886,61503692
2005-03-01;8417901,69492756;627714,766606295;520992,643742873;3093053,21066355;2324697,73582203;1750680,15737032
2005-04-01;8480516,99810556;629826,994157735;523760,917270207;3164991,13896912;2356022,14137715;1718144,91914582
2005-05-02;8594016,030076;649590,548320764;506963,878622579;3195897,63092294;2420065,78074139;1747701,58847699
2005-06-01;8701802,45299558;651561,844597232;490524,199279322;3261459,32570296;2419488,72528571;1819953,80115692
2005-07-01;8706191,31503925;636562,727546786;484485,659507687;3214102,81735097;2421768,57488047;1903076,29555717
2005-08-01;8763328,7494316;649132,577410757;516334,796931523;3246474,49871184;2400385,02009352;1918500,17723133
2005-09-01;8738399,57606762;636942,388723676;537717,767864078;3290079,35254105;2384586,25226854;1868192,63601579
2005-10-03;8774395,30094337;676348,025129856;561924,472332441;3204062,51696625;2442964,66007859;1886469,59134234
2005-11-01;8793610,87228254;706482,920584797;558756,495397115;3175186,96505521;2482067,77648906;1868462,96212524
2005-12-01;8893074,60230476;682942,041771444;543358,405599187;3063273,17814249;2737907,01914551;1863138,1002123
2006-01-02;8867015,35094484;647177,1948686;534255,138411634;3076664,59157088;2728110,15501781;1878682,68386162
2006-02-01;8868014,62991197;652144,810204036;538265,378472602;3129930,19018916;2597592,61419785;1947939,35600997
2006-03-01;8867039,26858101;637945,79768366;533334,94974902;3131425,13184442;2592010,64574889;1970181,78326771
2006-04-03;8865967,42914309;647059,145212955;512713,068293812;3266037,5284108;2567278,40425242;1871529,02199039
2006-05-02;9096030,69170948;644690,159617545;496441,900033238;3335656,24985289;2677189,3556001;1939921,148587
2006-06-01;9309404,92050003;647320,300728837;488778,840431157;3547329,27407426;2773269,98021746;1850674,49663322
2006-07-03;9415316,99017064;644824,005811284;459392,371076306;3644197,14546147;2708150,50776988;1956721,42119304
2006-08-01;9522427,62242118;651200,351774118;411252,876026277;3895497,74056765;2689846,64127726;1872598,23097406
2006-09-01;9607959,37336169;659862,075938608;389756,906188982;4030460,41185855;2691108,04918785;1834744,13429965
2006-10-02;9683322,49582312;652606,201332257;366832,806230774;4067714,53589268;2743451,87258376;1850798,09781269
2006-11-01;9874121,89900214;669848,907284989;351233,325457233;4120682,51411359;2895916,51400898;1834670,78592678
2006-12-01;9946696,20032041;703795,860601466;322917,396908464;4066582,93366962;2963622,89577391;1888066,79394689
2007-01-02;9974994,87399567;661480,62587291;294966,181129572;4172016,98680064;2964084,81961644;1880825,91194751
2007-02-01;10063741,0927094;668074,641883856;288521,272574034;4305692,39666945;2916433,20206024;1883398,14721429
