Fecha;Total;Otros;Plazos Fijos;Cuenta Corriente;Caja de Ahorros;Circulante en Público
2017-01-02;2017577;56266;601375;471249;360863;527824
2017-01-03;1998734;54550;611358;455267;350555;527004
2017-01-04;1986718;56750;610195;438801;353841;527131
2017-01-05;1987750;55210;614019;419667;369680;529174
2017-01-06;1978342;56284;615832;409073;365100;532053
2017-01-09;1968616;61688;618983;409438;345746;532761
2017-01-10;1971990;61678;622426;423838;334711;529337
2017-01-11;1954822;58198;620578;417578;332223;526245
2017-01-12;1944494;57322;623112;410283;329614;524163
2017-01-13;1936505;60912;625920;402059;325801;521813
2017-01-16;1932951;58528;620739;416307;317007;520370
2017-01-17;1929980;58121;628316;416151;310307;517085
2017-01-18;1929511;52712;629736;421205;310209;515649
2017-01-19;1927526;51720;633893;419572;307430;514911
2017-01-20;1928192;51388;635707;423223;303289;514585
2017-01-23;1930448;53743;632910;433506;297140;513149
2017-01-24;1936735;54199;638256;439089;294130;511061
2017-01-25;1952042;53194;640001;453322;295270;510255
2017-01-26;1959850;49882;647474;454606;297439;510449
2017-01-27;1961352;50694;653880;443794;302626;510358
2017-01-30;2004432;55341;648077;481948;307871;511195
2017-01-31;2006696;56820;650561;456302;331847;511166
2017-02-01;2013014;55110;672394;428804;343514;513192
2017-02-02;2010293;55711;678952;419340;340825;515465
2017-02-03;2002439;57255;703207;378726;344933;518318
2017-02-06;1995029;60070;696696;369173;346633;522457
2017-02-07;1987428;58779;702942;362867;340157;522683
2017-02-08;1984909;57289;702912;371398;330204;523106
2017-02-09;1988623;57218;703382;377906;327021;523096
2017-02-10;1984674;61580;701674;375770;323392;522258
2017-02-13;1981618;68541;700216;383557;309627;519677
2017-02-14;1982944;55742;709007;396009;306177;516009
2017-02-15;2000276;57485;711486;405603;310435;515267
2017-02-16;1987701;55521;717580;395152;304361;515087
2017-02-17;2004506;59223;721353;405971;304009;513950
2017-02-20;2006195;56562;718051;418175;300468;512939
2017-02-21;2035266;54855;724825;447415;297653;510518
2017-02-22;2028072;55240;725165;428523;309120;510024
2017-02-23;2042434;54472;725958;433249;318003;510752
2017-02-24;2046651;58914;728464;396952;349741;512580
2017-03-01;2034641;61510;716813;377887;362447;515984
2017-03-02;2028118;60259;722519;368395;360478;516467
2017-03-03;2021630;59548;699314;378566;365278;518924
2017-03-06;2021534;60677;689226;384124;363342;524165
2017-03-07;2010679;61690;693935;375352;354998;524704
2017-03-08;2007903;60484;691813;380473;349327;525806
2017-03-09;2008773;58707;696097;389107;338982;525880
2017-03-10;2015992;59149;696586;402870;331177;526210
2017-03-13;2006571;65943;692815;405850;318275;523688
2017-03-14;2007420;56880;698102;420703;312820;518915
2017-03-15;2012180;55055;674006;452987;314191;515941
2017-03-16;2000108;54249;680899;440172;310371;514417
2017-03-17;2001024;59917;684578;438234;304990;513305
2017-03-20;2010274;56781;680900;461272;299439;511882
2017-03-21;2013170;55827;687667;461611;297727;510338
2017-03-22;2013677;55704;687670;464380;295649;510274
2017-03-23;2016457;54293;696154;461321;294027;510662
2017-03-27;2012300;57946;689695;463834;291011;509814
2017-03-28;2003478;56187;692770;452260;295150;507111
2017-03-29;2012141;52446;696835;457408;299240;506212
2017-03-30;2018005;53613;698892;453847;306545;505108
2017-03-31;2019101;56830;694154;421592;339576;506949
2017-04-03;2016367;57166;684299;421512;341582;511808
2017-04-04;2002342;56087;691092;402727;339189;513247
2017-04-05;1999389;55813;681049;400750;346201;515576
2017-04-06;1998189;58300;669325;399298;353411;517855
2017-04-07;1992665;61775;676313;380569;350439;523569
2017-04-10;1999515;66399;671611;401140;334537;525828
2017-04-11;1999941;65083;681297;404644;325871;523046
2017-04-12;2002325;63474;685449;410445;321452;521505
2017-04-17;1991149;71758;671979;426482;304326;516604
2017-04-18;1999218;67643;680102;440515;298436;512522
2017-04-19;2006564;59928;685255;449846;301011;510524
2017-04-20;1992994;56954;691680;438103;296097;510160
2017-04-21;1989831;57226;695427;433297;293622;510259
2017-04-24;2010841;58993;693165;459546;288980;510157
2017-04-25;2010354;57258;697479;460058;287670;507889
2017-04-26;2016649;57663;696512;454821;299904;507749
2017-04-27;2043855;58909;700307;458462;317534;508643
2017-04-28;2047984;57924;703700;422860;349836;513664
2017-05-02;2041021;75585;678481;418231;348754;519970
2017-05-03;2022421;58350;693838;407136;343247;519850
2017-05-04;2020746;60715;693610;398714;345417;522290
2017-05-05;2017959;60270;686603;381086;363038;526962
2017-05-08;1999072;64616;681987;377474;343555;531440
2017-05-09;1995390;63548;686677;374662;340681;529822
2017-05-10;1996867;63784;684845;387607;331816;528815
2017-05-11;1998070;61574;686349;396127;327175;526845
2017-05-12;2012100;63904;687496;410664;324452;525584
2017-05-15;2004911;61559;686775;417709;314927;523941
2017-05-16;1999647;61352;688610;411573;317078;521034
2017-05-17;2002332;65900;686452;411209;318475;520296
2017-05-18;2006579;61319;692728;420652;311933;519947
2017-05-19;2022593;60480;697193;432202;312085;520633
2017-05-22;2024038;62941;693158;443351;303951;520637
2017-05-23;2026507;61283;701005;444441;300699;519079
2017-05-24;2030939;61403;701881;446545;302064;519046
2017-05-26;2041896;60720;697941;459730;303666;519839
2017-05-29;2045802;62464;690466;464577;308278;520017
2017-05-30;2045035;61871;693601;448164;321313;520086
2017-05-31;2050806;61085;701139;418837;348113;521632
2017-06-01;2067899;59264;699937;418559;364280;525859
2017-06-02;2062719;61301;688376;405402;376212;531428
2017-06-05;2050477;66221;678555;399039;369283;537379
2017-06-06;2068393;62314;677833;410613;378051;539582
2017-06-07;2061957;65353;675973;403486;374666;542479
2017-06-08;2065682;65405;676357;410590;368103;545227
2017-06-09;2054834;66259;682300;400098;359064;547113
2017-06-12;2049906;72077;675855;411884;342916;547174
2017-06-13;2047699;71869;681777;417624;332990;543439
2017-06-14;2052300;62925;681334;432179;334395;541467
2017-06-15;2050994;62205;683158;431557;332770;541304
2017-06-16;2038910;60921;685996;419065;330957;541971
2017-06-19;2046920;70592;686173;421831;325244;543080
2017-06-21;2116108;65218;685993;495412;327647;541838
2017-06-22;2126106;65123;695395;492428;331657;541503
2017-06-23;2122909;62323;703682;483348;329244;544312
2017-06-26;2116022;65391;699105;476914;328370;546242
2017-06-27;2131664;62842;705273;487248;329594;546707
2017-06-28;2138403;61234;704849;475030;347770;549520
2017-06-29;2155004;65159;700098;471098;365669;552980
2017-06-30;2166167;64857;698859;431211;411201;560039
2017-07-03;2151445;66582;686821;418195;411568;568279
2017-07-04;2137990;64077;695142;404720;402700;571351
2017-07-05;2131576;66199;691026;388862;409983;575506
2017-07-06;2133305;64281;683329;378100;427145;580450
2017-07-07;2123805;68933;683739;363570;423176;584387
2017-07-10;2128668;73951;679178;387051;399698;588790
2017-07-11;2133786;70639;684743;406595;385990;585819
2017-07-12;2133107;69888;684032;417029;379043;583115
2017-07-13;2131044;71996;686190;414564;376338;581956
2017-07-14;2126070;62803;687866;415582;378793;581026
2017-07-17;2116076;67386;682247;419361;366547;580535
2017-07-18;2114544;71827;687950;416128;360980;577659
2017-07-19;2132470;61704;692387;434122;367674;576583
2017-07-20;2136301;62147;710717;425508;361130;576799
2017-07-21;2135289;62359;712571;423815;359307;577237
2017-07-24;2148501;68371;707646;443642;351277;577565
