Fecha;Dólar Futuro;REM;Ritmo últimas 10 ruedas;Suba de 30% en el año;Suba de 40% en el año;Suba de 50% en el año;Suba de 60% en el año;Suba de 70% en el año
2022-02-01;NA;NA;105,135;105,135;105,135;105,135;105,135;105,135
2022-02-02;NA;NA;105,20306506948;105,210844207441;105,234331654984;105,256202658494;105,276665730683;105,295891455998
2022-02-03;NA;NA;105,271174204721;105,286743128763;105,333757158616;105,377545042906;105,418522350978;105,457029129342
2022-02-04;NA;NA;105,33932743425;105,362696803436;105,433276599565;105,499027314317;105,5605701181;105,618413396825
2022-02-07;NA;NA;105,54405197413;105,59088674269;105,732399434255;105,864315064127;105,987862877809;106,10404954071
2022-02-08;NA;NA;105,612381866467;105,667059826041;105,832295512832;105,986358498049;106,130677811353;106,266423964241
2022-02-09;NA;NA;105,680755996012;105,743287860522;105,932285973326;106,10854262716;106,273685183019;106,42904687455
2022-02-10;NA;NA;105,749174391405;105,819570885775;106,032370904908;106,230867613656;106,416885252109;106,591918651904
2022-02-11;NA;NA;105,817637081303;105,895908941472;106,132550396836;106,353333619923;106,560278278279;106,755039677153
2022-02-14;NA;NA;106,023291204889;106,125253688349;106,433657128519;106,721579384001;106,991617701037;107,245902057507
2022-02-15;NA;NA;106,091931359761;106,201812263091;106,534215756079;106,844611096942;107,135785159054;107,410023894496
2022-02-16;NA;NA;106,160615952706;106,278426067056;106,634869391533;106,967784644387;107,280146877672;107,574396892386
2022-02-17;NA;NA;106,229345012495;106,355095140088;106,735618124644;107,091100189849;107,424703118651;107,739021435537
2022-02-18;NA;NA;106,298118567916;106,431819522057;106,83646204526;107,214557897026;107,569454144101;107,903897908895
2022-02-21;NA;NA;106,504706496128;106,662324920725;107,139565831901;107,585785628675;108,004878553709;108,400042768541
2022-02-22;NA;NA;106,573658322329;106,739270937727;107,240791402722;107,709813623485;108,150411345241;108,565930824005
2022-02-23;NA;NA;106,642654788382;106,816272463453;107,342112611566;107,833984601342;108,296140237113;108,732072743272
2022-02-24;NA;NA;106,711695923188;106,893329537946;107,443529548791;107,958298727082;108,442065493563;108,898468914835
2022-02-25;NA;NA;106,780781755664;106,970442201279;107,545042304841;108,08275616573;108,588187379186;109,065119727787
2022-02-28;107,79;110,678957595515;106,988307728588;107,202114125485;107,85015639167;108,456990012222;109,027735462386;109,56660391481
2022-03-01;108,008260869565;110,869001391292;107,057572641311;107,279449545487;107,952053329175;108,582022356558;109,174646517782;109,73427719614
2022-03-02;108,22652173913;111,059045187069;107,12688239658;107,356840755127;108,054046539011;108,707198841784;109,32175553068;109,90220707326
2022-03-03;108,444782608696;111,249088982846;107,196237023427;107,434287794652;108,156136112135;108,83251963407;109,469062767822;110,070393938846
2022-03-04;108,663043478261;111,439132778623;107,265636550902;107,511790704338;108,258322139592;108,957984899779;109,616568496306;110,238838186177
2022-03-07;108,881304347826;111,629176574401;107,474104827876;107,744635057551;108,565459859689;109,335249203925;110,060279306224;110,745719160444
2022-03-08;109,099565217391;111,819220370178;107,543684248739;107,822361851217;108,668032616639;109,461294030772;110,20858167829;110,91519687958
2022-03-09;109,317826086957;112,009264165955;107,613308715763;107,900144716857;108,770702284433;109,58748416573;110,357083882609;111,084933955894
2022-03-10;109,536086956522;112,199307961732;107,682978258111;107,977983694922;108,873468954635;109,713819776312;110,505786188447;111,254930786289
2022-03-11;109,754347826087;112,38935175751;107,752692904965;108,055878825891;108,976332718891;109,840301030227;110,654688865435;111,425187768276
2022-03-14;109,972608695652;112,579395553287;107,962107764667;108,289901541458;109,285507493766;110,220620331961;111,102601825048;111,937523608014
2022-03-15;110,190869565217;112,769439349064;108,032003121744;108,368021689423;109,388760552453;110,347685840165;111,252308690206;112,108825183647
2022-03-16;110,409130434783;112,959483144841;108,101943729521;108,446198193128;109,492111164735;110,47489783315;111,402217280122;112,280388907564
2022-03-17;110,627391304348;113,149526940619;108,171929617293;108,524431093228;109,595559422781;110,602256479788;111,552327866613;112,45221518094
2022-03-18;110,845652173913;113,339570736396;108,241960814375;108,602720430407;109,699105418846;110,729761949144;111,702640721862;112,624304405562
2022-03-21;111,063913043478;113,529614532173;108,452326554913;108,837927471701;110,010330759025;111,113160987117;112,154795627499;113,142153814015
2022-03-22;111,282173913043;113,71965832795;108,52253928276;108,916442964626;110,11426863147;111,241255441916;112,305920286958;113,315298873814
2022-03-23;111,500434782609;113,909702123728;108,592797466776;108,995015098492;110,218304704524;111,369497567695;112,457248581604;113,488708903039
2022-03-24;111,718695652174;114,099745919505;108,663101136388;109,073643914159;110,322439070965;111,497887534693;112,608780785827;113,662384307184
2022-03-25;111,936956521739;114,289789715282;108,733450321044;109,152329452519;110,426671823661;111,626425513346;112,760517174388;113,836325492359
2022-03-28;112,155217391304;114,479833511059;108,944771260039;109,388726813093;110,739961329276;112,012929226537;113,21695419927;114,359747804514
2022-03-29;112,37347826087;114,669877306837;109,01530279973;109,467639651711;110,844588557427;112,142060960098;113,369510080208;114,534756187372
2022-03-30;112,591739130435;114,859921102614;109,085880001989;109,546609417915;110,94931463749;112,271341560444;113,522271524853;114,710032391161
2022-03-31;112,81;115,049964898391;109,156502896378;109,625636152772;111,05413966286;112,400771199193;113,675238810195;114,885576825736
2022-04-01;113,028571428571;115,33329990323;109,22717151248;109,70471989738;111,15906372702;112,530350048159;113,828412213596;115,061389901578
2022-04-04;113,247142857143;115,616634908068;109,439451987161;109,942313601117;111,474431088406;112,919983577499;114,289171911403;115,59044509096
2022-04-05;113,465714285714;115,899969912907;109,510303786309;110,021625796289;111,579752244333;113,050160989462;114,443172568159;115,767336849273
2022-04-06;113,684285714286;116,183304917745;109,581201455363;110,100995207141;111,685172907795;113,180488473697;114,597380735407;115,944499310705
2022-04-07;113,902857142857;116,466639922584;109,652145024021;110,180421874949;111,790693172807;113,310966203213;114,75179669276;116,121932889523
2022-04-08;114,121428571429;116,749974927422;109,723134521997;110,259905841018;111,896313133473;113,441594351216;114,906420720208;116,299638000627
2022-04-11;114,34;117,033309932261;109,936378889285;110,498701942289;112,213772131764;113,83438304122;115,371544028682;116,834386686178
2022-04-12;114,558571428571;117,316644937099;110,007552402078;110,578415515049;112,319791817861;113,965614599241;115,527003143961;117,013182088134
2022-04-13;114,777142857143;117,599979941938;110,078771993057;110,658186593043;112,425911671465;114,096997444786;115,682671734954;117,192251106416
2022-04-14;114,995714285714;117,883314946776;110,150037692054;110,738015217755;112,532131787215;114,228531752262;115,838550083922;117,371594159749
2022-04-15;115,214285714286;118,166649951615;110,221349528919;110,817901430698;112,638452259838;114,360217696279;115,994638473507;117,551211667498
2022-04-18;115,432857142857;118,449984956453;110,435562165518;111,057906014512;112,95801676757;114,756187096694;116,464166718089;118,091715120516
2022-04-19;115,651428571429;118,733319961292;110,507058852748;111,138022996124;113,064739616756;114,888481337002;116,621098104179;118,272434652424
2022-04-20;115,87;119,01665496613;110,578601827389;111,218197773988;113,171563297798;115,020928089923;116,778240949816;118,453430745215
2022-04-21;116,088571428571;119,299989970969;110,650191119408;111,298430389799;113,278487905964;115,153527531278;116,935595539934;118,634703822122
2022-04-22;116,307142857143;119,583324975807;110,721826758791;111,37872088528;113,385513536607;115,286279837092;117,093162159852;118,816254307021
2022-04-25;116,525714285714;119,866659980646;110,93701206128;111,619940067439;113,707197518323;115,685455704564;117,567137057357;119,362574458184
2022-04-26;116,744285714286;120,149994985484;111,00883339037;111,700462499446;113,814628194245;115,818821232509;117,725554657353;119,545238826817
2022-04-27;116,962857142857;120,433329990323;111,080701217047;111,781043020197;113,922160370778;115,952340508079;117,884185719517;119,728182732581
2022-04-28;117,181428571429;120,716664995161;111,152615571413;111,861681671596;114,029794143822;116,086013708518;118,043030531483;119,91140660326
2022-04-29;117,4;121;111,224576483591;111,942378495579;114,137529609364;116,219841011276;118,20208938127;120,094910867294
2022-05-02;117,627272727273;121,227272727273;111,440738868509;112,184818422839;114,461347122225;116,62224931102;118,680553043587;120,647110313756
2022-05-03;117,854545454545;121,454545454545;111,512886313547;112,265748357116;114,56949031946;116,756694801637;118,840470932633;120,831740448728
2022-05-04;118,081818181818;121,681818181818;111,585080467301;112,346736674108;114,677735690497;116,891295284892;119,000604305434;121,016653129107
2022-05-05;118,309090909091;121,909090909091;111,65732136001;112,427783415932;114,786083331872;117,026050939463;119,160953452347;121,201848787279
2022-05-06;118,536363636364;122,136363636364;111,729609021934;112,508888624736;114,894533340208;117,160961944236;119,32151866412;121,387327856295
2022-05-09;118,763636363636;122,363636363636;111,946752925879;112,752555474957;115,220498534609;117,56662885173;119,80451360196;121,945469868855
2022-05-10;118,990909090909;122,590909090909;112,019227967644;112,833894973763;115,329358978871;117,702163050303;119,965945988497;122,132086925017
2022-05-11;119,218181818182;122,818181818182;112,091749930214;112,915293150744;115,438322274591;117,837853496607;120,127595899522;122,318989567234
2022-05-12;119,445454545455;123,045454545455;112,164318843965;112,996750048228;115,547388518944;117,973700370769;120,289463628141;122,506178232547
2022-05-13;119,672727272727;123,272727272727;112,236934739293;113,078265708578;115,656557809196;118,109703853123;120,451549467856;122,693653358667
2022-05-16;119,9;123,5;112,455064619004;113,323165690885;115,984684929382;118,518655755805;120,939118594525;123,257801889023
2022-05-17;120,127272727273;123,727272727273;112,527868745001;113,404916826916;116,094267377727;118,655287478435;121,102079821557;123,446427248884
2022-05-18;120,354545454545;123,954545454545;112,600720004854;113,486726938075;116,203953359681;118,792076714053;121,265260633134;123,635341268172
2022-05-19;120,581818181818;124,181818181818;112,673618429077;113,568596066907;116,313742973063;118,929023644245;121,428661325141;123,824544388631
2022-05-20;120,809090909091;124,409090909091;112,746564048204;113,650524255987;116,423636315782;119,066128450806;121,592282193858;124,014037052682
2022-05-23;121,036363636364;124,636363636364;112,965684380658;113,89666361093;116,753939700471;119,478391949794;122,084468829073;124,584256740755
2022-05-24;121,263636363636;124,863636363636;113,038819085145;113,97882846737;116,864248941507;119,616130083972;122,248973375435;124,774912016938
2022-05-25;121,490909090909;125,090909090909;113,112001137506;114,061052597395;116,974662402826;119,754027006643;122,413699585912;124,965859058993
2022-05-26;121,718181818182;125,318181818182;113,185230568395;114,143336043766;117,085180182896;119,89208290086;122,578647759189;125,157098313419
2022-05-27;121,945454545455;125,545454545455;113,258507408485;114,225678849273;117,195802380276;120,030297949892;122,743818194354;125,348630227397
2022-05-30;122,172727272727;125,772727272727;113,478622690986;114,47306384898;117,528296463287;120,445899861713;123,240666068088;125,924986408741
2022-05-31;122,4;126;113,552089475007;114,555644519556;117,63933731738;120,584753366901;123,40672854974;126,117693446453
2022-06-01;122,613636363636;126,196487044791;113,625603821892;114,638284763686;117,750483082985;120,723766946412;123,57301479477;126,310695389913
2022-06-02;122,827272727273;126,392974089582;113,699165762434;114,720984624344;117,861733859223;120,862940784785;123,739525104692;126,503992690426
2022-06-03;123,040909090909;126,589461134373;113,772775327446;114,80374414454;117,973089745307;121,00227506677;123,906259781426;126,697585799986
2022-06-06;123,254545454545;126,785948179165;113,993890077721;115,052381092884;118,307789056188;121,421242425107;124,407813037797;127,280144513269
2022-06-07;123,468181818182;126,982435223956;114,067690449133;115,135379681919;118,419566375676;121,561220333316;124,575448209117;127,474925392809
2022-06-08;123,681818181818;127,178922268747;114,141538599377;115,218438145994;118,531449302489;121,701359612093;124,74330926296;127,670004351763
2022-06-09;123,895454545455;127,375409313538;114,215434559385;115,3015565283;118,643437936406;121,841660447469;124,911396503694;127,865381846294
2022-06-10;124,109090909091;127,571896358329;114,289378360108;115,384734872065;118,755532377298;121,982123025693;125,079710236099;128,061058333258
2022-06-13;124,322727272727;127,76838340312;114,511497116396;115,634630104819;119,092451541963;122,40448308314;125,586013437289;128,649886327835
2022-06-14;124,536363636364;127,964870447911;114,585632589907;115,718048727287;119,204970211366;122,545594499521;125,755236192387;128,846763367121
2022-06-15;124,75;128,161357492703;114,659816059196;115,801527527804;119,317595188523;122,686868593211;125,924686969222;129,043941693642
2022-06-16;124,963636363636;128,357844537494;114,734047555336;115,885066549784;119,430326573872;122,828305551748;126,094366075044;129,241421768467
2022-06-17;125,177272727273;128,554331582285;114,80832710942;115,96866583667;119,543164467949;122,969905562888;126,264273817518;129,439204053373
