Fecha;Pases Pasivos;LELIQ;LEBAC
2015-01-02;27043,27;NA;263967,182913
2015-01-05;26957,98;NA;263967,182913
2015-01-06;27006,05;NA;263967,182913
2015-01-07;25876,57;NA;272938,733913
2015-01-08;24451,16;NA;272938,733913
2015-01-09;23192,38;NA;272938,733913
2015-01-12;21472,87;NA;272938,733913
2015-01-13;19575,89;NA;272938,733913
2015-01-14;25441,72;NA;278769,419913
2015-01-15;25569,39;NA;278769,419913
2015-01-16;27418,02;NA;278769,419913
2015-01-19;28159,38;NA;278769,419913
2015-01-20;26687,02;NA;278769,419913
2015-01-21;25322,99;NA;293864,872913
2015-01-22;26357,03;NA;293864,872913
2015-01-23;24635,27;NA;293864,872913
2015-01-26;29632,9;NA;293864,872913
2015-01-27;28605,56;NA;293864,872913
2015-01-28;28180,88;NA;298212,093913
2015-01-29;26669,81;NA;298212,093913
2015-01-30;23626,6;NA;298212,093913
2015-02-02;21749,64;NA;298212,093913
2015-02-03;24821,15;NA;298212,093913
2015-02-04;27196,45;NA;303116,316913
2015-02-05;26302,29;NA;303116,316913
2015-02-06;26427,04;NA;303116,316913
2015-02-09;25224,89;NA;303116,316913
2015-02-10;22976,2;NA;303046,989466
2015-02-11;22592,78;NA;311877,73421
2015-02-12;22416,13;NA;311843,080667
2015-02-13;19741,62;NA;311808,42183
2015-02-18;16917,73;NA;313921,406012
2015-02-19;16788,68;NA;313921,406012
2015-02-20;16232,89;NA;313921,406012
2015-02-23;19963,76;NA;313921,406012
2015-02-24;21743,75;NA;313921,406012
2015-02-25;19802,78;NA;322574,884012
2015-02-26;22562,49;NA;322574,884012
2015-02-27;23518,68;NA;322574,884012
2015-03-02;12360,68;NA;322574,884012
2015-03-03;11443,68;NA;322574,884012
2015-03-04;10685,04;NA;328146,634012
2015-03-05;12599,6;NA;328146,634012
2015-03-06;12101,48;NA;328146,634012
2015-03-09;11845,1;NA;321546,634012
2015-03-10;10327,98;NA;321546,634012
2015-03-11;11212,35;NA;325329,770012
2015-03-12;9220,27;NA;325329,770012
2015-03-13;11670,23;NA;325329,770012
2015-03-16;13974,11;NA;323279,770012
2015-03-17;15788,24;NA;323273,830012
2015-03-18;14197,12;NA;325249,777012
2015-03-19;14183,6;NA;325249,777012
2015-03-20;14883,3;NA;315849,777012
2015-03-25;15648,2;NA;313875,794012
2015-03-26;28863,94;NA;313875,794012
2015-03-27;34117,05;NA;313875,794012
2015-03-30;29036,72;NA;313875,794012
2015-03-31;33606,07;NA;313875,794012
2015-04-01;12445,22;NA;311083,715012
2015-04-06;16056,74;NA;311063,715012
2015-04-07;16661,89;NA;311042,215012
2015-04-08;13956,65;NA;315877,908012
2015-04-09;12917,7;NA;315822,57595
2015-04-10;13221,24;NA;315812,37595
2015-04-13;11798,64;NA;315805,87595
2015-04-14;10309,11;NA;315780,37595
2015-04-15;12203,53;NA;313508,11495
2015-04-16;12179,86;NA;313498,275207
2015-04-17;18847,45;NA;313498,275207
2015-04-20;16495,82;NA;313194,375207
2015-04-21;18737,57;NA;313194,375207
2015-04-22;21103,84;NA;317368,303205
2015-04-23;24300,97;NA;317368,303205
2015-04-24;24647,93;NA;314918,303205
2015-04-27;28985,62;NA;314918,303205
2015-04-28;37859,75;NA;314918,303205
2015-04-29;41536,64;NA;323433,636207
2015-04-30;8482,33;NA;323403,636207
2015-05-04;9598,87;NA;323376,940272
2015-05-05;11348,69;NA;323376,940272
2015-05-06;13736,39;NA;323675,829261
2015-05-07;16137,73;NA;323675,829261
2015-05-08;13109,38;NA;323675,829261
2015-05-11;6178,86;NA;323613,310025
2015-05-12;5331,72;NA;323613,310025
