"Fecha","BADLAR Privada","BADLAR Total","PF menores 100.000","PF Total"
2019-01-02,NA,NA,NA,NA
2019-01-03,NA,NA,NA,NA
2019-01-04,NA,NA,NA,NA
2019-01-07,NA,NA,NA,NA
2019-01-08,NA,NA,NA,NA
2019-01-09,NA,NA,NA,NA
2019-01-10,NA,NA,NA,NA
2019-01-11,NA,NA,NA,NA
2019-01-14,NA,NA,NA,NA
2019-01-15,NA,NA,NA,NA
2019-01-16,NA,NA,NA,NA
2019-01-17,NA,NA,NA,NA
2019-01-18,NA,NA,NA,NA
2019-01-21,NA,NA,NA,NA
2019-01-22,NA,NA,NA,NA
2019-01-23,NA,NA,NA,NA
2019-01-24,NA,NA,NA,NA
2019-01-25,NA,NA,NA,NA
2019-01-28,NA,NA,NA,NA
2019-01-29,NA,NA,NA,NA
2019-01-30,NA,NA,NA,NA
2019-01-31,NA,NA,NA,NA
2019-02-01,NA,NA,NA,NA
2019-02-04,NA,NA,NA,NA
2019-02-05,NA,NA,NA,NA
2019-02-06,NA,NA,NA,NA
2019-02-07,NA,NA,NA,NA
2019-02-08,NA,NA,NA,NA
2019-02-11,NA,NA,NA,NA
2019-02-12,44.2208333333333,44.3479166666667,40.108,43.0102322631877
2019-02-13,43.85,44.0125,39.9316666666667,42.7569775994581
2019-02-14,43.46875,43.6104166666667,39.689,42.4089766913557
2019-02-15,43.0833333333333,43.21875,39.4033333333333,41.9899357831828
2019-02-18,42.6833333333333,42.8229166666667,39.116,41.6208981302497
2019-02-19,42.29375,42.3708333333333,38.8416666666667,41.2065555268246
2019-02-20,41.9354166666667,42.0833333333333,38.593,40.8807403404632
2019-02-21,41.58125,41.6708333333333,38.3293333333333,40.4457751657943
2019-02-22,41.2791666666667,41.325,38.089,40.1945134391151
2019-02-25,40.95,41,37.8253333333333,39.9015101779225
2019-02-26,40.6458333333333,40.7645833333333,37.5693333333333,39.8634993773313
2019-02-27,40.3520833333333,40.4916666666667,37.3376666666667,39.6384854637045
2019-02-28,40.0645833333333,40.1854166666667,37.0706666666667,39.3485312396355
2019-03-01,39.7520833333333,39.8583333333333,36.8183333333333,39.0617628281044
2019-03-06,39.4666666666667,39.5645833333333,36.5573333333333,38.7266540198193
2019-03-07,39.1916666666667,39.26875,36.3146666666667,38.4803794903354
2019-03-08,38.96875,39.05625,36.0623333333333,38.2129688890887
2019-03-11,38.775,38.7895833333333,35.8476666666667,37.9748469460524
2019-03-12,38.6479166666667,38.6458333333333,35.7103333333333,37.790687967103
2019-03-13,38.5229166666667,38.50625,35.584,37.7101563115565
2019-03-14,38.4125,38.39375,35.4516666666667,37.5957844742657
2019-03-15,38.39375,38.3583333333333,35.341,37.505984329912
2019-03-18,38.3166666666667,38.2270833333333,35.2323333333333,37.4041676762371
2019-03-19,38.3354166666667,38.2895833333333,35.2253333333333,37.4386537353781
2019-03-20,38.325,38.2333333333333,35.155,37.4283599897924
2019-03-21,38.3854166666667,38.2270833333333,35.1036666666667,37.4305247021656
2019-03-22,38.4583333333333,38.18125,35.0443333333333,37.4111407657998
2019-03-25,38.6166666666667,38.2895833333333,35.0486666666667,37.4579225061969
2019-03-26,38.8166666666667,38.475,35.1393333333333,37.6145704963576
2019-03-27,39.0125,38.5916666666667,35.183,37.7070642141401
2019-03-28,39.3020833333333,38.8395833333333,35.309,37.7992609609343
2019-03-29,39.6291666666667,39.0666666666667,35.439,37.9693557029984
2019-04-01,39.9645833333333,39.3833333333333,35.6366666666667,38.2004903244137
2019-04-03,40.4020833333333,39.78125,35.8903333333333,38.5719195163216
2019-04-04,40.84375,40.2208333333333,36.164,38.9274768990752
2019-04-05,41.2395833333333,40.5604166666667,36.366,39.2223608904571
2019-04-08,41.65625,40.9770833333333,36.666,39.6270790242042
2019-04-09,42.0854166666667,41.3854166666667,36.9296666666667,40.0450131503312
2019-04-10,42.4604166666667,41.75,37.1836666666667,40.3510784807087
2019-04-11,42.8875,42.1916666666667,37.5003333333334,40.6592732255117
2019-04-12,43.2458333333333,42.4916666666667,37.798,40.9354916014873
2019-04-15,43.6291666666667,42.90625,38.11,41.3004091264378
2019-04-16,44.0291666666667,43.3354166666667,38.435,41.6802536043429
2019-04-17,44.4125,43.7020833333333,38.7293333333333,41.9957401330031
2019-04-22,44.7979166666667,44.075,39.08,42.3886106541074
2019-04-23,45.20625,44.5208333333333,39.3863333333333,42.7494085570401
2019-04-24,45.5229166666667,44.91875,39.7023333333333,43.152672176599
2019-04-25,45.8479166666667,45.3854166666667,39.9876666666667,43.5631986121426
2019-04-26,46.1291666666667,45.6833333333333,40.224,43.9021793246326
2019-04-29,46.4375,46.0145833333333,40.4866666666667,44.1940144334899
2019-04-30,46.8395833333333,46.4041666666667,40.8226666666667,44.5843144773397
2019-05-02,47.06875,46.6729166666667,41.0513333333333,44.8587418124825
2019-05-03,47.3979166666667,47.0645833333333,41.322,45.1440850826548
2019-05-06,47.69375,47.3333333333333,41.533,45.3710698195327
2019-05-07,48.06875,47.7270833333333,41.8373333333333,45.6600271795512
2019-05-08,48.3604166666667,48.0958333333333,42.1356666666667,45.9631645770914
2019-05-09,48.6770833333333,48.4708333333333,42.4533333333333,46.2937643776594
2019-05-10,48.9333333333333,48.7083333333333,42.6736666666667,46.5305532416968
2019-05-13,49.2145833333333,48.9666666666667,42.956,46.7531084630226
2019-05-14,49.5583333333333,49.34375,43.2566666666667,47.0848436276563
2019-05-15,49.8020833333333,49.63125,43.5156666666667,47.4674710979016
2019-05-16,50.01875,49.875,43.7563333333333,47.7318064531694
2019-05-17,50.2125,50.0375,43.9516666666667,47.917596039965
2019-05-20,50.3854166666667,50.23125,44.195,48.0979259265609
2019-05-21,50.5583333333333,50.4416666666667,44.39,48.3050174822899
2019-05-22,50.7270833333333,50.6333333333333,44.6276666666667,48.5162209978494
2019-05-23,50.91875,50.8145833333333,44.806,48.6789825359045
2019-05-24,51.0583333333333,50.9833333333333,44.99,48.8769430057973
2019-05-27,51.21875,51.2020833333333,45.172,49.0771991522848
2019-05-28,51.3458333333333,51.35625,45.3043333333333,49.3114334235668
2019-05-29,51.5020833333333,51.4833333333333,45.5096666666667,49.4843688118747
2019-05-30,51.6479166666667,51.6145833333333,45.629,49.660603262196
2019-05-31,51.7770833333333,51.7520833333333,45.7926666666667,49.8338132060822
2019-06-03,51.9375,51.9458333333333,45.9623333333333,50.0139263176979
2019-06-04,52.1104166666667,52.1854166666667,46.102,50.1649057981925
2019-06-05,52.2145833333333,52.1958333333333,46.1493333333333,50.242640403203
2019-06-06,52.3583333333333,52.2666666666667,46.308,50.3439222451227
2019-06-07,52.4708333333333,52.3520833333333,46.4436666666667,50.4432040711313
2019-06-10,52.5666666666667,52.4229166666667,46.568,50.4636980894339
2019-06-11,52.64375,52.54375,46.6893333333333,50.5746058846022
2019-06-12,52.5916666666667,52.5333333333333,46.7146666666667,50.4980523145874
2019-06-13,52.6229166666667,52.5916666666667,46.826,50.5648239568228
2019-06-14,52.5875,52.625,46.8723333333333,50.6999258906868
2019-06-18,52.5479166666667,52.6041666666667,46.963,50.6874179651045
2019-06-19,52.4625,52.5458333333333,46.9726666666667,50.7208629998284
2019-06-21,52.39375,52.4895833333333,46.9663333333333,50.684071554065
2019-06-24,52.3020833333333,52.4833333333333,46.9643333333333,50.6358721241205
2019-06-25,52.1833333333333,52.4875,46.9956666666667,50.6183349994757
2019-06-26,52.0375,52.4,46.9453333333333,50.5407877106269
2019-06-27,51.8416666666667,52.3,46.935,50.4751040955255
2019-06-28,51.6708333333333,52.1541666666667,46.9156666666667,50.3441837965173
2019-07-01,51.5208333333333,52.0583333333333,46.9273333333333,50.2674649371038
2019-07-02,51.3895833333333,52.0333333333333,46.948,50.2826436039535
2019-07-03,51.2145833333333,51.88125,46.8793333333333,50.1561380460487
2019-07-04,51.0395833333333,51.6708333333333,46.809,49.9841059026785
2019-07-05,50.8979166666667,51.5333333333333,46.6876666666667,49.8603193120527
2019-07-10,50.7104166666667,51.3541666666667,46.6173333333333,49.7427652663397
2019-07-11,50.5604166666667,51.2145833333333,46.574,49.603873809085
2019-07-12,50.3916666666667,51.0791666666667,46.4966666666667,49.4871737927523
2019-07-15,50.2416666666667,50.9166666666667,46.4256666666667,49.3614701528881
2019-07-16,50.06875,50.8145833333333,46.267,49.1277374078278
2019-07-17,49.9145833333333,50.66875,46.192,48.997028803727
2019-07-18,49.7416666666667,50.4604166666667,46.0483333333333,48.7636740761343
2019-07-19,49.5854166666667,50.3375,45.9256666666667,48.6529427514723
2019-07-22,49.40625,50.13125,45.821,48.5406262895954
2019-07-23,49.325,50.14375,45.8516666666667,48.5411743361601
2019-07-24,49.1979166666667,50.0270833333333,45.7623333333333,48.3980450209206
2019-07-25,49.1354166666667,49.91875,45.69,48.2841322042456
2019-07-26,49.04375,49.84375,45.613,48.2572312665736
2019-07-29,48.95,49.7291666666667,45.5433333333333,48.1710928728591
2019-07-30,48.89375,49.64375,45.49,48.0475634782071
2019-07-31,48.8375,49.55,45.44,47.9439945546778
2019-08-01,48.7958333333333,49.48125,45.432,47.8291886210324
2019-08-02,48.7625,49.4770833333333,45.4193333333333,47.8378207013567
2019-08-05,48.7520833333333,49.4104166666667,45.3176666666667,47.7444148521117
2019-08-06,48.80625,49.3791666666667,45.3463333333333,47.7181625421548
2019-08-07,48.89375,49.3895833333333,45.342,47.7418891824871
2019-08-08,49.0166666666667,49.45,45.406,47.7920716099887
2019-08-09,49.11875,49.4979166666667,45.4256666666667,47.8336776967745
2019-08-12,49.3,49.575,45.4646666666667,47.8715546004536
2019-08-13,49.6333333333333,49.8208333333333,45.6256666666667,48.102719425197
2019-08-14,49.98125,50.11875,45.802,48.3403721411952
2019-08-15,50.3,50.375,45.9913333333333,48.5355550101601
2019-08-16,50.6145833333333,50.6791666666667,46.2156666666667,48.8142473930941
2019-08-20,50.9125,50.9145833333333,46.418,49.105645957207
2019-08-21,51.2145833333333,51.05,46.7056666666667,49.3119252697489
2019-08-22,51.5854166666667,51.4541666666667,46.9636666666667,49.681175503179
2019-08-23,51.90625,51.7375,47.201,49.9837486445494
2019-08-26,52.2458333333333,52.03125,47.4523333333333,50.2596108146756
