Fecha;Total;Otros;Plazos Fijos;Cuenta Corriente;Caja de Ahorros;Circulante en Público
2005-02-01;25,4314945753026;1,52560257807946;7,83762328901122;5,55957650792552;4,07458417326892;5,86743723451409
2005-03-01;25,5770002120163;1,51973801546025;7,92852416813894;5,60655472199481;4,10911864405054;5,90393371603019
2005-04-01;25,7527726587677;1,51624087998186;8,04987998209;5,64171874810467;4,13225918522074;5,95585024757003
2005-05-02;25,8687875467393;1,52272916171838;8,1505192086537;5,64876594222257;4,15090572426225;5,99232985508038
2005-06-01;25,8886901595809;1,5153835411698;8,22229556220711;5,62263608324109;4,16052062605311;6,01573987991958
2005-07-01;25,8714524190369;1,49753725335185;8,26903021923589;5,58934844469409;4,17107589691792;6,04019283888061
2005-08-01;25,8583803083515;1,48613828648536;8,31677364313065;5,55983816792934;4,16676771579728;6,0697228834108
2005-09-01;25,854997210327;1,4722953178376;8,36537962193939;5,53869743032357;4,15182524861406;6,1086762071072
2005-10-03;25,8552945279916;1,47167070083194;8,37885135927166;5,51668099020243;4,1500480705527;6,1561390776899
2005-11-01;25,8336767531684;1,4768198718231;8,36755046247548;5,49756645833848;4,14036708354878;6,20104888242119
2005-12-01;25,7955363992842;1,47264434197854;8,3386787048199;5,50527918722796;4,12409336214462;6,2315163764475
2006-01-02;25,7331078496358;1,46371120273803;8,28778828008362;5,51307628232613;4,10695020689168;6,26235580281231
2006-02-01;25,6505548283913;1,45265994987992;8,22048351701422;5,5062273357031;4,10599010619504;6,28739261041105
2006-03-01;25,5630452749739;1,44017323085862;8,14963110005592;5,50196292192214;4,10703511874929;6,30495885765211
2006-04-03;25,4896311827335;1,430802262403;8,097643984433;5,49300255020909;4,09871482106595;6,32601790405889
2006-05-02;25,4537916038022;1,41878379068827;8,0598213711471;5,49761036406862;4,10109543204084;6,34587104079216
2006-06-01;25,4399247826046;1,40718949164998;8,05245954026394;5,51991882361773;4,07445052475108;6,36531877941699
2006-07-03;25,4314551931138;1,39691163346888;8,06068642559972;5,52521580829081;4,05121605159614;6,38453148047982
2006-08-01;25,4119941165787;1,38499710933065;8,08933945237998;5,52656484637329;4,00780606912572;6,39561299171238
2006-09-01;25,388060432499;1,37561521357514;8,11922440141307;5,52543678389543;3,96302847461063;6,40028086119629
2006-10-02;25,3650581255341;1,35861480858982;8,16019468618442;5,52359833221344;3,91888718922848;6,39944959267072
2006-11-01;25,3658653156715;1,33990792495036;8,21012870812297;5,5414466665529;3,87503303688915;6,39522484962682
2006-12-01;25,3884710048659;1,33242298560549;8,27091013340211;5,533779451831;3,84534126918652;6,4020536488938
2007-01-02;25,4556509732999;1,32507517299313;8,35470537364705;5,53525840689774;3,8173730441553;6,4193911901583
2007-02-01;25,5657458730443;1,31976492429538;8,45921760602741;5,5554024586056;3,78378773982886;6,4438365472017
2007-03-01;25,6798818332171;1,31634724375571;8,57733648574883;5,56868010979895;3,7411087260369;6,47278265396229
2007-04-03;25,7731541099103;1,3120396469562;8,66149069428422;5,59264422213036;3,71080274519904;6,49253952215752
2007-05-02;25,8197807023275;1,30959591115968;8,72381195751568;5,60759993712716;3,67120943409272;6,50404325429665
2007-06-01;25,8098655449013;1,3073873351667;8,75069127616305;5,58390391737689;3,65032717531899;6,51413807259036
2007-07-02;25,8059723879694;1,30890314154064;8,75679453248158;5,5739163684196;3,63211186880106;6,53093415382798
2007-08-01;25,8053365218509;1,31890427175084;8,75736269472974;5,55624385598034;3,6225764318977;6,5470544881969
2007-09-03;25,7800427373278;1,32672108034036;8,77305134920032;5,50872764338006;3,61636950026765;6,55219972103357
2007-10-01;25,6945819571948;1,32005971238316;8,76718265514109;5,45331078503181;3,60385878532738;6,54743449154655
2007-11-01;25,5430945124266;1,31448722294153;8,73474909724577;5,37310686657241;3,58974316370847;6,52848966590569
2007-12-03;25,3666828944874;1,32501891812143;8,68503959163184;5,27653046665588;3,5757958659597;6,50206854373223
2008-01-02;25,2129796108194;1,30962850279124;8,62965172711255;5,2306871684855;3,56793168681447;6,47313035427276
2008-02-01;25,0567997018449;1,29354464027646;8,60247349958296;5,15758075712171;3,56399257697741;6,43752841926631
2008-03-03;24,8820075053537;1,28286700275519;8,58094131339613;5,06879064388806;3,55102992939297;6,39696047011565
2008-04-01;24,6687883288237;1,26601090302644;8,54366282168448;4,98031281804985;3,53047103555892;6,3471655356212
2008-05-02;24,3887445897019;1,24650119808487;8,47101160302188;4,8912467854026;3,49296481206723;6,28609919267047
2008-06-02;24,0701308597373;1,21038115860508;8,38295896697466;4,8258314230692;3,44103604898479;6,20923658547085
2008-07-01;23,7737992460123;1,17131169113038;8,31601469421131;4,76990102414683;3,39171268631254;6,12439218732136
2008-08-01;23,5188448966919;1,12701668129842;8,29272818152947;4,71217273532168;3,34268101029765;6,04397718600121
2008-09-01;23,3391599654496;1,08801068847103;8,24375779153112;4,72633702436403;3,3014399887408;5,97945450547099
2008-10-01;23,2132424888271;1,06288254904778;8,21957198542614;4,74215297573133;3,26333285719861;5,92522090722902
2008-11-03;23,1067188885722;1,03691534265064;8,2085160938999;4,74990093594135;3,22634255881476;5,88503639256032
2008-12-01;23,0140150306975;1,00409266576434;8,12343993348227;4,82051601437098;3,20072915882007;5,86523725825982
2009-01-02;22,9419208041386;0,987862241583777;8,03903838049296;4,88172101319795;3,17763496914896;5,85566419971493
2009-02-02;22,8882614122544;0,97207274875806;7,96634979724031;4,94225236723907;3,15299459397418;5,85459190504282
2009-03-02;22,8406328295776;0,953130611081054;7,89232946079884;5,00997774003008;3,13667842089798;5,84851659676959
2009-04-01;22,7950052461519;0,939308929251806;7,81819251831885;5,07239324037234;3,12668647193111;5,83842408627778
2009-05-04;22,7948209899647;0,927946524725368;7,77374711882604;5,12815237775441;3,12602538851109;5,83894958014783
2009-06-01;22,829262001515;0,928578966586502;7,71220012251451;5,19191904039502;3,14142238137661;5,85514149064236
2009-07-01;22,8119436151182;0,929078974086386;7,63223484480752;5,22274537046849;3,15078280425772;5,87710162149805
2009-08-03;22,7642163111798;0,927838836181189;7,52376209119024;5,26434162106225;3,15476663725226;5,89350712549385
2009-09-01;22,6836287574945;0,91936839175444;7,42740926001883;5,28096775749154;3,15504389655706;5,90083945167268
2009-10-01;22,577816745609;0,909469894192856;7,32876899396027;5,28629840521966;3,15296268833072;5,90031676390546
2009-11-02;22,4711701603571;0,899142265385477;7,2361557639808;5,29194213541992;3,15002867415654;5,89390132141432
2009-12-01;22,3889369746326;0,884055853504974;7,18787278856037;5,27562334294528;3,15011481862428;5,89127017099768
2010-01-04;22,2796645080136;0,873559969741125;7,13463128967219;5,2403978263284;3,14422193468161;5,88685348759033
2010-02-01;22,1423997814847;0,861862035025139;7,04968897736058;5,22785048456402;3,13416419888867;5,86883408564632
2010-03-01;21,9845284431787;0,848823350860103;6,98955758812056;5,18229891886806;3,12116025930451;5,84268832602544
2010-04-05;21,8191495393443;0,835726040917619;6,94671103903359;5,13845021009067;3,09301990188452;5,80524234741791
2010-05-03;21,6364075339794;0,821380149318003;6,92600650490548;5,07358318418819;3,05857026535216;5,75686743021555
2010-06-01;21,4604524727186;0,806587600237242;6,93711861535066;4,9930494990149;3,02150580821994;5,70219094989589
2010-07-01;21,362274163989;0,793624571986314;6,96508333388916;4,93955254191463;3,0024187342214;5,66159498197755
2010-08-02;21,3005327405111;0,78227845198;7,01623065233337;4,88594421571505;2,98332789185127;5,63275152863139
2010-09-01;21,2719524067853;0,775857692099724;7,08753110720966;4,82638494111382;2,96826637725294;5,6139122891091
2010-10-01;21,2806574295299;0,772392093497128;7,15657541170521;4,78927080515464;2,95962174891166;5,60279737026128
2010-11-01;21,2955218331388;0,769130225847612;7,22516195041178;4,75537070633922;2,95126839857577;5,59459055196445
2010-12-01;21,3244996130049;0,764304036162941;7,29833595944838;4,72491657253852;2,9471337600589;5,58980928479616
2011-01-03;21,4071986869184;0,75831860436691;7,36689929306348;4,73797324475827;2,94662178290486;5,59738576182485
2011-02-01;21,5100377120263;0,753993535562969;7,49080336513848;4,70689707486603;2,94803351441988;5,61031022203894
2011-03-01;21,6353431065242;0,750983857132035;7,59904707708397;4,70960760788394;2,9489125622039;5,62679200222037
2011-04-01;21,7438301018004;0,746092447213039;7,69394199468637;4,69956193303352;2,95785332255758;5,64638040430988
2011-05-02;21,8259378348064;0,740044528413893;7,75481307802686;4,70504506848837;2,9685266622236;5,65750849765369
2011-06-01;21,8841702788494;0,734672963856904;7,80062184054923;4,70691994852981;2,9731213997433;5,66883412617012
2011-07-01;21,9436378623419;0,729404130597322;7,84823839131835;4,68040575358159;2,9975527349973;5,68803685184731
2011-08-01;22,0138242958295;0,725888904172164;7,88303562861477;4,67042375369234;3,02324342766936;5,71123258168086
2011-09-01;22,0753203922248;0,722466796949234;7,92717662290827;4,66355198296981;3,03040343564744;5,73172155375006
2011-10-03;22,1103233290371;0,718022892156345;7,96363804124044;4,64611369954443;3,03462404223362;5,74792465386228
2011-11-01;22,146143710688;0,71213748488093;8,00591032494795;4,62356748319382;3,03326276981276;5,77126564785257
2011-12-01;22,1868985001158;0,708969699309659;8,02727398366397;4,61057410595661;3,03823369628602;5,80184701489955
2012-01-03;22,2511324124802;0,704425185258193;8,06052701138434;4,60383233838784;3,04752478556537;5,83482309188443
2012-02-01;22,3311998601013;0,701834318140881;8,09431098620818;4,60369344413898;3,06414966025545;5,86721145135778
2012-03-01;22,4230403743436;0,697483341297319;8,13656425608416;4,60499235135474;3,08174735223312;5,90225307337428
2012-04-03;22,5266217625351;0,696939812211873;8,18711813154192;4,60646098862455;3,09664031506879;5,93946251508801
2012-05-02;22,6540309852802;0,695829092026769;8,2440761708858;4,61595024579379;3,11207008297665;5,986108803083
2012-06-01;22,809979499383;0,696183638454374;8,28554672530776;4,63545331323288;3,14267682347786;6,05012235860492
2012-07-02;22,9903443366985;0,699485266405252;8,30572518984513;4,69288758951699;3,16725931227341;6,12499028944684
2012-08-01;23,1853693689026;0,698805701459313;8,35133634408599;4,74852330650873;3,18701536888007;6,19969190963013
2012-09-03;23,3792641448541;0,698523628363761;8,42089820430969;4,76716332386356;3,2185650971085;6,27411710289635
2012-10-01;23,5720838595772;0,696802524032511;8,49744818851418;4,78580063948306;3,24418816991033;6,34784749835808
2012-11-01;23,7779090376228;0,698028534557594;8,55770281090265;4,8332730200699;3,27749526301988;6,41141251830492
2012-12-03;24,0142748351806;0,698607412398755;8,62104830206607;4,89021907711913;3,32264975643341;6,48175334542438
2013-01-02;24,2555022427156;0,700577436182143;8,6899677575571;4,93460117273106;3,37034971813556;6,56000916701596
2013-02-01;24,4749324733959;0,703705729351223;8,76988890303714;4,95457467962492;3,41497060104167;6,63179552105398
2013-03-01;24,6569512343709;0,70659851569992;8,83041840421289;4,9692338506826;3,45686689361654;6,69383648168581
2013-04-03;24,7892577694477;0,708162786849704;8,8662188511036;4,98758762789293;3,49029210855746;6,73699925356648
2013-05-02;24,8655789380944;0,706078090389754;8,90324888742385;4,98791553017392;3,50749711251991;6,76083931758697
2013-06-03;24,8911613716559;0,704695509566698;8,91424545420918;4,98268565670475;3,5247505014399;6,76478424973536
2013-07-01;24,8945004034706;0,699673156770211;8,92988086205501;4,95882708584262;3,53974196201954;6,76637733678326
2013-08-01;24,9126734103459;0,698512878337058;8,94112295131613;4,94962221433558;3,55470036532681;6,76871500103032
2013-09-02;24,9416414407145;0,697592239649525;8,9275882279135;4,97133296728182;3,57354930057059;6,77157870529907
2013-10-01;24,9769982853305;0,699575847225427;8,92186912706075;4,98684725138104;3,59735871105987;6,77134734860343
2013-11-01;24,9780277515958;0,699498617126088;8,93967911144687;4,97607535230702;3,60358342456254;6,75919124615324
2013-12-02;24,9331738383474;0,70066409240415;8,91218028316887;4,96773489379893;3,61652141605945;6,73607315291599
2014-01-02;24,85759817913;0,699641686776479;8,82672479058606;5,02092707875684;3,61253456913345;6,69777005387718
2014-02-03;24,7228412671151;0,695949235086852;8,76805553954555;5,03687907693251;3,58278353979187;6,63917387575835
2014-03-05;24,5187754440221;0,693572218066016;8,7117374664317;5,0046236798761;3,54789436527505;6,56094771437323
2014-04-01;24,2785027950287;0,68920330299673;8,64941105335377;4,96659322106041;3,50629279164799;6,46700242596977
2014-05-05;23,9797756901637;0,685424869045068;8,5416665693663;4,93668322184519;3,45918886899095;6,35681216091623
2014-06-02;23,6808711114183;0,679491578226195;8,40762888923976;4,91794694960384;3,42484177805527;6,25096191629323
2014-07-01;23,408741700816;0,67434590457198;8,27247465447283;4,88988541790794;3,40988244000832;6,16215328385493
2014-08-01;23,1613130710512;0,669490296665979;8,1508516384169;4,86191074269353;3,39374849358664;6,08531189968816
2014-09-01;22,9420565654382;0,664535197960253;8,03780221082387;4,84180999984244;3,38007219985284;6,01783695695883
2014-10-01;22,7334764226023;0,660080396391622;7,91838742082244;4,84532792294025;3,36218666020457;5,94749402224345
2014-11-03;22,526467239149;0,656914859227129;7,77791387231936;4,85746744200636;3,35412427824739;5,88004678734881
2014-12-01;22,3824335372504;0,652007374252496;7,66838728605901;4,89447215838987;3,33741548491724;5,83015123363181
2015-01-02;22,3231193630231;0,648596076975725;7,63577234890698;4,90551367036387;3,33196621440775;5,8012710523688
2015-02-02;22,3172213686586;0,647659046634704;7,63989968153028;4,89336710295176;3,34442211315697;5,79187342438492
2015-03-02;22,3541853205454;0,645754696972118;7,63744454075456;4,91338816163432;3,3603378591297;5,79726006205466
2015-04-01;22,3886884320963;0,645908643468908;7,61695620033501;4,9402466633182;3,37337361865092;5,81220330632323
2015-05-04;22,4428544099345;0,649209819025468;7,60646684652495;4,95347695467666;3,39610193632959;5,83759885337778
2015-06-01;22,5032525409894;0,649081977770545;7,62397809895057;4,95415645188038;3,41291334957961;5,86312266280824
2015-07-01;22,5786537946637;0,648841828706975;7,65332156999692;4,95509117452988;3,42824625440312;5,89315296702679
2015-08-03;22,6237449635312;0,648124564177787;7,67619884729389;4,94921257474719;3,43245980840032;5,91774916891204
2015-09-01;22,6551285592226;0,646529886826164;7,69542732194249;4,9398021552863;3,43631957133497;5,9370496238327
2015-10-01;22,6923620718177;0,644622182572476;7,71845838620735;4,9286408795854;3,44037684831392;5,96026377513859
2015-11-02;22,7592174722673;0,643445890135103;7,74840554216173;4,93596572278341;3,44578704962236;5,98561326756471
2015-12-01;22,8688536144934;0,645247051129839;7,76635290272645;4,97746524960338;3,46678634742429;6,0130020636094
2016-01-04;22,9081351975043;0,645174838374218;7,80901322258272;4,96683979167687;3,46559435537882;6,02151298949168
2016-02-01;22,8730476080404;0,645152934684494;7,78809546924722;4,97973609819835;3,45286104292771;6,00720206298261
2016-03-01;22,7563852892573;0,641479984983609;7,76359499249057;4,9538414163518;3,42359996346648;5,97386893196487
2016-04-01;22,5338251254625;0,63586926089193;7,72233095896484;4,87156618653989;3,3880327436624;5,91602597540348
2016-05-02;22,2582326687197;0,627894580382;7,65603543076517;4,79119214376235;3,34461369125187;5,83849682255833
2016-06-01;21,9688955898852;0,624741014708593;7,59199075253237;4,70424875369193;3,29815187084847;5,74976319810384
2016-07-01;21,6949221123906;0,622200788512693;7,53203454541501;4,61401593571806;3,26365708545232;5,66301375729251
2016-08-01;21,4369471391403;0,618213899305678;7,46960723104293;4,53236806442211;3,23316576805304;5,58359217631654
2016-09-01;21,2023617928172;0,616197534860291;7,41225767513823;4,45572503775194;3,20648665674013;5,51169488832663
2016-10-03;20,9808505946792;0,616749260029958;7,35120648077524;4,38546313327628;3,18367788219467;5,44375383840308
2016-11-01;20,7843980736113;0,615557241144082;7,29898494024063;4,31601104216311;3,1722665634379;5,38157828662561
2016-12-01;20,616536905075;0,619647748455789;7,23458042098927;4,24502128750509;3,17929469520686;5,33799275291799
2017-01-02;20,4935496369191;0,617747840334939;7,15497109918364;4,20909714752735;3,19565232421688;5,31608122565636
2017-02-01;20,4499866222596;0,616409388820879;7,15063199811944;4,16379269650666;3,2144905674014;5,30466197141118
2017-03-01;20,4482434288378;0,617287251856465;7,12536319247879;4,16477973677434;3,24070965068136;5,30010359704689
2017-04-03;20,4780755573777;0,619228380304835;7,09930930096057;4,19271105177569;3,26471413518361;5,30211268915297
2017-05-02;20,5038903240539;0,621816043646613;7,08014742131255;4,20121001897451;3,28924582209387;5,31147101802637
2017-06-01;20,5407380539207;0,622976915670722;7,04292230122777;4,22193929022821;3,32272796361072;5,33017158318328
