Fecha;Reservas
2015-01-02;31337,377749153
2015-01-05;31313,221262882
2015-01-06;31314,6927473012
2015-01-07;31247,5335187742
2015-01-08;31072,9314479325
2015-01-09;31076,3694498481
2015-01-12;31102,9588843681
2015-01-13;31281,4995478909
2015-01-14;31297,9239421918
2015-01-15;31318,2084861048
2015-01-16;31311,4387363612
2015-01-19;31315,0704359437
2015-01-20;31276,2745184069
2015-01-21;31261,5099947573
2015-01-22;31264,5248061864
2015-01-23;31228,7940075099
2015-01-26;31286,7219353495
2015-01-27;31299,9506333024
2015-01-28;31304,4237736702
2015-01-29;31349,5939166292
2015-01-30;31451,5446675201
2015-02-02;31402,6129513424
2015-02-03;31240,4056951872
2015-02-04;31238,8379327696
2015-02-05;31269,2413385709
2015-02-06;31283,9755365249
2015-02-09;31291,1493270408
2015-02-10;31314,8310973253
2015-02-11;31316,0684552626
2015-02-12;31352,6213480308
2015-02-13;31353,9115224014
2015-02-18;31332,5168521485
2015-02-19;31343,9400014356
2015-02-20;31359,7173945568
2015-02-23;31380,8788333896
2015-02-24;31402,9163050899
2015-02-25;31405,8124897085
2015-02-26;31411,5303066285
2015-02-27;31469,8500531596
2015-03-02;31467,4002285294
2015-03-03;31458,4284500103
2015-03-04;31449,3862552282
2015-03-05;31440,498668939
2015-03-06;31404,7246200327
2015-03-09;31394,9747100934
2015-03-10;31392,9774204774
2015-03-11;31368,2008631695
2015-03-12;31380,1782182077
2015-03-13;31390,6512224274
2015-03-16;31427,9599992975
2015-03-17;31418,6065989084
2015-03-18;31422,7367817592
2015-03-19;31431,0768913423
2015-03-20;31441,3995763639
2015-03-25;31457,0013073356
2015-03-26;31465,3991466879
2015-03-27;31464,397229362
2015-03-30;31460,3517391717
2015-03-31;31489,5534790446
2015-04-01;31505,2898983537
2015-04-06;31509,8896443049
2015-04-07;31512,9877501556
2015-04-08;31515,9793651061
2015-04-09;31515,5867289976
2015-04-10;31523,5764184456
2015-04-13;31523,8608265295
2015-04-14;31522,8936738592
2015-04-15;31507,0556574799
2015-04-16;31514,6040947109
2015-04-17;31419,0857538357
2015-04-20;31423,559073612
2015-04-21;31439,5487161606
2015-04-22;31438,1032666517
2015-04-23;32687,5880746766
2015-04-24;32686,7847581831
2015-04-27;32686,9309143329
2015-04-28;33221,2032012419
2015-04-29;33910,3312239362
2015-04-30;33908,8704594147
2015-05-04;33909,5827299283
2015-05-05;33901,3367194959
2015-05-06;33905,452868011
2015-05-07;33873,5341193921
2015-05-08;33851,7870213946
2015-05-11;33856,3455082066
2015-05-12;33865,7905604306
2015-05-13;33860,0499284926
2015-05-14;33861,4224921087
2015-05-15;33865,6225351562
2015-05-18;33870,7211020936
2015-05-19;33868,3856863065
2015-05-20;33873,0907736304
2015-05-21;33874,7370662347
2015-05-22;33881,4473098118
2015-05-26;33818,0616325556
2015-05-27;33817,0133244082
2015-05-28;33271,5679959309
2015-05-29;33283,2361118719
2015-06-01;33283,1117341133
2015-06-02;33288,4037902187
2015-06-03;33279,6105136269
2015-06-04;33305,7649864377
2015-06-05;33284,9547557725
2015-06-08;33288,4735291151
2015-06-09;33794,9353784323
2015-06-10;33807,1857854977
2015-06-11;33812,5363366776
2015-06-12;33813,1174461521
2015-06-15;33817,2535386646
2015-06-16;33815,6254772792
2015-06-17;33817,5359428551
2015-06-18;33823,9120781412
2015-06-19;33829,2166873053
2015-06-22;33821,0901714111
2015-06-23;33815,648449781
2015-06-24;33821,0059172599
2015-06-25;33834,974843484
2015-06-26;33833,4182366609
2015-06-29;33841,9728571341
2015-06-30;33851,3441825037
2015-07-01;33847,1892418687
2015-07-02;33850,3867959472
2015-07-03;33849,4784126211
2015-07-06;33833,5026567913
2015-07-07;33828,8298658927
2015-07-08;33829,1155144543
2015-07-10;33833,6061829917
2015-07-13;33841,0964885651
2015-07-14;33837,0533618243
2015-07-15;33842,8993183643
2015-07-16;33842,5109360553
2015-07-17;33853,2237366994
2015-07-20;33845,1954374643
2015-07-21;33861,316835743
2015-07-22;33928,2866551954
2015-07-23;33928,9080737099
2015-07-24;33933,4948836164
2015-07-27;33930,8428788568
2015-07-28;33933,0348629192
2015-07-29;33930,5840593966
2015-07-30;33927,1646834348
2015-07-31;33942,9569371937
2015-08-03;33914,8909740268
2015-08-04;33887,8812901214
2015-08-05;33849,2901384778
2015-08-06;33837,3020575591
2015-08-07;33837,1881516525
2015-08-10;33842,4919524186
2015-08-11;33711,762303042
2015-08-12;33691,7500285293
2015-08-13;33631,5887954819
2015-08-14;33653,3363899403
2015-08-18;33663,3805436829
2015-08-19;33663,5752716005
2015-08-20;33674,4028070697
2015-08-21;33684,0018345547
2015-08-24;33674,2385353327
2015-08-25;33633,8497998663
2015-08-26;33606,1225728282
2015-08-27;33598,6524034145
2015-08-28;33598,4732818737
2015-08-31;33605,9938042418
2015-09-01;33582,307364212
2015-09-02;33568,7271118114
2015-09-03;33542,256633504
2015-09-04;33552,4440536311
2015-09-07;33546,1218652521
2015-09-08;33521,1467765338
2015-09-09;33500,1507067387
2015-09-10;33499,2092154466
2015-09-11;33505,0335156768
2015-09-14;33492,2216587676
2015-09-15;33452,8110890173
2015-09-16;33445,142855225
2015-09-17;33452,2093363307
2015-09-18;33424,6853304756
2015-09-21;33395,5850040721
2015-09-22;33401,4437190551
2015-09-23;33338,3998116623
2015-09-24;33343,2787973857
2015-09-25;33104,4065152967
2015-09-28;33317,6009526893
2015-09-29;33288,4317249047
2015-09-30;33257,1425252049
2015-10-01;32471,4035669651
2015-10-02;32461,6947490954
2015-10-05;27713,1150765941
2015-10-06;27721,8589116983
2015-10-07;27690,7695722363
2015-10-08;27747,1770377442
2015-10-09;27757,9381251682
2015-10-13;27753,2628243633
2015-10-14;27754,5928353801
2015-10-15;27635,5004304197
2015-10-16;27634,8671654393
2015-10-19;27388,9156187549
2015-10-20;27388,5303223016
2015-10-21;27335,13866959
2015-10-22;27300,1994587121
2015-10-23;27305,1773398086
2015-10-26;27162,262407121
2015-10-27;27059,6928626057
2015-10-28;27037,2150658367
2015-10-29;26964,8457526703
2015-10-30;26969,6109497779
2015-11-02;26937,7815452983
2015-11-03;26877,2612707362
2015-11-04;26807,2826008652
2015-11-05;26709,5643451824
2015-11-09;26439,5826000303
2015-11-10;26391,1347999521
2015-11-11;26277,9271711184
2015-11-12;26246,4766607502
2015-11-13;26202,9758429315
2015-11-16;26110,8577561362
2015-11-17;25924,0603282002
2015-11-18;25933,3071485219
2015-11-19;25889,0761498674
2015-11-20;25841,0230073172
2015-11-23;25811,7836922066
2015-11-24;25781,9706897169
2015-11-25;25767,6494520583
2015-11-26;25761,0336373445
2015-11-30;25614,7779466495
2015-12-01;25410,0113853581
2015-12-02;25184,2021344679
2015-12-03;25046,4588589938
2015-12-04;25030,395302235
2015-12-09;25092,4269277825
2015-12-10;24862,1683132314
2015-12-11;24660,694693749
2015-12-14;24472,7768454886
2015-12-15;24289,772454329
2015-12-16;24163,6203822689
2015-12-17;24141,30757047
2015-12-18;24395,7130339756
2015-12-21;24416,5309264329
2015-12-22;24440,7029923571
2015-12-23;24719,8863088752
2015-12-24;24857,6523448835
2015-12-28;25076,6977405138
2015-12-29;25267,023266741
2015-12-30;25385,2858128463
2015-12-31;25563,4819087213
2016-01-04;25515,0626064464
2016-01-05;25511,7394693645
2016-01-06;25668,3771707495
2016-01-07;25671,012050435
2016-01-08;25558,795672163
2016-01-11;25709,9645936998
2016-01-12;25609,8891943173
2016-01-13;25590,7104489167
2016-01-14;25543,3691150505
2016-01-15;25644,5262482135
2016-01-18;25665,4594937402
2016-01-19;25586,9080604788
2016-01-20;25545,6550269196
2016-01-21;25368,9747499096
2016-01-22;25375,3971463741
2016-01-25;25388,5860301672
2016-01-26;25413,8922230405
2016-01-27;25322,1275331656
2016-01-28;25242,7801614434
2016-01-29;30074,0008648907
2016-02-01;29984,9872903594
2016-02-02;29927,5354963704
2016-02-03;29892,3690984784
2016-02-04;29834,7170207462
2016-02-05;29673,5635918563
2016-02-10;29731,830980457
2016-02-11;29832,9165519747
2016-02-12;29656,297532752
2016-02-15;29675,5827885198
2016-02-16;29437,382513786
2016-02-17;29317,0405258331
2016-02-18;29273,4546622026
2016-02-19;29177,5326586074
2016-02-22;29067,6794332677
2016-02-23;28890,4450407069
2016-02-24;28859,5240216675
2016-02-25;28766,9631708311
2016-02-26;28551,4881885015
2016-02-29;28398,5364960011
2016-03-01;28195,0305418036
2016-03-02;28123,9960626884
2016-03-03;28120,8924362693
2016-03-04;28215,4413238802
2016-03-07;28167,0859409295
2016-03-08;28163,9768827044
2016-03-09;28113,4338001504
2016-03-10;28129,6540088701
2016-03-11;28144,9491696844
2016-03-14;28028,6485010384
2016-03-15;27848,7739203035
2016-03-16;29080,2759719483
2016-03-17;29237,9341314747
2016-03-18;29195,412299948
2016-03-21;29148,7990108993
2016-03-22;29117,3619488881
2016-03-23;29886,0469200132
2016-03-28;29842,0467116742
2016-03-29;29881,0348614116
2016-03-30;29852,3998884105
2016-03-31;29571,6947349726
2016-04-01;29406,8607954167
2016-04-04;29420,8333618741
2016-04-05;29544,3207005892
2016-04-06;29461,7914834426
2016-04-07;29557,0231518114
2016-04-08;29512,2145396362
2016-04-11;29524,2738665693
2016-04-12;29528,1324163962
2016-04-13;29442,5303647253
2016-04-14;29353,1005930173
2016-04-15;29238,8149769738
2016-04-18;29224,3215078953
2016-04-19;29295,2089388522
2016-04-20;29254,3716296809
2016-04-21;29186,3807472883
2016-04-22;35042,6081964589
2016-04-25;35009,3887404506
2016-04-26;34905,6456786133
2016-04-27;34741,4837921725
2016-04-28;34655,2110170167
2016-04-29;34379,7671265707
2016-05-02;34314,1202975445
2016-05-03;34219,7905491055
2016-05-04;31518,1866779235
2016-05-05;31391,8110925394
2016-05-06;31311,0071632651
2016-05-09;30986,5088385287
2016-05-10;31077,1507029084
2016-05-11;31175,9087383209
2016-05-12;31079,1744782494
2016-05-13;31347,6692473683
2016-05-16;31356,2068194024
2016-05-17;31632,1798234641
2016-05-18;31645,1050471724
2016-05-19;32088,1286811269
2016-05-20;32032,6569127398
2016-05-23;32268,1128311326
2016-05-24;31643,313558211
2016-05-26;30829,3377788586
2016-05-27;30391,3663363231
2016-05-30;30348,3301498815
2016-05-31;30171,3507232746
2016-06-01;30741,5538977024
2016-06-02;30757,3081150915
2016-06-03;31033,2697814372
2016-06-06;30935,7481103692
2016-06-07;30849,2104331921
2016-06-08;30987,5120872346
2016-06-09;30980,8556887016
2016-06-10;31354,0871691332
2016-06-13;31262,763077395
2016-06-14;31218,9748072725
2016-06-15;32189,7350231631
2016-06-16;32137,3310216508
2016-06-21;32094,7037684046
2016-06-22;32045,1050016064
2016-06-23;32024,3773024967
2016-06-24;31857,5745038924
2016-06-27;31707,6303701022
2016-06-28;31706,6388201856
2016-06-29;31111,6253596832
2016-06-30;30507,2760925154
2016-07-01;30749,4187956227
2016-07-04;30767,7725102227
2016-07-05;30737,0506402904
2016-07-06;33425,4227998509
2016-07-07;33673,2299997005
2016-07-11;33646,9535026003
2016-07-12;33885,7207320483
2016-07-13;33986,3012203242
2016-07-14;33976,9703345048
