Fecha;Pases Pasivos;LELIQ;LEBAC
2004-05-28;14603,7415087123;NA;1148344,49681995
2004-06-01;44199,2316013248;NA;1159819,1798331
2004-07-01;304377,210946856;NA;1169474,07202022
2004-08-02;328471,173709884;NA;1182064,33385958
2004-09-01;391375,886728333;NA;1167009,67010588
2004-10-01;467757,919341777;NA;1158471,76841491
2004-11-01;483625,033872006;NA;1201776,73075893
2004-12-01;456839,928415776;NA;1197165,54059331
2005-01-03;622466,065886494;NA;1238171,58634385
2005-02-01;575397,294533847;NA;1283896,31921353
2005-03-01;416768,244566752;NA;1348445,46879343
2005-04-01;422788,733065401;NA;1400584,01246463
2005-05-02;405030,191496062;NA;1469597,28095947
2005-06-01;440712,106350868;NA;1718897,6596436
2005-07-01;374238,526504558;NA;1803780,37615303
2005-08-01;545072,36341978;NA;1874913,00576286
2005-09-01;569977,700563088;NA;1960200,81000228
2005-10-03;363929,125478547;NA;2015493,00968859
2005-11-01;362490,03329688;NA;1974279,05028385
2005-12-01;417402,461013024;NA;1919448,6614334
2006-01-02;284218,179821543;NA;1850897,78266721
2006-02-01;311924,103541071;NA;1854403,53663348
2006-03-01;224718,544317617;NA;1990875,25652874
2006-04-03;237093,125135173;NA;2010431,49058641
2006-05-02;396165,142415706;NA;2098627,83739674
2006-06-01;403843,81135965;NA;2185169,52681857
2006-07-03;339170,960906837;NA;2328428,76911114
2006-08-01;356832,698905715;NA;2460760,72944657
2006-09-01;209761,81859242;NA;2606027,73130596
2006-10-02;224114,917501767;NA;2654982,38420939
2006-11-01;233022,893145593;NA;2757764,22511444
2006-12-01;118025,905622737;NA;2729987,29734903
2007-01-02;272013,96948292;NA;2786865,10432433
2007-02-01;358320,877832;NA;3016543,96370204
2007-03-01;263008,089326758;NA;3183636,00696051
2007-04-03;353967,137705598;NA;3306945,67367416
2007-05-02;354802,95426842;NA;3505498,55385877
2007-06-01;203307,100008153;NA;3676757,31480786
2007-07-02;152364,067736391;NA;3683270,84477547
2007-08-01;154290,447069743;NA;3534829,49928345
2007-09-03;198438,66780002;NA;3377658,53783466
2007-10-01;151424,315107292;NA;3247178,93002153
2007-11-01;136658,355842105;NA;3100200,08853413
2007-12-03;123784,531986729;NA;2908025,02937771
2008-01-02;403817,747471466;NA;2824368,23045738
2008-02-01;545130,507879309;NA;2887455,41681318
2008-03-03;420874,132851034;NA;2885980,91406276
2008-04-01;386565,38703734;NA;2822586,7366088
2008-05-02;303310,146052407;NA;2681121,3472358
2008-06-02;220624,404533885;NA;2484574,14503828
2008-07-01;462543,220496335;NA;2340482,84698458
2008-08-01;519992,593316294;NA;2310561,34156562
2008-09-01;502829,481135976;NA;2294403,51830048
2008-10-01;405709,478685296;NA;2210484,04654993
2008-11-03;417951,606219829;NA;2032482,23791721
2008-12-01;453260,898030615;NA;1793033,93596696
2009-01-02;710551,178423689;NA;1699738,12920647
2009-02-02;697499,843529791;NA;1669679,50960386
2009-03-02;696855,05216379;NA;1520469,4671073
2009-04-01;655864,699204048;NA;1497009,96533771
2009-05-04;677632,520088796;NA;1495398,62932689
2009-06-01;615529,085027739;NA;1432686,82292753
2009-07-01;501829,954972539;NA;1387971,22145773
2009-08-03;503022,303540193;NA;1446162,01482189
2009-09-01;440115,116604052;NA;1590493,66944944
2009-10-01;438370,243528477;NA;1682627,33571329
2009-11-02;396290,290113322;NA;1823700,59209235
2009-12-01;262925,794573976;NA;1819848,13815648
2010-01-04;435464,204560791;NA;1748274,02843485
2010-02-01;613123,04114514;NA;1683450,94580121
2010-03-01;479412,642285594;NA;1742787,54613819
2010-04-05;528939,984632429;NA;1819523,96394112
2010-05-03;545524,143194944;NA;1872660,51519058
2010-06-01;526968,395083721;NA;1924760,49812028
2010-07-01;502630,455093161;NA;2002826,9062302
2010-08-02;433545,097026043;NA;2149986,00969747
2010-09-01;419774,145458763;NA;2288500,67947493
2010-10-01;385255,482981115;NA;2316204,27110924
2010-11-01;381627,358334662;NA;2281714,15246851
2010-12-01;283856,327442774;NA;2265884,81337777
2011-01-03;344867,653505012;NA;2289627,58276954
2011-02-01;329409,729936686;NA;2353346,17186952
2011-03-01;381033,715672074;NA;2397634,69629189
2011-04-01;382688,481640822;NA;2432448,39343218
2011-05-02;376562,272005593;NA;2431093,35203264
2011-06-01;285271,493501976;NA;2458914,34409362
2011-07-01;182125,749634762;NA;2382731,67028497
2011-08-01;313181,391761197;NA;2215280,06382044
2011-09-01;274137,326172275;NA;2119105,84734039
2011-10-03;249773,270351053;NA;2018556,20691239
2011-11-01;241126,394614301;NA;1847250,47981197
2011-12-01;296207,639601489;NA;1673754,46273427
2012-01-03;382293,185443482;NA;1748720,75662038
2012-02-01;636235,250899474;NA;1863888,78749261
2012-03-01;486432,260430671;NA;1866798,64579019
2012-04-03;552152,815469342;NA;1854008,05131545
2012-05-02;631864,229419213;NA;1913772,04762673
2012-06-01;451139,423228036;NA;1925434,98877525
2012-07-02;406334,801703998;NA;1885645,11903984
2012-08-01;386605,595799245;NA;1886509,88561548
