Fecha;Circulante en Entidades;Circulante en Público;Cta. Cte. en BCRA
2015-06-11;37790;338632,59316399;128053,30506879
2015-06-12;37694;338214,87440687;125540,28569821
2015-06-15;38054;337844,37047076;126215,81913064
2015-06-16;39130;336457,33584713;123511,79442745
2015-06-17;38407;336433,19965794;114839,92926985
2015-06-18;37340;337334,38436198;111911,2095069
2015-06-19;36238;339230,37168384;106011,28437536
2015-06-22;35092;341114,51289691;104047,02006498
2015-06-23;35446;341167,48843304;106988,20013688
2015-06-24;35424;341909,65733219;110199,1318851
2015-06-25;35571;343114,44074525;102656,19357363
2015-06-26;35993;345155,51948717;106735,64209103
2015-06-29;37768;346284,17465411;100941,89957427
2015-06-30;39394;348125,53974341;95199,76338872
2015-07-01;38063;351164,79649445;111103,67595347
2015-07-02;37868;354983,01758897;111821,1578145
2015-07-03;37312;358825,91637671;114456,13997174
2015-07-06;36763;363370,96427438;109475,05381014
2015-07-07;37751;365089,83356448;111074,89458746
2015-07-08;38665;366961,0648371;109242,20407429
2015-07-10;38377;369189,29911114;110214,53609756
2015-07-13;40815;367079,2417286;107905,96614154
2015-07-14;40627;366132,7790466;110579,80055271
2015-07-15;39944;365413,82503754;111121,49185113
2015-07-16;38558;365392,48962202;111610,32089744
2015-07-17;36827;365790,90096804;115503,32310833
2015-07-20;35804;366124,5921791;126120,70591906
2015-07-21;35901;365108,15483593;130372,90324885
2015-07-22;35084;365045,72464094;132789,5737446
2015-07-23;34001;365528,82911894;133651,48529461
2015-07-24;33432;366215,44231668;119755,32946942
2015-07-27;34337;365894,29633497;117053,55047098
2015-07-28;35692;365257,41598043;120623,60156232
2015-07-29;36429;365279,47264553;113414,87666354
2015-07-30;37569;365814,33435131;103925,28903691
2015-07-31;38140;367201,40337596;114828,98676803
2015-08-03;37580;370109,21119263;123850,27489803
2015-08-04;38546;370862,40891544;131499,58407764
2015-08-05;38595;372521,12087918;124893,88065252
2015-08-06;38523;374870,4322419;119787,29851042
2015-08-07;37079;377655,50220548;117156,35438755
2015-08-10;36165;379267,78690774;118330,24907571
2015-08-11;37891;377060,98402107;121815,08122173
2015-08-12;38322;375676,81863898;117807,31793146
2015-08-13;38589;374504,9036312;118212,2949017
2015-08-14;37693;374486,06401233;120482,60481836
2015-08-18;38390;373192,00876308;116413,64436717
2015-08-19;39170;371033,78750653;120586,20171019
2015-08-20;38324;370596,02153951;113204,39780218
2015-08-21;36607;370841,94300859;112419,63520596
2015-08-24;36606;370144,29078384;110167,97277417
2015-08-25;36925;368818,86162926;113988,16541712
2015-08-26;37008;368025,45143095;112660,56731791
2015-08-27;36976;368218,75162558;110182,00433543
2015-08-28;37403;369332,39411382;118351,01305938
2015-08-31;37288;371309,8322149;100660,44196274
2015-09-01;38283;371819,13935804;122685,35322617
2015-09-02;38371;373593,19187334;119460,91698306
2015-09-03;37635;375622,97974182;117715,57984659
2015-09-04;36700;378938,54078124;118947,93082792
2015-09-07;35577;381583,32284563;117553,05104287
2015-09-08;36667;381386,03297446;114194,33695161
2015-09-09;37038;381031,1210388;114358,2650674
2015-09-10;37458;380666,47015754;117039,30564454
2015-09-11;37444;380129,69626817;124994,07926846
2015-09-14;37343;379058,17584199;121970,35458405
2015-09-15;37519;377567,33173334;123599,32681486
2015-09-16;36628;376743,35898928;122226,45881718
2015-09-17;35777;376701,90727688;119440,29705775
2015-09-18;34603;377105,79818207;121566,11587811
2015-09-21;34094;377214,15142462;120220,48249728
2015-09-22;35081;375676,60233575;124367,08952474
2015-09-23;35114;375248,61116295;119862,86893189
2015-09-24;34917;375487,54090027;120642,44560117
2015-09-25;35289;376910,74237211;115391,81086323
2015-09-28;36303;376448,84737211;107315,24601401
2015-09-29;37425;376028,55912211;120620,62026889
2015-09-30;38385;375611,72912211;116137,63201266
2015-10-01;39803;377476,44196264;124267,44644649
2015-10-02;38297;381528,82886582;119536,43231124
2015-10-05;37592;384439,19356663;124894,8438129
2015-10-06;38406;385192,14042561;122603,4087118
2015-10-07;37681;387022,9448537;122347,63187179
2015-10-08;37547;388874,90526032;120964,01773292
2015-10-09;38479;389539,35506515;117748,28740075
2015-10-13;40729;387510,79468371;118781,34859439
2015-10-14;42532;384044,24437514;115660,50660632
2015-10-15;41695;382876,37436636;127290,50266461
2015-10-16;40191;382570,42081165;127262,6794303
2015-10-19;39772;381495,17674987;125833,58084876
2015-10-20;39835;379770,3398523;131084,18293051
2015-10-21;38801;379431,13276741;128334,46784751
2015-10-22;37744;379535,01428235;131168,77039771
2015-10-23;36909;380126,18813458;129361,88726377
2015-10-26;38691;379149,95634509;125106,88007981
2015-10-27;40872;378307,73917177;122067,55340502
2015-10-28;41716;378772,52196694;111947,72705219
2015-10-29;44260;379380,46190638;102085,17194641
2015-10-30;43255;381031,59305007;118914,83245991
2015-11-02;41389;383706,75028334;136062,01908404
2015-11-03;41544;384415,98718997;134632,33093424
2015-11-04;41633;385350,88983451;136950,88492156
2015-11-05;39694;389467,607044;138228,51052404
2015-11-09;39662;390433,46626841;138313,26343589
2015-11-10;40107;389626,59347965;140075,66943477
2015-11-11;40032;388834,83990581;144176,00226166
2015-11-12;40019;387924,87127221;134493,96872994
2015-11-13;39333;387644,60757573;140994,32038377
2015-11-16;39361;386937,54132039;143092,37084826
2015-11-17;40402;385021,92895859;142626,4086199
2015-11-18;39875;384787,14829344;133110,53701913
2015-11-19;39137;384867,19413922;128362,67475323
2015-11-20;39367;385969,51819817;120835,00835004
2015-11-23;40786;385147,52132328;129020,47863493
2015-11-24;43385;383800,4992925;125690,50066586
2015-11-25;44731;383985,74546862;121259,5609169
2015-11-26;44456;385362,43239168;128663,2058924
2015-11-30;45151;387418,55700719;104191,52497547
2015-12-01;46735;388277,55396819;176037,8777681
2015-12-02;47583;391339,48996224;171940,00035583
2015-12-03;48326;395313,98356577;174814,20343927
2015-12-04;45473;401149,60678085;165693,64126909
2015-12-09;45636;404618,45493691;178994,96511216
2015-12-10;47295;404918,22913453;169764,48065545
2015-12-11;47919;405386,64449624;163950,98922155
2015-12-14;50653;404159,50270016;161841,46536624
2015-12-15;53175;401799,15101155;157426,5410965
2015-12-16;53215;402234,4133923;150525,06870259
2015-12-17;53207;403834,27307854;173729,50524449
2015-12-18;50873;407938,09823092;170632,9084946
2015-12-21;52131;412510,17574026;173987,75804791
2015-12-22;51104;416357,41403187;172545,11599466
2015-12-23;51673;421189,9341997;160714,75963083
2015-12-24;53813;420026,9813971;157320,62073458
2015-12-28;53801;422336,02689876;153072,99862116
2015-12-29;56236;422004,97052086;153823,64063626
2015-12-30;54529;424376,56162984;130135,5453057
2015-12-31;53411;425365,61876815;145112,89928303
2016-01-04;53704;425258,31658457;141332,92769716
2016-01-05;54180;423829,60105067;144059,64197091
2016-01-06;52889;423633,94734857;128175,48672066
2016-01-07;50545;424550,4089024;131644,40770168
2016-01-08;49067;425123,84480908;138193,37393135
2016-01-11;48503;424510,5595113;147592,58806091
2016-01-12;50606;420720,7634453;148848,51136353
2016-01-13;50494;418377,54645127;133651,30362868
2016-01-14;50088;416461,5751861;136357,58981459
2016-01-15;50002;414590,19257338;136403,11393753
2016-01-18;49993;412900,68334399;126424,35346469
2016-01-19;51330;409858,65402231;128750,68915246
2016-01-20;51227;408201,22089131;130989,51621192
2016-01-21;50965;407190,69420237;135085,55594795
2016-01-22;50902;406355,88471725;135916,68528704
2016-01-25;52001;404737,82165222;135352,02875056
2016-01-26;53742;402548,66264333;141402,80873945
2016-01-27;54111;401872,9468406;134736,37347364
2016-01-28;54145;402219,32642794;134576,71674958
2016-01-29;51906;404834,69896668;131592,17999791
2016-02-01;49904;407510,14958933;129619,29057759
2016-02-02;50436;407674,35302433;129027,44202763
2016-02-03;49923;408919,58429813;123594,02880051
2016-02-04;49654;411075,34161488;114200,97357373
2016-02-05;48727;414117,16450064;106708,69981081
2016-02-10;48599;414575,81114064;100525,56681025
2016-02-11;51437;411458,77819802;109635,580691
2016-02-12;52393;409387,55488759;111311,20794684
2016-02-15;53763;406864,47852059;114112,98333952
2016-02-16;55766;403717,14125441;102435,85917913
2016-02-17;56258;402050,95749568;93934,8099626101
2016-02-18;56467;400870,10049378;92812,549908
2016-02-19;55847;400722,24135568;93711,08087706
2016-02-22;56261;399722,1346065;91460,8916356197
2016-02-23;57460;397650,91855755;95096,3283775499
2016-02-24;57633;396882,200377;97995,6109041799
2016-02-25;58218;396685,88240418;97685,4773795899
2016-02-26;57697;397254,41564218;96294,64549798
2016-02-29;56041;399470,2523464;103626,64062373
2016-03-01;56189;399371,0523174;123615,45397392
2016-03-02;53271;402408,9713483;134048,21858539
2016-03-03;53239;404118,16162312;140159,83158355
2016-03-04;50064;407940,14850636;135548,87712017
2016-03-07;47295;411090,42494036;135046,08475221
2016-03-08;47800;410324,70986424;133030,81120492
2016-03-09;48088;409855,05780993;131951,2184136
2016-03-10;48901;408734,73590072;130541,68913087
2016-03-11;49794;407529,178043;126405,61695442
2016-03-14;50813;405823,05037184;118112,88014883
2016-03-15;53419;402635,70461619;116979,07830553
2016-03-16;54241;400753,09233493;125706,57544917
2016-03-17;53995;400027,18291438;134130,81001402
2016-03-18;53791;399505,98831608;135802,51194885
2016-03-21;54072;398818,75138696;138316,85065666
2016-03-22;56256;397030,20465168;129499,43185442
2016-03-23;56401;396952,71050828;140889,352783
2016-03-28;58438;394906,79886945;130602,41619622
2016-03-29;60702;392619,29848729;129965,41135278
2016-03-30;60722;392706,99651643;109498,66559219
2016-03-31;59445;393995,31132674;119579,13375466
2016-04-01;56987;396731,63289972;156291,91402141
2016-04-04;53685;400263,97685708;150974,07842516
2016-04-05;53807;400950,57862277;146230,712184
2016-04-06;52096;402524,26780425;133854,95366152
2016-04-07;50287;405331,73696524;134616,14441405
2016-04-08;49493;406856,32536114;127173,88611131
2016-04-11;49607;406671,10352417;127631,17219533
2016-04-12;52590;403356,21536517;130205,49039409
2016-04-13;53985;401326,21864938;131536,21414773
2016-04-14;54730;400578,21770438;132737,96870999
2016-04-15;55841;398717,21346198;123907,86409951
2016-04-18;57002;397031,09076578;118347,74333359
2016-04-19;58257;395185,26019107;127502,06569065
2016-04-20;57065;396017,31481394;126670,06221338
2016-04-21;57004;396078,31481394;112892,30320489
2016-04-22;57680;395024,11248059;112672,58212717
2016-04-25;58711;392917,29848144;112941,01402422
2016-04-26;59770;391217,75855544;119011,70128553
2016-04-27;59505;391088,5942543;125745,15367387
2016-04-28;58672;391888,24696928;122311,95880064
2016-04-29;56536;394313,86727128;121717,72396548
2016-05-02;53523;397903,55881028;147408,64541583
2016-05-03;53586;398372,11398064;145009,10961765
2016-05-04;52367;400238,43266402;146474,86204639
2016-05-05;50862;403456,67633996;145065,90563805
2016-05-06;48552;407343,0915884;136471,62014561
2016-05-09;47019;409758,45190384;142449,90875839
2016-05-10;49374;407088,41714484;132783,70746092
2016-05-11;50523;405580,07378618;133838,62860906
2016-05-12;51393;404224,43019718;124884,77483899
2016-05-13;51283;403457,70225698;129143,21254502
2016-05-16;51792;402392,45530028;128764,85368754
2016-05-17;53642;399713,43214438;135174,16363453
2016-05-18;53244;399001,14635429;129432,29880755
2016-05-19;52560;399027,12936149;125006,76882495
2016-05-20;51803;399522,19785602;131195,89560564
2016-05-23;52418;398735,32878029;129629,64527768
2016-05-24;54185;396751,49035837;129036,4594472
2016-05-26;54575;396286,45167337;119874,02596335
2016-05-27;54696;396186,02393123;121207,49263069
2016-05-30;55438;395973,24313502;122234,34446281
2016-05-31;56305;395525,03206142;124325,74580803
2016-06-01;54933;397965,25655537;159393,58795693
2016-06-02;53514;400868,40242016;155227,26394581
2016-06-03;51008;404295,16296031;156066,89576508
2016-06-06;47718;408664,69437989;155497,91695091
2016-06-07;48038;409177,0983624;152551,53381461
2016-06-08;47413;410321,5854969;164438,03241375
2016-06-09;47572;410989,9937404;162146,2605031
2016-06-10;47786;411578,87303801;162705,25523974
2016-06-13;49329;410496,96909651;158585,64166777
2016-06-14;51694;408010,41550174;152837,47622524
2016-06-15;51852;407995,99401114;166696,27068647
2016-06-16;50792;409363,3752043;153716,16124235
2016-06-21;51191;409170,43853922;160282,8469027
2016-06-22;52793;407065,08171968;182276,92781116
2016-06-23;51152;408447,77635732;170321,62052436
2016-06-24;49293;410816,60897288;159997,66077989
2016-06-27;49826;411873,19069188;152731,74472492
2016-06-28;50734;411580,33319188;149120,5226806
2016-06-29;50645;413717,70769408;159687,77694867
2016-06-30;49613;417507,82390908;164110,61088222
2016-07-01;47773;422773,15696708;216972,93305058
2016-07-04;47568;427640,97644208;207410,50388905
2016-07-05;50031;429599,2602842;186937,76011835
2016-07-06;51806;433467,90571224;194660,55637418
2016-07-07;51774;437787,43220934;193590,59229783
2016-07-11;51191;439937,43817801;190102,40676112
2016-07-12;53513;437232,85075059;182055,07346208
2016-07-13;53850;435523,43813259;187947,22981975
2016-07-14;53767;434477,75314711;191367,8611797
2016-07-15;53429;434144,55771911;182098,76898147
2016-07-18;53337;433351,28049887;178125,99744782
2016-07-19;54312;431153,88817715;175109,15643738
2016-07-20;53277;430831,93206427;176097,69598389
2016-07-21;52062;430829,81032727;176111,86594371
2016-07-22;50715;431339,3866129;176372,22502994
2016-07-25;50520;430864,8066149;179441,33877654
2016-07-26;51794;428808,4997014;188241,84332242
2016-07-27;51579;428773,6275759;189079,69504025
2016-07-28;51530;429786,3159779;187388,17746954
2016-07-29;50357;432922,0131509;177850,78913024
2016-08-01;49885;436041,10196092;201910,79633451
2016-08-02;51269;436456,57075492;196112,56968302
2016-08-03;51548;438043,65498292;181977,26342046
2016-08-04;50826;441370,62151424;181232,39525731
2016-08-05;49515;444830,32706374;180140,50802592
2016-08-08;48146;447414,89791463;189660,60093116
2016-08-09;50694;445438,9072379;185360,53261802
2016-08-10;51549;444400,1782029;193353,99761212
2016-08-11;53018;443009,26153741;183238,30691067
2016-08-12;53022;441926,24488856;178526,2123198
2016-08-16;53673;440273,0706945;167786,50462758
2016-08-17;54945;437061,6318184;184307,29965096
2016-08-18;54188;436079,18893401;183467,27207196
2016-08-19;51565;436461,85814981;185103,50639511
2016-08-22;51086;435456,56177921;186857,9008957
2016-08-23;52374;433200,75535381;185055,61987434
2016-08-24;51556;432611,96016576;188736,80513996
2016-08-25;51305;432374,49556116;186172,37727389
2016-08-26;50578;432505,01166616;185734,71687418
2016-08-29;52044;432174,36331796;197343,02602875
2016-08-30;54716;430464,8409682;199059,81916537
2016-08-31;54464;431527,15089023;193738,87271033
2016-09-01;53954;434489,83190593;217361,57732103
2016-09-02;51535;438796,67531233;202189,18362011
2016-09-05;50043;442470,64863635;200504,99271756
2016-09-06;50137;443748,0845713;188762,42574249
2016-09-07;48770;446572,7334419;200212,56138065
2016-09-08;48957;448821,16320429;202281,73667081
2016-09-09;48988;449790,92830669;196412,84607445
2016-09-12;49544;448490,22602669;191591,04141583
2016-09-13;52488;444724,77575069;184794,48943483
2016-09-14;52251;443124,71889381;193061,82119782
2016-09-15;51535;442474,32622003;191164,7328026
2016-09-16;50547;442512,64606023;182757,58094142
2016-09-19;50033;441499,14748773;187671,42008949
2016-09-20;50822;439744,83410673;181931,96738102
2016-09-21;50870;438722,31288773;185684,98773709
2016-09-22;49788;438950,93297433;185058,81012956
2016-09-23;48534;439652,62093533;178497,69068389
2016-09-26;48779;439862,54291143;176659,58113687
2016-09-27;50296;439150,27163943;172761,49476598
2016-09-28;51441;438545,90055063;172083,01899177
2016-09-29;53091;438659,93762338;160931,23677095
2016-09-30;51662;441108,23351425;189884,81754967
2016-10-03;51179;444828,85365175;190807,77796952
2016-10-04;52993;446515,20485056;188135,8615085
2016-10-05;53222;448758,57969256;190674,37981969
2016-10-06;54358;451642,48368656;186581,41499777
2016-10-07;52996;455682,34324423;198327,3120974
2016-10-11;52094;457036,94222982;202763,35156191
2016-10-12;54427;453505,59968384;201690,05718586
2016-10-13;54811;451698,28775058;201351,54849533
2016-10-14;53867;451115,53483368;202545,2842556
2016-10-17;53609;449826,61660943;200690,8490625
2016-10-18;54408;447184,91704343;198496,55414438
2016-10-19;54180;445383,48143063;185755,84017718
2016-10-20;52965;444893,93068329;193792,68473984
2016-10-21;52337;445070,73070129;191396,66432171
2016-10-24;53434;444354,85579529;188721,48140088
2016-10-25;56044;442484,99972929;189301,16339172
2016-10-26;58063;442222,67167419;173266,7237696
2016-10-27;58516;443458,20271979;167930,36815213
2016-10-28;57552;444315,80271979;199615,59322021
2016-10-31;57397;446932,70205084;169879,4795944
2016-11-01;58958;448125,6092994;210814,01219827
2016-11-02;58592;450809,35185702;194672,89884064
2016-11-03;57864;453979,13687802;192955,42174795
2016-11-04;55737;458764,12280452;207017,01471628
2016-11-07;52337;463498,91845643;207481,42688164
2016-11-08;53724;463079,57824718;207482,60631792
2016-11-09;55044;462767,30336638;209636,60055516
2016-11-10;56499;462155,68164198;206611,24955508
2016-11-11;57152;461667,60026638;200179,22441593
2016-11-14;58061;460367,80736438;199173,9526624
2016-11-15;59694;457892,36396418;200283,81873549
2016-11-16;59762;456600,27315138;220548,45436913
2016-11-17;59194;456048,0260559;217766,53825334
2016-11-18;59241;455948,35286534;213089,40975611
2016-11-21;59806;455404,34747189;213162,58720806
2016-11-22;61126;453951,36046929;210021,73115018
2016-11-23;60862;454241,51617029;196379,64004281
2016-11-24;61530;454785,15957688;188329,40707655
2016-11-25;61386;456174,24493883;185702,81120403
2016-11-29;63710;456349,94644077;207898,87322165
2016-11-30;66144;456821,86190627;193723,17426749
2016-12-01;65544;460801,89027079;232214,47044074
2016-12-02;64727;466351,20325539;225728,75045414
2016-12-05;65459;472985,02636386;222995,63882471
2016-12-06;68471;477715,45097886;211081,60004948
2016-12-07;65735;483804,06061548;222826,43546416
2016-12-12;67529;486223,06368077;224503,82324207
2016-12-13;73571;485001,13893977;221459,12385439
2016-12-14;73086;485800,73893977;245682,59540082
2016-12-15;73510;486470,36163327;231533,60253826
2016-12-16;72364;489181,71318401;229943,68939463
2016-12-19;69818;494476,50142401;226832,03852407
2016-12-20;70184;498008,08256925;232779,99939151
2016-12-21;69671;503597,38432818;248114,1052125
2016-12-22;67090;512831,26085598;227086,12403308
2016-12-23;67063;517743,44154373;213956,37058106
2016-12-26;67993;519106,75677273;211939,48088285
2016-12-27;68645;519201,89441671;209579,66455145
2016-12-28;68136;520596,23479671;223067,65034914
2016-12-29;68173;523887,90882522;225959,51107423
2016-12-30;67164;527451,51712182;227048,72846385
2017-01-02;68094;527824;259033
2017-01-03;69584;527004;259940
2017-01-04;70527;527131;254678
2017-01-05;69988;529174;243980
2017-01-06;67945;532054;240121
2017-01-09;67748;532761;238790
2017-01-10;71377;529337;246349
2017-01-11;74043;526245;199013
2017-01-12;76203;524163;197504
2017-01-13;78621;521813;193653
2017-01-16;79613;520371;189999
2017-01-17;82648;517085;168020
2017-01-18;83244;515649;195371
2017-01-19;83834;514912;191909
2017-01-20;84281;514585;195483
2017-01-23;85660;513149;198498
2017-01-24;87727;511061;205442
2017-01-25;88084;510255;218703
2017-01-26;88162;510449;221564
2017-01-27;88850;510361;215959
2017-01-30;88267;511198;227995
2017-01-31;90104;511169;226616
2017-02-01;89246;513195;228147
2017-02-02;89112;515468;219345
2017-02-03;87349;518321;219056
2017-02-06;84261;522461;222440
2017-02-07;84155;522686;239844
2017-02-08;83061;523106;238837
2017-02-09;82704;523096;235060
2017-02-10;83326;522258;236462
2017-02-13;84691;519677;233735
2017-02-14;88166;516009;232757
2017-02-15;88029;515267;231985
2017-02-16;87407;515087;219794
2017-02-17;87981;513950;211278
2017-02-20;88556;512939;209848
2017-02-21;90098;510519;235809
2017-02-22;89744;510025;221680
2017-02-23;88518;510752;226042
2017-02-24;85298;512580;216864
2017-03-01;80966;515984;257402
2017-03-02;79206;516467;253838
2017-03-03;75682;518924;234837
2017-03-06;70002;524166;212855
2017-03-07;70581;524705;186700
2017-03-08;69450;525807;184045
2017-03-09;69034;525880;186739
2017-03-10;68584;526211;204676
2017-03-13;70719;523689;197336
2017-03-14;75123;518916;202534
2017-03-15;77164;515942;219085
2017-03-16;77508;514418;190841
2017-03-17;78335;513306;183039
2017-03-20;79756;511883;198773
2017-03-21;79915;510339;198344
2017-03-22;79110;510274;192489
2017-03-23;78297;510663;186376
2017-03-27;79891;509815;175265
2017-03-28;81621;507111;162893
2017-03-29;81455;506213;166684
2017-03-30;81916;505110;185843
2017-03-31;80096;506950;167706
2017-04-03;76827;511809;204496
2017-04-04;76968;513248;195890
2017-04-05;73695;515577;188799
2017-04-06;71416;517856;189647
2017-04-07;65150;523570;191061
2017-04-10;64567;525829;201335
2017-04-11;68722;523047;198152
2017-04-12;72111;521506;183109
2017-04-17;77546;516605;201671
2017-04-18;80868;512523;202360
2017-04-19;81643;510525;243296
2017-04-20;80195;510161;221380
2017-04-21;79778;510260;204157
2017-04-24;79856;510158;219280
2017-04-25;81283;507890;213099
2017-04-26;80752;507750;208843
2017-04-27;79029;508645;221699
2017-04-28;74466;513665;207779
2017-05-02;68532;519971;231630
2017-05-03;68951;519851;228988
2017-05-04;66778;522291;224427
2017-05-05;63552;526963;224449
2017-05-08;59757;531441;210000
2017-05-09;61105;529823;207322
2017-05-10;61059;528816;203827
2017-05-11;62480;526846;204377
2017-05-12;63251;525585;197035
2017-05-15;64958;523942;188829
2017-05-16;67223;521035;184811
2017-05-17;67214;520297;210056
2017-05-18;66105;519948;203200
2017-05-19;65279;520634;196411
2017-05-22;65345;520638;190259
2017-05-23;65901;519080;182668
2017-05-24;65538;519047;167680
2017-05-26;64671;519840;175207
2017-05-29;65713;520018;169703
2017-05-30;65884;520087;167707
2017-05-31;63924;521633;171530
2017-06-01;60904;525860;200639
2017-06-02;57259;531429;197022
2017-06-05;54742;537380;189650
2017-06-06;57079;539583;205111
2017-06-07;56502;542480;218733
2017-06-08;56151;545227;213942
2017-06-09;56324;547113;204188
2017-06-12;58193;547174;199704
2017-06-13;61903;543439;188759
2017-06-14;64348;541467;187278
2017-06-15;64682;541304;187505
2017-06-16;64581;541971;172553
2017-06-19;65439;543080;172047
2017-06-21;66976;541838;268563
2017-06-22;69306;541503;249712
2017-06-23;68335;544312;234208
2017-06-26;68095;546242;219623
2017-06-27;69872;546707;199364
2017-06-28;69975;549520;219223
2017-06-29;70989;552980;214555
2017-06-30;66921;560039;206144
2017-07-03;63528;568279;229985
2017-07-04;65103;571351;226153
2017-07-05;65184;575506;212136
2017-07-06;65156;580450;209390
2017-07-07;63519;584387;208579
2017-07-10;61415;588791;208192
2017-07-11;65204;585819;203247
2017-07-12;67753;583116;195806
2017-07-13;68637;581956;188296
2017-07-14;68546;581026;183663
2017-07-17;68444;580535;177684
