Fecha;CCL;Dólar Mayorista;Dólar Solidario;Promedio 1997-2019
2019-01-02;105,235305375479;106,46962044516;108,745059737151;100,847869791416
2019-01-03;105,544941210765;105,80551763219;108,508437421829;100,847869791416
2019-01-04;105,256634821379;105,481272635026;108,344698463444;100,847869791416
2019-01-07;104,991678586364;105,004186353353;107,940558551321;100,847869791416
2019-01-08;105,631436352397;105,736074635981;109,300199268118;100,847869791416
2019-01-09;104,470622476081;104,991515684405;107,872486371626;100,847869791416
2019-01-10;103,222959757251;104,079836630165;106,461644991503;100,847869791416
2019-01-11;103,805798654496;103,478234753557;106,06551832081;100,847869791416
2019-01-14;102,774279650246;103,469339316508;106,152652550704;100,847869791416
2019-01-15;102,983286077777;103,652463984331;106,616754189026;100,847869791416
2019-01-16;105,796095948327;104,672538667049;107,783571485312;100,847869791416
2019-01-17;104,728223146902;105,160778131403;107,94930836928;100,847869791416
2019-01-18;105,320214566473;104,700752547772;107,319662918517;100,847869791416
2019-01-21;106,54896710008;104,742198254192;107,478468384954;100,847869791416
2019-01-22;103,194581838589;104,172879143456;106,769580068101;100,847869791416
2019-01-23;104,382776729143;104,15915679689;106,976667534527;100,847869791416
2019-01-24;103,924613689974;103,618963319477;106,167558558846;100,847869791416
2019-01-25;101,787011102458;102,498408401077;105,375780375022;100,847869791416
2019-01-28;103,19994499288;102,543830035278;105,429121864471;100,847869791416
2019-01-29;104,90503503019;103,965162184591;107,729971818569;100,847869791416
2019-01-30;102,667459615205;103,34496398059;106,04366773352;100,847869791416
2019-01-31;102,939936505595;102,808406819012;106,256173560452;100,847869791416
2019-02-01;101,971526315221;102,19790680207;105,135396419847;100,847869791416
2019-02-04;101,431392876941;101,871528740976;104,667251146274;100,847869791416
2019-02-05;101,723699602905;101,772080664992;104,662171689368;100,847869791416
2019-02-06;103,436687268391;102,519767309907;105,192304854072;100,847869791416
2019-02-07;101,627471984661;103,210854836355;105,986204119328;100,847869791416
2019-02-08;103,120473796116;103,164149677622;105,987821311778;100,847869791416
2019-02-11;101,97009811673;102,942309870168;104,957099337877;100,847869791416
2019-02-12;104,102405755037;103,031135586452;106,102450617816;100,847869791416
2019-02-13;103,984652476714;103,525883189612;106,376280081454;100,847869791416
2019-02-14;103,625502378486;103,397017744121;105,906514134041;100,847869791416
