"Fecha","Total","Otros","Plazos Fijos","Cuenta Corriente","Caja de Ahorros","Circulante en Público"
2003-12-02,6034468.09414893,373232.462365775,1939005.62240847,1214732.20537501,797208.669829511,1417026.26449794
2004-01-02,6195041.26469509,386543.750589386,1982109.51490975,1264255.00631116,852754.282324661,1438383.73067805
2004-02-02,6291804.98196698,396715.658809216,1971133.46474129,1308514.21034534,916831.916796142,1441383.7185954
2004-03-01,6160722.53906811,395377.767031826,1902379.94048482,1241184.77941987,941915.292408326,1442359.66643124
2004-04-01,6249914.64526944,398056.450932993,1894441.81458539,1332201.67168459,979117.875648512,1429125.6966205
2004-05-03,6324639.42143788,365557.79063551,1896691.91431597,1419046.80254019,977407.189940738,1456666.29302655
2004-06-01,6494704.48227824,397617.830493422,1939179.27244433,1472949.43045438,1014894.77872397,1477754.92156672
2004-07-01,6637205.69602047,419378.370507647,1958827.32964081,1486043.96646972,1057643.32495296,1540476.99470401
2004-08-02,6703958.61549674,409178.191405678,2003387.60647371,1466732.48554507,1122458.40348058,1541248.59706201
2004-09-01,6736017.24424417,414714.404853121,2068044.72235587,1446313.88882751,1137713.04656679,1526223.57332659
2004-10-01,6769039.34593211,396903.842899153,2141182.44624256,1490789.85743513,1104655.5856038,1518518.09333075
2004-11-01,6885917.11016759,398612.31589869,2208802.05804961,1512838.55065906,1122191.83705829,1539538.41482267
2004-12-01,7032869.43069646,409877.155454313,2153290.4275677,1581724.13370913,1128758.68137965,1669604.98192314
2005-01-03,7072129.92027653,397883.088941823,2215724.92850828,1559098.92643055,1133156.64544951,1685679.29284997
2005-02-01,7027524.496888,404821.482597491,2292129.1331409,1498186.560409,1110090.80202729,1649242.40764514
2005-03-01,7002065.38036207,399578.95352709,2300561.87511736,1479812.70787783,1114415.30844442,1643554.58996235
2005-04-01,7047040.81483878,400923.515929499,2348116.95512888,1499752.61348057,1093704.63357407,1648671.54308787
2005-05-02,7147583.16130567,413504.23046826,2357098.48764469,1540520.31842972,1112519.26663576,1676964.79357399
2005-06-01,7252595.97080054,414759.081469299,2388367.66365832,1540152.98723508,1158512.23202153,1713364.93316547
2005-07-01,7332346.43657342,405211.223407507,2354378.44022788,1541604.25135015,1211424.79851504,1790321.61903087
2005-08-01,7382262.90883466,413212.703891698,2395258.9307465,1527992.30704198,1221243.04531527,1803866.60944032
2005-09-01,7367127.57480343,405452.901035353,2436627.66761834,1517935.42221091,1189219.20942224,1804600.22343293
2005-10-03,7414767.20206285,430537.005784677,2397281.72768067,1555096.85976547,1200853.61261229,1829326.36379915
2005-11-01,7439266.0683795,449719.715243042,2376884.05599139,1579988.39198068,1189391.28857295,1841593.34025818
2005-12-01,7594749.03523789,434734.501859895,2295842.23704129,1742845.76333824,1186001.6873336,1933761.54176375
2006-01-02,7610602.72226689,411967.98295871,2298571.90516229,1736609.4583726,1195896.76834498,1966203.540781
2006-02-01,7583553.62135573,415130.174837659,2335031.48983253,1653527.03757864,1239982.88843328,1938518.3375106
2006-03-01,7560869.19594367,406091.63238838,2332844.59157771,1649973.77225797,1254141.55775311,1916454.78941523
2006-04-03,7557953.57259348,411892.837111621,2405406.54672557,1634230.18344777,1191343.02375196,1914221.45761486
2006-05-02,7714574.19574904,410384.832464459,2439365.53671197,1704195.2460161,1234878.80756458,1924392.70186172
2006-06-01,7884153.27373314,412059.078616992,2569230.39334487,1765356.45725603,1178067.83912698,1958145.99465564
2006-07-03,8037951.65926953,410470.033777018,2612186.44510769,1723903.91855678,1245573.211622,2044524.8511061
2006-08-01,8108005.70473567,414528.969113095,2741510.94737604,1712252.38475877,1192023.64085629,2046396.40888331
2006-09-01,8163129.60377778,420042.687861659,2813739.46299966,1713055.34826975,1167927.18631907,2047074.1018581
2006-10-02,8216917.70466876,415423.878592914,2822861.40234041,1746375.40267793,1178146.51885952,2052888.95246141
2006-11-01,8342149.71339506,426399.918614749,2846648.74318254,1843428.49926182,1167880.49558048,2056665.43725914
2006-12-01,8494687.5580074,448009.236737002,2794186.21626802,1886527.76442489,1201870.33004391,2163005.2873102
2007-01-02,8549747.71905754,421072.994178135,2843508.79510882,1886821.80728548,1197261.06448917,2200051.60670022
2007-02-01,8581936.49532853,425270.48985191,2924498.81362684,1856488.62971834,1198898.45001967,2175747.9709879
2007-03-01,8557874.94844169,422366.402844107,2969855.82418988,1824346.88760774,1172993.19201991,2167287.32861462
2007-04-03,8570578.45206957,428334.178488075,2947901.56228298,1867828.35857465,1170584.70023772,2154913.82475724
2007-05-02,8619755.16094448,436951.42015524,2930431.17013458,1914526.97139475,1183043.06864773,2153796.64595296
2007-06-01,8580761.86549034,439623.070355923,2926399.85318971,1831729.17629911,1199165.42449381,2182850.35106853
2007-07-02,8637794.01693844,446569.737512088,2858701.54966953,1822794.42461291,1250862.25187025,2257905.7562868
2007-08-01,8524837.75977195,471168.451605315,2887353.44225684,1745626.16383923,1208555.63379832,2211249.82663524
2007-09-03,8402536.75682711,464463.779230331,2974570.12507905,1621377.32487143,1188235.36000992,2153400.38998483
2007-10-01,8256463.84352739,410670.606288361,2914867.06386377,1623157.14241574,1177246.4533825,2130164.13083063
2007-11-01,8259920.1432366,430602.297738141,2888560.65208684,1638177.88701324,1182667.27111926,2119567.43062052
2007-12-03,8393457.78254386,512913.722016553,2818452.92876379,1628813.12881533,1226051.16827263,2207191.24712032
2008-01-02,8553769.31009337,398654.932896434,2849648.85237933,1817057.96795615,1250224.18914299,2238183.36771847
2008-02-01,8475958.96533937,394190.415393488,2987742.32226003,1669719.29725617,1253945.49352211,2170361.43690757
2008-03-03,8228277.9158202,403375.572995289,2990065.4608902,1551309.8743995,1178605.49280845,2104921.51472676
2008-04-01,8099161.22296447,385678.793706457,2918679.55716796,1581743.61313344,1150569.08521745,2062490.17373917
2008-05-02,8015094.24594578,388197.353304909,2822233.77333607,1635534.79927451,1116800.39626113,2052327.92376916
2008-06-02,7873946.34316862,329698.835404207,2776277.19641976,1660726.77888171,1080926.47746609,2026317.05499686
2008-07-01,7923379.31772384,317817.365150813,2776944.38129965,1673301.00410738,1119352.40591675,2035964.16124925
2008-08-01,7898233.53461144,310341.553464858,2935671.72955879,1587994.38856273,1073001.84682004,1991224.01620502
2008-09-01,7906323.01627669,313140.626603006,2851845.78950518,1724571.5791475,1059319.39582598,1957445.62519502
2008-10-01,7832938.44828149,312259.675437403,2843291.24953775,1704934.49255218,1037805.56717004,1934647.46358413
2008-11-03,7651121.31426853,311503.135618036,2782584.20340668,1636848.66606188,1008197.13962695,1911988.16955499
2008-12-01,7584016.315875,340072.53881217,2360286.95078193,1827180.07720225,1053847.96338592,2002628.78569274
2009-01-02,7598725.7997373,301817.051353856,2316396.89666243,1906689.81074297,1055819.98303755,2018002.0579405
2009-02-02,7485024.13234907,294525.616293107,2429859.21014032,1759258.10758744,1036525.31379358,1964855.88453462
2009-03-02,7278232.71716797,290165.455635599,2420790.74055536,1678536.16679441,1003560.81498611,1885179.53919648
2009-04-01,7126079.94114782,293177.771441344,2344449.80488198,1670111.40468909,997377.054588329,1820963.90554707
2009-05-04,7182131.77607014,303147.572043824,2359146.25287377,1680842.00942747,997776.285792009,1841219.65593307
2009-06-01,7238442.94741969,299776.253804487,2272258.81852166,1742526.38742862,1033801.43124581,1890080.05641912
2009-07-01,7181078.15827861,292656.366954992,2237309.50904334,1649702.60928056,1057629.31429859,1943780.35870112
2009-08-03,7133436.92422134,283156.341251558,2302682.09393459,1633488.08251141,1008605.94236372,1905504.46416005
2009-09-01,7198562.26430531,266244.194409308,2333449.64016889,1702820.07482011,1007609.98795834,1888438.36694866
2009-10-01,7151875.5748981,264827.694297052,2352245.75983681,1670428.61715131,995592.455088529,1868781.0485244
2009-11-02,7173383.76076368,269851.673759513,2378760.610086,1655888.66024037,992602.250287848,1876280.56638995
2009-12-01,7300092.51290652,281125.308016798,2201207.51383585,1765739.56217777,1057266.16445344,1994753.96442266
2010-01-04,7305918.20668212,267855.19076064,2175306.86636166,1786798.34831766,1050529.70019288,2025428.10104928
2010-02-01,7086597.37539617,256543.663650301,2152741.61756176,1735089.39446049,1016363.88121134,1925858.81851229
2010-03-01,6982645.01913053,253292.309318503,2273993.09766315,1586693.18526481,999127.260500368,1869539.1663837
2010-04-05,7003454.09907049,261558.829965259,2325698.13931716,1625783.00790715,966090.057314759,1824324.06456615
2010-05-03,7111016.99054695,269053.027284636,2456441.98804528,1588336.93901779,961057.238889676,1836127.79730956
2010-06-01,7241918.0184921,265826.951685266,2525439.18121593,1592889.3634977,988253.755675631,1869508.76641757
2010-07-01,7461751.36608186,264868.251185084,2562711.95135437,1606975.70286794,1068845.33138478,1958350.12928969
2010-08-02,7508053.01152424,260098.460450211,2692711.12198867,1577867.4813487,1021608.81444074,1955767.13329593
2010-09-01,7595186.83638562,260426.702319269,2772330.52841066,1586011.30579164,1022086.66484604,1954331.63501801
2010-10-01,7600766.22694775,266346.583342373,2753351.16281592,1617400.32109112,1022194.65425181,1941473.50544652
2010-11-01,7610284.12714856,269494.268969326,2769839.29973519,1606486.06445178,1015636.68968819,1948827.80430407
2010-12-01,7807327.35124995,273678.524459946,2669589.27245746,1711567.63640258,1087305.5043262,2065186.41360377
2011-01-03,8036657.86683538,258846.325811667,2644330.1480251,1894575.10039101,1097886.27863553,2141020.01397207
2011-02-01,8037090.48434343,258670.031422197,2871722.14910447,1708448.33997482,1090821.37344705,2107428.59039491
2011-03-01,8009212.32084338,259376.874077836,2908021.55186365,1705865.02823881,1069637.64047382,2066311.22618927
2011-04-01,7981519.89349971,258869.799762646,2912089.2101519,1690547.43077395,1074842.89955231,2045170.5532589
2011-05-02,8117338.21188862,264491.81073582,2947139.8842206,1748606.8638608,1097206.84626874,2059892.80680266
2011-06-01,8196766.46798839,265561.993414361,2972191.34085824,1750850.51865887,1104464.03709999,2103698.57795693
2011-07-01,8333951.14885533,262723.495735269,2996590.30313147,1639273.56062595,1241064.96751204,2194298.82185061
2011-08-01,8354222.19069661,262950.520873687,3032388.80354066,1663877.56566169,1201913.04180886,2193092.25881171
2011-09-01,8323123.76863395,260712.920874111,3111121.76989294,1665825.53661315,1121013.84416737,2164449.69708638
2011-10-03,8255971.04406149,262096.692059829,3080312.16065999,1653833.48356199,1113669.40025272,2146059.30752697
2011-11-01,8218384.4394166,256752.251941389,3102081.83415941,1611654.58267351,1079027.53982522,2168868.23081707
2011-12-01,8310407.39034714,267590.166045483,2906454.76681941,1714686.97740797,1150423.20820962,2271252.27186465
2012-01-03,8480534.58416871,245993.761128136,2895035.86128408,1863319.60147917,1161167.41062705,2315017.94965027
2012-02-01,8476287.08897136,250960.254159551,3057683.05234175,1722925.82083088,1175823.64983635,2268894.31180283
2012-03-01,8315194.51714656,238605.237127309,3053748.14121492,1687857.82979527,1137296.96556368,2197686.34344538
2012-04-03,8240108.12680277,249934.492017671,3054156.20694076,1655207.96831927,1117306.30264091,2163503.15688416
2012-05-02,8373942.5821887,249727.245054665,3083320.85224183,1717802.62343096,1127871.27195697,2195234.13546548
2012-06-01,8509529.70814523,254823.40606164,3027431.59011261,1749876.73757232,1188168.67212388,2289229.30227479
2012-07-02,8738247.76459248,264690.864685477,2969619.80265407,1814471.00441205,1277570.42413032,2411895.66871056
2012-08-01,8823390.82198234,249364.185420873,3100904.85335403,1830354.31593935,1228382.67361475,2414384.79365333
2012-09-03,8858161.28447142,250693.266603411,3280512.40431223,1699757.69570401,1218444.41184711,2408753.50600466
2012-10-01,8867842.45732724,247749.226815767,3307879.29478301,1702581.48160811,1198748.99810785,2410883.4560125
