Fecha;Reservas
2004-01-02;3,24224987456792
2004-02-02;3,12520360625579
2004-03-01;3,29432041353365
2004-04-01;3,01947425563476
2004-05-03;2,89629576324905
2004-06-01;2,78301880968056
2004-07-01;2,59383903621218
2004-08-02;2,57567162841933
2004-09-01;2,54946932105728
2004-10-01;2,52736150039499
2004-11-01;2,51695188928732
2004-12-01;2,62105661602008
2005-01-03;2,5174497605215
2005-02-01;2,40719309234772
2005-03-01;2,40040188226053
2005-04-01;2,41949917206656
2005-05-02;2,36082890927833
2005-06-01;2,28415548047264
2005-07-01;2,26888302416092
2005-08-01;2,15835306409262
2005-09-01;2,07498543003887
2005-10-03;2,11810288204389
2005-11-01;2,10835811607866
2005-12-01;2,04547655586243
2006-01-02;3,0533051341234
2006-02-01;2,9135229981384
2006-03-01;2,79594467457977
2006-04-03;2,7521930479444
2006-05-02;2,58244772174309
2006-06-01;2,5223295012936
2006-07-03;2,50266531183849
2006-08-01;2,48832811720612
2006-09-01;2,4947891978629
2006-10-02;2,46762901661348
2006-11-01;2,40722655269587
2006-12-01;2,46379721047989
2007-01-02;2,37402763261112
2007-02-01;2,24707074510133
2007-03-01;2,18442603082815
2007-04-03;2,10938372892714
2007-05-02;2,04181931927158
2007-06-01;1,99240049482083
2007-07-02;2,00007925161777
2007-08-01;2,01842853337898
2007-09-03;2,05024966784795
2007-10-01;2,06134680982659
2007-11-01;2,04071831787153
2007-12-03;2,10690015147054
2008-01-02;2,076830581063
2008-02-01;1,96779028288965
2008-03-03;1,95684506931643
2008-04-01;1,94589410068648
2008-05-02;1,99960603941335
2008-06-02;2,09867976725643
2008-07-01;2,11380795075239
2008-08-01;2,1264448143563
2008-09-01;2,16176573853586
2008-10-01;2,19846721702545
2008-11-03;2,20789243113558
2008-12-01;2,29284334877679
2009-01-02;2,23623178258744
2009-02-02;2,1831205563643
2009-03-02;2,16210933415648
2009-04-01;2,14909034631444
2009-05-04;2,17021661690162
2009-06-01;2,23533700601027
2009-07-01;2,29699748269284
2009-08-03;2,36313531388045
2009-09-01;2,35156419652106
2009-10-01;2,34552036123044
2009-11-02;2,34090452202687
2009-12-01;2,49088278283046
2010-01-04;2,52593273606219
2010-02-01;2,48932720311459
2010-03-01;2,52288014452532
2010-04-05;2,52633956898154
2010-05-03;2,55369666740501
2010-06-01;2,57975832190362
2010-07-01;2,65258124941395
2010-08-02;2,70294918269333
2010-09-01;2,70943151104716
2010-10-01;2,7529359335201
2010-11-01;2,78336708625618
2010-12-01;2,99387715873189
2011-01-03;3,11149798531736
2011-02-01;3,09853339159107
2011-03-01;3,14825546894079
2011-04-01;3,24918241980412
2011-05-02;3,30068196332729
2011-06-01;3,39774124509453
2011-07-01;3,59281004558951
2011-08-01;3,74653666234439
2011-09-01;3,86069911490269
2011-10-03;3,99952016580017
2011-11-01;4,2158580829283
2011-12-01;4,59168544646735
2012-01-03;4,73587494918313
2012-02-01;4,4622175135677
2012-03-01;4,58394113766733
2012-04-03;4,64364038298073
2012-05-02;4,71821029296258
2012-06-01;5,08101401856165
2012-07-02;5,40524389668157
2012-08-01;5,70356803976981
