Fecha;CCL;Dólar Mayorista;Dólar Solidario;Promedio 1997-2019
1997-01-01;NA;91,3564580039031;NA;123,992639035758
1997-01-02;NA;91,3406945835595;NA;123,992639035758
1997-01-03;NA;91,0476517418866;NA;123,992639035758
1997-01-04;NA;91,0540839591267;NA;123,992639035758
1997-01-05;NA;91,0605166307817;NA;123,992639035758
1997-01-06;NA;90,9255174432154;NA;123,992639035758
1997-01-07;NA;91,0142731481966;NA;123,992639035758
1997-01-08;NA;90,8395060044522;NA;123,992639035758
1997-01-09;NA;90,7880435159861;NA;123,992639035758
1997-01-10;NA;90,6650016303539;NA;123,992639035758
1997-01-11;NA;90,6714068146217;NA;123,992639035758
1997-01-12;NA;90,6778124513947;NA;123,992639035758
1997-01-13;NA;90,5591838819096;NA;123,992639035758
1997-01-14;NA;90,477142549749;NA;123,992639035758
1997-01-15;NA;90,5416900966974;NA;123,992639035758
1997-01-16;NA;90,5012764976979;NA;123,992639035758
1997-01-17;NA;90,1659010346559;NA;123,992639035758
1997-01-18;NA;90,1722709591076;NA;123,992639035758
1997-01-19;NA;90,1786413335735;NA;123,992639035758
1997-01-20;NA;89,9538987902198;NA;123,992639035758
1997-01-21;NA;89,9947346116702;NA;123,992639035758
1997-01-22;NA;89,6890445281094;NA;123,992639035758
1997-01-23;NA;89,6202824498383;NA;123,992639035758
1997-01-24;NA;89,8481205084732;NA;123,992639035758
1997-01-25;NA;89,8544679827756;NA;123,992639035758
1997-01-26;NA;89,8608159055061;NA;123,992639035758
1997-01-27;NA;89,6925694114968;NA;123,992639035758
1997-01-28;NA;89,3677223644824;NA;123,992639035758
1997-01-29;NA;89,4519777780923;NA;123,992639035758
1997-01-30;NA;89,5248856513942;NA;123,992639035758
1997-01-31;NA;89,5262112304749;NA;123,992639035758
1997-02-01;NA;89,5296477471058;NA;123,992639035758
1997-02-02;NA;89,5330843956494;NA;123,992639035758
1997-02-03;NA;89,4392891893798;NA;123,992639035758
1997-02-04;NA;89,4434820795213;NA;123,992639035758
1997-02-05;NA;89,3431163584285;NA;123,992639035758
1997-02-06;NA;89,3379940956851;NA;123,992639035758
1997-02-07;NA;88,9779312566849;NA;123,992639035758
1997-02-08;NA;88,9813467272644;NA;123,992639035758
1997-02-09;NA;88,9847623289487;NA;123,992639035758
1997-02-10;NA;89,2593683201396;NA;123,992639035758
1997-02-11;NA;89,0479691244423;NA;123,992639035758
1997-02-12;NA;88,8483775230393;NA;123,992639035758
1997-02-13;NA;88,7010016342301;NA;123,992639035758
1997-02-14;NA;88,6950954084537;NA;123,992639035758
1997-02-15;NA;88,6985000222116;NA;123,992639035758
1997-02-16;NA;88,7019047666577;NA;123,992639035758
1997-02-17;NA;88,4944793191246;NA;123,992639035758
1997-02-18;NA;88,5465675131856;NA;123,992639035758
